player_name,player_key,school,school_key,position_raw,position,year,ras_score,source_url
Nick Fineanganofo,nick fineanganofo,Arizona,arizona,OG,IOL,1992,3.7,https://ras.football/ras-information/?PlayerID=2555
Paul Siever,paul siever,Penn State,penn state,OG,IOL,1992,3.1,https://ras.football/ras-information/?PlayerID=2564
Rob Baxley,rob baxley,Iowa,iowa,OG,IOL,1992,0.8,https://ras.football/ras-information/?PlayerID=2584
Rod Milstead,rod milstead,Delaware State,delaware state,OG,IOL,1992,5.8,https://ras.football/ras-information/?PlayerID=2597
Shawn Harper,shawn harper,Indiana,indiana,OG,IOL,1992,2.0,https://ras.football/ras-information/?PlayerID=2627
Tim Simpson,tim simpson,Illinois,illinois,OG,IOL,1992,2.3,https://ras.football/ras-information/?PlayerID=2652
Tony Laster,tony laster,Illinois,illinois,OG,IOL,1992,0.4,https://ras.football/ras-information/?PlayerID=2668
Tracy Boyd,tracy boyd,East Carolina,east carolina,OG,IOL,1992,8.1,https://ras.football/ras-information/?PlayerID=2679
Anthony Davis,anthony davis,Utah,utah,LB,LB,1992,9.07,https://ras.football/ras-information/?PlayerID=2225
Bob Spitulski,bob spitulski,Central Florida,central florida,LB,LB,1992,8.74,https://ras.football/ras-information/?PlayerID=2243
Brian Townsend,brian townsend,Michigan,michigan,LB,LB,1992,4.35,https://ras.football/ras-information/?PlayerID=2255
Charles Bullough,charles bullough,Michigan State,michigan state,LB,LB,1992,3.74,https://ras.football/ras-information/?PlayerID=2271
Corey Widmer,corey widmer,Montana State,montana state,LB,LB,1992,2.85,https://ras.football/ras-information/?PlayerID=2301
Darrell Crawford,darrell crawford,Auburn,auburn,LB,LB,1992,3.32,https://ras.football/ras-information/?PlayerID=2315
Darryl Hardy,darryl hardy,Tennessee,tennessee,LB,LB,1992,6.87,https://ras.football/ras-information/?PlayerID=2322
Donald Jones,donald jones,Washington,washington,LB,LB,1992,8.6,https://ras.football/ras-information/?PlayerID=2349
Dwayne Sabb,dwayne sabb,New Hampshire,new hampshire,LB,LB,1992,9.53,https://ras.football/ras-information/?PlayerID=2351
Ed Mcdaniel,ed mcdaniel,Clemson,clemson,LB,LB,1992,6.92,https://ras.football/ras-information/?PlayerID=2354
Ed Sutter,ed sutter,Northwestern,northwestern,LB,LB,1992,2.34,https://ras.football/ras-information/?PlayerID=2355
Eddie Robinson,eddie robinson,Alabama State,alabama state,LB,LB,1992,3.97,https://ras.football/ras-information/?PlayerID=2359
Elijah Alexander,elijah alexander,Kansas State,kansas state,LB,LB,1992,9.39,https://ras.football/ras-information/?PlayerID=2362
Elnardo Webster,elnardo webster,Rutgers,rutgers,LB,LB,1992,1.45,https://ras.football/ras-information/?PlayerID=2363
Ephesians Bartley,ephesians bartley,Florida,florida,LB,LB,1992,6.26,https://ras.football/ras-information/?PlayerID=2365
Erick Anderson,erick anderson,Michigan,michigan,LB,LB,1992,3.27,https://ras.football/ras-information/?PlayerID=2374
Gabriel Mokwuah,gabriel mokwuah,American International,american international,LB,LB,1992,5.05,https://ras.football/ras-information/?PlayerID=2383
Gerald Dixon,gerald dixon,South Carolina,south carolina,LB,LB,1992,5.75,https://ras.football/ras-information/?PlayerID=2389
Greg Briggs,greg briggs,Texas Southern,texas southern,LB,LB,1992,9.35,https://ras.football/ras-information/?PlayerID=2392
Howard Dinkins,howard dinkins,Florida State,florida state,LB,LB,1992,5.93,https://ras.football/ras-information/?PlayerID=2403
John Clark,john clark,Akron,akron,LB,LB,1992,1.64,https://ras.football/ras-information/?PlayerID=2432
John Derby,john derby,Iowa,iowa,LB,LB,1992,0.19,https://ras.football/ras-information/?PlayerID=2433
John Sullins,john sullins,Alabama,alabama,LB,LB,1992,0.09,https://ras.football/ras-information/?PlayerID=2441
Jon Wauford,jon wauford,Miami,miami,LB,LB,1992,1.82,https://ras.football/ras-information/?PlayerID=2447
Keo Coleman,keo coleman,Mississippi State,mississippi state,LB,LB,1992,1.5,https://ras.football/ras-information/?PlayerID=2466
Kevin Carroll,kevin carroll,King,king,LB,LB,1992,2.43,https://ras.football/ras-information/?PlayerID=2467
Levon Kirkland,levon kirkland,Clemson,clemson,LB,LB,1992,5.0,https://ras.football/ras-information/?PlayerID=2489
Lloyd Straughter,lloyd straughter,Jackson State,jackson state,LB,LB,1992,3.13,https://ras.football/ras-information/?PlayerID=2490
Mick Thomas,mick thomas,Arkansas,arkansas,LB,LB,1992,4.86,https://ras.football/ras-information/?PlayerID=2531
Mike Petko,mike petko,Nebraska,nebraska,LB,LB,1992,7.57,https://ras.football/ras-information/?PlayerID=2543
Nate Johnson,nate johnson,South Dakota,south dakota,LB,LB,1992,3.18,https://ras.football/ras-information/?PlayerID=2550
Quentin Coryatt,quentin coryatt,Texas A&M,texas a&m,LB,LB,1992,9.86,https://ras.football/ras-information/?PlayerID=2570
Robert Jones,robert jones,East Carolina,east carolina,LB,LB,1992,8.83,https://ras.football/ras-information/?PlayerID=2589
Santo Stephens,santo stephens,Temple,temple,LB,LB,1992,7.2,https://ras.football/ras-information/?PlayerID=2615
Steve Grant,steve grant,West Virginia,west virginia,LB,LB,1992,2.94,https://ras.football/ras-information/?PlayerID=2637
Tim Paulk,tim paulk,Florida,florida,LB,LB,1992,7.48,https://ras.football/ras-information/?PlayerID=2650
Todd Collins,todd collins,Carson-Newman,carsonnewman,LB,LB,1992,9.95,https://ras.football/ras-information/?PlayerID=2653
Tracy Scroggins,tracy scroggins,Tulsa,tulsa,LB,LB,1992,9.72,https://ras.football/ras-information/?PlayerID=2680
Andrew Oberg,andrew oberg,North Carolina,north carolina,OT,OT,1992,4.97,https://ras.football/ras-information/?PlayerID=2223
Bob Whitfield,bob whitfield,Stanford,stanford,OT,OT,1992,9.93,https://ras.football/ras-information/?PlayerID=2244
Brian Brauninger,brian brauninger,Oklahoma,oklahoma,OT,OT,1992,4.48,https://ras.football/ras-information/?PlayerID=2252
Bruce Covernton,bruce covernton,Weber State,weber state,OT,OT,1992,2.55,https://ras.football/ras-information/?PlayerID=2258
Bryan May,bryan may,BYU,byu,OT,OT,1992,3.45,https://ras.football/ras-information/?PlayerID=2259
Chuck Johnson,chuck johnson,Texas,texas,OT,OT,1992,5.93,https://ras.football/ras-information/?PlayerID=2294
Darryl Ashmore,darryl ashmore,Northwestern,northwestern,OT,OT,1992,3.72,https://ras.football/ras-information/?PlayerID=2321
Donald Goodman,donald goodman,Cal State-Northridge,cal statenorthridge,OT,OT,1992,0.28,https://ras.football/ras-information/?PlayerID=2348
James Brown,james brown,Virginia State,virginia state,OT,OT,1992,5.1,https://ras.football/ras-information/?PlayerID=2404
Jason Childs,jason childs,North Dakota,north dakota,OT,OT,1992,8.69,https://ras.football/ras-information/?PlayerID=2410
John Nee,john nee,Elon,elon,OT,OT,1992,5.24,https://ras.football/ras-information/?PlayerID=2440
Keith Alex,keith alex,Texas A&M,texas a&m,OT,OT,1992,6.28,https://ras.football/ras-information/?PlayerID=2451
Lance Olberding,lance olberding,Iowa,iowa,OT,OT,1992,6.0,https://ras.football/ras-information/?PlayerID=2478
Larry Tharpe,larry tharpe,Tennessee State,tennessee state,OT,OT,1992,4.34,https://ras.football/ras-information/?PlayerID=2481
Michael Moody,michael moody,Southern California,southern california,OT,OT,1992,1.17,https://ras.football/ras-information/?PlayerID=2528
Mike Jovanovich,mike jovanovich,Boston College,boston college,OT,OT,1992,4.41,https://ras.football/ras-information/?PlayerID=2539
Mike Mooney,mike mooney,Georgia Tech,georgia tech,OT,OT,1992,3.52,https://ras.football/ras-information/?PlayerID=2541
Ray Roberts,ray roberts,Virginia,virginia,OT,OT,1992,4.83,https://ras.football/ras-information/?PlayerID=2575
Russ Mccullough,russ mccullough,Missouri,missouri,OT,OT,1992,3.86,https://ras.football/ras-information/?PlayerID=2611
Russell Freeman,russell freeman,Georgia Tech,georgia tech,OT,OT,1992,7.45,https://ras.football/ras-information/?PlayerID=2612
Scott Adell,scott adell,North Carolina State,north carolina state,OT,OT,1992,3.17,https://ras.football/ras-information/?PlayerID=2616
Siupeli Malamala,siupeli malamala,Washington,washington,OT,OT,1992,9.17,https://ras.football/ras-information/?PlayerID=2631
Stacy Hunter,stacy hunter,Northeastern Oklahoma A&M,northeastern oklahoma a&m,OT,OT,1992,4.55,https://ras.football/ras-information/?PlayerID=2634
Troy Auzenne,troy auzenne,California,california,OT,OT,1992,7.24,https://ras.football/ras-information/?PlayerID=2681
Andy Kelly,andy kelly,Tennessee,tennessee,QB,QB,1992,2.77,https://ras.football/ras-information/?PlayerID=2224
Brad Johnson,brad johnson,Florida State,florida state,QB,QB,1992,8.72,https://ras.football/ras-information/?PlayerID=2248
Casey Weldon,casey weldon,Florida State,florida state,QB,QB,1992,7.45,https://ras.football/ras-information/?PlayerID=2269
Chris Hakel,chris hakel,William & Mary,william & mary,QB,QB,1992,1.17,https://ras.football/ras-information/?PlayerID=2282
Chris Pederson,chris pederson,Iowa State,iowa state,QB,QB,1992,8.09,https://ras.football/ras-information/?PlayerID=2286
David Klingler,david klingler,Houston,houston,QB,QB,1992,9.15,https://ras.football/ras-information/?PlayerID=2329
Jeff Bender,jeff bender,Central Michigan,central michigan,QB,QB,1992,3.09,https://ras.football/ras-information/?PlayerID=2414
Jeff Blake,jeff blake,East Carolina,east carolina,QB,QB,1992,5.74,https://ras.football/ras-information/?PlayerID=2415
Keithen Mccant,keithen mccant,Nebraska,nebraska,QB,QB,1992,9.79,https://ras.football/ras-information/?PlayerID=2456
Kent Graham,kent graham,Ohio State,ohio state,QB,QB,1992,6.17,https://ras.football/ras-information/?PlayerID=2465
Kevin Verdugo,kevin verdugo,Colorado State,colorado state,QB,QB,1992,0.74,https://ras.football/ras-information/?PlayerID=2473
Mark Barsotti,mark barsotti,Fresno State,fresno state,QB,QB,1992,5.53,https://ras.football/ras-information/?PlayerID=2504
Matt Blundin,matt blundin,Virginia,virginia,QB,QB,1992,5.21,https://ras.football/ras-information/?PlayerID=2516
Matt Rodgers,matt rodgers,Iowa,iowa,QB,QB,1992,6.6,https://ras.football/ras-information/?PlayerID=2520
Matt Veatch,matt veatch,San Jose State,san jose state,QB,QB,1992,8.3,https://ras.football/ras-information/?PlayerID=2521
Mike Pawlawski,mike pawlawski,California,california,QB,QB,1992,7.13,https://ras.football/ras-information/?PlayerID=2542
T.J. Rubley,tj rubley,Tulsa,tulsa,QB,QB,1992,7.02,https://ras.football/ras-information/?PlayerID=2640
Tony Lowery,tony lowery,Wisconsin,wisconsin,QB,QB,1992,8.83,https://ras.football/ras-information/?PlayerID=2670
Tony Sacca,tony sacca,Penn State,penn state,QB,QB,1992,9.36,https://ras.football/ras-information/?PlayerID=2673
Will Furrer,will furrer,Virginia Tech,virginia tech,QB,QB,1992,7.77,https://ras.football/ras-information/?PlayerID=2697
Billy Smith,billy smith,Central Michigan,central michigan,RB,RB,1992,3.05,https://ras.football/ras-information/?PlayerID=2240
Bobby Wright,bobby wright,Wayne State,wayne state,RB,RB,1992,2.99,https://ras.football/ras-information/?PlayerID=2245
Bucky Richardson,bucky richardson,Texas A&M,texas a&m,FB,RB,1992,5.71,https://ras.football/ras-information/?PlayerID=2260
Carl Smith,carl smith,Maine,maine,RB,RB,1992,4.2,https://ras.football/ras-information/?PlayerID=2264
Carlos Snow,carlos snow,Ohio State,ohio state,RB,RB,1992,6.32,https://ras.football/ras-information/?PlayerID=2266
Derrick Franklin,derrick franklin,Indiana State,indiana state,RB,RB,1992,4.25,https://ras.football/ras-information/?PlayerID=2338
Derrick Moore,derrick moore,Northeastern Oklahoma A&M,northeastern oklahoma a&m,RB,RB,1992,8.79,https://ras.football/ras-information/?PlayerID=2340
Dexter Mcnabb,dexter mcnabb,Florida,florida,FB,RB,1992,8.78,https://ras.football/ras-information/?PlayerID=2342
Edgar Bennett,edgar bennett,Florida State,florida state,RB,RB,1992,7.07,https://ras.football/ras-information/?PlayerID=2360
Eric Lynch,eric lynch,Grand Valley State,grand valley state,RB,RB,1992,7.47,https://ras.football/ras-information/?PlayerID=2371
Joe Campbell,joe campbell,Middle Tennessee State,middle tennessee state,RB,RB,1992,0.98,https://ras.football/ras-information/?PlayerID=2427
Kameno Bell,kameno bell,Illinois,illinois,FB,RB,1992,8.37,https://ras.football/ras-information/?PlayerID=2448
Kelvin Fisher,kelvin fisher,Arizona State,arizona state,FB,RB,1992,5.92,https://ras.football/ras-information/?PlayerID=2460
Kevin Smith,kevin smith,UCLA,ucla,RB,RB,1992,4.83,https://ras.football/ras-information/?PlayerID=2471
Kevin Turner,kevin turner,Alabama,alabama,FB,RB,1992,9.18,https://ras.football/ras-information/?PlayerID=2472
Leodis Flowers,leodis flowers,Nebraska,nebraska,RB,RB,1992,7.13,https://ras.football/ras-information/?PlayerID=2485
Mazio Royster,mazio royster,Southern California,southern california,RB,RB,1992,4.14,https://ras.football/ras-information/?PlayerID=2523
Mike Mckinley,mike mckinley,Oklahoma,oklahoma,FB,RB,1992,4.08,https://ras.football/ras-information/?PlayerID=2540
Mike Saunders,mike saunders,Iowa,iowa,RB,RB,1992,0.69,https://ras.football/ras-information/?PlayerID=2545
Nate Turner,nate turner,Nebraska,nebraska,RB,RB,1992,9.77,https://ras.football/ras-information/?PlayerID=2553
Nikki Fisher,nikki fisher,Virginia,virginia,RB,RB,1992,7.7,https://ras.football/ras-information/?PlayerID=2557
Omar Soto,omar soto,Nebraska,nebraska,FB,RB,1992,4.9,https://ras.football/ras-information/?PlayerID=2558
Ostell Miles,ostell miles,Houston,houston,RB,RB,1992,9.37,https://ras.football/ras-information/?PlayerID=2560
Randy Simmons,randy simmons,Texas A&M,texas a&m,RB,RB,1992,3.39,https://ras.football/ras-information/?PlayerID=2572
Robert Thomas,robert thomas,Carson-Newman,carsonnewman,RB,RB,1992,6.78,https://ras.football/ras-information/?PlayerID=2594
Rodney Culver,rodney culver,Notre Dame,notre dame,FB,RB,1992,8.57,https://ras.football/ras-information/?PlayerID=2601
Ronald Humphrey,ronald humphrey,Mississippi Valley State,mississippi valley state,RB,RB,1992,9.83,https://ras.football/ras-information/?PlayerID=2604
Sam Gash,sam gash,Penn State,penn state,RB,RB,1992,6.38,https://ras.football/ras-information/?PlayerID=2613
Scottie Graham,scottie graham,Ohio State,ohio state,FB,RB,1992,7.96,https://ras.football/ras-information/?PlayerID=2619
Tim Lester,tim lester,Eastern Kentucky,eastern kentucky,RB,RB,1992,1.44,https://ras.football/ras-information/?PlayerID=2649
Tony Brooks,tony brooks,Notre Dame,notre dame,RB,RB,1992,8.16,https://ras.football/ras-information/?PlayerID=2665
Tony Smith,tony smith,Southern Mississippi,southern mississippi,RB,RB,1992,9.02,https://ras.football/ras-information/?PlayerID=2674
Troy Mills,troy mills,Sacramento State,sacramento state,RB,RB,1992,1.38,https://ras.football/ras-information/?PlayerID=2682
Tyrone Ashley,tyrone ashley,Mississippi,mississippi,RB,RB,1992,2.87,https://ras.football/ras-information/?PlayerID=2687
Vaughn Dunbar,vaughn dunbar,Indiana,indiana,RB,RB,1992,9.25,https://ras.football/ras-information/?PlayerID=2690
Willie Mcclendon,willie mcclendon,Florida,florida,RB,RB,1992,4.08,https://ras.football/ras-information/?PlayerID=2702
Brian Wise,brian wise,Iowa,iowa,FS,S,1992,7.31,https://ras.football/ras-information/?PlayerID=2257
Chris Crooms,chris crooms,Texas A&M,texas a&m,SS,S,1992,9.3,https://ras.football/ras-information/?PlayerID=2281
Darren Perry,darren perry,Penn State,penn state,SS,S,1992,0.53,https://ras.football/ras-information/?PlayerID=2318
Darren Woodson,darren woodson,Arizona State,arizona state,SS,S,1992,9.65,https://ras.football/ras-information/?PlayerID=2319
Derrick Hoskins,derrick hoskins,Southern Mississippi,southern mississippi,FS,S,1992,10.0,https://ras.football/ras-information/?PlayerID=2339
Eric Buckley,eric buckley,Central Florida,central florida,SS,S,1992,1.75,https://ras.football/ras-information/?PlayerID=2368
Gary Dandridge,gary dandridge,Appalachian State,appalachian state,FS,S,1992,7.69,https://ras.football/ras-information/?PlayerID=2384
Greg Thomas,greg thomas,Colorado,colorado,FS,S,1992,4.62,https://ras.football/ras-information/?PlayerID=2395
Hesh Colar,hesh colar,San Jose State,san jose state,FS,S,1992,4.42,https://ras.football/ras-information/?PlayerID=2400
James Fuller,james fuller,Portland State,portland state,SS,S,1992,2.81,https://ras.football/ras-information/?PlayerID=2405
John Kelling,john kelling,Minnesota State,minnesota state,SS,S,1992,6.84,https://ras.football/ras-information/?PlayerID=2438
Ken Swilling,ken swilling,Georgia Tech,georgia tech,FS,S,1992,6.73,https://ras.football/ras-information/?PlayerID=2463
Marcus Shipp,marcus shipp,Missouri State,missouri state,FS,S,1992,5.77,https://ras.football/ras-information/?PlayerID=2500
Marlon Primous,marlon primous,Illinois,illinois,SS,S,1992,1.58,https://ras.football/ras-information/?PlayerID=2514
Marquez Pope,marquez pope,Fresno State,fresno state,FS,S,1992,8.08,https://ras.football/ras-information/?PlayerID=2515
Matt Darby,matt darby,UCLA,ucla,SS,S,1992,9.47,https://ras.football/ras-information/?PlayerID=2517
Sean Lumpkin,sean lumpkin,Minnesota,minnesota,SS,S,1992,6.67,https://ras.football/ras-information/?PlayerID=2621
Terry Ray,terry ray,Oklahoma,oklahoma,SS,S,1992,7.19,https://ras.football/ras-information/?PlayerID=2643
William Price,william price,Kansas State,kansas state,SS,S,1992,3.86,https://ras.football/ras-information/?PlayerID=2700
Aaron Pierce,aaron pierce,Washington,washington,TE,TE,1992,9.65,https://ras.football/ras-information/?PlayerID=2213
Alfred Pupunu,alfred pupunu,Weber State,weber state,TE,TE,1992,4.47,https://ras.football/ras-information/?PlayerID=2217
Andrew Dees,andrew dees,Syracuse,syracuse,TE,TE,1992,0.61,https://ras.football/ras-information/?PlayerID=2221
Chris Welch,chris welch,Gardner-Webb,gardnerwebb,TE,TE,1992,0.96,https://ras.football/ras-information/?PlayerID=2289
Craig Thompson,craig thompson,North Carolina A&T,north carolina a&t,TE,TE,1992,0.88,https://ras.football/ras-information/?PlayerID=2306
Dave Moore,dave moore,Pittsburgh,pittsburgh,TE,TE,1992,0.26,https://ras.football/ras-information/?PlayerID=2326
Deems May,deems may,North Carolina,north carolina,TE,TE,1992,5.0,https://ras.football/ras-information/?PlayerID=2333
Derek Brown,derek brown,Notre Dame,notre dame,TE,TE,1992,7.89,https://ras.football/ras-information/?PlayerID=2334
Derek Ware,derek ware,Central Oklahoma,central oklahoma,TE,TE,1992,9.74,https://ras.football/ras-information/?PlayerID=2336
Eric Seamon,eric seamon,Pittsburgh,pittsburgh,TE,TE,1992,0.18,https://ras.football/ras-information/?PlayerID=2372
George Deveney,george deveney,Temple,temple,TE,TE,1992,0.53,https://ras.football/ras-information/?PlayerID=2386
Harold Heath,harold heath,Jackson State,jackson state,TE,TE,1992,1.23,https://ras.football/ras-information/?PlayerID=2397
Jeff Ellis,jeff ellis,Ohio State,ohio state,TE,TE,1992,2.81,https://ras.football/ras-information/?PlayerID=2417
Jeff Thomason,jeff thomason,Oregon,oregon,TE,TE,1992,6.67,https://ras.football/ras-information/?PlayerID=2419
Johnny Mitchell,johnny mitchell,Nebraska,nebraska,TE,TE,1992,9.82,https://ras.football/ras-information/?PlayerID=2445
Kelly Blackwell,kelly blackwell,Texas Christian,texas christian,TE,TE,1992,1.4,https://ras.football/ras-information/?PlayerID=2458
Mark Chmura,mark chmura,Boston College,boston college,TE,TE,1992,4.21,https://ras.football/ras-information/?PlayerID=2506
Mark Dawkins,mark dawkins,Army,army,TE,TE,1992,3.25,https://ras.football/ras-information/?PlayerID=2507
Patt Evans,patt evans,Minnesota,minnesota,TE,TE,1992,0.35,https://ras.football/ras-information/?PlayerID=2563
Reggie Dwight,reggie dwight,Troy,troy,TE,TE,1992,2.89,https://ras.football/ras-information/?PlayerID=2577
Robert Mitchell,robert mitchell,Grand Valley State,grand valley state,TE,TE,1992,1.14,https://ras.football/ras-information/?PlayerID=2590
Robert Taylor,robert taylor,Mississippi College,mississippi college,TE,TE,1992,1.49,https://ras.football/ras-information/?PlayerID=2593
Russ Campbell,russ campbell,Kansas State,kansas state,TE,TE,1992,5.79,https://ras.football/ras-information/?PlayerID=2610
Thomas Lafferty,thomas lafferty,UMass Lowell,umass lowell,TE,TE,1992,0.44,https://ras.football/ras-information/?PlayerID=2645
Todd Harrison,todd harrison,North Carolina State,north carolina state,TE,TE,1992,1.93,https://ras.football/ras-information/?PlayerID=2654
Todd Walker,todd walker,Indiana,indiana,TE,TE,1992,1.58,https://ras.football/ras-information/?PlayerID=2657
Tony Lenseigne,tony lenseigne,Eastern Washington,eastern washington,TE,TE,1992,5.7,https://ras.football/ras-information/?PlayerID=2669
Turner Baur,turner baur,Stanford,stanford,TE,TE,1992,6.58,https://ras.football/ras-information/?PlayerID=2684
Tyji Armstrong,tyji armstrong,Mississippi,mississippi,TE,TE,1992,7.02,https://ras.football/ras-information/?PlayerID=2686
Vince Marrow,vince marrow,Toledo,toledo,TE,TE,1992,6.49,https://ras.football/ras-information/?PlayerID=2692
Alan Boschma,alan boschma,Portland State,portland state,WR,WR,1992,0.22,https://ras.football/ras-information/?PlayerID=2214
Andrew Hill,andrew hill,Indiana,indiana,WR,WR,1992,3.71,https://ras.football/ras-information/?PlayerID=2222
Arthur Marshall,arthur marshall,Georgia,georgia,WR,WR,1992,7.38,https://ras.football/ras-information/?PlayerID=2231
Barry Rose,barry rose,Wisconsin-Stevens Point,wisconsinstevens point,WR,WR,1992,2.15,https://ras.football/ras-information/?PlayerID=2235
Bernard Edwards,bernard edwards,Ohio State,ohio state,WR,WR,1992,1.56,https://ras.football/ras-information/?PlayerID=2237
Brian Dowler,brian dowler,Marshall,marshall,WR,WR,1992,1.27,https://ras.football/ras-information/?PlayerID=2253
Brian Treggs,brian treggs,California,california,WR,WR,1992,3.89,https://ras.football/ras-information/?PlayerID=2256
Cedric Tillman,cedric tillman,Alcorn State,alcorn state,WR,WR,1992,2.58,https://ras.football/ras-information/?PlayerID=2270
Charles Davenport,charles davenport,North Carolina State,north carolina state,WR,WR,1992,5.45,https://ras.football/ras-information/?PlayerID=2272
Charles Swann,charles swann,Indiana State,indiana state,WR,WR,1992,9.2,https://ras.football/ras-information/?PlayerID=2277
Chris Holder,chris holder,Tuskegee,tuskegee,WR,WR,1992,0.15,https://ras.football/ras-information/?PlayerID=2284
Clarence Miller,clarence miller,Illinois State,illinois state,WR,WR,1992,4.65,https://ras.football/ras-information/?PlayerID=2296
Darnell Dickerson,darnell dickerson,Pittsburgh,pittsburgh,WR,WR,1992,1.35,https://ras.football/ras-information/?PlayerID=2314
Darron Johnson,darron johnson,Angelo State,angelo state,WR,WR,1992,5.31,https://ras.football/ras-information/?PlayerID=2320
Eddie Miller,eddie miller,South Carolina,south carolina,WR,WR,1992,6.29,https://ras.football/ras-information/?PlayerID=2358
Elbert Turner,elbert turner,Illinois,illinois,WR,WR,1992,8.62,https://ras.football/ras-information/?PlayerID=2361
Eric Boles,eric boles,Central Washington,central washington,WR,WR,1992,7.02,https://ras.football/ras-information/?PlayerID=2367
Eric Henley,eric henley,Rice,rice,WR,WR,1992,0.84,https://ras.football/ras-information/?PlayerID=2369
Hendricks Johnson,hendricks johnson,Northern Arizona,northern arizona,WR,WR,1992,5.85,https://ras.football/ras-information/?PlayerID=2398
Herbert Casey,herbert casey,Auburn,auburn,WR,WR,1992,6.65,https://ras.football/ras-information/?PlayerID=2399
Jeff Sydner,jeff sydner,Hawaii,hawaii,WR,WR,1992,3.42,https://ras.football/ras-information/?PlayerID=2418
Jimmy Smith,jimmy smith,Jackson State,jackson state,WR,WR,1992,9.82,https://ras.football/ras-information/?PlayerID=2425
John Brown,john brown,Houston,houston,WR,WR,1992,8.22,https://ras.football/ras-information/?PlayerID=2431
Jon Bostick,jon bostick,Nebraska,nebraska,WR,WR,1992,5.96,https://ras.football/ras-information/?PlayerID=2446
Kasey Dunn,kasey dunn,Idaho,idaho,WR,WR,1992,2.87,https://ras.football/ras-information/?PlayerID=2450
Ken Ealy,ken ealy,Central Michigan,central michigan,WR,WR,1992,4.29,https://ras.football/ras-information/?PlayerID=2462
Lee Miles,lee miles,Baylor,baylor,WR,WR,1992,5.67,https://ras.football/ras-information/?PlayerID=2483
Marcus Dowdell,marcus dowdell,Tennessee State,tennessee state,WR,WR,1992,4.22,https://ras.football/ras-information/?PlayerID=2496
Marcus Grant,marcus grant,Houston,houston,WR,WR,1992,0.47,https://ras.football/ras-information/?PlayerID=2497
Marcus Mickel,marcus mickel,Virginia Tech,virginia tech,WR,WR,1992,4.4,https://ras.football/ras-information/?PlayerID=2499
Mario Bailey,mario bailey,Washington,washington,WR,WR,1992,3.96,https://ras.football/ras-information/?PlayerID=2502
Mark Henry,mark henry,Colorado,colorado,WR,WR,1992,1.02,https://ras.football/ras-information/?PlayerID=2509
Mark Seay,mark seay,Long Beach State,long beach state,WR,WR,1992,7.75,https://ras.football/ras-information/?PlayerID=2511
Michael Bates,michael bates,Arizona,arizona,WR,WR,1992,8.36,https://ras.football/ras-information/?PlayerID=2525
Michael Smith,michael smith,Kansas State,kansas state,WR,WR,1992,0.07,https://ras.football/ras-information/?PlayerID=2529
Nate Singleton,nate singleton,Grambling State,grambling state,WR,WR,1992,2.36,https://ras.football/ras-information/?PlayerID=2552
Orlando Mckay,orlando mckay,Washington,washington,WR,WR,1992,4.91,https://ras.football/ras-information/?PlayerID=2559
Patrick Rowe,patrick rowe,San Diego State,san diego state,WR,WR,1992,9.89,https://ras.football/ras-information/?PlayerID=2562
Ray Ethridge,ray ethridge,Pasedena City College,pasedena city college,WR,WR,1992,9.67,https://ras.football/ras-information/?PlayerID=2574
Rico Smith,rico smith,Colorado,colorado,WR,WR,1992,9.93,https://ras.football/ras-information/?PlayerID=2583
Robert Brooks,robert brooks,South Carolina,south carolina,WR,WR,1992,6.58,https://ras.football/ras-information/?PlayerID=2587
Rod Moore,rod moore,Utah State,utah state,WR,WR,1992,3.56,https://ras.football/ras-information/?PlayerID=2598
Rodney Blackshear,rodney blackshear,Texas Tech,texas tech,WR,WR,1992,2.76,https://ras.football/ras-information/?PlayerID=2600
Ronnie West,ronnie west,Pittsburg State,pittsburg state,WR,WR,1992,6.07,https://ras.football/ras-information/?PlayerID=2605
Shoun Habersham,shoun habersham,Tennessee-Chattanooga,tennesseechattanooga,WR,WR,1992,8.84,https://ras.football/ras-information/?PlayerID=2629
Ted Long,ted long,Oklahoma,oklahoma,WR,WR,1992,5.82,https://ras.football/ras-information/?PlayerID=2641
Terry Smith,terry smith,Penn State,penn state,WR,WR,1992,3.67,https://ras.football/ras-information/?PlayerID=2644
Todd Kinchen,todd kinchen,Louisiana State,louisiana state,WR,WR,1992,4.87,https://ras.football/ras-information/?PlayerID=2655
Torrance Small,torrance small,Alcorn State,alcorn state,WR,WR,1992,5.89,https://ras.football/ras-information/?PlayerID=2677
Tracey Jenkins,tracey jenkins,Utah State,utah state,WR,WR,1992,2.25,https://ras.football/ras-information/?PlayerID=2678
Tyrone Williams,tyrone williams,International,international,WR,WR,1992,5.09,https://ras.football/ras-information/?PlayerID=2689
Verlond Brown,verlond brown,Houston,houston,WR,WR,1992,4.07,https://ras.football/ras-information/?PlayerID=2691
Vincent Brownlee,vincent brownlee,Mississippi,mississippi,WR,WR,1992,5.78,https://ras.football/ras-information/?PlayerID=2693
Walter Jones,walter jones,Duke,duke,WR,WR,1992,2.84,https://ras.football/ras-information/?PlayerID=2694
Wayne Hawkins,wayne hawkins,Southwest Minnesota,southwest minnesota,WR,WR,1992,2.98,https://ras.football/ras-information/?PlayerID=2695
Adrian Hardy,adrian hardy,Northwestern State,northwestern state,CB,CB,1993,7.75,https://ras.football/ras-information/?PlayerID=2704
