player_name,player_key,school,school_key,position_raw,position,year,ras_score,source_url
Charlie Kolar,charlie kolar,Iowa State,iowa state,TE,TE,2022,9.1,https://ras.football/ras-information/?PlayerID=21114
Chase Allen,chase allen,Iowa State,iowa state,TE,TE,2022,7.3,https://ras.football/ras-information/?PlayerID=21251
Chase Arseneau,chase arseneau,McMaster,mcmaster,TE,TE,2022,1.7,https://ras.football/ras-information/?PlayerID=22165
Chigoziem Okonkwo,chigoziem okonkwo,Maryland,maryland,TE,TE,2022,6.46,https://ras.football/ras-information/?PlayerID=21014
Clint Sigg,clint sigg,Lindenwood,lindenwood,TE,TE,2022,7.0,https://ras.football/ras-information/?PlayerID=22288
Cole Fotheringham,cole fotheringham,Utah,utah,TE,TE,2022,3.59,https://ras.football/ras-information/?PlayerID=21128
Cole Turner,cole turner,Nevada,nevada,TE,TE,2022,7.4,https://ras.football/ras-information/?PlayerID=20991
Connor Ross,connor ross,St. Francis Xavier,st francis xavier,TE,TE,2022,0.64,https://ras.football/ras-information/?PlayerID=22776
Curtis Hodges,curtis hodges,Arizona State,arizona state,TE,TE,2022,7.37,https://ras.football/ras-information/?PlayerID=21655
Daniel Bellinger,daniel bellinger,San Diego State,san diego state,TE,TE,2022,9.65,https://ras.football/ras-information/?PlayerID=21049
Daniel Imatorbhebhe,daniel imatorbhebhe,Kansas State,kansas state,TE,TE,2022,3.33,https://ras.football/ras-information/?PlayerID=21777
Derrick Deese Jr.,derrick deese jr,San Jose State,san jose state,TE,TE,2022,3.72,https://ras.football/ras-information/?PlayerID=21568
Donovan Willliams,donovan willliams,Elon,elon,TE,TE,2022,3.49,https://ras.football/ras-information/?PlayerID=22836
Dorrell James,dorrell james,Grambling State,grambling state,TE,TE,2022,0.06,https://ras.football/ras-information/?PlayerID=22086
Garrett Walston,garrett walston,North Carolina,north carolina,TE,TE,2022,1.37,https://ras.football/ras-information/?PlayerID=21008
Gene Scott,gene scott,Monmouth,monmouth,TE,TE,2022,1.36,https://ras.football/ras-information/?PlayerID=21672
Gerrit Prince,gerrit prince,Alabama Birmingham,alabama birmingham,TE,TE,2022,4.82,https://ras.football/ras-information/?PlayerID=21148
Grant Calcaterra,grant calcaterra,Southern Methodist,southern methodist,TE,TE,2022,8.15,https://ras.football/ras-information/?PlayerID=21116
Grayson Gunter,grayson gunter,Southern Mississippi,southern mississippi,TE,TE,2022,5.82,https://ras.football/ras-information/?PlayerID=21621
Greg Dulcich,greg dulcich,UCLA,ucla,TE,TE,2022,8.23,https://ras.football/ras-information/?PlayerID=21557
Hayden Pittman,hayden pittman,Alabama Birmingham,alabama birmingham,TE,TE,2022,1.67,https://ras.football/ras-information/?PlayerID=21675
Isaac Schley,isaac schley,Sam Houston State,sam houston state,TE,TE,2022,3.62,https://ras.football/ras-information/?PlayerID=22832
Isaiah Likely,isaiah likely,Coastal Carolina,coastal carolina,TE,TE,2022,4.87,https://ras.football/ras-information/?PlayerID=21112
Isiah Macklin,isiah macklin,North Carolina Central,north carolina central,TE,TE,2022,5.74,https://ras.football/ras-information/?PlayerID=22380
JJ Howland,jj howland,Yale,yale,TE,TE,2022,7.58,https://ras.football/ras-information/?PlayerID=22731
Jace Williams,jace williams,Washburn,washburn,TE,TE,2022,3.65,https://ras.football/ras-information/?PlayerID=22123
Jake Ferguson,jake ferguson,Wisconsin,wisconsin,TE,TE,2022,6.78,https://ras.football/ras-information/?PlayerID=21117
Jake Molinich,jake molinich,Buffalo,buffalo,TE,TE,2022,2.06,https://ras.football/ras-information/?PlayerID=21911
Jake Tonges,jake tonges,California,california,TE,TE,2022,7.56,https://ras.football/ras-information/?PlayerID=21870
Jalen Wydermyer,jalen wydermyer,Texas A&M,texas a&m,TE,TE,2022,0.98,https://ras.football/ras-information/?PlayerID=21138
Jamal Pettigrew,jamal pettigrew,McNeese State,mcneese state,TE,TE,2022,9.37,https://ras.football/ras-information/?PlayerID=22499
James Stanley,james stanley,Hampton,hampton,TE,TE,2022,3.91,https://ras.football/ras-information/?PlayerID=22330
Jay Rose,jay rose,Connecticut,connecticut,TE,TE,2022,3.24,https://ras.football/ras-information/?PlayerID=22153
Jelani Woods,jelani woods,Virginia,virginia,TE,TE,2022,10.0,https://ras.football/ras-information/?PlayerID=21130
Jimmy Marshall,jimmy marshall,Middle Tennessee State,middle tennessee state,TE,TE,2022,4.16,https://ras.football/ras-information/?PlayerID=22356
John Mitchell,john mitchell,Florida Atlantic,florida atlantic,TE,TE,2022,8.24,https://ras.football/ras-information/?PlayerID=22373
Jordan Wilson,jordan wilson,Florida State,florida state,TE,TE,2022,2.48,https://ras.football/ras-information/?PlayerID=22436
Josh Babicz,josh babicz,North Dakota State,north dakota state,TE,TE,2022,8.2,https://ras.football/ras-information/?PlayerID=22042
Jovani Haskins,jovani haskins,Rutgers,rutgers,TE,TE,2022,6.26,https://ras.football/ras-information/?PlayerID=22037
Justin Kasuboski,justin kasuboski,Wisconsin-OshKosh,wisconsinoshkosh,TE,TE,2022,3.92,https://ras.football/ras-information/?PlayerID=21837
Justin Rigg,justin rigg,Kentucky,kentucky,TE,TE,2022,6.51,https://ras.football/ras-information/?PlayerID=21253
Ko Kieft,ko kieft,Minnesota,minnesota,TE,TE,2022,3.64,https://ras.football/ras-information/?PlayerID=21237
Kohl Hollinquist,kohl hollinquist,Southern California,southern california,TE,TE,2022,0.18,https://ras.football/ras-information/?PlayerID=22043
Leroy Watson,leroy watson,UTSA,utsa,TE,TE,2022,4.35,https://ras.football/ras-information/?PlayerID=22387
Logan Carter,logan carter,Oklahoma State,oklahoma state,TE,TE,2022,1.08,https://ras.football/ras-information/?PlayerID=22048
Lucas Krull,lucas krull,Pittsburgh,pittsburgh,TE,TE,2022,9.06,https://ras.football/ras-information/?PlayerID=21022
Maksim Duric,maksim duric,Toronto,toronto,TE,TE,2022,0.12,https://ras.football/ras-information/?PlayerID=22177
Matt Lynch,matt lynch,Colorado,colorado,TE,TE,2022,4.22,https://ras.football/ras-information/?PlayerID=21867
Matthew Kempton,matthew kempton,Northern Arizona,northern arizona,TE,TE,2022,0.76,https://ras.football/ras-information/?PlayerID=21695
Mitchell Brinkman,mitchell brinkman,South Florida,south florida,TE,TE,2022,6.2,https://ras.football/ras-information/?PlayerID=22525
Montavious Tinch,montavious tinch,Miles,miles,TE,TE,2022,0.25,https://ras.football/ras-information/?PlayerID=21709
Nick Lenners,nick lenners,Kansas State,kansas state,TE,TE,2022,1.9,https://ras.football/ras-information/?PlayerID=21779
Nick Muse,nick muse,South Carolina,south carolina,TE,TE,2022,8.78,https://ras.football/ras-information/?PlayerID=21254
Nolan Givan,nolan givan,Southeastern Louisiana,southeastern louisiana,TE,TE,2022,7.33,https://ras.football/ras-information/?PlayerID=22890
Peyton Hendershot,peyton hendershot,Indiana,indiana,TE,TE,2022,8.38,https://ras.football/ras-information/?PlayerID=21482
Robert Gillum,robert gillum,Northern Colorado,northern colorado,TE,TE,2022,2.93,https://ras.football/ras-information/?PlayerID=22699
Rodney Williams II,rodney williams ii,Tennessee-Martin,tennesseemartin,TE,TE,2022,8.86,https://ras.football/ras-information/?PlayerID=22823
Ryan Carriere,ryan carriere,Charlotte,charlotte,TE,TE,2022,1.48,https://ras.football/ras-information/?PlayerID=22538
Sam Camargo,sam camargo,Central Arkansas,central arkansas,TE,TE,2022,4.36,https://ras.football/ras-information/?PlayerID=21358
Sean Dykes,sean dykes,Memphis,memphis,TE,TE,2022,4.95,https://ras.football/ras-information/?PlayerID=21479
Seth Green,seth green,Houston,houston,TE,TE,2022,7.84,https://ras.football/ras-information/?PlayerID=22515
Taron Mallard,taron mallard,Bethune-Cookman,bethunecookman,TE,TE,2022,1.27,https://ras.football/ras-information/?PlayerID=22854
Teagan Quitoriano,teagan quitoriano,Oregon State,oregon state,TE,TE,2022,4.74,https://ras.football/ras-information/?PlayerID=21218
Thomas Cole,thomas cole,West Liberty,west liberty,TE,TE,2022,1.85,https://ras.football/ras-information/?PlayerID=22704
Thomas Odukoya,thomas odukoya,Eastern Michigan,eastern michigan,TE,TE,2022,4.13,https://ras.football/ras-information/?PlayerID=21481
Todd Summers,todd summers,Villanova,villanova,TE,TE,2022,2.35,https://ras.football/ras-information/?PlayerID=21866
Tommy McIntyre,tommy mcintyre,Southern Methodist,southern methodist,TE,TE,2022,2.9,https://ras.football/ras-information/?PlayerID=22283
Trae Barry,trae barry,Boston College,boston college,TE,TE,2022,0.96,https://ras.football/ras-information/?PlayerID=21250
Travis Koontz,travis koontz,Texas Tech,texas tech,TE,TE,2022,2.77,https://ras.football/ras-information/?PlayerID=22404
Trevor Hobbs,trevor hobbs,Liberty,liberty,TE,TE,2022,0.02,https://ras.football/ras-information/?PlayerID=22333
Trey McBride,trey mcbride,Colorado State,colorado state,TE,TE,2022,8.1,https://ras.football/ras-information/?PlayerID=21113
Zach Larkin,zach larkin,Indiana State,indiana state,TE,TE,2022,1.55,https://ras.football/ras-information/?PlayerID=22581
Zaire Mitchell,zaire mitchell,Florida Atlantic,florida atlantic,TE,TE,2022,7.96,https://ras.football/ras-information/?PlayerID=22374
Alec Pierce,alec pierce,Cincinnati,cincinnati,WR,WR,2022,9.83,https://ras.football/ras-information/?PlayerID=21056
Andre Miller,andre miller,Maine,maine,WR,WR,2022,9.6,https://ras.football/ras-information/?PlayerID=21200
Andrew Boston,andrew boston,Eastern Washington,eastern washington,WR,WR,2022,7.65,https://ras.football/ras-information/?PlayerID=21501
Andrew Parchment,andrew parchment,Florida State,florida state,WR,WR,2022,4.25,https://ras.football/ras-information/?PlayerID=21241
Anthony Turner,anthony turner,Grand View,grand view,WR,WR,2022,2.0,https://ras.football/ras-information/?PlayerID=21636
Artie Henry,artie henry,Virginia,virginia,WR,WR,2022,3.17,https://ras.football/ras-information/?PlayerID=22253
Audie Omotosho,audie omotosho,East Carolina,east carolina,WR,WR,2022,3.88,https://ras.football/ras-information/?PlayerID=22553
Azende Ray,azende ray,Georgia Tech,georgia tech,WR,WR,2022,0.38,https://ras.football/ras-information/?PlayerID=21147
Ben Ratzlaff,ben ratzlaff,Western Kentucky,western kentucky,WR,WR,2022,0.39,https://ras.football/ras-information/?PlayerID=22617
Benjamin Wilson,benjamin wilson,Penn State,penn state,WR,WR,2022,3.79,https://ras.football/ras-information/?PlayerID=22045
Bennett Dondoyano,bennett dondoyano,San Diego,san diego,WR,WR,2022,5.08,https://ras.football/ras-information/?PlayerID=22462
Benoit Cormier,benoit cormier,St. Francis Xavier,st francis xavier,WR,WR,2022,0.59,https://ras.football/ras-information/?PlayerID=22754
Bo Melton,bo melton,Rutgers,rutgers,WR,WR,2022,9.23,https://ras.football/ras-information/?PlayerID=21121
Bobby Irby,bobby irby,Newberry,newberry,WR,WR,2022,0.02,https://ras.football/ras-information/?PlayerID=21961
Bralon Robinson,bralon robinson,Alcorn State,alcorn state,WR,WR,2022,3.6,https://ras.football/ras-information/?PlayerID=22216
Brandon Bowling,brandon bowling,Utah State,utah state,WR,WR,2022,1.92,https://ras.football/ras-information/?PlayerID=22014
Brandon Johnson,brandon johnson,Central Florida,central florida,WR,WR,2022,2.77,https://ras.football/ras-information/?PlayerID=22887
Brandon Lewis,brandon lewis,Air Force,air force,WR,WR,2022,6.45,https://ras.football/ras-information/?PlayerID=22394
Brandon Poulin,brandon poulin,Manitoba,manitoba,WR,WR,2022,0.37,https://ras.football/ras-information/?PlayerID=22812
Brandon Robinson,brandon robinson,Florida Atlantic,florida atlantic,WR,WR,2022,1.74,https://ras.football/ras-information/?PlayerID=22376
Braylon Sanders,braylon sanders,Mississippi,mississippi,WR,WR,2022,7.65,https://ras.football/ras-information/?PlayerID=21243
Brendan Naujoks,brendan naujoks,Manitoba,manitoba,WR,WR,2022,0.29,https://ras.football/ras-information/?PlayerID=22809
Brenden Schooler,brenden schooler,Texas,texas,WR,WR,2022,9.78,https://ras.football/ras-information/?PlayerID=21344
Brett Ellerman,brett ellerman,Western,western,WR,WR,2022,1.48,https://ras.football/ras-information/?PlayerID=21741
Brian Saunds,brian saunds,Valdosta State,valdosta state,WR,WR,2022,1.04,https://ras.football/ras-information/?PlayerID=22453
Britain Covey,britain covey,Utah,utah,WR,WR,2022,5.87,https://ras.football/ras-information/?PlayerID=21228
Bryce Nunnelly,bryce nunnelly,Western Michigan,western michigan,WR,WR,2022,6.05,https://ras.football/ras-information/?PlayerID=21903
Caleb Smith,caleb smith,Towson,towson,WR,WR,2022,6.6,https://ras.football/ras-information/?PlayerID=22661
Caleb Vander Esch,caleb vander esch,South Dakota,south dakota,WR,WR,2022,6.25,https://ras.football/ras-information/?PlayerID=22470
Calvin Austin III,calvin austin iii,Memphis,memphis,WR,WR,2022,9.05,https://ras.football/ras-information/?PlayerID=21021
Calvin Jackson Jr.,calvin jackson jr,Washington State,washington state,WR,WR,2022,5.71,https://ras.football/ras-information/?PlayerID=22238
Calvin Turner,calvin turner,Hawaii,hawaii,WR,WR,2022,7.05,https://ras.football/ras-information/?PlayerID=22822
Cameron Dollar,cameron dollar,Charlotte,charlotte,WR,WR,2022,1.06,https://ras.football/ras-information/?PlayerID=22542
Cameron Odom,cameron odom,Ohio,ohio,WR,WR,2022,1.26,https://ras.football/ras-information/?PlayerID=22098
Chad Gailliard,chad gailliard,Saginaw Valley State,saginaw valley state,WR,WR,2022,5.85,https://ras.football/ras-information/?PlayerID=22859
Changa Hodge,changa hodge,Virginia Tech,virginia tech,WR,WR,2022,4.48,https://ras.football/ras-information/?PlayerID=21018
Charles Headen III,charles headen iii,Southern Methodist,southern methodist,WR,WR,2022,3.7,https://ras.football/ras-information/?PlayerID=22279
Charleston Rambo,charleston rambo,Miami,miami,WR,WR,2022,5.82,https://ras.football/ras-information/?PlayerID=20992
Chase Cokley,chase cokley,Ohio,ohio,WR,WR,2022,0.82,https://ras.football/ras-information/?PlayerID=22096
Chris Booker,chris booker,Ohio State,ohio state,WR,WR,2022,5.59,https://ras.football/ras-information/?PlayerID=22029
Chris Olave,chris olave,Ohio State,ohio state,WR,WR,2022,8.64,https://ras.football/ras-information/?PlayerID=21381
Chris Pierce Jr.,chris pierce jr,Vanderbilt,vanderbilt,WR,WR,2022,5.75,https://ras.football/ras-information/?PlayerID=22427
Christian Watson,christian watson,North Dakota State,north dakota state,WR,WR,2022,9.96,https://ras.football/ras-information/?PlayerID=21555
Cinque Sweeting,cinque sweeting,Slippery Rock,slippery rock,WR,WR,2022,4.52,https://ras.football/ras-information/?PlayerID=22378
Cody Chrest,cody chrest,Sam Houston State,sam houston state,WR,WR,2022,6.74,https://ras.football/ras-information/?PlayerID=22827
Cody Gustafson,cody gustafson,Grove City,grove city,WR,WR,2022,6.01,https://ras.football/ras-information/?PlayerID=22583
Cole McGowan,cole mcgowan,Houston,houston,WR,WR,2022,0.66,https://ras.football/ras-information/?PlayerID=22519
Corey Williams,corey williams,Bishops,bishops,WR,WR,2022,0.44,https://ras.football/ras-information/?PlayerID=22785
Cyrus Holder,cyrus holder,Duquesne,duquesne,WR,WR,2022,8.38,https://ras.football/ras-information/?PlayerID=22093
Dai'Jean Dixon,daijean dixon,Nicholls State,nicholls state,WR,WR,2022,5.88,https://ras.football/ras-information/?PlayerID=21561
Dallas Dixon,dallas dixon,Simon Fraser,simon fraser,WR,WR,2022,0.6,https://ras.football/ras-information/?PlayerID=22795
Damian Alloway,damian alloway,Florida Atlantic,florida atlantic,WR,WR,2022,0.36,https://ras.football/ras-information/?PlayerID=22368
Danny Davis III,danny davis iii,Wisconsin,wisconsin,WR,WR,2022,2.4,https://ras.football/ras-information/?PlayerID=21668
Danny Gray,danny gray,Southern Methodist,southern methodist,WR,WR,2022,6.76,https://ras.football/ras-information/?PlayerID=21005
Dareke Young,dareke young,Lenoir-Rhyne,lenoirrhyne,WR,WR,2022,9.93,https://ras.football/ras-information/?PlayerID=21570
David Bell,david bell,Purdue,purdue,WR,WR,2022,3.98,https://ras.football/ras-information/?PlayerID=20973
Daylen Baldwin,daylen baldwin,Michigan,michigan,WR,WR,2022,4.3,https://ras.football/ras-information/?PlayerID=21892
De'Vion Warren,devion warren,Arkansas,arkansas,WR,WR,2022,2.24,https://ras.football/ras-information/?PlayerID=21689
Dee Anderson,dee anderson,Alabama A&M,alabama a&m,WR,WR,2022,8.17,https://ras.football/ras-information/?PlayerID=21420
Demetris Robertson,demetris robertson,Auburn,auburn,WR,WR,2022,4.92,https://ras.football/ras-information/?PlayerID=21851
Dennis Houston,dennis houston,Western Illinois,western illinois,WR,WR,2022,7.59,https://ras.football/ras-information/?PlayerID=21803
Derek Wright,derek wright,Utah State,utah state,WR,WR,2022,8.78,https://ras.football/ras-information/?PlayerID=22016
Deven Thompkins,deven thompkins,Utah State,utah state,WR,WR,2022,7.17,https://ras.football/ras-information/?PlayerID=21376
Devin Heckstall,devin heckstall,Virginia-Wise,virginiawise,WR,WR,2022,5.78,https://ras.football/ras-information/?PlayerID=22902
Devon Williams,devon williams,Oregon,oregon,WR,WR,2022,5.6,https://ras.football/ras-information/?PlayerID=21132
Dionte Smith,dionte smith,Missouri,missouri,WR,WR,2022,0.69,https://ras.football/ras-information/?PlayerID=22134
Donald Stewart,donald stewart,Wake Forest,wake forest,WR,WR,2022,4.76,https://ras.football/ras-information/?PlayerID=22669
Donnell Williams,donnell williams,Tennessee-Martin,tennesseemartin,WR,WR,2022,6.7,https://ras.football/ras-information/?PlayerID=22594
Dontario Drummond,dontario drummond,Mississippi,mississippi,WR,WR,2022,5.69,https://ras.football/ras-information/?PlayerID=21122
Drew Estrada,drew estrada,Baylor,baylor,WR,WR,2022,4.88,https://ras.football/ras-information/?PlayerID=21239
Dwight Blakey,dwight blakey,Colorado Mesa,colorado mesa,WR,WR,2022,0.38,https://ras.football/ras-information/?PlayerID=22612
Elijah Lilly,elijah lilly,Colorado Mesa,colorado mesa,WR,WR,2022,5.89,https://ras.football/ras-information/?PlayerID=22608
Emeka Emezie,emeka emezie,North Carolina State,north carolina state,WR,WR,2022,3.22,https://ras.football/ras-information/?PlayerID=21189
Erik Ezukanma,erik ezukanma,Texas Tech,texas tech,WR,WR,2022,7.03,https://ras.football/ras-information/?PlayerID=21370
Esson Hamilton,esson hamilton,Wilfrid Laurier,wilfrid laurier,WR,WR,2022,0.13,https://ras.football/ras-information/?PlayerID=21744
Ethan Fernea,ethan fernea,UCLA,ucla,WR,WR,2022,6.02,https://ras.football/ras-information/?PlayerID=21982
Evan Fairs,evan fairs,Prairie View A&M,prairie view a&m,WR,WR,2022,0.57,https://ras.football/ras-information/?PlayerID=22671
Ezra Naylor,ezra naylor,Tulsa,tulsa,WR,WR,2022,5.63,https://ras.football/ras-information/?PlayerID=21858
Favon Hayes,favon hayes,Fairmont State,fairmont state,WR,WR,2022,5.04,https://ras.football/ras-information/?PlayerID=22678
Garrett Wilson,garrett wilson,Ohio State,ohio state,WR,WR,2022,7.77,https://ras.football/ras-information/?PlayerID=21380
Gavin Cobb,gavin cobb,Manitoba,manitoba,WR,WR,2022,5.19,https://ras.football/ras-information/?PlayerID=22793
Gene Coleman II,gene coleman ii,Delaware,delaware,WR,WR,2022,2.52,https://ras.football/ras-information/?PlayerID=22157
George Pickens,george pickens,Georgia,georgia,WR,WR,2022,9.35,https://ras.football/ras-information/?PlayerID=21465
Geremy Hickbottom,geremy hickbottom,Tennessee State,tennessee state,WR,WR,2022,1.12,https://ras.football/ras-information/?PlayerID=22312
Gordon Lam,gordon lam,Waterloo,waterloo,WR,WR,2022,0.06,https://ras.football/ras-information/?PlayerID=22192
Greg Latushko,greg latushko,Coastal Carolina,coastal carolina,WR,WR,2022,0.21,https://ras.football/ras-information/?PlayerID=21916
Harry Ballard III,harry ballard iii,Nevada,nevada,WR,WR,2022,1.93,https://ras.football/ras-information/?PlayerID=22073
Henry Litwin,henry litwin,Slippery Rock,slippery rock,WR,WR,2022,7.18,https://ras.football/ras-information/?PlayerID=22036
Hezekiah Grimsley,hezekiah grimsley,Hampton,hampton,WR,WR,2022,0.65,https://ras.football/ras-information/?PlayerID=22327
Hunter Rison,hunter rison,Grand Valley State,grand valley state,WR,WR,2022,0.62,https://ras.football/ras-information/?PlayerID=21937
Irvin Charles,irvin charles,Indiana PA,indiana pa,WR,WR,2022,8.41,https://ras.football/ras-information/?PlayerID=21956
Isaac Fagnan,isaac fagnan,St. Francis Xavier,st francis xavier,WR,WR,2022,0.08,https://ras.football/ras-information/?PlayerID=22760
Isaiah Robinson,isaiah robinson,West Liberty,west liberty,WR,WR,2022,1.6,https://ras.football/ras-information/?PlayerID=22703
Isaiah Weston,isaiah weston,Northern Iowa,northern iowa,WR,WR,2022,9.62,https://ras.football/ras-information/?PlayerID=21517
Ivory Frimpong,ivory frimpong,Rhode Island,rhode island,WR,WR,2022,3.17,https://ras.football/ras-information/?PlayerID=22548
JD Woods,jd woods,Baker,baker,WR,WR,2022,6.66,https://ras.football/ras-information/?PlayerID=21690
JaCorey Sullivan,jacorey sullivan,Central Michigan,central michigan,WR,WR,2022,2.31,https://ras.football/ras-information/?PlayerID=21927
JaVonta Payton,javonta payton,Tennessee,tennessee,WR,WR,2022,3.28,https://ras.football/ras-information/?PlayerID=22449
Jack Sorenson,jack sorenson,Miami OH,miami oh,WR,WR,2022,1.26,https://ras.football/ras-information/?PlayerID=21767
Jackson Anthrop,jackson anthrop,Purdue,purdue,WR,WR,2022,1.19,https://ras.football/ras-information/?PlayerID=22308
Jacob Birmelin,jacob birmelin,Princeton,princeton,WR,WR,2022,4.64,https://ras.football/ras-information/?PlayerID=22004
Jacob Salvail,jacob salvail,Concordia,concordia,WR,WR,2022,0.05,https://ras.football/ras-information/?PlayerID=22777
Jacquez Jones,jacquez jones,Eastern Kentucky,eastern kentucky,WR,WR,2022,0.5,https://ras.football/ras-information/?PlayerID=22689
Jaetavian Toles,jaetavian toles,Tulane,tulane,WR,WR,2022,1.87,https://ras.football/ras-information/?PlayerID=22881
Jahan Dotson,jahan dotson,Penn State,penn state,WR,WR,2022,6.33,https://ras.football/ras-information/?PlayerID=21120
Jahcour Pearson,jahcour pearson,Mississippi,mississippi,WR,WR,2022,6.88,https://ras.football/ras-information/?PlayerID=22141
Jahkai Gill,jahkai gill,Connecticut,connecticut,WR,WR,2022,0.22,https://ras.football/ras-information/?PlayerID=22155
Jaivon Heiligh,jaivon heiligh,Coastal Carolina,coastal carolina,WR,WR,2022,3.89,https://ras.football/ras-information/?PlayerID=21160
Jake Parker,jake parker,Howard Payne,howard payne,WR,WR,2022,7.24,https://ras.football/ras-information/?PlayerID=22367
Jalen Martin,jalen martin,Pittsburg State,pittsburg state,WR,WR,2022,8.98,https://ras.football/ras-information/?PlayerID=22126
Jalen Nailor,jalen nailor,Michigan State,michigan state,WR,WR,2022,8.09,https://ras.football/ras-information/?PlayerID=21442
Jalen Philpot,jalen philpot,Calgary,calgary,WR,WR,2022,1.32,https://ras.football/ras-information/?PlayerID=22200
Jalen Tolbert,jalen tolbert,South Alabama,south alabama,WR,WR,2022,8.62,https://ras.football/ras-information/?PlayerID=20974
Jalen Virgil,jalen virgil,Appalachian State,appalachian state,WR,WR,2022,9.16,https://ras.football/ras-information/?PlayerID=21477
Jalen Williams,jalen williams,Louisiana,louisiana,WR,WR,2022,1.49,https://ras.football/ras-information/?PlayerID=22738
Jalik Jaggwe,jalik jaggwe,William Jewell,william jewell,WR,WR,2022,5.1,https://ras.football/ras-information/?PlayerID=22294
Jamar Washington,jamar washington,Southern,southern,WR,WR,2022,2.84,https://ras.football/ras-information/?PlayerID=22857
James Gillespie,james gillespie,Widener,widener,WR,WR,2022,0.29,https://ras.football/ras-information/?PlayerID=21942
Jaquarii Roberson,jaquarii roberson,Wake Forest,wake forest,WR,WR,2022,9.01,https://ras.football/ras-information/?PlayerID=21430
Jared Wyatt,jared wyatt,New Mexico State,new mexico state,WR,WR,2022,8.03,https://ras.football/ras-information/?PlayerID=22734
Jaylen Erwin,jaylen erwin,Houston,houston,WR,WR,2022,2.23,https://ras.football/ras-information/?PlayerID=22518
Jequez Ezzard,jequez ezzard,Sam Houston State,sam houston state,WR,WR,2022,6.9,https://ras.football/ras-information/?PlayerID=21573
Jerreth Sterns,jerreth sterns,Western Kentucky,western kentucky,WR,WR,2022,5.5,https://ras.football/ras-information/?PlayerID=21026
Joey Lewis,joey lewis,Sacramento State,sacramento state,WR,WR,2022,2.09,https://ras.football/ras-information/?PlayerID=21978
Johnny Johnson III,johnny johnson iii,Oregon,oregon,WR,WR,2022,5.4,https://ras.football/ras-information/?PlayerID=21657
Jonathan Giles,jonathan giles,Texas Southern,texas southern,WR,WR,2022,5.21,https://ras.football/ras-information/?PlayerID=21609
Jonathan Johnson,jonathan johnson,Richmond,richmond,WR,WR,2022,6.76,https://ras.football/ras-information/?PlayerID=22423
Jontre Kirklin,jontre kirklin,Louisiana State,louisiana state,WR,WR,2022,6.08,https://ras.football/ras-information/?PlayerID=22496
Jordan Kress,jordan kress,Colorado State,colorado state,WR,WR,2022,5.64,https://ras.football/ras-information/?PlayerID=22502
Jordan Nathan,jordan nathan,Utah State,utah state,WR,WR,2022,2.22,https://ras.football/ras-information/?PlayerID=22015
Josh Gontarek,josh gontarek,Shepherd,shepherd,WR,WR,2022,0.7,https://ras.football/ras-information/?PlayerID=22684
Josh Johnson,josh johnson,Tulsa,tulsa,WR,WR,2022,3.67,https://ras.football/ras-information/?PlayerID=21151
Josh Wilkes,josh wilkes,Arkansas Pine-Bluff,arkansas pinebluff,WR,WR,2022,2.01,https://ras.football/ras-information/?PlayerID=21390
Justin Collins,justin collins,Arizona State,arizona state,WR,WR,2022,2.03,https://ras.football/ras-information/?PlayerID=21887
Justin Garrett,justin garrett,Texas-El Paso,texasel paso,WR,WR,2022,2.98,https://ras.football/ras-information/?PlayerID=21793
Justin Hall,justin hall,Ball State,ball state,WR,WR,2022,4.23,https://ras.football/ras-information/?PlayerID=22381
Justin Smith,justin smith,Norfolk State,norfolk state,WR,WR,2022,2.75,https://ras.football/ras-information/?PlayerID=22630
Justyn Ross,justyn ross,Clemson,clemson,WR,WR,2022,2.59,https://ras.football/ras-information/?PlayerID=20980
K.D. Nixon,kd nixon,Southern California,southern california,WR,WR,2022,1.8,https://ras.football/ras-information/?PlayerID=21012
KaRon Ashley,karon ashley,West Florida,west florida,WR,WR,2022,3.05,https://ras.football/ras-information/?PlayerID=21993
Kaden Davis,kaden davis,Northwest Missouri State,northwest missouri state,WR,WR,2022,8.35,https://ras.football/ras-information/?PlayerID=21199
Kalil Pimpleton,kalil pimpleton,Central Michigan,central michigan,WR,WR,2022,6.55,https://ras.football/ras-information/?PlayerID=21925
Kameron Brown,kameron brown,Coastal Carolina,coastal carolina,WR,WR,2022,2.52,https://ras.football/ras-information/?PlayerID=21913
Kanore McKinnon,kanore mckinnon,Chattanooga,chattanooga,WR,WR,2022,1.12,https://ras.football/ras-information/?PlayerID=22713
Kaylon Geiger Sr.,kaylon geiger sr,Texas Tech,texas tech,WR,WR,2022,4.21,https://ras.football/ras-information/?PlayerID=22402
KeLenn Davis,kelenn davis,Texas Southern,texas southern,WR,WR,2022,1.72,https://ras.football/ras-information/?PlayerID=22741
Keaton Burggeling,keaton burggeling,Carleton,carleton,WR,WR,2022,6.76,https://ras.football/ras-information/?PlayerID=22170
Keion Wakefield,keion wakefield,Alabama A&M,alabama a&m,WR,WR,2022,1.68,https://ras.football/ras-information/?PlayerID=22834
Keith Corbin,keith corbin,Jackson State,jackson state,WR,WR,2022,5.19,https://ras.football/ras-information/?PlayerID=21478
Keith Pearson,keith pearson,Charlotte,charlotte,WR,WR,2022,1.16,https://ras.football/ras-information/?PlayerID=22544
Keke Chism,keke chism,Missouri,missouri,WR,WR,2022,5.44,https://ras.football/ras-information/?PlayerID=21244
