player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,grades_pass_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_pass_block,snap_counts_pass_play,true_pass_set_grades_pass_block,true_pass_set_hits_allowed,true_pass_set_hurries_allowed,true_pass_set_non_spike_pass_block,true_pass_set_non_spike_pass_block_percentage,true_pass_set_pass_block_percent,true_pass_set_pbe,true_pass_set_pressures_allowed,true_pass_set_sacks_allowed,true_pass_set_snap_counts_pass_block,true_pass_set_snap_counts_pass_play
Jemeil Jackson,154116,T,C MICHIGAN,3,0,134,48.5,0,1,22,100.0,100.0,97.7,0,1,0,24,24,45.8,0,1,5,100.0,100.0,90.0,1,0,6,6
Bruin Fleischmann,173861,T,AIR FORCE,12,0,101,64.5,0,0,22,15.5,16.0,100.0,2,0,0,24,150,75.4,0,0,6,10.9,10.2,100.0,0,0,6,59
Jacob Golden,101248,G,NEW MEX ST,3,0,242,21.0,0,2,21,100.0,100.0,90.5,0,3,1,24,24,6.6,0,2,9,100.0,100.0,88.9,2,0,10,10
Brandon Campbell,146414,HB,UMASS,10,0,216,79.9,0,0,24,33.8,31.6,95.8,0,1,1,24,76,73.8,0,0,12,36.4,33.3,91.7,1,1,12,36
Ethan Erickson,147507,TE,BYU,8,0,128,41.0,0,1,23,41.1,41.4,93.5,1,2,1,24,58,,0,0,0,0.0,0.0,,0,0,0,4
Thomas Gordon,98430,TE,NWESTERN,12,0,256,28.5,1,2,22,7.1,7.3,93.2,1,3,0,24,330,18.5,0,1,3,1.9,2.4,83.3,1,0,4,165
Tyler Voltin,162475,G,OREGON ST,2,0,265,84.7,0,0,23,100.0,100.0,100.0,0,0,0,24,24,80.9,0,0,8,100.0,100.0,100.0,0,0,8,8
Abu Sama III,174686,HB,IOWA STATE,14,0,193,17.0,1,2,21,14.2,15.1,92.9,0,3,0,24,159,43.7,1,0,6,12.2,13.0,91.7,1,0,7,54
Myles Bailey,145722,HB,C MICHIGAN,10,0,134,84.9,0,0,23,30.7,29.3,100.0,0,0,0,24,82,82.8,0,0,6,23.1,25.0,100.0,0,0,7,28
Kanen Hamlett,157546,TE,APP STATE,11,0,108,56.4,0,2,22,28.2,27.9,95.5,0,2,0,24,86,66.5,0,0,0,0.0,5.0,,0,0,1,20
Quinten Joyner,174151,HB,USC,12,0,326,20.7,0,2,22,17.7,18.5,95.5,1,2,0,24,130,30.8,0,2,14,26.4,28.1,92.9,2,0,16,57
Ryland Goede,98501,TE,GA TECH,11,0,176,55.2,0,2,24,24.0,23.1,95.8,0,2,0,24,104,74.3,0,0,6,27.3,26.1,100.0,0,0,6,23
Toby Payne,156805,TE,MARSHALL,13,0,214,53.9,0,2,24,8.2,7.9,95.8,1,2,0,24,304,72.4,0,0,4,4.6,4.3,100.0,0,0,4,94
Joseph Himon II,162843,HB,NWESTERN,12,0,256,34.9,0,2,23,14.8,14.8,91.3,1,3,1,24,162,29.9,0,2,13,16.0,16.7,84.6,3,1,14,84
Will Kacmarek,145896,TE,OHIO STATE,12,0,260,68.0,0,1,21,20.0,20.9,97.6,0,1,0,24,115,69.8,0,0,1,5.6,5.0,100.0,0,0,1,20
Pat Conroy,109348,TE,DOMINION,12,0,263,58.8,0,2,22,5.7,6.0,95.5,1,2,0,24,403,67.8,0,0,1,0.8,0.8,100.0,0,0,1,130
Stacy Sneed,123680,HB,HOUSTON,11,0,182,40.1,0,0,22,18.3,18.6,100.0,1,0,0,24,129,25.1,0,0,9,23.7,24.4,100.0,0,0,10,41
Will Thomas,127412,G,UNLV,3,0,325,23.0,0,1,22,88.0,85.2,97.7,0,1,0,23,27,0.0,0,1,2,100.0,100.0,75.0,1,0,2,2
Ryan Rodriguez,143948,G,MIAMI FL,1,0,220,49.4,0,2,22,100.0,100.0,95.5,0,2,0,23,23,23.2,0,2,8,100.0,100.0,87.5,2,0,9,9
Ja'Kobi Jackson,174248,HB,FLORIDA,13,0,163,73.2,0,1,23,21.1,20.4,93.5,0,2,1,23,113,65.4,0,1,6,17.1,16.2,91.7,1,0,6,37
Domonique Thomas,156226,HB,OLE MISS,7,0,226,65.3,0,1,22,42.3,40.4,97.7,0,1,0,23,57,50.7,0,1,9,50.0,47.4,94.4,1,0,9,19
J'ven Williams,170305,T,PENN STATE,3,0,266,81.6,0,1,22,100.0,100.0,97.7,1,1,0,23,23,68.7,0,1,6,100.0,100.0,91.7,1,0,6,6
Zahir Abdus-Salaam,145933,HB,W MICHIGAN,13,0,347,21.7,2,2,22,12.8,12.9,90.9,0,4,0,23,178,11.5,2,1,10,11.4,12.0,85.0,3,0,11,92
Michel Dukes,99591,HB,GA STATE,12,0,175,29.1,0,2,20,9.6,10.1,95.0,0,2,0,23,228,21.5,0,2,9,12.9,13.6,88.9,2,0,11,81
Shamurad Umarov,174746,G,TENNESSEE,4,0,307,30.6,0,2,20,100.0,100.0,95.0,1,2,0,23,23,0.0,0,2,2,100.0,100.0,50.0,2,0,2,2
Eddy Pierre-Louis,188779,G,OKLAHOMA,4,0,261,66.2,0,0,21,100.0,100.0,100.0,0,0,0,23,23,78.6,0,0,5,100.0,100.0,100.0,0,0,5,5
Trent Battle,144683,HB,TCU,8,0,305,59.6,0,1,23,21.7,20.4,97.8,0,1,0,23,113,42.1,0,1,8,27.6,25.8,93.7,1,0,8,31
Marcus Carroll,123849,HB,MISSOURI,13,0,229,46.4,0,1,23,20.7,20.2,97.8,0,1,0,23,114,79.5,0,0,6,26.1,25.0,100.0,0,0,6,24
Evan Dangler,169995,TE,USF,8,0,327,80.9,0,0,21,30.9,31.9,100.0,0,0,0,23,72,78.3,0,0,4,30.8,28.6,100.0,0,0,4,14
Johnny Maea,100526,G,UTAH,3,0,328,47.7,1,1,22,100.0,100.0,95.5,0,2,0,23,23,57.6,0,1,14,100.0,100.0,96.4,1,0,14,14
Oscar Adaway III,100835,HB,S CAROLINA,13,0,289,59.2,0,0,20,15.3,16.2,95.0,0,1,1,23,142,37.3,0,0,10,23.3,21.3,90.0,1,1,10,47
Jonathan Harder,164145,G,CINCINNATI,4,0,138,84.0,0,0,22,100.0,100.0,100.0,0,0,0,23,23,79.9,0,0,5,100.0,100.0,100.0,0,0,5,5
Jacob Barrick,163938,TE,JVILLE ST,14,0,196,54.9,0,1,19,16.5,18.0,92.1,0,2,1,23,128,53.5,0,0,1,4.8,11.5,100.0,0,0,3,26
Moliki Matavao,146561,TE,UCLA,11,0,324,54.6,0,1,21,6.4,6.7,92.9,1,2,1,23,344,29.1,0,0,3,2.0,1.8,66.7,1,1,3,164
Leon Bell,175895,T,MISS STATE,2,0,227,44.3,1,0,20,100.0,100.0,97.5,0,1,0,23,23,75.9,0,0,4,100.0,100.0,100.0,0,0,4,4
Andrew Sprague,190841,T,MICHIGAN,2,0,222,58.9,0,1,23,100.0,100.0,97.8,0,1,0,23,23,51.5,0,1,6,100.0,100.0,91.7,1,0,6,6
Christian Washington,163362,HB,COAST CAR,10,0,141,60.9,0,0,21,18.3,18.9,100.0,0,0,0,23,122,61.5,0,0,6,18.2,17.6,100.0,0,0,6,34
Bryce Kennon,122171,TE,CHARLOTTE,10,0,136,45.7,0,2,21,13.3,13.9,95.2,0,2,0,23,166,71.5,0,0,3,5.3,5.2,100.0,0,0,3,58
Jacob Jenkins,125365,TE,LIBERTY,12,0,206,77.4,0,0,22,14.2,13.9,100.0,0,0,0,23,166,70.3,0,0,2,4.5,4.3,100.0,0,0,2,47
Enrique Cruz Jr.,144041,T,SYRACUSE,3,0,304,70.8,0,0,21,100.0,100.0,95.2,0,1,1,23,23,56.6,0,0,8,100.0,100.0,87.5,1,1,8,8
Cash Jones,155211,HB,GEORGIA,14,0,173,12.6,0,3,19,12.0,12.6,92.1,0,3,0,22,175,0.0,0,2,8,11.4,10.3,87.5,2,0,8,78
Theo Melin Ohrstrom,158662,TE,TEXAS A&M,13,0,312,66.6,0,1,20,12.6,13.3,97.5,1,1,0,22,165,71.5,0,0,4,5.7,5.7,100.0,0,0,4,70
Harrison Saint Germain,157647,TE,VA TECH,12,0,337,42.7,0,3,21,27.6,27.2,88.1,0,4,1,22,81,67.3,0,0,1,7.7,6.7,100.0,0,0,1,15
Riley Nowakowski,129928,TE,WISCONSIN,11,0,349,76.9,0,0,20,11.8,12.4,100.0,0,0,0,22,178,,0,0,0,0.0,0.0,,0,0,0,54
Josh Phifer,172258,TE,JAMES MAD,10,0,197,41.3,0,0,22,40.0,37.9,100.0,0,0,0,22,58,53.4,0,0,3,30.0,30.0,100.0,0,0,3,10
Trae Swartz,184377,TE,TROY,10,0,318,63.0,1,0,22,19.3,18.6,97.7,0,1,0,22,118,67.4,0,0,1,4.0,3.7,100.0,0,0,1,27
Rickey Hunt Jr.,171350,HB,OHIO,14,0,259,21.8,1,2,20,15.6,16.1,92.5,0,3,0,22,137,26.5,1,0,5,10.2,11.5,90.0,1,0,6,52
Tucker Ashcraft,175521,TE,WISCONSIN,11,1,349,67.5,0,0,19,12.8,13.8,94.7,1,1,1,22,160,,0,0,0,0.0,0.0,,0,0,0,47
Jake Clemons,122176,TE,CHARLOTTE,12,0,136,63.8,0,1,20,22.5,22.9,97.5,0,1,0,22,96,69.4,0,0,2,18.2,18.2,100.0,0,0,2,11
Dylan Wade,170208,TE,MARYLAND,12,0,215,67.0,0,0,17,6.1,7.4,100.0,0,0,0,22,299,47.5,0,0,2,1.8,1.7,100.0,0,0,2,117
Kemper Hodges,186426,FB,AIR FORCE,6,0,101,40.6,1,1,21,91.3,88.0,95.2,0,2,0,22,25,38.8,1,0,12,100.0,100.0,95.8,1,0,13,13
Adam Parks,175683,TE,NEW MEX ST,9,0,242,70.6,0,0,18,24.7,27.5,100.0,0,0,0,22,80,69.6,0,0,0,0.0,13.3,,0,0,2,15
Johncarlos Miller II,148343,TE,TEXAS TECH,13,0,315,79.1,0,0,22,12.6,12.1,100.0,1,0,0,22,182,72.4,0,0,3,8.8,8.3,100.0,0,0,3,36
Jekail Middlebrook,170487,HB,MIDDLE TN,9,0,224,38.5,0,1,22,16.3,15.6,97.7,0,1,0,22,141,60.3,0,0,10,25.6,23.8,100.0,0,0,10,42
Carsen Ryan,162467,TE,UTAH,12,0,328,72.7,1,0,18,14.1,16.4,97.2,0,1,0,22,134,72.6,0,0,4,8.7,8.7,100.0,0,0,4,46
Jayven Richardson,184485,T,MISSOURI,4,0,229,62.6,0,0,20,100.0,100.0,100.0,0,0,0,22,22,78.6,0,0,2,100.0,100.0,100.0,0,0,3,3
Justin Ball,98576,TE,MISS STATE,12,0,227,61.0,0,0,20,14.8,14.8,100.0,2,0,0,22,149,69.3,0,0,2,8.0,7.1,100.0,0,0,2,28
Tylan Hines,156043,HB,HAWAII,11,0,180,63.3,0,2,22,18.8,17.9,95.5,0,2,0,22,123,50.4,0,2,13,28.9,26.5,92.3,2,0,13,49
Keegan Jones,100594,HB,UCLA,12,0,324,26.5,1,1,21,17.5,17.3,85.7,0,4,2,22,127,29.3,0,0,9,17.3,17.5,77.8,2,2,10,57
Taven Curry,163012,HB,LA MONROE,9,0,209,45.0,0,1,21,45.7,45.8,88.1,0,3,2,22,48,33.6,0,0,8,72.7,72.7,75.0,2,2,8,11
Trevyn Heil,146084,C,COLO STATE,4,0,144,84.6,0,0,20,100.0,100.0,100.0,0,0,0,22,22,77.4,0,0,5,100.0,100.0,100.0,0,0,5,5
Victor Konopka,129881,TE,RUTGERS,6,0,278,56.5,0,0,21,38.9,39.3,95.2,0,1,1,22,56,30.5,0,0,6,25.0,25.0,83.3,1,1,6,24
Justin Marshall,173460,HB,COLO STATE,13,0,144,74.9,0,0,21,14.7,14.6,100.0,0,0,0,22,151,82.9,0,0,8,18.6,17.4,100.0,0,0,8,46
Jacqez Barksdale,176082,HB,BUFFALO,10,0,126,67.4,1,0,22,43.1,42.3,97.7,0,1,0,22,52,76.7,0,0,3,21.4,21.4,100.0,0,0,3,14
Kai Wheeler,183982,G,NEW MEX ST,2,0,242,62.9,1,0,20,100.0,100.0,97.5,0,1,0,22,22,47.0,1,0,10,100.0,100.0,95.0,1,0,10,10
David Larkins,133685,TE,APP STATE,9,0,108,82.6,0,0,21,26.3,25.6,100.0,0,0,0,22,86,,0,0,0,0.0,0.0,,0,0,0,17
Richard Reese,158568,HB,BAYLOR,10,0,118,70.8,0,1,19,33.3,35.5,97.4,0,1,0,22,62,77.2,0,0,3,25.0,30.8,100.0,0,0,4,13
Kevin Heywood,183660,T,WISCONSIN,3,0,349,77.9,0,1,21,100.0,100.0,97.6,0,1,0,22,22,73.7,0,1,9,100.0,100.0,94.4,1,0,10,10
Kentrel Bullock,124129,HB,S ALABAMA,13,0,288,50.7,0,1,18,7.9,8.8,97.2,1,1,0,21,240,31.6,0,1,11,20.4,19.3,95.5,1,0,11,57
Markeston Douglas,122398,TE,ARIZONA ST,13,0,110,43.5,0,2,19,32.2,34.4,94.7,0,2,0,21,61,67.3,0,0,1,9.1,9.1,100.0,0,0,1,11
Tariq Montgomery,156802,T,MARSHALL,4,0,214,59.1,1,0,18,100.0,100.0,97.2,0,1,0,21,21,64.3,0,0,8,100.0,100.0,100.0,0,0,10,10
Malachi Thomas,144107,HB,VA TECH,10,0,337,17.7,0,3,19,21.8,22.6,81.6,1,5,2,21,93,16.0,0,2,9,28.1,28.6,77.8,3,1,10,35
Anthony Patt,131591,T,DOMINION,1,0,263,21.4,1,2,20,100.0,100.0,92.5,0,3,0,21,21,26.4,0,2,5,100.0,100.0,80.0,2,0,5,5
Jake Schultz,99306,TE,OKLA STATE,12,0,262,78.1,0,0,19,23.5,23.3,100.0,1,0,0,21,90,72.1,0,0,3,20.0,20.0,100.0,0,0,3,15
Jaquez Moore,143866,HB,DUKE,4,0,154,87.3,0,0,20,29.9,30.4,100.0,0,0,0,21,69,85.4,0,0,11,52.4,52.4,100.0,0,0,11,21
Roy Brackins III,170451,G,LA TECH,7,0,208,76.2,0,0,21,58.3,58.3,100.0,0,0,0,21,36,71.8,0,0,1,50.0,50.0,100.0,0,0,1,2
Blake Ivy,184804,G,TEXAS A&M,2,0,312,76.9,1,0,21,100.0,100.0,97.6,0,1,0,21,21,71.1,1,0,11,100.0,100.0,95.5,1,0,11,11
Nate Frazier,191146,HB,GEORGIA,12,0,173,65.8,0,1,18,14.1,15.6,97.2,0,1,0,21,135,59.6,0,0,6,21.4,28.1,100.0,0,0,9,32
Amani Givens,189819,HB,LA TECH,9,0,208,46.5,0,4,21,27.3,26.6,90.5,0,4,0,21,79,66.9,0,1,7,35.0,33.3,92.9,1,0,7,21
Luke Lachey,129475,TE,IOWA,12,0,192,50.1,1,1,21,9.2,8.9,95.2,1,2,0,21,235,15.5,0,1,2,2.4,2.3,75.0,1,0,2,88
Kiefer Sibley,183481,HB,N TEXAS,8,0,251,30.0,0,2,18,18.6,20.4,94.4,0,2,0,21,103,10.8,0,2,6,30.0,37.5,83.3,2,0,9,24
Jay Haynes,170010,HB,CLEMSON,11,0,140,41.1,0,0,19,21.1,22.6,100.0,0,0,0,21,93,26.3,0,0,1,5.6,15.0,100.0,0,0,3,20
Samson Okunlola,170089,T,MIAMI FL,3,0,220,41.6,0,2,21,100.0,100.0,95.2,0,2,0,21,21,71.5,0,1,8,100.0,100.0,93.7,1,0,8,8
Max Klare,162884,TE,PURDUE,12,0,273,47.8,1,3,21,6.4,6.1,90.5,1,4,0,21,345,,0,0,0,0.0,0.0,,0,0,0,150
Evan Morris,101618,TE,UCF,11,0,323,55.3,0,1,19,26.0,28.0,97.4,0,1,0,21,75,70.0,0,0,3,33.3,33.3,100.0,0,0,3,9
David Crossan,147360,T,ARMY,13,0,114,79.5,0,0,19,26.0,26.6,100.0,0,0,0,21,79,,0,0,0,0.0,0.0,,0,0,0,14
Carlos Slayden,190704,T,TROY,3,0,318,76.5,0,0,20,100.0,100.0,95.0,0,1,1,21,21,65.3,0,0,5,100.0,100.0,80.0,1,1,6,6
Brandon Chatman,162541,HB,NAVY,13,0,237,36.3,0,2,21,12.7,12.1,95.2,0,2,0,21,174,,0,0,0,0.0,0.0,,0,0,0,18
Will Jeffcoat,147322,G,ARMY,9,0,114,23.9,1,1,19,100.0,100.0,94.7,0,2,0,21,21,0.0,0,1,2,100.0,100.0,75.0,1,0,3,3
Bryce Duke,157656,HB,DOMINION,10,0,263,29.9,1,1,19,23.8,25.3,94.7,0,2,0,21,83,24.7,0,1,8,32.0,35.7,93.7,1,0,10,28
Jake Briningstool,124831,TE,CLEMSON,13,0,140,52.7,1,2,21,4.8,4.6,92.9,2,3,0,21,455,70.9,0,0,2,1.2,1.2,100.0,0,0,2,170
Tyce Ferrell,148074,TE,BALL ST,11,0,117,68.5,1,0,20,23.8,23.9,92.5,0,2,1,21,88,67.3,0,0,1,9.1,9.1,100.0,0,0,1,11
Tyler Gibson,156301,T,CHARLOTTE,3,0,136,77.3,0,0,19,100.0,100.0,100.0,0,0,0,20,20,80.2,0,0,8,100.0,100.0,100.0,0,0,8,8
Joseph Ionata,184537,C,ALABAMA,2,0,103,80.3,0,0,19,100.0,100.0,100.0,0,0,0,20,20,78.2,0,0,5,100.0,100.0,100.0,0,0,6,6
Robbie Ouzts,146594,TE,ALABAMA,12,0,103,68.7,0,0,18,19.6,20.4,94.4,0,1,1,20,98,67.3,0,0,0,0.0,3.4,,0,0,1,29
Savion Red,163857,HB,NEVADA,12,0,239,62.6,0,1,19,16.5,16.5,92.1,0,2,1,20,121,58.2,0,0,10,25.6,25.6,90.0,1,1,10,39
Harrison Waylee,130584,HB,WYOMING,4,1,351,23.2,1,1,18,31.6,33.9,94.4,2,2,0,20,59,15.8,1,0,11,42.3,44.4,95.5,1,0,12,27
John Gentry,128379,HB,SM HOUSTON,5,0,281,45.5,0,2,19,39.6,40.0,94.7,0,2,0,20,50,75.4,0,0,2,28.6,28.6,100.0,0,0,2,7
Jordyn Law,121583,T,ARMY,8,0,114,75.5,0,1,17,100.0,100.0,97.1,0,1,0,20,20,79.7,0,0,3,100.0,100.0,100.0,0,0,4,4
Willie Rodriguez,190448,TE,KENTUCKY,10,0,202,64.2,0,1,20,22.5,21.7,97.5,0,1,0,20,92,28.9,0,1,2,5.9,5.7,75.0,1,0,2,35
Julius Pierce,98396,C,MIDDLE TN,1,0,224,58.0,1,0,20,100.0,100.0,97.5,0,1,0,20,20,36.0,1,0,6,100.0,100.0,91.7,1,0,6,6
Keith Adams Jr.,156236,HB,CLEMSON,8,0,140,77.2,0,1,19,37.3,38.5,97.4,0,1,0,20,52,80.7,0,0,4,26.7,31.3,100.0,0,0,5,16
Jameson Geers,144979,TE,MINNESOTA,13,0,225,66.1,0,2,20,6.8,6.6,95.0,0,2,0,20,305,71.4,0,0,4,2.6,2.5,100.0,0,0,4,163
Cole Skinner,169999,G,USF,5,0,327,38.8,0,0,18,100.0,100.0,94.4,0,1,1,20,20,77.7,0,0,3,100.0,100.0,100.0,0,0,4,4
Landen Thomas,183310,TE,FLORIDA ST,10,0,167,71.4,0,0,19,12.3,12.3,100.0,0,0,0,20,163,69.9,0,0,2,3.2,3.1,100.0,0,0,2,65
Logan Reichert,175911,G,MISSOURI,3,0,229,55.3,0,1,18,100.0,100.0,97.2,0,1,0,20,20,11.4,0,1,2,100.0,100.0,75.0,1,0,3,3
Brock Lampe,145846,TE,N ILLINOIS,13,0,254,79.4,0,0,19,17.6,17.7,100.0,0,0,0,20,113,,0,0,0,0.0,0.0,,0,0,0,5
Samuel Brown V,162899,HB,RUTGERS,5,0,278,86.1,0,0,19,40.4,40.8,100.0,0,0,0,20,49,84.2,0,0,10,47.6,47.8,100.0,0,0,11,23
Matt Jones,146805,HB,OLE MISS,7,0,226,86.0,0,0,18,37.5,38.5,100.0,0,0,0,20,52,84.1,0,0,10,71.4,64.7,100.0,0,0,11,17
Beau Johnson,97640,TE,GA SOUTHRN,12,0,174,62.5,0,0,20,16.1,15.6,100.0,1,0,0,20,128,,0,0,0,0.0,0.0,,0,0,0,23
Bennett Christian,156482,TE,OHIO STATE,15,0,260,50.5,1,0,20,35.7,32.8,97.5,0,1,0,20,61,26.2,0,0,2,40.0,40.0,100.0,0,0,2,5
Juan Davis,144725,TE,TEXAS,16,0,311,64.2,1,0,20,11.7,10.8,92.5,0,2,1,20,185,,0,0,0,0.0,0.0,,0,0,0,23
Cam McCormick,41982,TE,MIAMI FL,13,0,220,63.1,0,1,19,19.2,17.6,97.4,1,1,0,19,108,,0,0,0,0.0,0.0,,0,0,0,23
Duke Olges,98350,TE,NWESTERN,12,0,256,71.8,0,1,18,36.7,36.5,97.2,0,1,0,19,52,66.0,0,0,0,0.0,8.3,,0,0,1,12
Francis Sherman,99629,TE,CINCINNATI,10,0,138,76.7,0,0,19,31.1,30.6,100.0,1,0,0,19,62,67.3,0,0,1,20.0,20.0,100.0,0,0,1,5
Daniel Hishaw Jr.,122562,HB,KANSAS,8,0,198,42.7,2,0,18,25.7,24.7,94.4,0,2,0,19,77,26.9,2,0,8,38.1,32.0,87.5,2,0,8,25
Preston Daniel,123494,TE,MIAMI OH,12,0,221,37.3,0,2,19,44.2,44.2,89.5,0,3,1,19,43,41.7,0,1,5,45.5,45.5,90.0,1,0,5,11
DJ Rogers,144696,TE,TCU,13,0,305,32.1,0,1,19,12.2,11.7,97.4,1,1,0,19,163,,0,0,0,0.0,0.0,,0,0,0,38
Willie Shaw III,145916,HB,TOLEDO,6,0,316,24.4,2,1,19,46.3,46.3,86.8,0,4,1,19,41,38.7,0,1,6,50.0,50.0,91.7,1,0,6,12
Kylin James,150195,HB,UNLV,14,0,325,65.4,0,0,18,25.4,25.7,100.0,0,0,0,19,74,79.4,0,0,2,11.8,16.7,100.0,0,0,3,18
Dallas Payne,156630,TE,UAB,12,0,321,68.1,0,0,18,8.5,8.5,100.0,1,0,0,19,223,59.5,0,0,4,4.4,4.2,100.0,0,0,4,95
Isaiah Bullerdick,157966,C,CHARLOTTE,2,0,136,62.4,0,0,18,100.0,100.0,94.4,0,1,1,19,19,43.3,0,0,8,100.0,100.0,87.5,1,1,8,8
Le'Veon Moss,158664,HB,TEXAS A&M,9,0,312,16.0,1,5,17,15.9,16.5,82.4,0,6,0,19,115,8.3,1,4,8,16.0,15.7,68.7,5,0,8,51
Cooper Flanagan,171082,TE,NOTRE DAME,13,0,258,72.3,0,0,16,16.7,18.6,100.0,0,0,0,19,102,72.5,0,0,5,16.7,19.4,100.0,0,0,6,31
Oliver Stuart,171552,TE,NEVADA,5,0,239,27.2,2,1,19,20.7,19.8,86.8,0,4,1,19,96,20.3,1,1,8,18.2,17.0,75.0,3,1,8,47
Trent Thomas,172314,TE,S ALABAMA,13,0,288,61.2,0,1,17,18.7,19.6,97.1,0,1,0,19,97,67.3,0,0,1,5.6,5.6,100.0,0,0,1,18
Kaleb Jackson,172483,HB,LSU,9,0,211,83.9,0,0,18,24.7,24.4,100.0,0,0,0,19,78,78.7,0,0,4,15.4,17.9,100.0,0,0,5,28
Brycen Sanders,172527,C,OLE MISS,5,0,226,79.7,0,0,18,100.0,100.0,100.0,0,0,0,19,19,76.6,0,0,4,100.0,100.0,100.0,0,0,5,5
Sesi Vailahi,174313,HB,OKLA STATE,12,0,262,63.3,0,2,16,16.8,18.3,93.7,0,2,0,19,104,43.1,0,1,5,27.8,28.6,90.0,1,0,6,21
Jeremiah Coney,174777,HB,VA TECH,6,0,337,17.6,0,3,15,21.7,24.7,90.0,0,3,0,19,77,7.1,0,2,6,23.1,30.0,83.3,2,0,9,30
Connor Gilbreath,175888,T,BOISE ST,2,0,120,34.0,0,0,19,100.0,100.0,89.5,0,2,2,19,19,21.8,0,0,3,100.0,100.0,66.7,1,1,3,3
Carson Rasmussen,176280,G,BOISE ST,4,0,120,85.0,0,0,18,100.0,100.0,100.0,0,0,0,19,19,74.5,0,0,2,100.0,100.0,100.0,0,0,2,2
Patrick Overmyer,176495,TE,UTSA,13,0,331,75.8,0,0,18,8.0,8.0,100.0,1,0,0,19,238,73.2,0,0,4,6.8,7.9,100.0,0,0,5,63
Davion Gause,183328,HB,N CAROLINA,12,0,245,49.1,1,1,16,22.5,24.1,93.7,0,2,0,19,79,31.8,0,0,4,16.7,19.2,100.0,0,0,5,26
Decker DeGraaf,183635,TE,WASHINGTON,13,0,340,70.9,1,0,18,14.3,14.6,97.2,0,1,0,19,130,72.2,0,0,4,16.0,14.8,100.0,0,0,4,27
William Satterwhite,184891,C,TENNESSEE,2,0,307,79.5,0,0,18,100.0,100.0,100.0,0,0,0,19,19,73.4,0,0,2,100.0,100.0,100.0,0,0,2,2
Roman Bradley,186405,FB,AIR FORCE,2,0,101,66.8,0,1,19,86.4,86.4,97.4,0,1,0,19,22,52.1,0,1,9,81.8,81.8,94.4,1,0,9,11
Guerby Lambert,189881,T,NOTRE DAME,3,0,258,61.3,0,1,17,100.0,100.0,97.1,0,1,0,19,19,78.3,0,0,3,100.0,100.0,100.0,0,0,4,4
Fluff Bothwell,190075,HB,S ALABAMA,12,0,288,87.2,0,0,19,12.8,12.0,100.0,0,0,0,19,158,85.1,0,0,11,22.4,20.4,100.0,0,0,11,54
Josiah Miamen,101689,TE,FIU,6,0,166,63.6,0,0,16,13.7,13.8,100.0,1,0,0,18,130,71.1,0,0,3,9.1,7.9,100.0,0,0,3,38
Brandon Thomas,121788,HB,MEMPHIS,10,0,218,56.3,0,2,17,30.4,30.5,94.1,0,2,0,18,59,49.2,0,1,9,56.3,52.9,94.4,1,0,9,17
Tyler Warren,129798,TE,PENN STATE,16,0,266,57.7,1,1,17,3.6,3.7,94.1,0,2,0,18,486,63.9,0,0,1,0.5,0.5,100.0,0,0,1,211
Ashton Funk,184802,T,TEXAS A&M,2,0,312,70.7,0,0,18,100.0,100.0,100.0,0,0,0,18,18,71.5,0,0,9,100.0,100.0,100.0,0,0,9,9
Devin Roche,172294,HB,DOMINION,8,0,263,29.0,0,1,15,24.2,27.3,90.0,1,2,1,18,66,31.7,0,1,6,30.0,31.8,91.7,1,0,7,22
Luke Lindenmeyer,156460,TE,NEBRASKA,11,0,238,76.1,0,0,16,21.3,22.5,100.0,0,0,0,18,80,70.7,0,0,1,4.2,11.1,100.0,0,0,3,27
Lawson Luckie,173544,TE,GEORGIA,14,0,173,56.6,1,0,17,6.3,6.1,97.1,1,1,0,18,294,69.7,0,0,2,2.4,2.1,100.0,0,0,2,96
Dominic Rulli,164183,C,PENN STATE,3,0,266,63.0,0,0,16,100.0,100.0,100.0,0,0,0,18,18,53.2,0,0,4,100.0,100.0,100.0,0,0,4,4
Kam Davis,183297,HB,FLORIDA ST,9,0,167,39.5,1,2,17,29.3,30.0,91.2,0,3,0,18,60,69.1,0,1,7,53.8,53.3,92.9,1,0,8,15
Bryson Estes,143878,G,FLORIDA ST,1,0,167,36.6,1,0,17,100.0,100.0,97.1,0,1,0,18,18,20.1,1,0,6,100.0,100.0,91.7,1,0,6,6
Don Chaney Jr.,122207,HB,LOUISVILLE,11,0,210,33.1,1,1,16,16.7,17.5,87.5,0,3,1,18,103,22.4,0,1,6,16.2,17.5,75.0,2,1,7,40
Myles Montgomery,144232,HB,UCF,10,0,323,26.1,1,0,17,27.4,28.1,85.3,0,3,2,18,64,23.4,1,0,9,40.9,40.9,83.3,2,1,9,22
Cameron Harpole,146163,TE,ARIZONA ST,14,0,110,69.9,1,0,15,23.4,25.4,96.7,0,1,0,18,71,,0,0,0,0.0,0.0,,0,0,0,10
Rashod Dubinion,157020,HB,ARKANSAS,8,0,111,75.9,0,0,18,18.2,17.3,100.0,0,0,0,18,104,68.8,0,0,7,15.9,14.9,100.0,0,0,7,47
