player,player_id,position,team_name,player_game_count,assists,franchise_id,hits,hurries,lhs_assists,lhs_hits,lhs_hurries,lhs_misses,lhs_pass_rush_percent,lhs_pass_rush_snaps,lhs_pressures,lhs_prp,lhs_sacks,lhs_stops,lhs_tackles,misses,pass_rush_percent,pass_rush_snaps,pass_snaps,pressures,prp,rhs_assists,rhs_hits,rhs_hurries,rhs_misses,rhs_pass_rush_percent,rhs_pass_rush_snaps,rhs_pressures,rhs_prp,rhs_sacks,rhs_stops,rhs_tackles,sacks,stops,tackles
Bryce Johnson,164871,LB,S DAK ST,2,0,292,1,0,0,0,0,0,0.0,0,0,,0,0,0,0,20.0,1,5,1,50.0,0,1,0,0,100.0,1,1,50.0,0,0,0,0,0,0
Cam Maddox,148832,S,NC A&T,6,0,246,1,0,0,0,0,0,0.0,0,0,,0,0,0,0,1.6,1,62,1,50.0,0,1,0,0,100.0,1,1,50.0,0,0,0,0,0,0
Onye Onuoha,148833,CB,BUTLER,12,0,127,0,0,0,0,0,0,50.0,2,1,50.0,1,1,0,0,1.8,4,225,2,50.0,0,0,0,0,50.0,2,1,50.0,1,1,0,2,2,0
Davin Martin,176493,CB,UTSA,8,0,331,0,0,0,0,0,0,0.0,0,0,,0,0,0,0,1.6,2,128,1,50.0,0,0,0,0,100.0,2,1,50.0,1,1,0,1,1,0
John Porter III,152180,LB,N GREENVLE,1,0,390,1,0,0,0,0,0,0.0,0,0,,0,0,0,0,11.1,1,9,1,50.0,0,1,0,0,100.0,1,1,50.0,0,0,0,0,0,0
Luke Mitchell,165253,S,DAYTON,11,0,150,1,0,0,1,0,0,100.0,1,1,50.0,0,0,0,0,0.5,1,215,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Ahmere Foster,176372,S,MARSHALL,13,0,214,0,1,0,0,1,0,100.0,1,1,50.0,0,0,0,0,0.5,1,218,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
David Kabongo,193199,S,OKLA STATE,5,0,262,0,1,0,0,1,0,66.7,2,1,25.0,0,0,0,0,6.5,3,46,2,50.0,0,0,0,0,33.3,1,1,100.0,1,1,0,1,1,0
Luke Bays,151459,LB,INWSLY,1,0,1451,0,0,0,0,0,0,100.0,1,1,100.0,1,1,0,0,7.1,2,28,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,1,1,0
Joey Pope,176126,S,W MICHIGAN,2,0,347,1,0,0,0,0,0,0.0,0,0,,0,0,0,0,6.7,1,15,1,50.0,0,1,0,0,100.0,1,1,50.0,0,0,0,0,0,0
Dylan Hohler,176110,S,TOLEDO,2,0,316,1,0,0,0,0,0,0.0,0,0,,0,0,0,0,5.9,1,17,1,50.0,0,1,0,0,100.0,1,1,50.0,0,0,0,0,0,0
Trey Reynolds,146449,LB,UTAH,3,0,328,0,1,0,0,0,0,0.0,0,0,,0,0,0,1,8.3,1,12,1,50.0,0,0,1,1,100.0,1,1,50.0,0,0,0,0,0,0
Larmar Frazier,151301,S,MARIST,7,0,213,1,0,0,1,0,0,100.0,1,1,50.0,0,0,0,0,1.8,1,55,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Nohl Williams,128375,CB,CAL,13,0,130,1,0,0,0,0,0,,0,0,,0,0,0,0,0.2,1,505,1,50.0,0,0,0,0,,0,0,,0,0,0,0,0,0
Kaden Hamilton,166612,S,BRYANT,3,0,124,0,2,0,0,2,1,100.0,2,2,50.0,0,0,0,1,11.8,2,17,2,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Vicari Swain,175930,CB,S CAROLINA,13,0,289,2,0,0,2,0,0,100.0,2,2,50.0,0,0,0,0,1.3,2,160,2,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Kelley Jones,175896,CB,MISS STATE,10,0,227,0,2,0,0,0,0,0.0,0,0,,0,0,0,0,1.2,2,163,2,50.0,0,0,2,0,100.0,2,2,50.0,0,0,0,0,0,0
Carter Penchion,193726,S,MILES,1,0,386,1,0,0,0,0,0,0.0,0,0,,0,0,0,0,100.0,1,1,1,50.0,0,1,0,0,100.0,1,1,50.0,0,0,0,0,0,0
Are'an Burr,173848,LB,AIR FORCE,4,0,101,1,0,0,1,0,0,100.0,1,1,50.0,0,0,0,0,4.5,1,22,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Jake Adams,194104,LB,NORSTA,1,0,1223,0,1,0,0,0,0,0.0,0,0,,0,0,0,0,6.7,1,15,1,50.0,0,0,1,0,100.0,1,1,50.0,0,0,0,0,0,0
Nahamani Harris,167154,S,N ARIZONA,5,0,252,0,1,0,0,0,0,0.0,0,0,,0,0,0,0,1.8,1,57,1,50.0,0,0,1,0,100.0,1,1,50.0,0,0,0,0,0,0
James Burgess,141739,CB,ALABAMA ST,12,0,105,0,0,0,0,0,0,0.0,0,0,,0,0,0,0,0.6,2,344,1,50.0,0,0,0,0,100.0,2,1,50.0,1,1,0,1,1,0
Ke'Shon Parker,105799,LB,C MICHIGAN,4,0,134,0,1,0,0,1,0,66.7,2,1,25.0,0,0,0,0,30.0,3,10,2,50.0,0,0,0,0,33.3,1,1,100.0,1,1,0,1,1,0
Corey Collier Jr.,146702,S,FL A&M,10,0,164,0,1,0,0,1,1,100.0,1,1,50.0,0,0,0,1,0.6,1,165,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Grant Godfrey,175148,LB,KENTUCKY,3,0,202,0,1,0,0,1,0,100.0,1,1,50.0,0,0,0,0,7.7,1,13,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Peyton Buckley,194652,S,AUGUST,1,0,748,0,1,0,0,1,0,100.0,1,1,50.0,0,0,0,0,3.3,1,30,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Sage Ryan,146776,S,LSU,12,0,211,0,0,0,0,0,0,100.0,2,1,50.0,1,1,0,0,0.7,2,289,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,1,1,0
Brandon Purifoy,196454,S,MS VLY ST,7,0,228,1,0,0,0,0,0,0.0,0,0,,0,0,0,0,2.4,1,42,1,50.0,0,1,0,0,100.0,1,1,50.0,0,0,0,0,0,0
Kamari Blankumsee,194752,S,FRTVLY,1,0,874,0,1,0,0,0,0,0.0,0,0,,0,0,0,0,5.0,1,20,1,50.0,0,0,1,0,100.0,1,1,50.0,0,0,0,0,0,0
Dearis Thomas,169562,LB,BETH COOK,3,0,119,0,0,0,0,0,0,50.0,1,0,0.0,0,0,0,0,10.0,2,20,1,50.0,0,0,0,0,50.0,1,1,100.0,1,1,0,1,1,0
Winston Berglund,174945,LB,PURDUE,3,0,273,0,2,0,0,2,1,66.7,2,2,50.0,0,0,0,1,15.4,4,26,3,50.0,0,0,0,0,33.3,1,0,0.0,0,0,0,1,1,0
Michael Peyton,195112,LB,RU,1,0,1529,0,1,0,0,1,0,100.0,1,1,50.0,0,0,0,0,100.0,1,1,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Jaylen Hinton,195193,LB,CATAWB,1,0,802,0,1,0,0,0,0,0.0,0,0,,0,0,0,0,11.1,1,9,1,50.0,0,0,1,0,100.0,1,1,50.0,0,0,0,0,0,0
Cam Fleming,174782,LB,VA TECH,1,0,337,0,1,0,0,1,1,100.0,1,1,50.0,0,0,0,1,14.3,1,7,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Rahmir Stewart,170243,S,NEBRASKA,3,0,238,1,0,0,0,0,0,,0,0,,0,0,0,0,3.7,1,27,1,50.0,0,0,0,0,,0,0,,0,0,0,0,0,0
Malik Hartford,170252,S,OHIO STATE,9,0,260,1,0,0,0,0,0,,0,0,,0,0,0,0,2.0,1,49,1,50.0,0,0,0,0,,0,0,,0,0,0,0,0,0
Travis Franklin Jr.,170420,S,JVILLE ST,10,0,196,0,0,0,0,0,0,50.0,1,1,100.0,1,1,0,0,4.7,2,43,1,50.0,0,0,0,0,50.0,1,0,0.0,0,0,0,1,1,0
Yavari Scott,197483,LB,WARNER,1,0,407,0,1,0,0,0,0,0.0,0,0,,0,0,0,0,2.3,1,43,1,50.0,0,0,1,0,100.0,1,1,50.0,0,0,0,0,0,0
Cam Jeffery,147068,LB,ARK STATE,9,0,113,1,0,0,1,0,0,100.0,1,1,50.0,0,0,0,0,2.6,1,38,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Dorien Foots,195696,LB,POINTVILLE,1,0,393,1,0,0,1,0,0,100.0,1,1,50.0,0,0,0,0,14.3,1,7,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Ze'marion Harrell,147098,LB,HAMPTON,1,0,178,0,1,0,0,0,0,0.0,0,0,,0,0,0,0,7.1,1,14,1,50.0,0,0,1,0,100.0,1,1,50.0,0,0,0,0,0,0
Marcus Barnes,104873,S,WM & MARY,12,0,348,1,0,0,1,0,0,100.0,1,1,50.0,0,0,0,0,0.3,1,325,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Dylan Tucker,138424,CB,ELON,10,0,162,0,1,0,0,0,0,0.0,0,0,,0,0,0,0,0.4,1,267,1,50.0,0,0,1,0,100.0,1,1,50.0,0,0,0,0,0,0
Max Lofy,129924,S,WISCONSIN,9,0,349,0,1,0,0,1,1,100.0,1,1,50.0,0,0,0,1,1.1,1,94,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Holden Hughes,149564,CB,DRAKE,11,0,153,0,0,0,0,0,0,50.0,1,0,0.0,0,0,0,0,0.7,2,269,1,50.0,0,0,0,0,50.0,1,1,100.0,1,1,0,1,1,0
Lardarius Webb Jr.,174314,CB,S ALABAMA,13,0,288,1,0,0,0,0,0,0.0,0,0,,0,0,0,0,0.2,1,450,1,50.0,0,1,0,0,100.0,1,1,50.0,0,0,0,0,0,0
Key'Savalyn Barnes,147162,S,LA LAFAYET,2,0,207,1,0,0,1,0,0,100.0,1,1,50.0,0,0,0,0,6.3,1,16,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Landon Ellis,170902,WR,RICHMOND,1,0,276,0,1,0,0,0,0,,0,0,,0,0,0,0,100.0,1,1,1,50.0,0,0,0,0,,0,0,,0,0,0,0,0,0
Cassius Harris,170908,WR,RICHMOND,1,0,276,0,1,0,0,0,0,,0,0,,0,0,0,0,100.0,1,1,1,50.0,0,0,0,0,,0,0,,0,0,0,0,0,0
Jabari Echols,148393,CB,MERRIMACK,11,0,385,0,2,0,0,2,0,100.0,2,2,50.0,0,0,0,0,1.8,2,114,2,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Ian Conerly-Goodly,160124,S,TROY,11,0,318,0,1,0,0,0,0,0.0,0,0,,0,0,0,0,0.4,1,223,1,50.0,0,0,1,0,100.0,1,1,50.0,0,0,0,0,0,0
Drew Woodaz,189373,LB,CLEMSON,2,0,140,0,1,0,0,1,0,100.0,1,1,50.0,0,0,0,0,33.3,1,3,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Jamel Johnson,173140,S,TCU,13,0,305,0,2,0,0,1,0,100.0,1,1,50.0,0,0,0,0,0.6,2,336,2,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
T.J. Marshall,123673,S,ABILENE CH,1,0,100,0,1,0,0,0,0,0.0,0,0,,0,0,0,0,11.1,1,9,1,50.0,0,0,1,0,100.0,1,1,50.0,0,0,0,0,0,0
Isaiah Crosby,183258,S,CAL,4,0,130,0,1,0,0,0,0,,0,0,,0,0,0,1,2.6,1,38,1,50.0,0,0,0,0,,0,0,,0,0,0,0,0,0
Javon McIntyre,144029,S,PITTSBURGH,13,0,268,1,0,0,1,0,0,100.0,1,1,50.0,0,0,0,0,0.3,1,298,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Alonzo Jackson Jr.,189822,LB,LA TECH,1,0,208,0,1,0,0,0,0,0.0,0,0,,0,0,0,0,100.0,1,1,1,50.0,0,0,1,0,100.0,1,1,50.0,0,0,0,0,0,0
Justin Powe,156873,S,TROY,12,0,318,0,1,0,0,1,0,100.0,1,1,50.0,0,0,0,0,0.3,1,369,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Jalen Nelson,160882,S,SAMFORD,5,0,282,0,1,0,0,0,0,0.0,0,0,,0,0,0,1,1.6,1,61,1,50.0,0,0,1,1,100.0,1,1,50.0,0,0,0,0,0,0
Joe Comello,160898,CB,VA MILT IN,11,0,336,0,1,0,0,0,0,0.0,0,0,,0,0,0,0,0.9,1,109,1,50.0,0,0,1,0,100.0,1,1,50.0,0,0,0,0,0,0
Tyler Brown,189982,S,JAMES MAD,5,0,197,0,1,0,0,0,0,0.0,0,0,,0,0,0,0,2.3,1,43,1,50.0,0,0,1,0,100.0,1,1,50.0,0,0,0,0,0,0
Vance Sheppert,161472,CB,INWSLY,1,0,1451,0,1,0,0,1,0,100.0,1,1,50.0,0,0,0,0,4.0,1,25,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Tyler Hallum,161580,CB,KENNESAW,12,0,200,0,1,0,0,0,0,0.0,0,0,,0,0,0,0,0.3,1,355,1,50.0,0,0,1,0,100.0,1,1,50.0,0,0,0,0,0,0
Kailep Edwards,156745,LB,LA LAFAYET,4,0,207,1,0,0,1,0,0,100.0,1,1,50.0,0,0,0,0,5.3,1,19,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Kevin Knowles II,143885,CB,FLORIDA ST,12,0,167,0,2,0,0,2,0,75.0,3,3,66.7,1,2,1,0,1.7,4,240,3,50.0,0,0,0,0,25.0,1,0,0.0,0,0,0,1,2,1
Bralyn Lux,97143,CB,TEXAS TECH,9,0,315,0,1,0,0,0,0,0.0,0,0,,0,0,0,0,0.3,1,313,1,50.0,0,0,1,0,100.0,1,1,50.0,0,0,0,0,0,0
Cale Williams,161890,S,CITADEL,12,0,139,0,2,0,0,2,0,50.0,2,2,50.0,0,0,0,0,1.3,4,302,3,50.0,0,0,0,0,50.0,2,1,50.0,1,1,0,1,1,0
Cam Dooley,190435,S,KENTUCKY,2,0,202,0,0,0,0,0,0,0.0,0,0,,0,0,0,0,14.3,2,14,1,50.0,0,0,0,0,100.0,1,0,0.0,0,0,0,1,1,0
Dominic Wieburg,143689,CB,CENT WASH,1,0,367,1,0,0,1,0,0,100.0,1,1,50.0,0,0,0,0,4.2,1,24,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Reise Collier,156632,LB,OHIO,1,0,259,1,0,0,1,0,0,100.0,1,1,50.0,0,0,0,0,16.7,1,6,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Jaylen Clay,143682,CB,CENT WASH,1,0,367,1,0,0,1,0,0,100.0,1,1,50.0,0,0,0,0,3.3,1,30,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Davon Martin,121813,CB,MURRAY ST,12,0,236,1,0,0,0,0,0,0.0,0,0,,0,0,0,0,0.5,1,191,1,50.0,0,1,0,0,100.0,1,1,50.0,0,0,0,0,0,0
John Humphrey,131794,CB,USC,12,0,326,2,4,0,1,4,0,85.7,6,5,41.7,0,0,0,0,3.4,7,203,6,42.9,0,1,0,0,14.3,1,1,50.0,0,0,0,0,0,0
Dillon Ferretti,186616,LB,MERCYHURST,10,0,977,0,1,0,0,1,0,100.0,5,3,50.0,2,1,0,0,12.2,6,49,3,41.7,0,0,0,0,0.0,0,0,,0,0,0,2,1,0
Jeno Junius Jr.,177956,LB,W CAROLINA,6,0,344,1,1,0,1,1,0,50.0,2,2,50.0,0,0,0,0,14.7,5,34,3,40.0,0,0,0,0,50.0,2,1,50.0,1,1,0,1,1,0
Boogie Trotter,165156,CB,TENN STATE,13,0,308,1,1,0,0,0,0,20.0,1,1,100.0,1,1,0,0,1.1,5,466,3,40.0,0,1,1,0,80.0,4,2,25.0,0,0,0,1,1,0
Rod Heard II,97237,S,NOTRE DAME,15,0,258,1,1,0,1,0,0,80.0,4,2,37.5,1,1,0,0,2.1,5,243,3,40.0,0,0,1,0,20.0,1,1,50.0,0,0,0,1,1,0
Christian LeBrun,173397,LB,UMASS,8,0,216,0,0,0,0,0,0,40.0,2,0,0.0,0,0,0,0,7.6,5,66,2,40.0,0,0,0,0,60.0,3,2,66.7,2,2,0,2,2,0
Davon Banks,146477,CB,BOISE ST,14,0,120,2,0,0,2,0,0,100.0,5,3,40.0,1,1,0,0,1.9,5,257,3,40.0,0,0,0,0,0.0,0,0,,0,0,0,1,1,0
Bradlee Jones,172698,CB,CITADEL,12,0,139,1,1,0,1,0,0,40.0,2,1,25.0,0,0,0,1,1.6,5,308,3,40.0,0,0,1,1,60.0,3,2,50.0,1,1,0,1,1,0
Sean Johnson,178927,S,MHMRTI,1,0,999,1,1,0,1,0,0,40.0,2,1,25.0,0,0,0,0,10.9,5,46,3,40.0,0,0,1,0,60.0,3,2,50.0,1,1,0,1,1,0
Terrance Alexander,170406,CB,BETH COOK,10,0,119,2,0,0,1,0,0,40.0,2,1,25.0,0,0,0,0,4.1,5,121,3,40.0,0,1,0,0,60.0,3,2,50.0,1,1,0,1,1,0
Ashaad Williams,164318,CB,N ALABAMA,12,0,389,1,0,0,1,0,0,75.0,3,2,50.0,1,1,0,0,1.6,4,249,2,37.5,0,0,0,0,25.0,1,0,0.0,0,0,0,1,1,0
Cameron Oliver,146206,CB,UNLV,14,0,325,0,1,0,0,1,0,25.0,1,1,50.0,0,0,0,0,0.9,4,425,2,37.5,0,0,0,0,75.0,3,1,33.3,1,1,0,1,1,0
Josh Kubala,158302,LB,SYRACUSE,2,0,304,0,1,0,0,1,0,66.7,2,2,75.0,1,1,0,0,50.0,4,8,2,37.5,0,0,0,0,33.3,1,0,0.0,0,0,0,1,1,0
DaShawn Jones,144195,CB,ALABAMA,13,0,103,1,0,0,1,0,0,25.0,1,1,50.0,0,0,0,0,2.6,4,153,2,37.5,0,0,0,0,75.0,3,1,33.3,1,0,0,1,0,0
Alex Villas,143236,S,DELAWARE,4,0,151,0,1,0,0,1,0,25.0,1,1,50.0,0,0,0,0,12.9,4,31,2,37.5,0,0,0,0,75.0,3,1,33.3,1,1,0,1,1,0
AJ Brown,163011,S,UAB,11,0,321,0,1,0,0,1,0,50.0,2,1,25.0,0,0,0,0,3.3,4,122,2,37.5,0,0,0,0,50.0,2,1,50.0,1,1,0,1,1,0
Dartrelle Rolle,139299,S,ED WATERS,1,0,372,0,3,0,0,3,1,75.0,3,3,50.0,0,0,0,1,13.8,4,29,3,37.5,0,0,0,0,25.0,1,0,0.0,0,0,0,0,0,0
Antonio Clary,99757,S,VIRGINIA,5,0,335,0,1,0,0,0,0,0.0,0,0,,0,0,0,0,2.4,4,166,2,37.5,0,0,1,0,100.0,4,2,37.5,1,1,0,1,1,0
KJ Bolden,184549,S,GEORGIA,14,0,173,0,1,0,0,1,0,25.0,1,1,50.0,0,0,0,0,1.2,4,326,2,37.5,0,0,0,0,75.0,3,1,33.3,1,1,0,1,1,0
Michael Taaffe,144732,S,TEXAS,16,0,311,1,0,0,1,0,0,100.0,4,2,37.5,1,1,0,0,0.9,4,457,2,37.5,0,0,0,0,0.0,0,0,,0,0,0,1,1,0
Lance Joseph,178064,ED,SOUTHERN U,2,0,297,0,1,0,0,0,0,0.0,0,0,,0,0,0,0,100.0,4,4,2,37.5,0,0,1,0,100.0,4,2,37.5,1,1,0,1,1,0
Dillon Dunathan,176904,LB,ALBANY,4,0,106,1,0,0,0,0,0,57.1,4,2,50.0,2,1,0,0,10.9,7,64,3,35.7,0,1,0,0,42.9,3,1,16.7,0,0,0,2,1,0
Jshawn Frausto-Ramos,176611,S,STANFORD,5,0,300,0,1,0,0,1,0,28.6,2,1,25.0,0,0,0,0,12.1,7,58,3,35.7,0,0,0,0,71.4,5,2,40.0,2,2,0,2,2,0
LaMarion Pierce,159699,CB,TENN MARTN,12,0,310,2,1,0,1,1,0,80.0,8,4,37.5,2,1,0,0,2.7,10,366,5,35.0,0,1,0,0,20.0,2,1,25.0,0,0,0,2,1,0
Jett Elad,97543,S,UNLV,14,1,325,3,4,0,0,2,1,46.7,7,3,28.6,1,1,0,1,3.6,16,447,9,34.4,1,3,1,0,53.3,8,5,37.5,1,1,0,2,2,0
Michael Dansby,157849,CB,S JOSE ST,12,0,285,1,1,0,1,0,0,66.7,2,1,25.0,0,0,0,0,0.9,3,326,2,33.3,0,0,1,0,33.3,1,1,50.0,0,0,0,0,0,0
Cameron Coleman,178526,ED,ARKAPB,2,0,112,0,0,0,0,0,0,66.7,2,0,0.0,0,0,0,0,100.0,3,3,1,33.3,0,0,0,0,33.3,1,1,100.0,1,1,0,1,1,0
Maxwell Hairston,146746,CB,KENTUCKY,7,0,202,0,0,0,0,0,0,66.7,2,1,50.0,1,1,0,0,2.2,3,138,1,33.3,0,0,0,0,33.3,1,0,0.0,0,0,0,1,1,0
Jordan Irvine,165080,S,STHLSK,11,0,1470,1,1,0,0,1,0,33.3,1,1,50.0,0,0,0,0,1.2,3,252,2,33.3,0,1,0,0,66.7,2,1,25.0,0,0,0,0,0,0
Jelani Willis,145946,LB,W MICHIGAN,3,0,347,0,0,0,0,0,0,100.0,3,1,33.3,1,1,0,0,42.9,3,7,1,33.3,0,0,0,0,0.0,0,0,,0,0,0,1,1,0
Michael Slivka,143028,LB,COLGATE,6,0,142,0,0,0,0,0,0,33.3,1,1,100.0,1,0,0,0,23.1,3,13,1,33.3,0,0,0,0,66.7,2,0,0.0,0,0,0,1,0,0
Jaise Oliver,101091,S,TCU,9,0,305,0,2,0,0,1,0,66.7,2,1,25.0,0,0,0,1,7.7,3,39,2,33.3,0,0,1,1,33.3,1,1,50.0,0,0,0,0,0,0
Rodney Hill,183440,LB,USF,6,0,327,2,2,0,1,2,1,80.0,4,3,37.5,0,0,0,1,17.6,6,34,4,33.3,0,1,0,0,20.0,1,1,50.0,0,0,0,0,0,0
Zakee Wheatley,145099,S,PENN STATE,16,0,266,1,1,0,1,0,0,33.3,1,1,50.0,0,0,0,0,0.6,3,469,2,33.3,0,0,1,0,66.7,2,1,25.0,0,0,0,0,0,0
Billy Bowman Jr.,144638,S,OKLAHOMA,12,0,261,1,1,0,0,0,0,50.0,1,0,0.0,0,0,0,0,0.8,3,384,2,33.3,0,0,1,0,50.0,1,1,50.0,0,0,0,0,0,0
Nick Vecchiarelli,166685,S,MARIST,11,0,213,1,1,0,1,1,0,100.0,3,2,33.3,0,0,0,0,1.9,3,162,2,33.3,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Aaron Harris,104296,CB,NC A&T,11,0,246,2,0,0,1,0,0,33.3,1,1,50.0,0,0,0,0,1.1,3,272,2,33.3,0,1,0,0,66.7,2,1,25.0,0,0,0,0,0,0
Jayven Williams,160395,CB,KENNESAW,10,0,200,1,1,0,1,0,0,55.6,5,1,10.0,0,0,0,0,4.3,9,208,4,33.3,0,0,1,0,44.4,4,3,62.5,2,2,0,2,2,0
De'Arre McDonald,123572,CB,MIDDLE TN,6,0,224,0,0,0,0,0,0,33.3,1,0,0.0,0,0,0,0,4.3,3,69,1,33.3,0,0,0,0,66.7,2,1,50.0,1,1,0,1,1,0
Xavier Lucas,183666,CB,WISCONSIN,10,0,349,0,0,0,0,0,0,0.0,0,0,,0,0,0,0,2.6,3,116,1,33.3,0,0,0,0,100.0,3,1,33.3,1,1,0,1,1,0
Benjamin Morrison,156968,CB,NOTRE DAME,6,0,258,1,1,0,1,1,0,100.0,3,2,33.3,0,0,0,0,1.8,3,163,2,33.3,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Darrian Bell,122693,LB,SVANNAH ST,1,0,286,0,0,0,0,0,0,33.3,1,1,100.0,1,1,0,0,15.8,3,19,1,33.3,0,0,0,0,66.7,2,0,0.0,0,0,0,1,1,0
Martavius Durden Jr.,192414,LB,LIUSHAR,4,0,1298,0,2,0,0,2,1,66.7,2,2,50.0,0,0,0,1,27.3,3,11,2,33.3,0,0,0,0,33.3,1,0,0.0,0,0,0,0,0,0
Langston Long,151091,LB,USF,5,0,327,0,4,0,0,3,1,66.7,4,3,37.5,0,0,0,2,37.5,6,16,4,33.3,0,0,1,1,33.3,2,1,25.0,0,0,0,0,0,0
Elijah Rainer,170945,LB,WM & MARY,7,0,348,0,2,0,0,1,1,33.3,1,1,50.0,0,0,0,1,4.3,3,69,2,33.3,0,0,1,0,66.7,2,1,25.0,0,0,0,0,0,0
Will Jones II,99276,S,DOMINION,11,0,263,0,0,0,0,0,0,100.0,2,0,0.0,0,0,0,0,1.1,3,263,1,33.3,0,0,0,0,0.0,0,0,,0,0,0,1,1,0
Jaylin Crumby,174410,S,N DAK ST,12,0,250,0,2,0,0,0,0,0.0,0,0,,0,0,0,0,1.2,3,241,2,33.3,0,0,0,0,100.0,1,0,0.0,0,0,0,0,0,0
Nick Hudson,161838,CB,BROWN,10,0,123,0,0,0,0,0,0,100.0,3,1,33.3,1,0,0,0,1.1,3,285,1,33.3,0,0,0,0,0.0,0,0,,0,0,0,1,0,0
Lathan Ransom,129755,S,OHIO STATE,15,0,260,1,3,0,0,3,0,55.6,5,3,30.0,0,0,0,0,2.1,9,434,5,33.3,0,1,0,0,44.4,4,2,37.5,1,1,0,1,1,0
Jaylen Wester,156530,LB,COLORADO,7,0,143,0,0,0,0,0,0,33.3,1,0,0.0,0,0,0,0,9.4,3,32,1,33.3,0,0,0,0,66.7,2,1,50.0,1,1,0,1,1,0
Will Coty,142315,LB,NEW HAMP,3,0,240,0,0,0,0,0,0,0.0,0,0,,0,0,0,0,23.1,3,13,1,33.3,0,0,0,0,100.0,2,1,50.0,1,0,0,1,0,0
DaMario Crawford,171643,CB,ST FRANCIS,10,0,299,0,2,0,0,0,0,0.0,0,0,,0,0,0,1,1.1,3,266,2,33.3,0,0,2,1,100.0,3,2,33.3,0,0,0,0,0,0
Tray Blackmon Jr.,197618,CB,KY STATE,1,0,378,0,2,0,0,2,2,66.7,2,2,50.0,0,0,0,2,11.5,3,26,2,33.3,0,0,0,0,33.3,1,0,0.0,0,0,0,0,0,0
Paris Lenon,171625,LB,MERRIMACK,3,0,385,0,2,0,0,0,0,0.0,0,0,,0,0,0,0,27.3,3,11,2,33.3,0,0,2,0,100.0,3,2,33.3,0,0,0,0,0,0
Jack Hawkinson,154043,ED,MINNESOTA,1,0,225,1,1,0,1,1,0,100.0,3,2,33.3,0,0,0,0,100.0,3,3,2,33.3,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Lovewyn Don-Willies,178561,S,BETH COOK,3,0,119,0,2,0,0,2,1,100.0,3,2,33.3,0,1,1,1,16.7,3,18,2,33.3,0,0,0,0,0.0,0,0,,0,0,0,0,1,1
Jardin Gilbert,146997,S,LSU,13,0,211,0,0,0,0,0,0,60.0,3,2,66.7,2,0,0,0,1.7,6,348,2,33.3,0,0,0,0,40.0,2,0,0.0,0,0,0,2,0,0
Adam Cash,147339,LB,ARMY,5,0,114,0,0,0,0,0,0,50.0,1,1,100.0,1,1,0,0,6.4,3,47,1,33.3,0,0,0,0,50.0,1,0,0.0,0,0,0,1,1,0
Diandre Harris,149358,S,GEORGETOWN,11,0,172,0,0,0,0,0,0,0.0,0,0,,0,0,0,0,2.8,3,109,1,33.3,0,0,0,0,100.0,3,1,33.3,1,1,0,1,1,0
Tacario Davis,158719,CB,ARIZONA,12,0,109,0,2,0,0,1,0,66.7,2,1,25.0,0,0,0,0,0.8,3,362,2,33.3,0,0,1,0,33.3,1,1,50.0,0,0,0,0,0,0
Ca'Ni McCoy,151604,DI,MILES,1,0,386,0,0,0,0,0,0,0.0,0,0,,0,0,0,0,100.0,3,3,1,33.3,0,0,0,0,100.0,3,1,33.3,1,1,0,1,1,0
