player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,gap_grades_run_block,gap_run_block_percent,gap_snap_counts_run_block,gap_snap_counts_run_block_percent,gap_snap_counts_run_play,grades_run_block,penalties,run_block_percent,snap_counts_run_block,snap_counts_run_play,zone_grades_run_block,zone_run_block_percent,zone_snap_counts_run_block,zone_snap_counts_run_block_percent,zone_snap_counts_run_play
Jonny King,122188,C,CHARLOTTE,12,0,136,64.1,100.0,218,71.7,218,63.9,0,100.0,304,304,62.3,100.0,69,22.7,69
Wallace Unamba,169929,T,NEW MEXICO,10,0,241,58.9,100.0,174,57.2,174,64.8,1,100.0,304,304,64.3,100.0,110,36.2,110
Ashton Lepo,158388,T,MICH STATE,12,0,223,57.0,100.0,87,28.7,87,52.5,2,100.0,303,303,52.2,100.0,179,59.1,179
Keagen Trost,102324,T,WAKE,12,0,339,73.5,100.0,155,51.2,155,69.9,0,100.0,303,303,62.1,100.0,127,41.9,127
Brock Lampe,145846,TE,N ILLINOIS,13,0,254,84.4,98.0,194,64.0,198,84.5,0,97.7,303,310,67.4,100.0,77,25.4,77
Evan Buss,130543,T,N ILLINOIS,10,0,254,58.8,100.0,138,45.5,138,71.2,0,100.0,303,303,79.6,100.0,131,43.2,131
Miles Stewart,147306,TE,ARMY,13,0,114,53.0,99.1,113,37.3,114,61.8,1,99.0,303,306,63.2,100.0,79,26.1,79
JaDarious Lee,162946,T,FIU,11,0,166,64.5,100.0,170,56.1,170,63.8,0,100.0,303,303,60.8,100.0,98,32.3,98
Cole Spence,163727,TE,VANDERBILT,12,0,333,58.3,100.0,250,82.5,250,60.3,1,100.0,303,303,62.9,100.0,24,7.9,24
Dean Patterson,145224,WR,FIU,12,0,166,57.4,98.8,171,56.6,173,66.8,1,98.7,302,306,68.2,97.9,92,30.5,94
Kyle Williams,128374,WR,WASH STATE,13,0,341,58.9,98.5,130,43.0,132,54.1,2,97.7,302,309,62.7,100.0,142,47.0,142
Tank Jenkins,81860,G,HOUSTON,11,0,182,56.6,100.0,101,33.4,101,60.7,0,100.0,302,302,63.3,100.0,174,57.6,174
Alec Johnson,156693,C,GA STATE,12,0,175,51.9,100.0,100,33.1,100,50.1,0,100.0,302,302,54.7,100.0,178,58.9,178
Andre Lamas,123605,G,FAU,11,0,165,73.9,100.0,120,39.7,120,70.8,1,100.0,302,302,61.0,100.0,171,56.6,171
Kadin Semonza,174001,QB,BALL ST,12,0,117,62.4,99.2,126,41.9,127,61.5,0,96.5,301,312,60.6,98.1,152,50.5,155
Jerjuan Newton,97308,WR,TOLEDO,13,0,316,57.5,100.0,157,52.2,157,58.7,1,99.7,301,302,59.2,100.0,120,39.9,120
Dominic Boyd,150802,T,GA SOUTHRN,11,0,174,57.2,100.0,181,60.1,181,65.1,1,100.0,301,301,71.8,100.0,86,28.6,86
Luke Wysong,146110,WR,NEW MEXICO,11,0,241,58.2,97.8,178,59.1,182,59.4,0,97.1,301,310,62.2,98.2,109,36.2,111
Anthony Belton,143985,T,NC STATE,12,1,248,64.3,100.0,77,25.6,77,69.4,2,100.0,301,301,69.9,100.0,199,66.1,199
Mitchell Mayes,122151,G,CHARLOTTE,12,0,136,60.3,100.0,214,71.3,214,60.0,1,100.0,300,300,63.8,100.0,69,23.0,69
Myles Alston,144010,WR,DOMINION,12,0,263,59.4,100.0,103,34.3,103,60.4,0,100.0,300,300,66.0,100.0,177,59.0,177
Cam Ward,133244,QB,MIAMI FL,13,0,220,60.0,98.1,204,68.0,208,60.0,0,95.8,300,313,60.0,98.9,89,29.7,90
D'Angalo Titialii,143757,C,WASHINGTON,13,0,340,62.1,100.0,72,24.0,72,59.2,0,100.0,300,300,55.2,100.0,217,72.3,217
Braedyn Locke,157141,QB,WISCONSIN,11,0,349,60.0,100.0,117,39.0,117,60.1,0,96.8,300,310,60.1,97.7,170,56.7,174
Brady Cook,124199,QB,MISSOURI,12,0,229,60.2,77.2,98,32.7,127,60.2,0,84.3,300,356,60.1,98.0,198,66.0,202
Mason Murphy,74236,T,USC,12,0,326,63.6,100.0,188,62.7,188,60.4,0,100.0,300,300,59.1,100.0,99,33.0,99
Taji Johnson,123542,WR,BUFFALO,12,0,126,60.5,100.0,85,28.3,85,56.0,0,100.0,300,300,60.0,100.0,199,66.3,199
Rodney Newsom Jr.,121781,G,W KENTUCKY,14,0,346,63.1,100.0,167,55.9,167,68.1,1,100.0,299,299,69.2,100.0,82,27.4,82
Jared Casey,122553,TE,KANSAS,12,2,198,67.0,100.0,121,40.5,121,65.0,2,99.7,299,300,76.2,99.3,140,46.8,141
Jackson Hawes,109374,TE,GA TECH,12,0,176,71.1,100.0,204,68.2,204,74.7,3,100.0,299,299,61.7,100.0,73,24.4,73
Danny O'Neil,184200,QB,S DIEGO ST,11,0,284,60.3,90.7,68,22.7,75,60.2,0,93.7,299,319,60.0,96.2,228,76.3,237
Jared Wilson,146717,C,GEORGIA,12,0,173,65.2,100.0,108,36.1,108,76.0,0,100.0,299,299,78.9,100.0,158,52.8,158
Keyshawn Blackstock,174044,T,ARKANSAS,12,0,111,55.3,100.0,165,55.2,165,60.7,1,100.0,299,299,67.0,100.0,116,38.8,116
Jacolby Criswell,122830,QB,N CAROLINA,12,0,245,60.3,97.9,92,30.8,94,60.2,0,94.9,299,315,60.1,98.5,194,64.9,197
Taran Tyo,163098,T,BALL ST,11,0,117,62.0,100.0,129,43.3,129,74.7,0,100.0,298,298,79.0,100.0,138,46.3,138
Devon Dampier,171556,QB,NEW MEXICO,12,0,241,60.9,68.3,172,57.7,252,60.8,0,70.6,298,422,60.4,79.7,118,39.6,148
Koby Drake,121761,WR,MEMPHIS,13,0,218,64.6,100.0,44,14.8,44,55.1,1,100.0,298,298,60.6,100.0,244,81.9,244
Christian Moore,122608,TE,UNLV,13,0,325,78.8,99.4,177,59.4,178,79.9,0,99.7,298,299,77.0,100.0,95,31.9,95
Naeer Jackson,156546,G,FIU,12,0,166,47.8,100.0,173,58.1,173,50.5,0,100.0,298,298,59.8,100.0,89,29.9,89
Anthony Smith,122885,WR,E CAROLINA,13,0,156,61.9,100.0,135,45.3,135,64.3,0,100.0,298,298,66.6,100.0,155,52.0,155
Rush Reimer,147657,G,CAL,12,0,130,57.8,100.0,189,63.4,189,54.6,0,100.0,298,298,60.6,100.0,81,27.2,81
Key'Shawn Smith,143950,WR,SMU,14,0,287,68.3,100.0,107,35.9,107,62.7,0,99.7,298,299,63.7,100.0,174,58.4,174
Tunde Fatukasi,129876,T,BOWL GREEN,13,1,122,50.1,100.0,165,55.6,165,56.3,6,100.0,297,297,63.7,100.0,104,35.0,104
Malcolm Lamar Sr.,76794,T,FAU,12,0,165,66.6,100.0,107,36.0,107,74.8,1,100.0,297,297,75.0,100.0,175,58.9,175
Caleb Tiernan,145042,T,NWESTERN,12,0,256,70.3,100.0,87,29.3,87,74.8,0,100.0,297,297,77.2,100.0,189,63.6,189
Harrison Wallace III,145090,WR,PENN STATE,15,0,266,65.6,100.0,134,45.1,134,62.9,0,100.0,297,297,61.4,100.0,145,48.8,145
Junior Sherrill,172627,WR,VANDERBILT,13,0,333,63.3,98.3,230,77.4,234,63.3,0,98.3,297,302,61.1,100.0,43,14.5,43
Melquan Stovall,74267,WR,ARIZONA ST,14,0,110,64.6,99.3,152,51.2,153,60.1,0,99.3,297,299,60.2,100.0,138,46.5,138
Kobe Hudson,123989,WR,UCF,11,0,323,69.4,100.0,99,33.3,99,71.4,0,100.0,297,297,70.1,100.0,181,60.9,181
DJ Thomas-Jones,124154,TE,S ALABAMA,13,1,288,70.3,100.0,210,70.7,210,69.4,1,100.0,297,297,80.6,100.0,71,23.9,71
Alonza Barnett III,156710,QB,JAMES MAD,12,1,197,60.3,75.9,123,41.4,162,60.4,1,78.2,297,380,60.3,86.2,163,54.9,189
Brody Dalton,145465,TE,TROY,12,0,318,51.5,100.0,141,47.5,141,58.4,1,100.0,297,297,60.2,100.0,130,43.8,130
Ben Wrather,129740,T,NWESTERN,12,0,256,51.1,100.0,87,29.3,87,48.7,0,100.0,297,297,49.5,100.0,189,63.6,189
Jeremiah Wright,124008,G,AUBURN,12,0,115,58.8,100.0,151,50.8,151,60.8,1,100.0,297,297,62.6,100.0,132,44.4,132
Jaylen Raynor,172203,QB,ARK STATE,13,0,113,60.0,80.3,110,37.2,137,60.0,0,81.1,296,365,60.0,91.1,184,62.2,202
Konner Fox,99520,TE,TEXAS ST,12,0,314,49.5,100.0,178,60.1,178,62.4,1,100.0,296,296,74.4,100.0,107,36.1,107
John Young,124084,G,MIAMI OH,14,0,221,59.9,100.0,43,14.5,43,58.8,1,100.0,296,296,57.6,100.0,234,79.1,234
Lyndon Cooper,143987,C,PITTSBURGH,12,0,268,55.6,100.0,110,37.2,110,66.1,1,100.0,296,296,70.5,100.0,167,56.4,167
Drew Evans,158693,G,INDIANA,9,0,190,55.3,100.0,121,40.9,121,66.1,1,100.0,296,296,72.9,100.0,151,51.0,151
Traeshon Holden,123917,WR,OREGON,13,0,264,79.9,100.0,128,43.2,128,67.6,1,99.3,296,298,64.3,100.0,145,49.0,145
Hajj-Malik Williams,102348,QB,UNLV,13,0,325,60.0,79.8,182,61.5,228,60.0,0,76.5,296,387,60.0,80.5,103,34.8,128
Luke Lachey,129475,TE,IOWA,12,0,192,47.6,100.0,65,22.0,65,51.3,0,100.0,295,295,51.0,100.0,211,71.5,211
Josh Hoover,127148,QB,TCU,13,0,305,60.2,98.6,142,48.1,144,60.4,0,92.5,295,319,60.6,97.8,135,45.8,138
Will Jados,145817,T,MIAMI OH,13,0,221,56.7,100.0,43,14.6,43,74.4,0,100.0,295,295,78.0,100.0,232,78.6,232
Kolby Borders,145815,G,MIAMI OH,14,0,221,59.7,100.0,44,14.9,44,72.0,0,100.0,295,295,73.6,100.0,231,78.3,231
Elijah Paige,174221,T,USC,13,0,326,66.1,100.0,182,61.7,182,66.6,0,100.0,295,295,56.9,100.0,100,33.9,100
Eli Pancol,97995,WR,DUKE,13,0,154,57.3,100.0,81,27.5,81,65.3,1,100.0,295,295,68.7,100.0,198,67.1,198
Brett Gabbert,97404,QB,MIAMI OH,14,0,221,60.0,97.4,38,12.9,39,60.0,0,94.6,295,312,60.0,98.4,249,84.4,253
Treon Sibley,104162,WR,LIBERTY,11,0,206,70.8,100.0,127,43.2,127,68.5,0,100.0,294,294,69.7,100.0,148,50.3,148
Eli Russ,122987,G,TROY,9,0,318,67.5,100.0,142,48.3,142,67.9,0,100.0,294,294,64.8,100.0,134,45.6,134
Carson Hinzman,162867,C,OHIO STATE,14,0,260,57.1,100.0,147,50.2,147,59.2,0,100.0,293,293,60.0,100.0,121,41.3,121
Brendan Sorsby,156398,QB,CINCINNATI,12,0,138,60.0,73.3,63,21.5,86,60.0,0,82.3,293,356,60.0,94.6,226,77.1,239
Terrance Carter Jr.,156742,TE,LA LAFAYET,13,0,207,68.2,100.0,68,23.2,68,63.3,1,100.0,293,293,52.1,100.0,198,67.6,198
Tony Georges,130291,C,KENT STATE,12,0,201,55.9,100.0,113,38.6,113,41.7,0,100.0,293,293,42.0,100.0,160,54.6,160
Xavior Gray,100263,T,LIBERTY,11,0,206,73.8,100.0,130,44.4,130,79.4,1,100.0,293,293,78.5,100.0,141,48.1,141
Elijah Pritchett,163611,T,ALABAMA,13,0,103,52.8,100.0,138,47.1,138,52.2,1,100.0,293,293,54.1,100.0,127,43.3,127
Jonah Monheim,86461,C,USC,12,0,326,70.8,100.0,183,62.5,183,71.4,1,100.0,293,293,69.4,100.0,97,33.1,97
Braydon Nelson,190617,G,N TEXAS,12,0,251,50.0,100.0,85,29.0,85,56.9,0,100.0,293,293,57.0,100.0,184,62.8,184
Carson Kent,160382,TE,KENNESAW,11,0,200,64.0,100.0,196,66.9,196,59.6,2,100.0,293,293,54.5,100.0,71,24.2,71
Kevin Coleman Jr.,160756,WR,MISS STATE,12,0,227,59.5,97.5,115,39.2,118,62.1,0,98.3,293,298,64.1,99.4,168,57.3,169
Xavier Chaplin,157653,T,VA TECH,12,0,337,65.8,100.0,91,31.2,91,70.4,1,100.0,292,292,70.5,100.0,176,60.3,176
Parker Navarro,123758,QB,OHIO,13,0,259,60.1,78.7,188,64.4,239,60.1,0,71.2,292,410,60.1,74.3,101,34.6,136
Carson Beck,124010,QB,GEORGIA,13,0,173,60.0,98.3,114,39.0,116,60.0,0,92.1,292,317,60.0,98.8,166,56.8,168
Tristan Leigh,144121,T,CLEMSON,12,0,140,52.0,100.0,129,44.2,129,61.3,1,100.0,292,292,64.4,100.0,119,40.8,119
Kendall Stanley,157982,T,CHARLOTTE,12,0,136,69.9,100.0,208,71.2,208,71.0,0,100.0,292,292,71.7,100.0,67,22.9,67
Mark Redman,131911,TE,LOUISVILLE,13,0,210,62.4,100.0,119,40.8,119,60.7,1,100.0,292,292,60.7,100.0,158,54.1,158
Khalil Dinkins,145087,TE,PENN STATE,15,0,266,70.3,100.0,158,54.1,158,64.7,1,100.0,292,292,58.1,100.0,116,39.7,116
Trace Bruckler,146130,TE,NEW MEXICO,12,0,241,47.8,98.8,168,57.7,170,46.1,1,99.0,291,294,53.5,100.0,101,34.7,101
Malik Williams,128441,T,S JOSE ST,13,1,285,65.7,100.0,97,33.3,97,54.4,1,100.0,291,291,47.0,100.0,164,56.4,164
Jacob Jenkins,125365,TE,LIBERTY,12,0,206,66.9,100.0,146,50.2,146,73.2,1,100.0,291,291,66.2,100.0,127,43.6,127
Spencer Lovell,81559,G,NEVADA,12,0,239,65.4,100.0,141,48.5,141,68.9,0,100.0,291,291,70.3,100.0,118,40.5,118
Beaux Collins,144112,WR,NOTRE DAME,16,0,258,64.7,100.0,129,44.3,129,70.2,0,100.0,291,291,80.1,100.0,132,45.4,132
Aidan Banfield,183324,G,N CAROLINA,11,0,245,61.7,100.0,109,37.5,109,60.5,0,100.0,291,291,58.5,100.0,159,54.6,159
Tanoa Togiai,131879,G,UTAH,11,0,328,74.7,100.0,135,46.6,135,84.8,0,100.0,290,290,83.8,100.0,141,48.6,141
Roc Taylor,144283,WR,MEMPHIS,13,0,218,62.0,100.0,47,16.2,47,67.4,0,99.7,290,291,64.1,100.0,229,79.0,229
Ryan Mosesso,147426,T,UMASS,8,0,216,58.7,100.0,83,28.6,83,61.4,0,100.0,290,290,63.9,100.0,198,68.3,198
Drew Lawson,145423,C,SO MISS,12,0,296,55.8,100.0,144,49.7,144,53.5,0,100.0,290,290,60.2,100.0,126,43.4,126
Marcus Vinson,170521,TE,UTEP,12,0,330,50.3,100.0,119,41.0,119,44.2,3,100.0,290,290,51.1,100.0,155,53.4,155
Montorie Foster Jr.,129616,WR,MICH STATE,12,0,223,58.3,100.0,81,27.9,81,58.9,0,99.3,290,292,56.6,100.0,177,61.0,177
Cole Birmingham,99427,G,OKLA STATE,12,0,262,57.8,100.0,137,47.4,137,61.6,0,100.0,289,289,66.9,100.0,124,42.9,124
Stephen Gosnell,122834,WR,VA TECH,13,0,337,51.3,100.0,89,30.8,89,59.8,1,100.0,289,289,70.6,100.0,183,63.3,183
Xzavier Henderson,124380,WR,CINCINNATI,12,0,138,61.2,100.0,68,23.6,68,56.7,0,100.0,288,288,58.5,100.0,196,68.1,196
BJ Williams,170127,G,PITTSBURGH,13,0,268,52.3,100.0,100,34.7,100,63.8,1,100.0,288,288,71.9,100.0,170,59.0,170
Kolt Dieterich,175612,T,SM HOUSTON,13,0,281,61.4,100.0,121,42.0,121,61.9,1,100.0,288,288,59.1,100.0,136,47.2,136
Jordan Watkins,122730,WR,OLE MISS,12,0,226,55.7,99.5,184,63.9,185,50.1,0,99.7,288,289,57.9,100.0,91,31.6,91
Christian Hilborn,146501,G,WASH STATE,12,1,341,51.0,100.0,132,45.8,132,51.2,1,100.0,288,288,56.2,100.0,115,39.9,115
Brayden Keim,102845,T,BYU,9,0,128,57.9,100.0,101,35.1,101,65.3,0,100.0,288,288,67.6,100.0,158,54.9,158
Cam Camper,156414,WR,BOISE ST,14,0,120,78.1,100.0,126,43.8,126,74.0,2,100.0,288,288,62.8,100.0,155,53.8,155
Carnell Tate,170273,WR,OHIO STATE,15,0,260,63.3,100.0,138,47.9,138,57.2,0,100.0,288,288,56.8,100.0,129,44.8,129
Pat Bryant,144800,WR,ILLINOIS,12,0,187,66.0,100.0,105,36.5,105,71.2,0,98.3,288,293,64.6,100.0,154,53.5,154
Louie Canepa,156939,T,NEW MEX ST,11,0,242,61.6,100.0,108,37.6,108,66.0,2,100.0,287,287,69.0,100.0,158,55.1,158
JC French IV,162521,QB,GA SOUTHRN,13,0,174,60.1,88.0,183,63.8,208,60.1,0,83.4,287,344,60.0,90.5,86,30.0,95
Jack Endries,158317,TE,CAL,13,0,130,51.2,100.0,188,65.5,188,48.2,1,100.0,287,287,62.1,100.0,72,25.1,72
Tyson Ruffins,175727,G,NEVADA,11,0,239,62.0,100.0,142,49.7,142,66.0,0,100.0,286,286,69.0,100.0,119,41.6,119
Dorian Singer,146243,WR,UTAH,12,0,328,62.6,100.0,120,42.0,120,53.2,0,100.0,286,286,55.9,100.0,156,54.5,156
Hank Bachmeier,101284,QB,WAKE,12,0,339,60.0,98.0,150,52.4,153,60.0,0,93.2,286,307,60.0,98.5,130,45.5,132
Brandon Baldwin,144945,G,MICH STATE,12,0,223,51.8,100.0,79,27.6,79,53.4,1,100.0,286,286,51.7,100.0,171,59.8,171
Evan Stewart,158674,WR,OREGON,13,0,264,62.3,100.0,141,49.5,141,46.6,1,100.0,285,285,63.4,100.0,135,47.4,135
Zovon Lindsay,98233,T,COAST CAR,11,0,141,57.8,100.0,110,38.6,110,65.1,0,100.0,285,285,71.0,100.0,149,52.3,149
Chase Roberts,147528,WR,BYU,13,0,128,64.4,98.2,109,38.2,111,62.6,2,98.3,285,290,56.5,100.0,159,55.8,159
Heath Ozaeta,173715,G,OKLAHOMA,11,0,261,49.6,100.0,142,49.8,142,54.0,1,100.0,285,285,63.2,100.0,128,44.9,128
Simeon Evans,147304,WR,SM HOUSTON,13,0,281,55.5,95.3,121,42.6,127,51.4,2,97.9,284,290,63.9,100.0,134,47.2,134
Ryan Wingo,184520,WR,TEXAS,16,0,311,59.6,100.0,127,44.7,127,72.3,0,98.3,284,289,61.3,100.0,135,47.5,135
Joshua Black,97843,G,GA STATE,12,0,175,50.9,100.0,90,31.7,90,51.3,0,100.0,284,284,58.3,100.0,175,61.6,175
Cade Klubnik,156253,QB,CLEMSON,14,0,140,60.1,83.9,135,47.5,161,60.1,0,79.8,284,356,60.0,90.8,129,45.4,142
Gus Hartwig,129814,C,PURDUE,12,0,273,61.4,100.0,108,38.0,108,66.0,0,100.0,284,284,69.4,100.0,160,56.3,160
Jimarion McCrimon,175196,T,E CAROLINA,12,0,156,61.2,100.0,152,53.5,152,60.3,1,100.0,284,284,61.0,100.0,125,44.0,125
Evan Bullock,170452,QB,LA TECH,12,0,208,61.6,98.7,153,54.1,155,61.5,0,92.5,283,306,60.6,96.2,126,44.5,131
Taylen Green,145996,QB,ARKANSAS,13,0,111,60.0,72.2,153,54.1,212,60.0,0,76.3,283,371,60.0,88.3,121,42.8,137
Josh Kaltenberger,129819,C,MARYLAND,12,0,215,63.1,100.0,127,44.9,127,57.2,0,100.0,283,283,58.5,100.0,128,45.2,128
Garrett Greene,123420,QB,W VIRGINIA,11,0,343,60.0,78.0,135,47.7,173,60.0,0,77.3,283,366,60.0,91.9,147,51.9,160
Josiah Timoteo,175728,T,NEVADA,11,0,239,58.5,100.0,136,48.2,136,60.8,0,100.0,282,282,61.6,100.0,116,41.1,116
Makai Jackson,159480,WR,APP STATE,11,0,108,59.5,100.0,38,13.5,38,52.6,0,98.3,282,287,60.4,100.0,237,84.0,237
Chase Bisontis,172570,G,TEXAS A&M,10,0,312,73.1,100.0,152,53.9,152,71.8,3,100.0,282,282,68.0,100.0,118,41.8,118
Michael Pettway,142023,WR,JVILLE ST,14,0,196,60.9,95.6,87,30.9,91,58.7,0,98.3,282,287,67.5,100.0,174,61.7,174
Thomas Scully,144343,T,NAVY,13,0,237,72.8,100.0,121,43.1,121,77.9,0,100.0,281,281,71.9,100.0,63,22.4,63
Alan Herron,181445,T,MARYLAND,12,0,215,67.7,100.0,127,45.2,127,65.0,0,100.0,281,281,58.8,100.0,129,45.9,129
Blake Steen,156390,T,VIRGINIA,12,0,335,66.7,100.0,81,28.8,81,69.3,0,100.0,281,281,64.9,100.0,166,59.1,166
Marlon Martinez,124102,G,MISS STATE,12,0,227,47.6,100.0,112,39.9,112,47.0,1,100.0,281,281,49.3,100.0,159,56.6,159
JonDarius Morgan,146917,T,UAB,12,0,321,50.9,100.0,112,39.9,112,53.7,0,100.0,281,281,58.2,100.0,157,55.9,157
Chase Lane,99205,WR,GA TECH,13,0,176,62.2,100.0,168,59.8,168,64.4,0,100.0,281,281,66.7,100.0,96,34.2,96
Marcus Mbow,145113,T,PURDUE,12,0,273,66.1,100.0,107,38.1,107,78.7,1,100.0,281,281,81.3,100.0,159,56.6,159
Jordon Harris,175904,TE,MISSOURI,12,0,229,78.0,100.0,109,38.9,109,69.6,1,100.0,280,280,55.0,100.0,150,53.6,150
Kevin Meeder,130342,G,BALL ST,10,0,117,50.3,100.0,126,45.0,126,51.6,0,100.0,280,280,63.5,100.0,124,44.3,124
Ashton Beers,157497,G,MINNESOTA,13,0,225,50.0,100.0,83,29.6,83,61.5,0,100.0,280,280,67.5,100.0,175,62.5,175
Ja'Corey Brooks,146587,WR,LOUISVILLE,12,0,210,59.5,100.0,118,42.1,118,56.1,0,100.0,280,280,59.3,100.0,151,53.9,151
Rodrick Tialavea,131959,G,WASH STATE,12,0,341,49.3,100.0,126,45.0,126,46.8,0,100.0,280,280,45.0,100.0,117,41.8,117
Ben Chukwuma,123850,T,GA STATE,11,0,175,54.9,100.0,82,29.3,82,55.8,1,100.0,280,280,57.3,100.0,178,63.6,178
Liam Clifford,145089,WR,PENN STATE,16,0,266,57.1,99.3,142,50.9,143,57.3,0,99.6,279,280,68.6,100.0,120,43.0,120
DJ Wingfield,157230,G,PURDUE,12,0,273,61.2,100.0,105,37.6,105,66.9,1,100.0,279,279,68.3,100.0,158,56.6,158
Diante Vines,129483,WR,DOMINION,11,0,263,59.8,100.0,94,33.7,94,65.0,0,100.0,279,279,68.5,100.0,168,60.2,168
DeMeer Blankumsee,130613,WR,MEMPHIS,13,0,218,60.9,100.0,41,14.7,41,53.8,0,99.6,278,279,64.5,100.0,217,78.1,217
Kanye Udoh,171024,WR,ARMY,13,1,114,58.5,62.7,121,43.5,193,56.4,2,60.7,278,458,54.3,70.2,80,28.8,114
Eli Finley,170458,TE,LA TECH,13,0,208,41.8,100.0,142,51.1,142,42.4,0,100.0,278,278,61.9,100.0,107,38.5,107
Jameson Tucker,147090,WR,COAST CAR,13,0,141,63.4,100.0,104,37.4,104,62.5,1,99.3,278,280,59.6,100.0,152,54.7,152
Jordan Moore,143865,WR,DUKE,13,0,154,60.9,100.0,75,27.0,75,59.0,0,100.0,278,278,68.0,100.0,191,68.7,191
Jake Orlando,102912,TE,BUFFALO,12,0,126,70.8,98.8,80,28.8,81,66.7,0,99.6,278,279,64.4,100.0,177,63.7,177
Aliou Bah,157068,G,MARYLAND,12,0,215,49.0,100.0,126,45.3,126,48.2,3,100.0,278,278,48.4,100.0,127,45.7,127
Jake Burns,123558,G,BOWL GREEN,13,0,122,57.1,100.0,152,54.7,152,55.5,0,100.0,278,278,57.5,100.0,99,35.6,99
Quincy Skinner Jr.,146965,WR,VANDERBILT,13,1,333,63.1,100.0,217,78.3,217,72.4,3,99.6,277,278,63.4,100.0,36,13.0,36
Peseti Lapuaho,159070,T,S JOSE ST,13,0,285,52.7,100.0,90,32.5,90,49.8,0,100.0,277,277,52.4,100.0,159,57.4,159
Jack Leyrer,146365,G,STANFORD,12,2,300,55.8,100.0,175,63.2,175,51.4,3,100.0,277,277,51.5,100.0,72,26.0,72
Lawrence Arnold,122546,WR,KANSAS,12,0,198,67.3,100.0,111,40.1,111,70.1,0,99.3,277,279,64.1,100.0,137,49.5,137
Austin Leausa,141684,G,BYU,10,0,128,50.9,100.0,100,36.1,100,60.0,0,100.0,277,277,65.3,100.0,152,54.9,152
Sam Carson,181149,T,LA MONROE,9,0,209,69.9,100.0,60,21.7,60,65.6,0,100.0,277,277,61.4,100.0,203,73.3,203
Bauer Sharp,150160,TE,OKLAHOMA,12,0,261,52.0,99.3,136,49.1,137,50.1,1,99.6,277,278,70.2,100.0,123,44.4,123
Malik Rutherford,143929,WR,GA TECH,13,0,176,60.1,95.5,169,61.2,177,49.7,0,97.2,276,284,59.4,100.0,85,30.8,85
Kenneth Womack,142085,WR,W MICHIGAN,10,0,347,63.1,100.0,79,28.6,79,60.3,0,99.3,276,278,64.2,100.0,191,69.2,191
Kris Hutson,131713,WR,WASH STATE,12,0,341,64.2,99.2,121,43.8,122,42.0,0,98.9,276,279,62.1,100.0,129,46.7,129
Reggie Brown,123211,TE,TULANE,13,0,319,69.7,100.0,140,50.7,140,67.7,0,100.0,276,276,62.3,100.0,103,37.3,103
Mahamane Moussa,145114,G,PURDUE,12,0,273,53.3,100.0,107,38.9,107,56.3,2,100.0,275,275,59.3,100.0,154,56.0,154
Fernando Garza III,146996,TE,SM HOUSTON,13,0,281,56.3,100.0,122,44.4,122,56.1,0,100.0,275,275,58.6,100.0,120,43.6,120
Seth McLaughlin,123927,C,OHIO STATE,10,0,260,65.5,100.0,129,46.9,129,67.9,0,100.0,275,275,66.4,100.0,119,43.3,119
Josh Kelly,97061,WR,TEXAS TECH,12,0,315,58.7,100.0,96,34.9,96,56.1,1,100.0,275,275,66.2,100.0,175,63.6,175
Stevo Klotz,122521,TE,IOWA STATE,13,0,193,60.0,98.7,149,54.2,151,68.3,0,99.3,275,277,73.5,100.0,103,37.5,103
Lamar Robinson,164737,G,GA STATE,12,0,175,52.6,100.0,88,32.0,88,57.9,0,100.0,275,275,62.2,100.0,170,61.8,170
Dustyn Morell,163141,G,KENT STATE,11,0,201,59.3,100.0,104,38.0,104,53.9,1,100.0,274,274,51.2,100.0,151,55.1,151
Davis Bryson,160369,QB,KENNESAW,11,0,200,60.0,76.7,191,69.7,249,60.0,0,74.1,274,370,60.0,89.0,81,29.6,91
Louis Brown IV,163319,WR,S DIEGO ST,11,0,284,60.6,100.0,69,25.3,69,59.1,0,100.0,273,273,63.3,100.0,195,71.4,195
D.J. Jones,138046,T,UAB,11,0,321,63.3,100.0,108,39.6,108,58.1,1,100.0,273,273,56.9,100.0,155,56.8,155
Ted Hurst,187922,WR,GA STATE,12,0,175,59.3,100.0,88,32.2,88,69.7,1,100.0,273,273,67.5,100.0,168,61.5,168
Charlie Nank,130523,C,MIAMI OH,13,0,221,72.1,100.0,28,10.3,28,74.9,0,100.0,272,272,75.5,100.0,225,82.7,225
Joshua Anderson,157479,T,E MICHIGAN,10,0,160,64.2,100.0,105,38.6,105,60.4,0,100.0,272,272,56.4,100.0,146,53.7,146
Ben Taylor-Whitfield,173151,T,TCU,13,1,305,41.4,100.0,129,47.4,129,42.3,2,100.0,272,272,48.1,100.0,111,40.8,111
Giles Jackson,101695,WR,WASHINGTON,13,0,340,61.5,98.5,67,24.6,68,58.8,0,98.6,272,276,57.7,100.0,196,72.1,196
Theo Melin Ohrstrom,158662,TE,TEXAS A&M,13,1,312,53.0,100.0,141,51.8,141,55.0,1,100.0,272,272,58.0,100.0,115,42.3,115
Jacoby Jackson,144756,G,MISS STATE,12,0,227,54.6,100.0,106,39.0,106,60.4,2,100.0,272,272,64.6,100.0,155,57.0,155
Jacob Kettels,102317,T,KENNESAW,10,1,200,59.4,100.0,181,66.5,181,63.7,2,100.0,272,272,68.9,100.0,69,25.4,69
