player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,gap_grades_run_block,gap_run_block_percent,gap_snap_counts_run_block,gap_snap_counts_run_block_percent,gap_snap_counts_run_play,grades_run_block,penalties,run_block_percent,snap_counts_run_block,snap_counts_run_play,zone_grades_run_block,zone_run_block_percent,zone_snap_counts_run_block,zone_snap_counts_run_block_percent,zone_snap_counts_run_play
Braylon Harmon,193240,WR,TENNESSEE,1,0,307,,,0,0.0,0,60.0,0,100.0,2,2,60.0,100.0,2,100.0,2
Jojo Stone,183321,WR,LOUISVILLE,1,0,210,,,0,0.0,0,60.0,0,100.0,2,2,60.0,100.0,2,100.0,2
Lincoln Tuioti-Mariner,73243,S,AIR FORCE,1,0,101,,,0,0.0,0,60.0,0,100.0,2,2,,,0,0.0,0
Dylan Joyce,170087,P,MIAMI FL,2,0,220,60.0,100.0,1,50.0,1,60.0,0,100.0,2,2,60.0,100.0,1,50.0,1
Mason Muaau,173484,TE,COLO STATE,1,0,144,,,0,0.0,0,58.2,0,100.0,2,2,58.2,100.0,2,100.0,2
Jerry McClure,173981,WR,S DIEGO ST,1,0,284,,,0,0.0,0,60.0,0,100.0,2,2,60.0,100.0,2,100.0,2
Junior Poyser,171210,DI,BUFFALO,2,0,126,,,0,0.0,0,60.0,0,100.0,2,2,,,0,0.0,0
Jack Polian,147484,WR,NOTRE DAME,2,0,258,,,0,0.0,0,60.0,0,100.0,2,2,,,0,0.0,0
Logan Diggs,147475,HB,OLE MISS,1,0,226,,0.0,0,0.0,2,59.3,0,50.0,2,4,,,0,0.0,0
Aaron Alexander,158753,ED,MICH STATE,2,0,223,,,0,0.0,0,60.0,0,100.0,2,2,,,0,0.0,0
Jack Stonehouse,146897,P,SYRACUSE,3,0,304,,,0,0.0,0,60.0,0,66.7,2,3,,,0,0.0,0
Braden Cunningham,183402,T,FAU,1,0,165,,,0,0.0,0,59.8,0,100.0,2,2,59.8,100.0,2,100.0,2
Dallas Elliott,158760,WR,UMASS,1,0,216,,,0,0.0,0,60.0,0,100.0,2,2,60.0,100.0,2,100.0,2
Noe Ruelas,147413,K,JAMES MAD,2,0,197,,,0,0.0,0,60.0,0,100.0,2,2,,,0,0.0,0
Unknown Southern Miss 48,197703,TE,SO MISS,1,0,296,60.0,100.0,1,50.0,1,60.0,0,100.0,2,2,60.0,100.0,1,50.0,1
Durham Harris,121971,LS,WASH STATE,2,0,341,,,0,0.0,0,60.0,0,100.0,2,2,,,0,0.0,0
Alvon Isaac,183442,HB,USF,3,0,327,59.8,40.0,2,100.0,5,59.8,0,25.0,2,8,,0.0,0,0.0,3
Austin Mack,171934,QB,ALABAMA,1,0,103,60.0,100.0,1,50.0,1,60.0,0,100.0,2,2,60.0,100.0,1,50.0,1
Luke Pirris,162574,ED,NAVY,2,0,237,,,0,0.0,0,60.0,0,100.0,2,2,,,0,0.0,0
Sutton Smith,162530,HB,MEMPHIS,1,0,218,60.0,50.0,1,50.0,2,60.0,0,40.0,2,5,60.0,33.3,1,50.0,3
Gabriel Averitt,173843,C,AIR FORCE,2,0,101,,,0,0.0,0,60.0,0,100.0,2,2,,,0,0.0,0
Tyler Williams,173537,WR,MINNESOTA,1,0,225,,,0,0.0,0,60.0,0,100.0,2,2,60.0,100.0,2,100.0,2
Roderick Robinson II,173542,HB,GEORGIA,1,0,173,60.0,50.0,1,50.0,2,59.4,0,33.3,2,6,,0.0,0,0.0,3
Austin Harnetiaux,162488,LB,NEVADA,1,0,239,,,0,0.0,0,60.1,0,100.0,2,2,,,0,0.0,0
Jackson Girouard,162485,WR,WASHINGTON,2,0,340,60.0,100.0,1,50.0,1,60.0,0,100.0,2,2,,,0,0.0,0
Brandon Tullis,183545,HB,MICH STATE,4,0,223,,0.0,0,0.0,1,59.2,0,22.2,2,9,59.2,28.6,2,100.0,7
Grant Brix,183550,T,NEBRASKA,1,0,238,,,0,0.0,0,59.9,0,100.0,2,2,59.9,100.0,2,100.0,2
Landen Davidson,183554,G,NEBRASKA,1,0,238,60.0,100.0,1,50.0,1,60.0,0,100.0,2,2,60.0,100.0,1,50.0,1
Nolan Fennessy,183558,T,NEBRASKA,1,0,238,60.0,100.0,1,50.0,1,59.5,0,100.0,2,2,60.0,100.0,1,50.0,1
Liam Reardon,129478,LS,AKRON,1,0,102,,,0,0.0,0,60.0,0,100.0,2,2,60.0,100.0,1,50.0,1
Reese Burkhardt,121483,K,TEXAS TECH,3,0,315,,,0,0.0,0,60.0,0,66.7,2,3,60.0,100.0,1,50.0,1
Connor Schutt,183584,TE,NEBRASKA,2,0,238,58.6,100.0,1,50.0,1,58.2,0,100.0,2,2,,,0,0.0,0
Ja'Meer Thomas,197632,WR,SYRACUSE,2,0,304,,,0,0.0,0,60.0,0,50.0,2,4,60.0,100.0,2,100.0,2
AJ Williams,147311,FB,ARMY,1,0,114,60.0,100.0,1,50.0,1,59.8,0,50.0,2,4,60.0,100.0,1,50.0,1
Will Benton IV,121916,LS,SMU,2,0,287,,,0,0.0,0,60.0,0,100.0,2,2,,,0,0.0,0
Sam Benjamin,164058,DI,S DIEGO ST,2,0,284,,,0,0.0,0,60.0,0,100.0,2,2,,,0,0.0,0
JJ Kohl,174674,QB,IOWA STATE,1,0,193,60.0,100.0,2,100.0,2,60.0,0,100.0,2,2,,,0,0.0,0
Gabe Pugh,99032,LS,LA TECH,2,0,208,,,0,0.0,0,60.0,0,100.0,2,2,,,0,0.0,0
Ryland Bragg,189785,T,JVILLE ST,1,0,196,59.7,100.0,1,50.0,1,59.1,0,100.0,2,2,60.0,100.0,1,50.0,1
Grant Haworth,189753,G,BALL ST,1,0,117,60.0,100.0,1,50.0,1,59.3,0,100.0,2,2,60.0,100.0,1,50.0,1
DJ Vonnahme,189695,TE,IOWA,1,0,192,,,0,0.0,0,57.8,0,100.0,2,2,57.8,100.0,2,100.0,2
Fatu Mukuba,189902,WR,SM HOUSTON,1,0,281,,,0,0.0,0,60.0,0,100.0,2,2,60.0,100.0,2,100.0,2
Jack Mowrey,172256,LS,JAMES MAD,2,0,197,,,0,0.0,0,60.0,0,100.0,2,2,,,0,0.0,0
Luke Burgess,174696,T,APP STATE,1,0,108,,,0,0.0,0,59.6,0,100.0,2,2,59.6,100.0,2,100.0,2
Jezreel Bachert,172399,HB,ARKANSAS,1,0,111,,,0,0.0,0,60.0,0,100.0,2,2,,,0,0.0,0
Jake Furtney,189663,TE,ILLINOIS,1,0,187,60.0,100.0,2,100.0,2,60.0,0,100.0,2,2,,,0,0.0,0
Terron Kellman,158048,HB,CHARLOTTE,8,0,136,,0.0,0,0.0,33,60.0,0,3.9,2,51,,0.0,0,0.0,16
James Pogorelc,131777,T,DUKE,2,0,154,,,0,0.0,0,60.0,0,100.0,2,2,60.0,100.0,1,50.0,1
Shamar Easter,172405,TE,ARKANSAS,1,0,111,,,0,0.0,0,60.1,0,100.0,2,2,60.1,100.0,2,100.0,2
Tommy Varhall,144895,T,ARKANSAS,1,0,111,,,0,0.0,0,60.0,0,100.0,2,2,,,0,0.0,0
Andrel Anthony,144916,WR,OKLAHOMA,1,0,261,,,0,0.0,0,60.0,0,100.0,2,2,60.0,100.0,1,50.0,1
Sam Adams II,131886,HB,WASHINGTON,3,0,340,,0.0,0,0.0,3,60.0,0,20.0,2,10,60.0,16.7,1,50.0,6
Jamauri McClure,189581,HB,TULANE,4,0,319,59.5,22.2,2,100.0,9,59.5,0,8.7,2,23,,0.0,0,0.0,14
Ashton Ngo,172417,LS,ARKANSAS,1,0,111,,,0,0.0,0,60.0,0,100.0,2,2,,,0,0.0,0
Khalifa Keith,174730,HB,TENNESSEE,4,0,307,,0.0,0,0.0,4,60.0,0,8.7,2,23,60.0,10.5,2,100.0,19
Paris Patterson Jr.,172418,G,SMU,1,0,287,,,0,0.0,0,59.8,0,100.0,2,2,59.8,100.0,2,100.0,2
Whit Hafer,190218,TE,MISSOURI,1,0,229,57.9,100.0,2,100.0,2,57.9,0,100.0,2,2,,,0,0.0,0
Emazon Littlejohn,190234,WR,S CAROLINA,1,0,289,60.0,100.0,2,100.0,2,60.0,0,100.0,2,2,,,0,0.0,0
Donny Hiebert,170338,S,FLORIDA ST,1,0,167,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Zion Tracy,170301,CB,PENN STATE,1,0,266,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
DaKaari Nelson,170290,S,PENN STATE,1,0,266,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Demetrius Knight Jr.,99728,LB,S CAROLINA,1,0,289,60.0,100.0,1,100.0,1,60.0,0,100.0,1,1,,,0,0.0,0
Kevin Hester Jr.,99852,DI,N CAROLINA,1,0,245,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
James Wagenseller,171026,P,ARMY,1,0,114,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Danny Shaban,171060,HB,UCONN,1,0,146,,0.0,0,0.0,2,60.0,0,25.0,1,4,,0.0,0,0.0,1
Darien Porter,99553,CB,IOWA STATE,1,0,193,60.0,100.0,1,100.0,1,60.0,0,100.0,1,1,,,0,0.0,0
Kwinten Ives,170228,HB,NEBRASKA,3,0,238,,0.0,0,0.0,2,60.0,0,14.3,1,7,60.0,20.0,1,100.0,5
Ryan Fitzgerald,99867,K,FLORIDA ST,1,0,167,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Mason Goldman,170226,ED,NEBRASKA,1,0,238,60.0,100.0,1,100.0,1,60.0,0,100.0,1,1,,,0,0.0,0
Deshawn McCuin,99502,CB,S DIEGO ST,1,0,284,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Kobi Onyiuke,171094,ED,NOTRE DAME,1,0,258,,,0,0.0,0,60.0,1,100.0,1,1,,,0,0.0,0
Lamar Seymore,170123,WR,PITTSBURGH,1,0,268,,,0,0.0,0,60.0,0,100.0,1,1,60.0,100.0,1,100.0,1
Isaiah Neal,170121,DI,PITTSBURGH,1,0,268,,,0,0.0,0,60.0,1,100.0,1,1,60.0,100.0,1,100.0,1
Michael Short,170110,LB,N CAROLINA,1,0,245,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Tom Maginness,170108,P,N CAROLINA,1,0,245,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Ashton Heflin,170070,LB,MARSHALL,1,0,214,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Kaden Beatty,171250,DI,KENT STATE,1,0,201,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
CJ Young,171269,S,KENT STATE,1,0,201,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Nevaeh Sanders,171329,ED,N ILLINOIS,1,0,254,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Khamani Debrow,171341,WR,OHIO,1,0,259,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Jack Fries,171345,LB,OHIO,1,0,259,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Jalen Thomeson,171363,S,OHIO,1,0,259,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Zach Marcheselli,99378,LB,TULSA,1,0,320,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Dean Janikowski,100479,K,WASH STATE,2,0,341,,,0,0.0,0,59.6,0,50.0,1,2,,,0,0.0,0
Kody Walterscheid,99308,ED,OKLA STATE,1,0,262,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Nick Barr-Mira,100480,K,MISS STATE,1,0,227,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Curley Young Jr.,100559,LB,JVILLE ST,1,0,196,,,0,0.0,0,60.0,1,100.0,1,1,,,0,0.0,0
Naim Muhammad,99253,CB,KENT STATE,1,0,201,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Jelani McLaughlin,171572,S,S DIEGO ST,1,0,284,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Carson Pielock,169587,WR,FLORIDA ST,1,0,167,60.0,100.0,1,100.0,1,60.0,0,100.0,1,1,,,0,0.0,0
Keanu Mailoto,171860,DI,ARIZONA,1,0,109,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Elias Escobar,169523,S,SM HOUSTON,1,0,281,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Luke Freer,169503,P,AIR FORCE,1,0,101,60.0,100.0,1,100.0,1,60.0,0,100.0,1,1,,,0,0.0,0
Kurt Chesney,169119,LS,AIR FORCE,1,0,101,60.0,100.0,1,100.0,1,60.0,0,100.0,1,1,,,0,0.0,0
Trey Williams,168404,CB,AIR FORCE,1,0,101,60.0,100.0,1,100.0,1,60.0,0,100.0,1,1,,,0,0.0,0
Jaden Milliner-Jones,171902,CB,SMU,1,0,287,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Jackson Marx,164840,LS,UMASS,1,0,216,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Edward Rhambo,164432,CB,BOWL GREEN,1,0,122,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Cam Miller,164178,CB,PENN STATE,1,0,266,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Tyler Holzworth,164173,HB,PENN STATE,1,0,266,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Luke Luchini,171932,WR,WASHINGTON,1,0,340,60.0,100.0,1,100.0,1,60.0,0,100.0,1,1,,,0,0.0,0
Kyle Ramsey,100971,K,ARKANSAS,1,0,111,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Jaleel Birdsong,163943,LB,JVILLE ST,1,0,196,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Ja'Len Sims,100987,LB,SO MISS,1,0,296,60.0,100.0,1,100.0,1,60.0,0,100.0,1,1,,,0,0.0,0
Ke'Marion Baldwin,172238,HB,JAMES MAD,2,0,197,,0.0,0,0.0,2,60.0,0,12.5,1,8,,0.0,0,0.0,5
Cayson Pfeiffer,101007,LS,WISCONSIN,1,0,349,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Remy Patson,163856,WR,TEXAS,1,0,311,,,0,0.0,0,60.0,0,100.0,1,1,60.0,100.0,1,100.0,1
K.D. McDaniel,99109,ED,GA STATE,1,0,175,,,0,0.0,0,60.0,1,100.0,1,1,,,0,0.0,0
X'Avion Brice,163841,CB,N TEXAS,1,0,251,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Jacob Porter,163834,QB,TCU,1,0,305,,,0,0.0,0,60.0,0,100.0,1,1,60.0,100.0,1,100.0,1
Joshua Bledsoe,172303,CB,SO MISS,1,0,296,60.0,100.0,1,100.0,1,60.0,0,100.0,1,1,,,0,0.0,0
Chase Smith,143952,LB,MIAMI FL,1,0,220,,,0,0.0,0,60.0,0,100.0,1,1,60.0,100.0,1,100.0,1
Malakai Menzer,143888,ED,FLORIDA ST,1,0,167,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Linus Zunk,163732,ED,VANDERBILT,1,0,333,,,0,0.0,0,60.0,1,100.0,1,1,,,0,0.0,0
Nick Rinaldi,163726,LB,VANDERBILT,1,0,333,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Bryce Cowan,163707,LB,VANDERBILT,1,0,333,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Avery Sledge,163695,LB,SO MISS,1,0,296,60.0,100.0,1,100.0,1,60.0,1,100.0,1,1,,,0,0.0,0
Wesley Miller,163688,S,S ALABAMA,1,0,288,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Tanner Johnson,163682,S,MISS STATE,1,0,227,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Trace Campbell,163649,QB,UAB,4,0,321,,0.0,0,0.0,3,60.0,0,16.7,1,6,60.0,33.3,1,100.0,3
TJ Metcalf,172415,S,ARKANSAS,1,0,111,,,0,0.0,0,60.0,1,100.0,1,1,,,0,0.0,0
Alex Sanford Jr.,172423,LB,ARKANSAS,1,0,111,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Davaughn Celestine,101308,S,SMU,1,0,287,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Earl Little Jr.,163601,S,FLORIDA ST,1,0,167,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Jeramy Passmore,101439,DI,FIU,1,0,166,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Dylan Lawrence,98829,S,SO MISS,1,0,296,60.0,100.0,1,100.0,1,60.0,0,100.0,1,1,,,0,0.0,0
John Burton,98801,LB,UMASS,1,0,216,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Ryan Meed,101501,LB,ILLINOIS,1,0,187,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Cameron Knox,163562,S,SO MISS,1,0,296,60.0,100.0,1,100.0,1,60.0,0,100.0,1,1,,,0,0.0,0
Derik LeCaptain,101506,LB,MINNESOTA,1,0,225,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Christopher Wallace Jr.,163553,S,S ALABAMA,1,0,288,,,0,0.0,0,60.0,1,100.0,1,1,,,0,0.0,0
Lane Hewett,172518,T,OLE MISS,1,0,226,,,0,0.0,0,60.0,0,100.0,1,1,60.0,100.0,1,100.0,1
Isaac Smith,172557,S,MISS STATE,1,0,227,,,0,0.0,0,60.0,1,100.0,1,1,,,0,0.0,0
Zakari Tillman,172559,LB,MISS STATE,1,0,227,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Cameron Ambrose,163450,G,ARK STATE,1,0,113,,,0,0.0,0,60.0,0,100.0,1,1,60.0,100.0,1,100.0,1
Adam Pond,163439,T,UTAH ST,1,0,329,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Robert Briggs,163425,HB,UTAH ST,1,0,329,60.0,16.7,1,100.0,6,60.0,0,9.1,1,11,,0.0,0,0.0,5
Tom Foley,101612,P,N ILLINOIS,2,0,254,,,0,0.0,0,60.0,0,33.3,1,3,,,0,0.0,0
Dylan Lynch,163406,K,FRESNO ST,1,0,169,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Jake Ripp,163387,ED,BOISE ST,1,0,120,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Bryan Longwell,172620,LB,VANDERBILT,1,0,333,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Coby McNeal,163329,TE,ALABAMA,1,0,103,,,0,0.0,0,60.0,0,100.0,1,1,60.0,100.0,1,100.0,1
Keegan Holles,163325,HB,COLO STATE,3,0,144,,,0,0.0,0,60.0,0,6.3,1,16,60.0,6.3,1,100.0,16
Khamari Terrell,163306,CB,OREGON,1,0,264,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Trent Carrizosa,163281,P,S JOSE ST,1,0,285,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Bodie Schoonover,163256,ED,BYU,1,0,128,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Johnny Thompson Jr.,173087,HB,KANSAS,1,0,198,60.0,33.3,1,100.0,3,60.0,0,16.7,1,6,,0.0,0,0.0,3
Chika Ebunoha,163244,CB,BYU,1,0,128,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Jabril Williams,163230,CB,ARMY,1,0,114,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Alijah Huzzie,101807,CB,N CAROLINA,1,0,245,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Gavin Shields,163219,S,ARMY,1,0,114,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Simon McClannan,173111,K,KANSAS ST,2,0,199,,,0,0.0,0,60.0,0,50.0,1,2,,,0,0.0,0
Casey Larkin,163198,S,ARMY,1,0,114,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
James Carpenter,101993,DI,INDIANA,2,0,190,,,0,0.0,0,60.0,0,50.0,1,2,,,0,0.0,0
Mark Konecny,163162,QB,W MICHIGAN,1,0,347,,,0,0.0,0,60.0,0,100.0,1,1,60.0,100.0,1,100.0,1
Gino Garcia,102031,K,TEXAS TECH,1,0,315,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Christian Johnstone,102797,LS,APP STATE,1,0,108,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Cody Winokur,102837,DI,ARMY,1,0,114,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Ben Cutter,173173,LB,W VIRGINIA,1,0,343,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Macguire Moss,173188,LS,W VIRGINIA,1,0,343,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Jevon Leon,103696,ED,SM HOUSTON,1,0,281,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Ty Morris,173225,LB,RICE,1,0,275,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Peyton Farmer,173237,T,RICE,1,0,275,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Reese Keeney,173243,K,RICE,1,0,275,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Cooper King,173244,LB,RICE,1,0,275,60.0,100.0,1,100.0,1,60.0,0,100.0,1,1,,,0,0.0,0
Mitchell Howell,162975,WR,MIDDLE TN,1,0,224,,,0,0.0,0,59.9,0,100.0,1,1,59.9,100.0,1,100.0,1
JR Blood,104782,QB,MISSOURI,1,0,229,,0.0,0,0.0,1,60.0,0,50.0,1,2,60.0,100.0,1,100.0,1
Jai Patel,162914,K,RUTGERS,1,0,278,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Cam Crooks,173293,HB,TULSA,1,0,320,,,0,0.0,0,60.0,0,33.3,1,3,60.0,33.3,1,100.0,3
Angus Davies,173294,P,TULSA,1,0,320,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Grant Gunnell,98367,QB,SM HOUSTON,1,0,281,,,0,0.0,0,60.0,0,100.0,1,1,60.0,100.0,1,100.0,1
Jayce Morgan,173305,HB,TULSA,1,0,320,,,0,0.0,0,60.0,0,100.0,1,1,60.0,100.0,1,100.0,1
Peyton Warford,162856,LS,STANFORD,1,0,300,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Darius Alexander,98333,DI,TOLEDO,1,0,316,59.5,100.0,1,100.0,1,59.5,0,100.0,1,1,,,0,0.0,0
Sylvain Yondjouen,98313,ED,GA TECH,1,0,176,,,0,0.0,0,60.0,1,100.0,1,1,,,0,0.0,0
Owen Wiley,173362,K,AKRON,1,0,102,,,0,0.0,0,60.0,0,100.0,1,1,60.0,100.0,1,100.0,1
Dylan Parrott,162834,DI,NEBRASKA,1,0,238,60.0,100.0,1,100.0,1,60.0,0,100.0,1,1,,,0,0.0,0
CJ Stokes,162827,HB,CHARLOTTE,3,0,136,,0.0,0,0.0,7,60.0,0,12.5,1,8,,,0,0.0,0
Eli Mason,162799,HB,MARYLAND,1,0,215,,,0,0.0,0,60.0,0,100.0,1,1,60.0,100.0,1,100.0,1
Laletia Hale,108118,LB,JVILLE ST,1,0,196,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Che Nwabuko,162773,HB,PITTSBURGH,3,0,268,,0.0,0,0.0,2,60.0,0,14.3,1,7,60.0,20.0,1,100.0,5
Tayon Holloway,162754,CB,LOUISVILLE,1,0,210,,,0,0.0,0,60.0,1,100.0,1,1,,,0,0.0,0
Will Hardy,162751,S,N CAROLINA,1,0,245,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Drew Viotto,173424,QB,E MICHIGAN,1,0,160,60.0,100.0,1,100.0,1,60.0,0,100.0,1,1,,,0,0.0,0
Markeith Williams,162738,S,MIAMI FL,1,0,220,,,0,0.0,0,60.0,0,100.0,1,1,60.0,100.0,1,100.0,1
TJ Crandall,173463,CB,W VIRGINIA,1,0,343,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Sam Vaulton,162728,QB,LOUISVILLE,1,0,210,,,0,0.0,0,60.0,0,100.0,1,1,60.0,100.0,1,100.0,1
Morgan Tribbett,173475,LS,COLO STATE,1,0,144,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Brig Hartson,173477,WR,COLO STATE,1,0,144,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Liam Connor,162659,K,BOSTON COL,1,0,121,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Nico Hamilton,191376,HB,WYOMING,1,0,351,,,0,0.0,0,60.0,0,100.0,1,1,60.0,100.0,1,100.0,1
Joe Dalena,173501,WR,FRESNO ST,1,0,169,,,0,0.0,0,60.0,0,100.0,1,1,60.0,100.0,1,100.0,1
Tai Newhouse,162633,DI,TULSA,1,0,320,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Darson Herman,162509,TE,N TEXAS,1,0,251,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Melvin Jordan IV,162449,LB,OREGON ST,1,0,265,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Daniel Sill,173648,T,TEXAS TECH,1,0,315,,,0,0.0,0,59.6,0,100.0,1,1,59.6,100.0,1,100.0,1
Justin Jones,121492,HB,AUBURN,2,0,115,,,0,0.0,0,60.0,0,50.0,1,2,,0.0,0,0.0,1
Ryan Hanson,121522,P,JAMES MAD,1,0,197,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Gerald Kilgore,161671,S,S CAROLINA,1,0,289,60.0,100.0,1,100.0,1,60.0,0,100.0,1,1,,,0,0.0,0
Myron Morrison,98161,LB,RICE,1,0,275,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Kalib Hicks,173701,HB,OKLAHOMA,1,0,261,60.0,50.0,1,100.0,2,60.0,0,33.3,1,3,,0.0,0,0.0,1
Keivie Rose,98144,DI,ARKANSAS,1,0,111,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Jacobe Johnson,173703,CB,OKLAHOMA,1,0,261,60.0,100.0,1,100.0,1,41.5,0,100.0,1,1,,,0,0.0,0
Sincere Jackson,160296,LB,SM HOUSTON,1,0,281,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
David Cole,173778,WR,KENNESAW,1,0,200,60.0,100.0,1,100.0,1,60.0,0,100.0,1,1,,,0,0.0,0
Jordan Brown,121882,LB,N TEXAS,1,0,251,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
DJ Scott,173804,HB,KENNESAW,1,0,200,60.0,33.3,1,100.0,3,60.0,0,33.3,1,3,,,0,0.0,0
Dalesean Staley,159429,S,S DIEGO ST,1,0,284,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Are'an Burr,173848,LB,AIR FORCE,1,0,101,60.0,100.0,1,100.0,1,60.0,0,100.0,1,1,,,0,0.0,0
Alphie Guillory,121891,S,N TEXAS,1,0,251,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Cameron Collins,173853,T,AIR FORCE,1,0,101,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Chris Johnson,158794,CB,S DIEGO ST,1,0,284,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
Jalen Stewart,158770,LB,UMASS,1,0,216,,,0,0.0,0,60.0,0,100.0,1,1,,,0,0.0,0
