player_id,player_name,position,school,sg_ol_pass_block_grade,sg_ol_run_block_grade,sg_ol_pbe,sg_ol_pressure_allowed_rate,sg_ol_pressures_allowed,sg_ol_sacks_allowed,sg_ol_hits_allowed,sg_ol_hurries_allowed,sg_ol_versatility_count,source,season,sg_qb_pass_grade,sg_qb_btt_rate,sg_qb_twp_rate,sg_qb_pressure_to_sack_rate,sg_qb_avg_depth_of_target,sg_qb_avg_time_to_throw,sg_qb_qb_rating,sg_qb_pressure_grade,sg_qb_pressure_qb_rating,sg_qb_pressure_twp_rate,sg_qb_pressure_btt_rate,sg_qb_pressure_pressure_to_sack_rate,sg_qb_blitz_grade,sg_qb_blitz_qb_rating,sg_qb_no_screen_grade,sg_qb_no_screen_btt_rate,sg_qb_no_screen_twp_rate,sg_qb_play_action_grade,sg_qb_non_play_action_grade,sg_qb_quick_qb_rating,sg_qb_quick_btt_rate,sg_qb_quick_twp_rate,sg_qb_extended_qb_rating,sg_qb_extended_btt_rate,sg_qb_extended_twp_rate,sg_rb_run_grade,sg_rb_elusive_rating,sg_rb_mtf,sg_rb_yco_attempt,sg_rb_explosive_rate,sg_rb_breakaway_percent,sg_rb_targets_per_route,sg_rb_yprr,sg_rb_total_touches,sg_wrte_route_grade,sg_wrte_yprr,sg_wrte_targets_per_route,sg_wrte_contested_catch_rate,sg_wrte_drop_rate,sg_wrte_slot_rate,sg_wrte_inline_rate,sg_wrte_wide_rate,sg_wrte_avoided_tackles,sg_wrte_man_yprr,sg_wrte_zone_yprr,sg_wrte_man_targets_percent,sg_front_run_def_grade,sg_front_stop_percent,sg_front_missed_tackle_rate,sg_def_coverage_grade,sg_def_run_grade,sg_def_tackle_grade,sg_def_missed_tackle_rate,sg_def_qb_rating_against,sg_def_interceptions,sg_def_pass_break_ups,sg_def_tackles,sg_def_tackles_for_loss,sg_def_total_pressures,sg_dl_pass_rush_grade,sg_dl_pass_rush_win_rate,sg_dl_prp,sg_dl_total_pressures,sg_dl_true_pass_set_win_rate,sg_dl_true_pass_set_prp,sg_dl_true_pass_set_total_pressures,sg_cov_grade,sg_cov_forced_incompletion_rate,sg_cov_snaps_per_target,sg_cov_snaps_per_reception,sg_cov_yards_per_snap,sg_cov_qb_rating_against,sg_cov_catch_rate,sg_cov_man_grade,sg_cov_man_qb_rating_against,sg_cov_man_yards_per_snap,sg_cov_zone_grade,sg_cov_zone_qb_rating_against,sg_cov_zone_yards_per_snap,sg_slot_cov_snaps,sg_slot_cov_snaps_per_target,sg_slot_cov_qb_rating_against,sg_slot_cov_yards_per_snap
143874,Shyheim Brown,S,FLORIDA ST,,,,,,,,,,scoutinggrade_advanced_signal_2025,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.0,3.0,14.3,50.0,66.0,50.8,20.0,121.9,0,0,16,0,3,64.5,25.0,50.0,3,33.3,66.7,3,50.0,0.0,8.4,12.6,1.0,121.9,66.7,55.3,136.3,1.1,52.7,57.6,0.8,20,5.0,125.0,1.0
143893,Patrick Payton,EDGE,LSU,,,,,,,,,,scoutinggrade_advanced_signal_2025,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.8,6.5,20.0,74.6,66.8,43.0,22.5,112.5,0,0,24,2,27,66.6,9.0,4.3,27,9.2,4.6,10,74.6,0.0,7.0,7.0,1.6,112.5,100.0,65.1,112.5,11.0,70.8,0.0,0.0,,,,
143918,Jamal Haynes,RB,GA TECH,32.0,56.7,93.5,0.09677,3,1,0,2,0,scoutinggrade_advanced_signal_2025,2025,,,,,,,,,,,,,,,,,,,,,,,,,,69.8,44.2,16,2.81,10,28.1,0.2228,1.38,159,59.7,1.38,0.2228,100.0,8.1,24.1,0.0,11.2,9,0.93,1.33,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143929,Malik Rutherford,WR,GA TECH,,34.1,,,0,0,0,0,1,scoutinggrade_advanced_signal_2025,2025,,,,,,,,,,,,,,,,,,,,,,,,,,65.9,101.9,3,3.86,2,0.0,0.2475,2.62,53,82.7,2.62,0.2475,100.0,2.1,85.1,1.4,10.1,11,2.34,2.81,24.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143936,Romello Brinson,WR,SMU,61.0,64.4,100.0,0.0,0,0,0,0,1,scoutinggrade_advanced_signal_2025,2025,55.3,0.0,0.0,0.0,4.0,5.7,39.6,55.3,39.6,0.0,0.0,0.0,,0.0,55.3,0.0,0.0,,55.3,0.0,,,39.6,0.0,0.0,,125.0,0,5.0,0,0.0,0.1705,1.64,44,60.9,1.64,0.1705,37.5,10.4,12.0,0.2,87.8,11,1.92,1.34,17.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143976,Diego Pounds,OT,OLE MISS,75.8,51.7,98.5,0.02744,16,0,3,13,3,scoutinggrade_advanced_signal_2025,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143979,Keeshawn Silver,DT,USC,,,,,,,,,,scoutinggrade_advanced_signal_2025,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.9,4.4,16.0,72.2,54.9,38.1,14.8,0.0,0,0,15,1,6,58.3,3.1,2.2,6,6.9,8.6,4,,,,,,,,,,,,,,,,,
144041,Enrique Cruz Jr.,OT,KANSAS,67.3,69.9,97.4,0.0452,16,2,4,10,3,scoutinggrade_advanced_signal_2025,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144106,Jalen Stroman,S,NOTRE DAME,,,,,,,,,,scoutinggrade_advanced_signal_2025,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.2,3.9,5.9,77.9,81.2,65.6,11.4,94.7,1,1,30,2,2,59.8,0.0,50.0,2,0.0,100.0,1,77.9,7.7,14.4,20.8,0.7,94.7,69.2,57.5,156.3,1.1,88.1,35.0,0.3,29,4.8,118.8,3.34
144121,Tristan Leigh,OT,CLEMSON,61.5,42.3,98.1,0.03439,13,1,1,11,3,scoutinggrade_advanced_signal_2025,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144146,Caleb Banks,DT,FLORIDA,,,,,,,,,,scoutinggrade_advanced_signal_2025,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.5,4.8,57.1,59.9,68.5,25.2,50.0,0.0,0,0,3,0,3,64.2,8.3,3.1,3,9.5,4.8,2,59.9,,,,0.0,0.0,,,0.0,,59.9,0.0,0.0,,,,
144191,Matt Gulbin,IOL,MICH STATE,87.8,81.9,99.1,0.01174,5,2,1,2,1,scoutinggrade_advanced_signal_2025,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144195,DaShawn Jones,CB,ALABAMA,,,,,,,,,,scoutinggrade_advanced_signal_2025,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.5,2.2,0.0,63.3,66.5,81.1,5.9,112.1,1,2,15,1,2,59.2,12.5,12.5,2,25.0,12.5,1,63.3,7.4,5.6,7.5,1.7,112.1,74.1,60.1,149.3,3.9,66.3,66.8,1.1,122,4.5,112.1,2.07
144230,Chamon Metayer,TE,ARIZONA ST,64.6,43.1,97.8,0.03947,3,0,0,3,1,scoutinggrade_advanced_signal_2025,2025,,,,,,,,,,,,,,,,,,,,,,,,,,59.1,15.4,0,1.0,0,0.0,0.1832,1.37,39,63.0,1.37,0.1832,70.0,5.0,45.8,40.3,9.9,6,1.13,1.16,11.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144279,Eric Rivers,WR,GA TECH,,61.5,,,0,0,0,0,0,scoutinggrade_advanced_signal_2025,2025,,,,,,,,,,,,,,,,,,,,,,,,,,67.3,103.8,2,6.0,1,48.2,0.2102,2.07,52,72.8,2.07,0.2102,42.9,6.3,27.3,0.0,72.7,7,2.03,2.25,24.6,60.0,0.0,,,60.0,,,0.0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
144373,Isaiah Nwokobia,S,SMU,,,,,,,,,,scoutinggrade_advanced_signal_2025,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,4.4,6.4,60.1,80.0,65.1,14.3,96.9,2,5,68,1,0,58.9,0.0,0.0,0,0.0,0.0,0,60.1,11.6,9.6,13.3,1.0,96.9,72.1,67.6,64.6,0.5,56.2,100.3,1.3,80,4.4,83.6,2.16
144405,Jadon Canady,CB,OREGON,,76.0,,,0,0,0,0,0,scoutinggrade_advanced_signal_2025,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.7,2.1,10.0,88.0,74.7,70.4,12.2,39.4,2,4,30,1,5,53.9,5.6,13.9,5,12.5,18.8,3,88.0,16.2,8.8,19.1,0.3,39.4,45.9,80.4,50.1,0.6,82.0,28.5,0.2,198,6.2,51.0,0.45
144461,Malachi Lawrence,EDGE,UCF,,,,,,,,,,scoutinggrade_advanced_signal_2025,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.2,4.2,12.5,61.8,66.2,63.2,23.3,0.0,0,0,19,4,40,89.5,19.2,10.7,40,34.7,17.3,22,61.8,,,,0.0,0.0,,64.6,0.0,0.0,57.3,0.0,0.0,,,,
144506,Kyron Drones,QB,VA TECH,,60.0,,,0,0,0,0,0,scoutinggrade_advanced_signal_2025,2025,61.2,4.5,4.7,16.2,9.4,3.15,80.1,31.9,45.0,7.9,4.3,16.2,68.9,97.7,61.0,5.0,5.2,66.9,57.3,102.4,1.5,1.5,65.2,6.5,6.3,73.5,38.8,14,2.91,23,29.0,,,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144513,Josh Cameron,WR,BAYLOR,,66.3,,,0,0,0,0,0,scoutinggrade_advanced_signal_2025,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.9,1.7,0.1992,59.3,1.4,7.2,0.0,92.8,15,1.22,1.8,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144547,Tyler Onyedim,DT,TEXAS A&M,,,,,,,,,,scoutinggrade_advanced_signal_2025,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.2,11.7,9.8,61.1,73.2,66.1,8.7,0.0,0,0,31,6,17,65.0,7.4,3.5,17,10.6,4.8,9,61.1,,,,0.0,0.0,,59.3,0.0,0.0,63.1,0.0,,,,,
144601,Sam Hecht,IOL,KANSAS ST,79.6,77.7,99.1,0.01786,7,0,0,7,1,scoutinggrade_advanced_signal_2025,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144611,Desmond Purnell,LB,KANSAS ST,,,,,,,,,,scoutinggrade_advanced_signal_2025,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.2,8.7,9.6,55.6,69.2,61.8,14.8,60.6,2,2,57,6,18,72.6,12.2,14.9,18,19.4,20.8,11,55.6,5.4,7.8,12.6,0.9,60.6,62.2,72.1,56.3,0.1,64.6,43.8,0.8,52,4.0,56.1,2.15
144639,Latrell McCutchin Sr.,CB,HOUSTON,,,,,,,,,,scoutinggrade_advanced_signal_2025,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.4,1.7,18.2,77.7,73.4,68.9,13.6,88.4,0,8,46,2,1,55.2,9.1,9.1,1,33.3,33.3,1,77.7,17.6,8.0,15.7,0.9,88.4,51.0,70.4,75.9,1.3,71.8,97.5,0.8,,,,
144668,Kendal Daniels,S,OKLAHOMA,,,,,,,,,,scoutinggrade_advanced_signal_2025,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.4,7.5,9.7,79.2,76.4,63.3,16.1,88.0,0,2,38,9,10,66.3,11.1,12.2,10,22.2,22.2,4,79.2,6.5,8.0,11.8,0.6,88.0,67.7,63.1,116.7,1.0,76.0,77.1,0.5,110,5.5,69.0,0.55
144696,DJ Rogers,TE,TCU,70.4,58.3,97.2,0.04054,3,1,1,1,2,scoutinggrade_advanced_signal_2025,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.7,1.4,0.1754,66.7,5.6,35.7,56.4,6.4,10,0.88,1.49,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144732,Michael Taaffe,S,TEXAS,,,,,,,,,,scoutinggrade_advanced_signal_2025,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.0,4.0,14.3,89.4,72.0,80.5,9.3,54.6,2,0,47,0,3,80.4,50.0,33.3,3,66.7,50.0,2,89.4,0.0,17.1,27.1,0.3,54.6,63.2,72.5,83.3,0.4,88.7,41.5,0.3,47,15.7,79.9,0.34
144747,Behren Morton,QB,TEXAS TECH,,60.6,,,0,0,0,0,0,scoutinggrade_advanced_signal_2025,2025,72.7,6.3,4.5,23.6,8.0,2.59,105.6,41.1,60.9,6.4,1.6,23.6,74.9,106.9,73.5,7.9,4.8,65.7,74.4,99.3,3.5,4.0,114.8,10.2,5.0,50.1,8.9,1,2.0,2,0.0,0.0,0.0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144783,Tomas Rimac,IOL,VA TECH,69.7,53.9,97.8,0.03623,15,2,3,10,5,scoutinggrade_advanced_signal_2025,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144829,Donaven McCulley,WR,MICHIGAN,,61.1,,,0,0,0,0,1,scoutinggrade_advanced_signal_2025,2025,33.8,0.0,100.0,,17.0,4.1,39.6,,0.0,,,,,0.0,33.8,0.0,100.0,33.8,,0.0,,,39.6,0.0,100.0,60.5,36.6,0,2.5,1,0.0,0.207,1.58,41,67.8,1.58,0.207,53.3,7.1,8.5,0.0,91.5,6,1.56,1.71,29.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144859,Gennings Dunker,OT,IOWA,77.3,80.0,98.0,0.03165,10,2,1,7,1,scoutinggrade_advanced_signal_2025,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144860,Beau Stephens,IOL,IOWA,91.6,83.0,99.3,0.01316,4,0,0,4,1,scoutinggrade_advanced_signal_2025,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144873,Karson Sharar,LB,IOWA,,,,,,,,,,scoutinggrade_advanced_signal_2025,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.6,9.2,17.9,65.0,79.6,61.4,16.8,86.5,0,0,67,9,15,69.6,11.1,13.2,15,15.6,17.2,8,65.0,0.0,8.2,10.3,0.6,86.5,80.0,67.7,87.5,0.2,63.2,87.2,0.7,102,6.4,85.9,0.73
144874,Max Llewellyn,EDGE,IOWA,,,,,,,,,,scoutinggrade_advanced_signal_2025,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.5,4.1,25.0,43.2,56.5,40.4,34.8,104.2,0,0,12,1,45,86.1,17.2,8.8,45,24.5,12.2,30,43.2,0.0,3.7,3.7,2.5,104.2,100.0,57.5,79.2,1.0,45.9,118.8,2.6,,,,
144891,Roman Hemby,RB,INDIANA,37.6,57.3,94.9,0.09459,7,0,5,2,0,scoutinggrade_advanced_signal_2025,2025,,,,,,,,,,,,,,,,,,,,,,,,,,81.9,62.6,37,3.36,26,28.4,0.1029,0.95,247,67.2,0.95,0.1029,50.0,0.0,3.5,0.0,1.2,9,0.74,0.74,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144910,Darrell Jackson Jr.,DT,FLORIDA ST,,,,,,,,,,scoutinggrade_advanced_signal_2025,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.3,8.9,4.1,60.8,81.3,73.9,7.7,0.0,0,0,28,1,14,58.5,5.8,3.1,14,9.6,5.4,9,60.8,,,,0.0,0.0,,58.4,0.0,0.0,64.3,0.0,0.0,,,,
144930,Max Bredeson,TE,MICHIGAN,78.1,85.2,100.0,0.0,0,0,0,0,1,scoutinggrade_advanced_signal_2025,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.2,0.3,0.0811,,33.3,21.8,62.1,2.3,0,0.0,0.3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144933,Rayshaun Benny,DT,MICHIGAN,,,,,,,,,,scoutinggrade_advanced_signal_2025,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.5,7.5,8.8,60.5,84.5,58.2,10.8,0.0,0,0,20,1,18,65.5,7.8,3.9,18,11.3,6.2,11,,,,,,,,,,,,,,,,,
144938,TJ Guy,EDGE,MICHIGAN,,,,,,,,,,scoutinggrade_advanced_signal_2025,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.9,3.9,25.0,59.4,60.9,38.9,25.0,31.3,1,0,14,1,18,72.6,13.0,6.8,18,18.6,12.7,14,59.4,0.0,6.5,10.4,0.6,31.3,62.5,61.7,0.0,0.0,75.5,30.6,0.2,5,5.0,39.6,0.0
144944,Tommy Doman,P,FLORIDA,,,,,,,,,,scoutinggrade_advanced_signal_2025,2025,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,0.0,0,0.0,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144971,Athan Kaliakmanis,QB,RUTGERS,,60.0,,,0,0,0,0,0,scoutinggrade_advanced_signal_2025,2025,87.6,6.6,2.4,29.2,11.2,2.77,99.0,71.9,100.7,2.2,8.8,27.7,80.6,107.3,87.6,6.8,2.4,86.1,83.9,104.8,4.8,2.3,92.7,8.8,2.4,64.4,3.2,1,1.8,4,0.0,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144989,Deven Eastern,DT,MINNESOTA,,,,,,,,,,scoutinggrade_advanced_signal_2025,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.3,7.6,13.9,60.0,68.3,43.4,17.5,0.0,0,0,24,3,14,66.0,5.2,3.4,14,5.2,4.5,5,,,,,,,,,,,,,,,,,
145033,Jordan Mosley,WR,MISS STATE,,40.4,,,0,0,0,0,0,scoutinggrade_advanced_signal_2025,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.5,1.06,0.1013,0.0,27.3,12.0,0.0,88.0,0,0.0,0.93,6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145039,Josh Thompson,IOL,LSU,83.8,56.8,99.2,0.01449,7,0,1,6,2,scoutinggrade_advanced_signal_2025,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145042,Caleb Tiernan,OT,NWESTERN,84.3,59.7,98.0,0.03023,13,3,4,6,3,scoutinggrade_advanced_signal_2025,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145048,Aidan Hubbard,EDGE,NWESTERN,,,,,,,,,,scoutinggrade_advanced_signal_2025,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.1,5.8,20.0,64.5,62.1,59.0,25.8,79.2,0,0,16,3,31,79.8,14.4,11.2,31,22.6,15.3,17,64.5,0.0,20.0,20.0,0.0,79.2,100.0,63.3,0.0,0.0,67.5,79.2,0.0,,,,
145087,Khalil Dinkins,TE,PENN STATE,69.6,65.2,98.1,0.0339,2,0,0,2,3,scoutinggrade_advanced_signal_2025,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.1,1.12,0.1409,66.7,6.7,26.3,61.5,10.3,1,0.0,0.92,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145090,Harrison Wallace III,WR,OLE MISS,,42.9,,,0,0,0,0,1,scoutinggrade_advanced_signal_2025,2025,,,,,,,,60.0,0.0,0.0,,100.0,56.6,0.0,54.1,0.0,0.0,54.1,,0.0,,,0.0,0.0,0.0,60.7,16.7,0,1.5,0,0.0,0.2302,2.24,63,77.1,2.24,0.2302,50.0,4.7,18.5,0.9,79.7,7,1.31,3.0,21.4,,,,60.0,,,,0.0,0,0,0,0,0,,,,,,,,60.0,,,,0.0,0.0,,,,,,,,,,,
145099,Zakee Wheatley,S,PENN STATE,,,,,,,,,,scoutinggrade_advanced_signal_2025,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.7,4.5,10.4,83.5,82.7,75.8,11.5,69.2,1,1,59,2,4,69.8,5.9,11.8,4,0.0,16.7,1,83.5,10.0,30.9,44.1,0.1,69.2,70.0,82.2,58.3,0.1,74.1,76.5,0.2,48,6.9,125.3,0.67
145107,Deion Burks,WR,OKLAHOMA,,49.4,,,0,0,0,0,0,scoutinggrade_advanced_signal_2025,2025,,,,,,,,,,,,,,,,,,,,,,,,,,55.4,45.4,1,2.6,1,0.0,0.2019,1.45,63,65.8,1.45,0.2019,52.9,4.9,22.1,0.0,77.9,10,1.98,1.17,19.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145111,Devin Mockobee,RB,PURDUE,59.2,70.9,96.6,0.03125,2,2,0,0,0,scoutinggrade_advanced_signal_2025,2025,35.4,0.0,50.0,0.0,7.5,3.0,72.9,33.8,0.0,100.0,0.0,0.0,,0.0,35.4,0.0,50.0,35.4,,0.0,,,72.9,0.0,50.0,75.8,70.6,26,3.26,14,22.1,0.1407,1.59,143,63.9,1.59,0.1407,100.0,5.3,1.0,0.0,9.1,5,1.61,1.65,16.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145163,Skyler Bell,WR,UCONN,,45.3,,,0,0,0,0,1,scoutinggrade_advanced_signal_2025,2025,,,,,,,,,,,,,,,,,,,,,,,,,,61.2,9.5,0,0.67,0,0.0,0.3447,3.13,105,85.1,3.13,0.3447,65.0,3.8,36.4,0.0,61.1,15,3.46,3.16,41.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145169,Ricardo Hallman,CB,WISCONSIN,,,,,,,,,,scoutinggrade_advanced_signal_2025,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0,0.3,44.4,72.4,56.0,51.4,19.5,97.6,2,4,32,0,0,,,,,,,,72.4,8.7,8.6,12.8,1.0,97.6,67.4,58.4,118.8,1.7,68.1,87.4,1.0,,,,
145172,Riley Mahlman,OT,WISCONSIN,72.0,58.8,97.3,0.04242,14,3,4,7,4,scoutinggrade_advanced_signal_2025,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145179,Nolan Rucci,OT,PENN STATE,69.7,74.4,97.0,0.05298,16,1,1,14,5,scoutinggrade_advanced_signal_2025,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145214,Grayson James,QB,BOSTON COL,,60.0,,,0,0,0,0,0,scoutinggrade_advanced_signal_2025,2025,58.0,3.7,6.9,21.0,12.0,2.87,83.1,32.2,66.5,10.3,6.3,21.0,58.5,89.9,57.3,4.1,7.5,78.3,50.5,89.5,1.4,4.2,78.1,5.4,8.5,63.0,10.2,2,1.43,2,0.0,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145309,Jakobe Thomas,S,MIAMI FL,,,,,,,,,,scoutinggrade_advanced_signal_2025,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.8,3.5,22.9,89.1,68.8,55.0,19.4,55.8,5,6,58,1,14,81.8,18.2,19.3,14,16.7,25.0,5,89.1,12.0,7.9,12.7,0.9,55.8,62.0,83.8,90.0,0.4,71.6,63.2,1.2,59,3.3,95.1,2.07
145324,Febechi Nwaiwu,IOL,OKLAHOMA,91.6,59.4,99.8,0.00396,2,0,0,2,3,scoutinggrade_advanced_signal_2025,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145359,Chris Adams,OT,MEMPHIS,64.7,69.8,96.0,0.05613,27,9,2,16,1,scoutinggrade_advanced_signal_2025,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145523,Jimmori Robinson,EDGE,W VIRGINIA,,,,,,,,,,scoutinggrade_advanced_signal_2025,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.2,5.8,14.3,36.7,60.2,51.2,22.2,158.3,0,0,6,2,10,63.3,11.9,5.4,10,21.4,7.1,4,36.7,0.0,5.5,5.5,3.1,158.3,100.0,60.0,0.0,0.0,39.2,158.3,3.8,,,,
145527,Trey Moore,LB,TEXAS,,,,,,,,,,scoutinggrade_advanced_signal_2025,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.2,5.4,4.8,50.6,73.2,68.1,15.4,119.5,0,0,22,3,27,68.6,11.6,13.4,27,11.6,20.9,16,50.6,4.5,7.9,9.2,1.1,119.5,86.4,73.9,72.9,0.4,42.1,123.7,1.4,32,3.6,89.4,1.53
145655,Cashius Howell,EDGE,TEXAS A&M,,,,,,,,,,scoutinggrade_advanced_signal_2025,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.6,3.1,9.5,55.2,73.6,79.6,11.1,115.5,0,1,15,3,41,90.3,19.9,9.8,41,28.8,15.4,24,55.2,11.1,6.6,11.8,1.1,115.5,55.6,39.7,113.9,0.8,70.2,116.7,1.3,6,6.0,83.3,0.67
