player,player_id,position,team_name,player_game_count,base_snap_counts_coverage,declined_penalties,franchise_id,man_assists,man_avg_depth_of_target,man_catch_rate,man_coverage_percent,man_coverage_snaps_per_reception,man_coverage_snaps_per_target,man_dropped_ints,man_forced_incompletes,man_forced_incompletion_rate,man_grades_coverage_defense,man_interceptions,man_longest,man_missed_tackle_rate,man_missed_tackles,man_pass_break_ups,man_qb_rating_against,man_receptions,man_snap_counts_coverage,man_snap_counts_coverage_percent,man_snap_counts_pass_play,man_stops,man_tackles,man_targets,man_touchdowns,man_yards,man_yards_after_catch,man_yards_per_coverage_snap,man_yards_per_reception,penalties,zone_assists,zone_avg_depth_of_target,zone_catch_rate,zone_coverage_percent,zone_coverage_snaps_per_reception,zone_coverage_snaps_per_target,zone_dropped_ints,zone_forced_incompletes,zone_forced_incompletion_rate,zone_grades_coverage_defense,zone_interceptions,zone_longest,zone_missed_tackle_rate,zone_missed_tackles,zone_pass_break_ups,zone_qb_rating_against,zone_receptions,zone_snap_counts_coverage,zone_snap_counts_coverage_percent,zone_snap_counts_pass_play,zone_stops,zone_tackles,zone_targets,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_per_coverage_snap,zone_yards_per_reception
Jayden Dunlap,85725,CB,BYU,4,16,0,128,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,11.0,100.0,100.0,10.0,10.0,0,0,0.0,59.7,0,12,0.0,0,0,116.7,1,12,75.0,12,0,1,1,0,12,1,1.2,12.0
Kalib Perry,86267,LB,TENNESSEE,12,94,0,307,0,,,60.6,,,0,0,,65.4,0,,0.0,0,0,0.0,0,20,21.3,33,0,1,0,0,0,0,0.0,,0,4,0.8,100.0,89.9,11.6,11.6,0,0,0.0,60.8,0,16,11.1,1,0,104.2,5,62,66.0,69,0,4,5,0,45,41,0.8,9.0
Rodney Robinson,86527,S,BOISE ST,13,302,0,120,0,9.6,57.1,93.2,22.8,13.0,0,2,28.6,76.1,0,10,0.0,0,2,62.2,4,96,31.8,103,2,4,7,0,12,7,0.1,3.0,0,4,2.7,91.3,88.5,8.2,7.5,0,1,4.3,73.5,0,30,14.3,3,1,97.3,21,177,58.6,200,11,14,23,0,169,120,1.0,8.0
Ozzie Nicholas,86729,LB,DUKE,13,329,0,154,3,2.9,71.4,83.9,19.6,14.0,0,0,0.0,59.1,0,30,14.3,1,0,103.3,5,104,31.6,124,2,3,7,0,70,58,0.7,14.0,0,6,7.1,55.6,92.9,16.3,9.1,1,0,0.0,68.3,1,65,6.7,1,0,85.6,10,170,51.7,183,5,8,18,1,181,125,1.1,18.1
Jackson Schulz,86773,S,KENTUCKY,1,3,0,202,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,100.0,,,0,0,,93.5,1,,,0,0,0.0,0,3,100.0,3,0,0,0,0,0,0,0.0,
Ceyair Wright,86877,CB,NEBRASKA,13,314,0,238,0,11.9,45.5,97.0,9.0,4.1,1,4,18.2,59.2,1,24,11.1,1,4,76.7,10,96,30.6,99,0,8,22,2,134,16,1.5,13.4,0,0,10.9,68.0,98.9,10.5,7.1,0,4,16.0,69.5,1,28,16.7,3,2,71.6,17,184,58.6,186,4,15,25,0,177,56,1.0,10.4
Logan Taylor,87618,LB,HAWAII,12,210,0,180,0,-1.3,100.0,67.1,15.7,15.7,0,0,0.0,57.2,0,18,0.0,0,0,118.1,3,57,27.1,85,0,2,3,0,37,41,0.8,12.3,0,3,7.9,73.7,95.9,9.5,7.0,0,0,0.0,52.3,1,53,5.0,1,0,83.4,14,142,67.6,148,5,16,19,0,191,92,1.4,13.6
Trevor Adams,88001,LB,CINCINNATI,1,2,0,138,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,50.0,1,0,0,0,0,0,0,0.0,
David Reese,90079,ED,CAL,12,39,0,130,0,0.0,100.0,7.6,10.0,10.0,0,0,0.0,60.7,0,11,80.0,4,0,112.5,1,10,25.6,131,4,1,1,0,11,11,1.1,11.0,0,0,1.8,100.0,15.0,3.8,3.8,0,0,0.0,51.4,0,13,0.0,0,0,95.8,4,17,43.6,113,1,2,4,0,28,21,1.9,7.0
Joseph Vaughn,90131,LB,UCLA,1,4,0,324,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,3.5,75.0,100.0,1.3,1.0,0,0,0.0,32.1,0,11,0.0,0,0,87.5,3,4,100.0,4,0,1,4,0,22,10,5.5,7.3
Ose Egbase,90529,ED,UNLV,10,5,0,325,0,,,5.3,,,0,0,,60.3,0,,,0,0,0.0,0,2,40.0,38,0,0,0,0,0,0,0.0,,0,0,,,5.0,,,0,0,,62.9,0,,0.0,0,0,0.0,0,3,60.0,60,0,2,0,0,0,0,0.0,
Tyrice Ivy Jr.,90783,S,OREGON ST,11,131,0,265,1,20.4,60.0,97.6,13.3,8.0,0,1,20.0,49.4,0,22,0.0,0,0,97.9,3,40,30.5,41,0,4,5,0,55,4,1.4,18.3,0,0,18.6,40.0,98.6,34.5,13.8,0,1,20.0,59.6,0,36,28.6,2,1,68.8,2,73,55.7,74,1,5,5,0,40,0,0.6,20.0
Trey Laing,91245,ED,E MICHIGAN,12,19,0,160,0,,,12.3,,,0,0,,54.6,0,,66.7,2,0,0.0,0,10,52.6,81,3,1,0,0,0,0,0.0,,0,2,,,14.6,,,0,0,,65.1,0,,0.0,0,0,0.0,0,7,36.8,48,1,0,0,0,0,0,0.0,
Amir McDaniel,97087,CB,LA LAFAYET,13,306,0,207,2,12.8,60.0,74.7,10.3,6.2,0,2,20.0,63.9,0,43,25.0,3,2,90.8,6,65,21.2,87,0,7,10,0,93,28,1.5,15.5,0,6,0.5,87.1,90.4,8.1,7.1,0,0,0.0,75.8,0,31,15.4,4,0,90.2,27,225,73.5,249,8,16,31,0,175,167,0.8,6.5
Antavious Lane,97141,S,N CAROLINA,12,393,0,245,1,5.4,61.1,90.2,9.8,6.0,0,2,11.1,58.9,0,34,13.3,2,2,77.5,11,119,30.3,132,3,12,18,0,106,51,1.0,9.6,0,2,8.8,78.3,98.8,13.1,10.2,0,0,0.0,52.6,0,46,24.1,7,0,119.4,18,244,62.1,247,4,20,23,1,211,63,0.9,11.7
Bralyn Lux,97143,CB,TEXAS TECH,9,333,0,315,0,11.9,50.0,100.0,6.8,3.4,0,4,14.3,58.2,0,22,13.3,2,3,71.9,14,104,31.2,104,2,13,28,0,189,33,2.0,13.5,0,1,14.6,65.2,100.0,13.2,8.6,0,1,4.3,57.7,1,35,10.5,2,1,111.3,15,206,61.9,206,4,16,23,2,243,57,1.2,16.2
Anthony Wilson,97220,S,W VIRGINIA,13,446,0,343,1,4.3,66.7,98.3,13.5,9.0,0,1,16.7,60.7,1,26,16.7,1,1,97.9,4,57,12.8,58,0,4,6,1,58,42,1.1,14.5,0,6,11.0,76.2,100.0,18.2,13.9,0,2,9.5,58.8,1,89,11.8,4,2,137.4,16,303,67.9,303,2,24,21,3,326,160,1.1,20.4
Brandon Crossley,97225,CB,SMU,14,500,0,287,2,15.9,40.0,99.0,15.2,6.1,0,4,26.7,61.8,0,48,16.7,1,2,84.3,6,103,20.6,104,1,3,15,1,96,39,1.1,16.0,0,0,13.4,52.3,100.0,15.1,7.9,1,4,9.1,59.6,1,60,17.9,5,3,90.2,23,359,71.8,359,5,23,44,2,411,146,1.2,17.9
Marcus Harris,97230,CB,CAL,13,490,0,130,0,12.9,51.3,100.0,10.2,5.2,0,7,17.9,63.9,0,27,7.7,1,5,90.7,20,216,44.1,216,0,12,39,2,269,69,1.3,13.5,0,0,15.1,56.5,100.0,16.9,9.6,1,1,4.3,77.1,2,23,8.3,2,1,40.3,13,227,46.3,227,7,22,23,0,151,24,0.7,11.6
Rod Heard II,97237,S,NOTRE DAME,15,256,0,258,1,12.0,55.6,98.2,15.1,8.4,0,3,16.7,67.9,0,34,15.4,2,3,96.3,10,162,63.3,165,3,10,18,1,127,44,0.8,12.7,0,1,11.0,60.0,96.0,23.3,14.0,0,1,20.0,64.1,0,25,12.5,1,1,88.8,3,72,28.1,75,1,6,5,0,44,10,0.6,14.7
Chike Anigbogu,97239,LB,RICE,9,47,0,275,0,8.0,0.0,61.9,,6.0,0,0,0.0,70.2,0,,,0,0,39.6,0,13,27.7,21,0,0,2,0,0,0,0.0,,0,0,,,80.6,,,0,0,,59.7,0,,100.0,1,0,0.0,0,29,61.7,36,1,0,0,0,0,0,0.0,
Isaiah Essissima,97243,CB,COLO STATE,11,129,0,144,0,13.1,33.3,100.0,12.3,4.1,0,4,44.4,64.1,0,13,0.0,0,2,45.1,3,47,36.4,47,0,3,9,0,33,14,0.9,11.0,0,1,5.1,85.7,100.0,8.7,7.4,0,0,0.0,68.1,0,12,14.3,1,0,137.8,6,56,43.4,56,2,5,7,1,53,22,1.0,8.8
Dywan Griffin,97274,CB,DOMINION,8,65,0,263,0,8.5,25.0,95.5,19.0,4.8,0,1,25.0,83.0,0,8,0.0,0,1,39.6,1,21,32.3,22,0,1,4,0,8,2,0.4,8.0,0,0,33.5,50.0,96.4,25.0,12.5,0,1,50.0,73.9,0,46,50.0,1,1,135.4,1,27,41.5,28,0,1,2,1,46,0,1.8,46.0
Jordan Clark,97324,CB,NOTRE DAME,16,397,0,258,0,9.8,54.1,98.4,11.3,6.1,0,6,16.2,78.9,1,22,10.5,2,4,56.5,20,243,61.2,247,4,17,37,0,183,70,0.8,9.2,0,2,5.2,83.3,95.4,12.2,10.2,1,2,16.7,67.2,0,29,25.0,2,2,106.9,10,124,31.2,130,2,4,12,0,116,63,1.0,11.6
Derrick Canteen,97329,S,CINCINNATI,12,292,0,138,2,11.1,37.5,100.0,11.7,4.4,1,3,37.5,86.0,1,15,0.0,0,2,8.9,3,36,12.3,36,1,4,8,0,29,7,0.8,9.7,0,2,11.8,59.4,100.0,8.1,4.8,0,5,15.6,72.2,0,43,5.0,1,4,80.7,19,156,53.4,156,4,17,32,0,224,45,1.5,11.8
Juan Powell,97330,CB,COAST CAR,13,329,0,141,2,7.6,64.3,93.5,5.1,3.3,0,2,7.1,51.9,0,26,7.7,1,2,103.4,18,100,30.4,107,3,10,28,2,161,99,1.8,8.9,0,1,3.8,79.2,90.2,9.8,7.8,0,0,0.0,68.5,0,38,22.7,5,0,104.3,19,194,59.0,215,10,16,24,0,217,164,1.2,11.4
Ken Robinson,97341,S,UTSA,6,176,0,331,0,3.3,50.0,85.2,10.0,5.0,0,1,25.0,51.7,0,12,0.0,0,1,65.6,2,23,13.1,27,0,1,4,0,21,22,1.1,10.5,0,1,8.5,50.0,100.0,30.3,15.1,0,1,12.5,48.8,0,12,42.9,6,1,63.5,4,131,74.4,131,0,7,8,0,38,11,0.3,9.5
AJ Williams,97343,S,COAST CAR,12,252,0,141,1,5.0,60.0,96.0,22.3,13.4,0,0,0.0,58.7,0,24,33.3,2,0,84.6,3,72,28.6,75,0,3,5,0,39,28,0.6,13.0,0,1,2.9,62.5,96.3,30.0,18.8,0,1,12.5,81.4,1,19,18.2,2,0,33.9,5,155,61.5,161,5,8,8,0,37,28,0.2,7.4
Jakeen Harris,97351,S,N CAROLINA,12,350,0,245,1,2.4,100.0,95.5,19.8,19.8,0,1,20.0,70.8,0,23,0.0,0,1,101.7,5,107,30.6,112,2,8,5,0,42,30,0.4,8.4,0,3,19.4,38.5,99.5,41.0,15.8,0,1,7.7,48.4,0,50,23.5,4,0,72.6,5,214,61.1,215,2,10,13,0,120,34,0.6,24.0
Coco Azema,97353,S,NWESTERN,12,317,0,256,0,16.7,71.4,96.7,17.0,12.1,0,1,14.3,55.6,0,32,66.7,2,0,153.3,5,88,27.8,91,0,1,7,1,108,34,1.3,21.6,0,2,8.3,50.0,99.5,61.0,30.5,0,2,33.3,53.9,1,23,30.8,4,2,38.2,3,189,59.6,190,3,7,6,0,49,24,0.3,16.3
Sidney Porter,97369,LB,KENNESAW,10,231,0,200,2,4.5,100.0,73.0,13.5,13.5,0,0,0.0,62.3,0,6,0.0,0,0,87.5,2,27,11.7,37,0,1,2,0,10,1,0.4,5.0,0,2,7.9,65.0,80.4,13.6,8.9,0,3,15.0,55.2,0,38,6.3,1,1,86.3,13,181,78.4,225,3,13,20,0,144,105,0.8,11.1
Reid Dedman,97372,LB,GA SOUTHRN,9,96,0,174,1,,,69.6,,,0,0,,66.4,0,,0.0,0,0,0.0,0,16,16.7,23,0,0,0,0,0,0,0.0,,0,4,-1.2,80.0,91.5,12.8,10.2,0,0,0.0,72.6,0,18,14.3,2,0,89.2,4,54,56.3,59,3,8,5,0,27,28,0.5,6.8
Woodi Washington,97379,CB,OKLAHOMA,12,194,0,261,0,9.8,75.0,97.8,13.7,10.3,0,0,0.0,64.9,1,34,33.3,1,0,74.0,3,45,23.2,46,0,2,4,0,47,21,1.1,15.7,0,0,9.8,77.8,96.4,7.1,5.6,0,0,0.0,45.3,0,42,33.3,4,0,118.8,14,106,54.6,110,1,8,18,0,242,127,2.4,17.3
Solomon Brown,97386,S,BUFFALO,13,475,0,126,1,12.3,66.7,93.8,11.8,7.9,0,0,0.0,64.0,1,30,9.1,1,0,94.4,6,76,16.0,81,0,9,9,1,85,14,1.2,14.2,0,5,13.1,57.9,99.7,27.7,16.1,0,6,31.6,80.4,0,41,16.7,4,3,97.9,11,317,66.7,318,5,15,19,1,137,71,0.4,12.5
Trevon Booker,97468,CB,CHARLOTTE,9,168,0,136,0,16.3,60.0,100.0,5.8,3.5,0,1,10.0,44.7,0,35,0.0,0,1,90.8,6,37,22.0,37,0,3,10,0,93,13,2.7,15.5,0,1,16.1,53.8,100.0,15.1,8.2,0,4,30.8,63.5,0,44,14.3,1,3,78.0,7,113,67.3,113,3,5,13,0,97,25,0.9,13.9
Keonte Glinton,97470,CB,NEW MEX ST,12,371,0,242,1,12.2,53.8,100.0,10.9,5.8,0,3,23.1,64.6,0,52,20.0,1,1,83.5,7,80,21.6,80,1,3,13,0,114,33,1.5,16.3,0,4,15.1,63.9,100.0,10.5,6.7,0,2,5.6,66.8,1,51,10.3,3,1,104.4,23,255,68.7,255,6,22,36,2,364,80,1.5,15.8
Roderick Roberson,97471,S,LA TECH,9,82,0,208,0,,,60.0,,,0,0,,48.4,0,,100.0,1,0,0.0,0,3,3.7,5,0,0,0,0,0,0,0.0,,0,0,9.8,75.0,96.5,18.0,13.5,0,1,25.0,61.5,0,22,0.0,0,1,109.4,3,55,67.1,57,0,4,4,0,43,18,0.8,14.3
Kerry Martin Jr.,97473,S,NC STATE,6,60,0,248,1,7.5,100.0,86.4,9.0,9.0,0,0,0.0,62.9,0,11,0.0,0,0,95.8,2,19,31.7,22,1,2,2,0,14,-1,0.8,7.0,0,1,-5.0,100.0,100.0,20.0,20.0,0,0,0.0,49.4,0,3,0.0,0,0,79.2,1,23,38.3,23,0,0,1,0,3,8,0.2,3.0
Cameron Williams,97475,S,GA SOUTHRN,10,124,0,174,0,12.8,75.0,87.9,8.7,6.5,0,1,25.0,52.2,0,17,0.0,0,1,131.3,3,29,23.4,33,1,3,4,1,26,4,1.0,8.7,0,1,6.5,100.0,90.7,12.0,12.0,0,0,0.0,59.0,0,23,25.0,2,0,155.6,6,78,62.9,86,3,5,6,1,71,33,1.0,11.8
Dallas Gamble,97483,CB,S ALABAMA,8,39,0,288,0,20.0,0.0,100.0,,5.0,0,1,100.0,76.3,0,,,0,1,39.6,0,6,15.4,6,0,0,1,0,0,0,0.0,,0,0,13.7,50.0,100.0,7.7,3.8,0,0,0.0,53.5,0,26,0.0,0,0,83.3,3,24,61.5,24,0,4,6,0,57,8,2.5,19.0
Dean Clark,97495,S,FRESNO ST,12,499,0,169,2,9.4,62.5,92.6,27.6,17.3,0,3,37.5,61.4,0,35,0.0,0,1,98.4,5,150,30.1,162,1,3,8,0,85,54,0.6,17.0,0,1,10.2,52.2,95.2,20.5,10.7,1,4,17.4,77.2,1,36,15.0,3,3,53.4,12,257,51.5,270,4,16,23,0,143,70,0.6,11.9
Dane Motley,97497,LB,ARK STATE,12,80,0,113,0,,,61.1,,,0,0,,55.4,0,,0.0,0,0,0.0,0,11,13.8,18,1,1,0,0,0,0,0.0,,0,0,0.9,75.0,86.4,6.2,4.6,0,1,12.5,51.1,0,10,0.0,0,0,84.9,6,38,47.5,44,1,1,8,0,39,37,1.1,6.5
Caleb Tate,97499,LB,BUFFALO,2,1,0,126,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,1,0,0,0,0,0,0,,,0,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,1,0,0,0,0,0,0,0.0,
Jaden Voisin,97506,S,S ALABAMA,13,460,0,288,0,15.0,100.0,93.8,55.0,55.0,0,0,0.0,78.8,1,15,0.0,0,0,79.2,1,61,13.3,65,0,3,1,0,15,0,0.3,15.0,0,3,9.7,62.5,98.8,20.5,12.8,0,3,12.5,80.2,3,30,14.3,4,3,42.5,15,317,68.9,321,9,21,24,0,161,80,0.5,10.7
Marvae Myers,97517,CB,MIDDLE TN,12,314,0,224,0,15.3,63.2,100.0,9.0,5.7,0,2,10.5,61.5,1,25,45.5,5,2,84.5,12,110,35.0,110,1,6,19,1,156,50,1.4,13.0,0,2,13.6,72.0,100.0,9.7,7.0,0,2,8.0,60.3,0,38,21.4,6,2,133.6,18,178,56.7,178,0,20,25,2,269,82,1.5,14.9
Malik Dixon-Williams,97520,S,UCONN,11,335,0,146,5,7.8,41.7,95.9,18.4,7.7,0,2,16.7,78.6,1,15,9.1,1,1,14.6,5,94,28.1,98,2,5,12,0,30,27,0.3,6.0,0,5,10.6,69.2,97.1,17.4,12.1,0,0,0.0,56.0,1,34,13.0,3,0,90.9,9,168,50.1,173,2,15,13,1,117,54,0.7,13.0
Malachi Langley,97532,LB,FRESNO ST,13,265,0,169,1,,,75.3,,,0,0,,70.5,0,,0.0,0,0,0.0,0,61,23.0,81,1,2,0,0,0,0,0.0,,0,1,5.4,87.5,90.1,19.9,17.4,0,0,0.0,63.0,0,21,0.0,0,0,99.5,7,145,54.7,161,6,9,8,0,63,23,0.5,9.0
Quincy Riley,97539,CB,LOUISVILLE,10,336,0,210,1,12.4,42.1,100.0,7.4,3.1,0,2,10.5,52.7,0,28,22.2,2,1,76.4,8,62,18.5,62,1,6,19,1,99,32,1.7,12.4,0,1,12.5,50.0,100.0,10.6,5.3,0,8,19.0,67.9,2,55,10.0,2,7,52.6,21,238,70.8,238,4,17,42,0,289,103,1.3,13.8
Chad Stephens,97541,ED,E CAROLINA,13,7,0,156,0,,,3.3,,,0,0,,60.0,0,,,0,0,0.0,0,1,14.3,30,1,0,0,0,0,0,0.0,,0,0,11.0,100.0,3.8,5.0,5.0,0,0,0.0,64.3,0,11,60.0,3,0,112.5,1,6,85.7,156,1,2,1,0,11,0,2.2,11.0
Jett Elad,97543,S,UNLV,14,453,0,325,2,4.9,50.0,94.5,25.6,12.8,0,0,0.0,67.8,0,9,9.1,1,0,92.5,5,137,30.2,145,2,8,10,1,37,11,0.3,7.4,0,3,10.8,55.6,97.2,15.9,8.8,0,6,22.2,77.2,1,24,14.3,5,5,73.4,15,245,54.1,252,8,27,27,1,182,86,0.8,12.1
Jackson Barrow,97545,LB,TOLEDO,13,383,0,316,0,0.9,100.0,86.2,16.9,16.9,0,0,0.0,58.1,0,25,25.0,1,0,131.3,7,119,31.1,138,3,3,7,4,42,41,0.4,6.0,0,3,3.4,92.9,87.7,14.6,13.6,0,1,7.1,69.2,0,21,0.0,0,1,98.2,13,200,52.2,228,5,11,14,0,106,68,0.6,8.2
Dorian Jones,97546,LB,VIRGINIA,7,100,0,335,0,,,76.7,,,0,0,,58.9,0,,50.0,1,0,0.0,0,23,23.0,30,0,1,0,0,0,0,0.0,,0,0,3.2,100.0,95.9,5.5,5.5,0,0,0.0,46.2,0,25,22.2,2,0,136.8,12,70,70.0,73,3,7,12,1,122,84,1.8,10.2
Thomas Gore,97560,DI,GA TECH,13,1,0,176,0,,,1.5,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,68,1,0,0,0,0,0,0.0,,0,0,,,0.0,,,0,0,,60.0,0,,0.0,0,0,0.0,0,0,0.0,110,0,2,0,0,0,0,,
Marcus Fuqua,97563,S,BUFFALO,13,329,0,126,1,4.4,40.0,94.6,26.0,10.4,0,0,0.0,62.9,0,12,25.0,1,0,50.4,2,53,16.1,56,0,2,5,0,18,9,0.3,9.0,0,2,10.0,62.5,97.8,42.6,26.6,0,2,25.0,82.0,1,47,7.1,1,2,66.7,5,220,66.9,225,5,11,8,0,101,64,0.5,20.2
Jeff Clark,97566,DI,ARIZONA ST,13,3,0,110,0,,,1.9,,,0,0,,60.0,0,,,0,0,0.0,0,1,33.3,54,0,0,0,0,0,0,0.0,,0,2,,,1.1,,,0,0,,55.0,0,,60.0,3,0,0.0,0,2,66.7,185,0,0,0,0,0,0,0.0,
Javon Denis,97572,DI,MEMPHIS,13,1,0,218,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,84,0,0,0,0,0,0,,,0,1,,,0.6,,,0,0,,60.1,0,,0.0,0,0,0.0,0,1,100.0,162,1,0,0,0,0,0,0.0,
Damari Roberson,97609,S,W MICHIGAN,13,251,0,347,1,8.5,66.7,89.8,10.0,6.7,0,0,0.0,54.5,0,18,0.0,0,0,131.9,4,44,17.5,49,0,3,6,1,50,28,1.3,12.5,0,4,6.4,80.0,90.4,8.4,6.7,1,2,8.0,66.9,0,31,0.0,0,2,101.7,20,178,70.9,197,4,17,25,0,210,134,1.3,10.5
Terry Jones,97675,CB,INDIANA,13,193,0,190,0,13.0,50.0,95.0,18.0,9.0,0,0,0.0,62.7,0,0,0.0,0,0,56.3,1,19,9.8,20,1,1,2,0,0,2,0.0,0.0,0,4,4.5,60.0,83.9,15.6,9.3,0,2,13.3,68.5,0,33,26.7,4,2,78.2,9,151,78.2,180,2,7,15,0,94,47,0.7,10.4
Trey Rucker,97684,S,OKLA STATE,11,308,0,262,2,8.2,63.2,89.4,11.8,7.5,0,0,0.0,71.8,2,17,13.3,2,0,71.9,12,152,49.4,170,4,11,19,2,99,43,0.7,8.3,0,2,13.1,72.7,99.3,17.3,12.5,0,0,0.0,40.5,0,43,15.0,3,0,154.4,8,141,45.8,142,3,15,11,2,169,64,1.2,21.1
Mehki Miller,97686,S,CINCINNATI,6,60,0,138,0,4.7,100.0,100.0,1.7,1.7,0,0,0.0,47.0,0,18,50.0,1,0,111.1,3,6,10.0,6,1,1,3,0,32,18,6.4,10.7,0,0,18.3,100.0,100.0,7.0,7.0,0,0,0.0,46.9,0,38,25.0,1,0,158.3,4,28,46.7,28,1,3,4,1,106,33,3.8,26.5
Nalu Emerson,97701,LB,HAWAII,12,166,0,180,0,25.0,0.0,68.4,,34.0,0,0,0.0,76.2,0,,0.0,0,0,39.6,0,39,23.5,57,2,1,1,0,0,0,0.0,,0,1,4.7,81.8,95.8,12.2,10.0,1,1,9.1,51.0,1,19,30.0,3,1,57.6,9,114,68.7,119,4,6,11,0,76,39,0.7,8.4
M.J. Griffin,97703,S,LOUISVILLE,13,428,0,210,0,5.8,75.0,98.9,14.0,10.5,0,1,12.5,60.3,0,11,0.0,0,1,120.8,6,86,20.1,87,1,5,8,2,32,17,0.4,5.3,0,5,7.6,100.0,100.0,21.2,21.2,0,0,0.0,61.9,0,59,10.0,3,0,144.4,13,291,68.0,291,2,22,13,1,192,95,0.7,14.8
Matt Salopek,97704,LB,MIAMI OH,14,498,0,221,2,12.3,33.3,87.6,83.0,27.7,0,0,0.0,68.6,0,11,0.0,0,0,84.7,1,92,18.5,105,1,3,3,1,11,0,0.1,11.0,0,4,3.6,61.3,94.5,17.5,10.7,1,1,3.2,90.6,3,12,11.1,3,1,28.8,19,344,69.1,364,11,20,31,0,113,81,0.3,5.9
Dylan Downing,97715,LB,KANSAS,2,3,0,198,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,33.3,1,0,0,0,0,0,0,0.0,,0,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,
Jalen Davis,97720,LB,MIDDLE TN,12,166,0,224,0,4.5,50.0,80.0,20.0,10.0,0,0,0.0,50.8,0,22,0.0,0,0,74.0,2,40,24.1,50,0,1,4,0,29,17,0.7,14.5,0,3,4.0,81.8,96.5,6.0,4.9,0,1,4.5,33.4,0,23,16.7,3,1,99.6,18,110,66.3,114,4,12,22,0,174,136,1.6,9.7
Wesley Walker,97725,S,MICHIGAN,11,190,0,222,1,-2.5,50.0,86.1,31.0,15.5,0,0,0.0,57.5,0,2,33.3,1,0,56.3,1,31,16.3,36,1,1,2,0,2,6,0.1,2.0,0,3,10.5,75.0,97.6,10.0,7.5,1,1,6.3,58.0,1,26,0.0,0,0,73.4,12,124,65.3,127,0,8,16,0,134,33,1.1,11.2
Dorian Hopkins,97730,LB,UTEP,12,265,0,330,1,15.0,66.7,67.7,30.0,20.0,0,0,0.0,53.5,0,23,0.0,0,0,149.3,2,67,25.3,99,0,2,3,1,44,0,0.7,22.0,0,4,7.4,68.8,98.9,15.5,10.7,1,1,6.3,45.4,1,61,6.3,1,1,98.2,11,181,68.3,183,5,11,16,1,169,111,1.0,15.4
Tavian Brown,97747,LB,GA STATE,1,10,0,175,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,1,0,0,0,0,0,0,,,0,1,-0.5,100.0,100.0,5.0,5.0,0,0,0.0,51.2,0,14,25.0,1,0,97.9,2,10,100.0,10,1,2,2,0,15,16,1.5,7.5
Raymond Cutts,97777,ED,TROY,12,6,0,318,0,,,5.4,,,0,0,,60.1,0,,,0,0,0.0,0,2,33.3,37,0,0,0,0,0,0,0.0,,0,0,,,3.0,,,0,0,,60.4,0,,66.7,2,0,0.0,0,4,66.7,135,1,1,0,0,0,0,0.0,
Jamal Morris,97881,LB,HOUSTON,12,236,0,182,0,2.8,80.0,74.0,8.8,7.0,0,0,0.0,44.5,0,28,0.0,0,0,147.9,4,37,15.7,50,0,1,5,1,50,35,1.4,12.5,0,2,3.9,87.5,86.8,9.0,7.9,0,0,0.0,62.6,0,17,0.0,0,0,97.7,14,138,58.5,159,6,11,16,0,119,62,0.9,8.5
Prince Wallace-Bemah,97882,LB,CHARLOTTE,8,140,0,136,0,17.5,100.0,85.4,16.5,16.5,0,0,0.0,51.4,0,33,50.0,1,0,158.3,2,35,25.0,41,1,1,2,1,36,10,1.1,18.0,0,1,6.1,70.0,93.7,12.3,8.6,0,0,0.0,55.3,0,41,20.0,2,0,132.5,7,89,63.6,95,3,7,10,2,78,44,0.9,11.1
Gavin Potter,97883,LB,TULSA,12,260,0,320,1,-1.8,50.0,60.7,26.0,13.0,0,0,0.0,64.5,0,13,25.0,1,0,60.4,2,54,20.8,89,1,2,4,0,16,10,0.3,8.0,0,0,2.0,86.7,84.9,12.1,10.5,0,0,0.0,29.5,0,78,38.9,7,0,136.7,13,163,62.7,192,6,11,15,1,172,156,1.1,13.2
Jalen Jackson,97887,CB,MIDDLE TN,4,61,0,224,0,6.3,100.0,100.0,4.0,4.0,0,0,0.0,51.0,0,37,0.0,0,0,118.8,4,17,27.9,17,0,3,4,0,77,52,4.8,19.3,0,1,8.4,60.0,100.0,11.0,6.6,1,0,0.0,63.8,0,16,20.0,1,0,83.8,3,33,54.1,33,1,3,5,0,38,35,1.2,12.7
