player,player_id,position,team_name,player_game_count,coverage_snaps,coverage_snaps_per_reception,coverage_snaps_per_target,franchise_id,interceptions,qb_rating_against,receptions,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap
Chrishawn Gordon,146032,S,MONTANA,13,166,12.8,6.1,232,0,110.9,13,27,3,205,98,1.23
Kevin Davis Jr.,139503,S,PRVIEW A&M,12,64,12.8,6.4,270,0,90.0,5,10,1,31,7,0.48
Yam Banks,121407,S,OLE MISS,9,102,12.8,6.4,226,0,83.9,8,16,1,74,69,0.73
Bo Mascoe,170313,CB,RUTGERS,13,141,12.8,5.4,278,1,53.8,11,26,1,123,52,0.87
Red Morgan,184542,CB,ALABAMA,10,89,12.7,5.9,103,0,67.4,7,15,0,95,49,1.07
Stanquan Clark,174698,LB,LOUISVILLE,13,38,12.7,7.6,210,0,75.4,3,5,0,28,11,0.74
Caleb Moorhead,148669,LB,BROWN,10,140,12.7,8.8,123,0,75.3,11,16,0,61,51,0.44
Tracy Revels,173374,S,BOWL GREEN,11,89,12.7,5.2,122,0,48.9,7,17,0,50,42,0.56
Dwayne McDougle,164427,S,IDAHO,12,89,12.7,5.9,185,0,85.4,7,15,1,80,34,0.9
Jerrin Thompson,123128,S,AUBURN,12,76,12.7,7.6,115,0,87.1,6,10,0,84,41,1.11
Greedy Vance Jr.,122729,CB,USC,11,178,12.7,7.4,326,0,74.7,14,24,0,138,127,0.78
Jehlen Cannady,124018,S,TULSA,8,76,12.7,9.5,320,0,143.2,6,8,1,75,57,0.99
Tyler Jones,124208,S,TENN STATE,12,63,12.6,9.0,308,1,66.7,5,7,0,75,56,1.19
Paul Omodia,177127,CB,ILL STATE,12,252,12.6,8.1,188,2,68.3,20,31,0,293,146,1.16
Lamont Shamburger,176858,S,UC DAVIS,12,126,12.6,6.0,322,0,114.4,10,21,2,206,96,1.63
Terry Jones,97675,CB,INDIANA,10,151,12.6,7.9,190,0,79.7,12,19,0,114,66,0.75
James Camden,53418,LB,MURRAY ST,6,25,12.5,12.5,236,0,118.8,2,2,0,31,13,1.24
Zach Marcheselli,99378,LB,TULSA,9,25,12.5,6.3,320,0,77.1,2,4,0,32,16,1.28
Ronan Hanafin,170009,CB,CLEMSON,6,25,12.5,6.3,140,0,64.6,2,4,0,20,8,0.8
Isaiah Crowell,157407,S,NC STATE,4,25,12.5,8.3,248,0,106.3,2,3,0,35,8,1.4
Ahmani Williams,141543,LB,E WASHGTON,10,25,12.5,8.3,161,0,81.3,2,3,0,17,16,0.68
Vai Kaho,128304,LB,MONTANA,10,25,12.5,6.3,232,0,67.7,2,4,0,23,25,0.92
Jaden DaCosta,170741,S,PORTLAND,9,75,12.5,6.8,269,0,117.8,6,11,2,81,64,1.08
William Davis,154624,CB,VIRUNI,1,25,12.5,8.3,1165,0,103.5,2,3,0,33,0,1.32
Eric Adams,177086,S,NC CENT,7,25,12.5,6.3,247,1,17.7,2,4,0,13,8,0.52
Alex Ward,162285,S,PRESBYTERN,7,25,12.5,5.0,271,0,53.8,2,5,0,22,0,0.88
Flip Dixon,129646,S,RUTGERS,10,25,12.5,5.0,278,0,56.3,2,5,0,25,4,1.0
Kerion Martin,121739,S,YNGTOWN ST,11,138,12.5,6.6,353,0,121.1,11,21,2,220,67,1.59
Abraham Temoney III,174209,S,COAST CAR,9,25,12.5,6.3,141,0,95.8,2,4,1,7,3,0.28
Kaleb Harris,184402,S,AUBURN,12,62,12.4,6.2,115,0,58.8,5,10,0,36,13,0.58
Aaron Brebnor,148736,S,COLUMBIA,10,62,12.4,7.8,145,0,66.7,5,8,0,20,17,0.32
Kentrell Webb,158427,S,HOUSTON,12,62,12.4,7.8,182,0,73.4,5,8,0,37,29,0.6
Keane Lewis,163997,S,ALABAMA ST,12,62,12.4,4.1,105,2,46.1,5,15,1,121,66,1.95
Dillon Williams,164234,S,CENT ARK,12,74,12.3,5.7,132,1,71.0,6,13,1,115,70,1.55
Reggie Ellis,100916,CB,MCNEESE,7,74,12.3,4.9,217,0,85.4,6,15,1,100,32,1.35
Cisco Caston,144523,S,GRAMBLING,9,37,12.3,9.3,177,0,82.3,3,4,0,17,14,0.46
Kaleb Broadbent,164712,S,NORFOLK,12,74,12.3,8.2,244,0,74.3,6,9,0,36,25,0.49
Shamar Hawkins,72496,S,JACKSON ST,14,158,12.2,6.3,194,1,56.4,13,25,1,86,46,0.54
Jordan Scruggs,184348,CB,S ALABAMA,12,293,12.2,7.7,288,1,80.0,24,38,1,251,161,0.86
Jamal Potts,123645,S,FIU,12,269,12.2,6.7,166,1,71.9,22,40,1,250,168,0.93
Jaylen Smith,145330,LB,N TEXAS,13,145,12.1,10.4,251,0,86.9,12,14,0,68,54,0.47
Boogie Trotter,165156,CB,TENN STATE,13,364,12.1,6.1,308,3,66.9,30,60,3,393,195,1.08
Cam Stodghill,176917,LB,ALBANY,12,121,12.1,8.1,106,0,91.8,10,15,0,123,90,1.02
Cam Sidney,158329,S,CAL,10,133,12.1,5.3,130,1,61.8,11,25,1,158,74,1.19
Kendren Smith,106009,CB,VIRGINIA,8,169,12.1,7.3,335,0,94.5,14,23,0,230,120,1.36
Jayden Williams,70895,CB,TEXAS STHN,8,85,12.1,9.4,313,0,88.4,7,9,0,47,33,0.55
Wade Woodaz,156237,LB,CLEMSON,10,85,12.1,9.4,140,0,99.1,7,9,0,70,54,0.82
Jordan Clark,97324,CB,NOTRE DAME,15,328,12.1,7.5,258,0,85.7,27,44,1,263,112,0.8
Jordan Milton,181195,S,ALAB A&M,6,12,12.0,6.0,104,0,56.3,1,2,0,0,0,0.0
Daimon Jacobs,177300,S,SACR HEART,11,36,12.0,6.0,280,0,62.5,3,6,0,27,17,0.75
Omar Thornton,190201,S,BOSTON COL,6,36,12.0,7.2,121,0,72.1,3,5,0,24,16,0.67
Stephen Hall,174161,CB,WASH STATE,7,12,12.0,6.0,341,0,56.3,1,2,0,6,1,0.5
Keith Elmore,177724,S,PRESBYTERN,5,12,12.0,12.0,271,0,79.2,1,1,0,-5,0,-0.42
Jamel Johnson,162115,CB,TEMPLE,6,12,12.0,6.0,306,0,64.6,1,2,0,10,6,0.83
Ethan Potter,142403,S,VILLANOVA,9,24,12.0,12.0,334,0,118.8,2,2,0,30,35,1.25
Brandon Wong,164437,ED,N ARIZONA,6,12,12.0,12.0,252,0,95.8,1,1,0,7,7,0.58
Jalon Williams,143843,CB,BOSTON COL,4,24,12.0,6.0,121,0,60.4,2,4,0,16,9,0.67
JR Strauss,160453,LB,VILLANOVA,2,12,12.0,6.0,334,0,56.3,1,2,0,1,2,0.08
George Wilson Jr.,143902,ED,CAMPBELL,11,36,12.0,12.0,131,0,102.8,3,3,0,26,7,0.72
Edric Weldon,160355,S,CAMPBELL,2,12,12.0,6.0,131,0,68.8,1,2,0,12,0,1.0
Marcus Ramon-Edwards,173644,S,TEXAS TECH,2,12,12.0,12.0,315,0,118.8,1,1,0,13,8,1.08
KK Reno,160125,LB,SE LA,11,48,12.0,8.0,294,0,77.1,4,6,0,28,13,0.58
Sam Kamara III,197121,CB,FPU,1,24,12.0,6.0,1527,0,56.3,2,4,0,12,6,0.5
Cole Joyce,144459,LB,UTAH ST,3,12,12.0,12.0,329,0,118.8,1,1,0,14,7,1.17
Elijah Binakonsky,186595,CB,MERCYHURST,3,24,12.0,8.0,977,0,72.9,2,3,0,11,6,0.46
Khristan Hernandez,174484,S,CENT CT ST,3,12,12.0,12.0,133,0,87.5,1,1,0,5,0,0.42
Dion Villiers,159666,S,TENN STATE,9,36,12.0,9.0,308,0,90.6,3,4,0,25,8,0.69
Carter Glassmyer,159502,LB,RICHMOND,11,84,12.0,9.3,276,0,116.2,7,9,0,107,85,1.27
Jordan Grier,144841,S,MEMPHIS,6,60,12.0,6.0,218,0,79.6,5,10,0,86,22,1.43
Carnell Davis,145138,CB,DUQUESNE,6,12,12.0,6.0,155,0,95.8,1,2,0,30,0,2.5
Cody Moon,128273,LB,S DIEGO ST,8,12,12.0,12.0,284,0,158.3,1,1,1,23,0,1.92
Ty Bryant,175140,S,KENTUCKY,10,24,12.0,6.0,202,0,113.5,2,4,1,29,0,1.21
Cecil Powell,99735,S,TROY,9,24,12.0,8.0,318,0,77.1,2,3,0,14,9,0.58
Jayson Coley,105950,S,MURRAY ST,11,84,12.0,9.3,236,0,118.5,7,9,0,112,69,1.33
Cam Robertson,165166,S,TENN MARTN,1,12,12.0,12.0,310,0,116.7,1,1,0,12,4,1.0
Tre Miller,175403,S,N CAROLINA,8,24,12.0,8.0,245,0,109.7,2,3,0,51,2,2.13
Willie Jones,145659,S,W ILLINOIS,3,12,12.0,6.0,345,0,56.3,1,2,0,1,5,0.08
Seth Verilus,105992,LB,ROB MORRIS,10,72,12.0,7.2,277,1,34.6,6,10,0,53,43,0.74
Avyonne Jones,127249,S,COAST CAR,5,12,12.0,12.0,141,0,116.7,1,1,0,12,1,1.0
Ammon Allen,146261,LB,N ARIZONA,7,12,12.0,12.0,252,0,91.7,1,1,0,6,3,0.5
Nikko Reed,146321,CB,OREGON,10,24,12.0,8.0,264,0,149.3,2,3,1,46,29,1.92
Karene Reid,146447,LB,UTAH,6,12,12.0,12.0,328,0,79.2,1,1,0,0,7,0.0
Michael Coats Jr.,175720,CB,NEVADA,5,12,12.0,6.0,239,0,72.9,1,2,0,14,12,1.17
Shemar James,157749,LB,FLORIDA,12,48,12.0,6.9,163,1,75.9,4,7,1,44,46,0.92
Tyjon Jones,138340,S,UAB,11,48,12.0,9.6,321,1,44.6,4,5,0,21,12,0.44
Tre'Vez Johnson,124383,S,MISSOURI,12,48,12.0,6.0,229,0,56.8,4,8,0,25,11,0.52
Ja'Kobe North,185161,CB,CHARLES SO,12,36,12.0,3.3,135,1,1.7,3,11,0,31,18,0.86
D'Eryk Jackson,124067,LB,KENTUCKY,6,12,12.0,12.0,202,0,116.7,1,1,0,12,13,1.0
Braylon Wise,172038,CB,GEORGETOWN,3,12,12.0,4.0,172,0,42.4,1,3,0,5,0,0.42
Zeraun Daniel,172021,S,GEORGETOWN,10,60,12.0,6.7,172,1,68.1,5,9,1,48,12,0.8
Mike Swain,147888,S,TOWSON,5,12,12.0,6.0,317,0,81.3,1,2,0,18,11,1.5
Darrell Starling Jr.,123723,S,TROY,4,24,12.0,12.0,318,0,118.8,2,2,0,33,5,1.38
Andrew Vines,171683,S,ST FRANCIS,5,12,12.0,12.0,299,0,116.7,1,1,0,12,5,1.0
Jalen Bell,192391,S,LIUSHAR,4,12,12.0,12.0,1298,0,79.2,1,1,0,3,0,0.25
Chris Presto,171508,LB,S ILLINOIS,11,96,12.0,9.6,295,0,91.7,8,10,0,60,41,0.63
Jake Birmingham,149745,LB,VALPO,7,12,12.0,12.0,332,0,79.2,1,1,0,2,0,0.17
Cameron Franklin,153996,S,PRVIEW A&M,8,24,12.0,4.0,270,1,5.6,2,6,0,22,9,0.92
Calvin Henderson,153276,S,GRAMBLING,10,36,12.0,9.0,177,0,84.4,3,4,0,19,11,0.53
Malcolm Liufau,152381,LB,W OREGON,2,12,12.0,12.0,411,0,118.8,1,1,0,20,5,1.67
Ara Rauls III,150144,S,NWSTATE,5,24,12.0,8.0,257,0,140.3,2,3,1,31,0,1.29
Jelani Vassell,150485,S,NC CENT,8,36,12.0,12.0,247,0,94.4,3,3,0,20,6,0.56
Derek Ganter Jr.,170679,S,E WASHGTON,11,24,12.0,6.0,161,0,76.0,2,4,0,31,2,1.29
Mitch Leigber,146375,S,STANFORD,11,83,11.9,6.9,300,0,123.6,7,12,1,130,55,1.57
Shug Walker,138060,LB,S ILLINOIS,9,47,11.8,5.2,295,1,21.3,4,9,0,47,36,1.0
Shaun Dolac,130406,LB,BUFFALO,13,106,11.8,7.6,126,2,33.6,9,14,0,59,58,0.56
Quantraill Morris-Walker,71187,CB,RICHMOND,12,272,11.8,9.1,276,2,75.8,23,30,1,191,144,0.7
Mike Courtney,143052,S,FORDHAM,12,213,11.8,7.6,168,0,78.7,18,28,0,155,104,0.73
Alex Washington,142431,LB,WM & MARY,12,47,11.8,7.8,348,0,97.2,4,6,0,57,38,1.21
CJ Barnes,148568,S,DUQUESNE,8,47,11.8,5.9,155,1,56.3,4,8,2,24,2,0.51
Jacob Stevenson,171842,S,TENN MARTN,13,59,11.8,7.4,310,0,85.4,5,8,0,60,50,1.02
Chris Shearin,98891,S,JAMES MAD,12,47,11.8,7.8,197,0,78.5,4,6,0,30,4,0.64
Elijah Deravil,162618,S,TEMPLE,12,117,11.7,10.6,306,0,95.8,10,11,0,77,53,0.66
Marsel McDuffie,146212,LB,UNLV,7,35,11.7,5.0,325,0,50.3,3,7,0,16,5,0.46
Brock Butler,165032,S,STHLSK,9,70,11.7,7.8,1470,0,74.8,6,9,0,37,31,0.53
Dean Clark,97495,S,FRESNO ST,11,70,11.7,5.4,169,0,68.8,6,13,0,88,31,1.26
Alex Smith Jr.,149287,S,BUCKNELL,11,35,11.7,11.7,125,0,138.2,3,3,2,23,9,0.66
Elijah Mc-Cantos,158216,CB,APP STATE,7,35,11.7,8.8,108,0,156.3,3,4,1,88,99,2.51
Kevin Adams III,169970,S,TULANE,12,35,11.7,8.8,319,0,99.0,3,4,0,33,26,0.94
Rod Heard II,97237,S,NOTRE DAME,13,82,11.7,6.8,258,0,107.6,7,12,1,84,16,1.02
Zachary Farris,148853,S,DARTMOUTH,9,105,11.7,5.5,148,0,84.1,9,19,1,114,62,1.09
Jett Elad,97543,S,UNLV,12,58,11.6,7.3,325,1,80.2,5,8,1,50,4,0.86
Kole Jones,150454,S,NC CENT,10,208,11.6,6.7,247,1,58.3,18,31,0,158,123,0.76
Elliott Davison,133219,S,UTSA,11,46,11.5,4.2,331,0,45.6,4,11,0,35,18,0.76
Tim Williams,191506,S,N ARIZONA,9,46,11.5,5.8,252,0,63.0,4,8,0,37,30,0.8
Kamaree Wells,174281,S,NORFOLK,4,23,11.5,7.7,244,0,77.1,2,3,0,14,4,0.61
Johnathan Baldwin,146214,CB,UNLV,14,391,11.5,7.5,325,3,80.8,34,52,3,362,126,0.93
Beau Goodwin,191301,S,IOWA STATE,9,46,11.5,7.7,193,0,134.7,4,6,1,54,16,1.17
Amir Byrd,129872,S,MAINE,7,23,11.5,11.5,212,0,116.7,2,2,0,24,17,1.04
Marques Sigle,125305,S,KANSAS ST,13,299,11.5,6.5,199,2,78.0,26,46,3,278,139,0.93
Zach Wusstig,170760,S,PORTLAND,7,23,11.5,7.7,269,0,127.8,2,3,2,22,2,0.96
Simeon Coleman,183790,LB,CINCINNATI,8,23,11.5,11.5,138,0,118.8,2,2,0,35,23,1.52
Jardin Gilbert,146997,S,LSU,12,46,11.5,9.2,211,0,118.8,4,5,0,116,8,2.52
Danny Stutsman,144632,LB,OKLAHOMA,9,23,11.5,5.8,261,0,95.8,2,4,1,7,18,0.3
Naim Lassiter,193338,S,BETH COOK,7,23,11.5,5.8,119,1,77.1,2,4,1,32,11,1.39
Keaton Thomas,169147,LB,BAYLOR,12,46,11.5,7.7,118,0,91.7,4,6,0,49,29,1.07
Ahmaad Moses,158276,S,SMU,14,125,11.4,6.0,287,1,39.8,11,21,0,70,52,0.56
Jack Henderson,141888,S,MINNESOTA,12,103,11.4,7.4,225,0,68.2,9,14,0,37,43,0.36
Oscar McWood,145800,LB,MIAMI OH,14,103,11.4,8.6,221,0,99.0,9,12,0,99,48,0.96
Jeremiah Lewis,159288,S,CORNELL,10,80,11.4,10.0,147,0,118.8,7,8,0,154,32,1.93
Malik Rainey,144235,CB,E ILLINOIS,10,159,11.4,9.4,158,0,138.2,14,17,2,132,64,0.83
Desmond Purnell,144611,LB,KANSAS ST,13,57,11.4,8.1,199,0,80.1,5,7,0,31,36,0.54
Dalton Brooks,175932,S,TEXAS A&M,11,45,11.3,9.0,312,0,111.7,4,5,0,54,6,1.2
King Mack,170287,CB,ALABAMA,5,34,11.3,8.5,103,0,150.0,3,4,1,44,16,1.29
Da'Marcus Crosby II,170496,S,NEW MEX ST,11,34,11.3,5.7,242,0,95.8,3,6,0,105,33,3.09
Jaylen Jones,144085,S,VA TECH,12,136,11.3,4.9,337,2,20.5,12,28,0,68,49,0.5
Keonta Jenkins,123352,S,VA TECH,12,169,11.3,8.0,337,0,83.0,15,21,0,108,100,0.64
Adam Sturtz,149452,LB,BUTLER,9,34,11.3,8.5,127,0,77.1,3,4,0,11,9,0.32
Jeremiah Harris II,155541,LB,PRVIEW A&M,10,45,11.3,6.4,270,0,66.4,4,7,0,28,30,0.62
Tano Letuli,170988,LB,S DIEGO ST,9,34,11.3,11.3,284,0,108.3,3,3,0,30,2,0.88
Gumbo Gaskins,157183,CB,SAMFORD,7,45,11.3,5.0,282,0,101.4,4,9,2,49,11,1.09
Corban Hondru,145803,LB,MIAMI OH,13,67,11.2,6.7,221,0,74.6,6,10,0,54,28,0.81
Caden Dowler,164388,S,MONTANA ST,6,56,11.2,5.1,233,0,83.5,5,11,1,35,10,0.63
Cameron Best-Alston,171167,S,DARTMOUTH,7,56,11.2,8.0,148,0,83.0,5,7,0,36,17,0.64
Geoffreyy Mckelton,178501,S,ALCORN ST,11,56,11.2,8.0,107,1,74.1,5,7,0,99,57,1.77
Johnquai Lewis,122568,S,MCNEESE,8,56,11.2,5.6,217,1,18.3,5,10,0,34,3,0.61
Tevin Shipp,104582,LB,TENN MARTN,13,56,11.2,5.6,310,1,20.0,5,10,0,38,16,0.68
Toriano Pride Jr.,156245,CB,MISSOURI,13,67,11.2,6.1,229,0,77.5,6,11,0,79,42,1.18
Phillip O'Brien Jr.,144033,S,PITTSBURGH,13,101,11.2,5.6,268,0,113.9,9,18,2,143,65,1.42
Darrell Bryant Jr.,78693,S,N COLORADO,11,133,11.1,7.8,253,0,123.4,12,17,1,175,128,1.32
Moses Walker,156507,LB,RUTGERS,4,11,11.0,11.0,278,0,158.3,1,1,1,67,58,6.09
Kendre' Gant,147163,LB,HOUSTON,4,11,11.0,5.5,182,0,62.5,1,2,0,9,5,0.82
Andon Thomas,163225,LB,ARMY,5,11,11.0,5.5,114,0,62.5,1,2,0,9,11,0.82
Taz Marshall,122683,S,MS VLY ST,5,11,11.0,5.5,228,1,50.0,1,2,0,22,18,2.0
Aisea Moa,157430,LB,BYU,4,11,11.0,5.5,128,0,56.3,1,2,0,-2,0,-0.18
Jordan Toney,184066,CB,E MICHIGAN,5,11,11.0,11.0,160,0,118.8,1,1,0,36,12,3.27
Torey Richardson,76711,CB,TEMPLE,6,11,11.0,2.8,306,0,39.6,1,4,0,9,0,0.82
Kyngstonn Viliamu-Asa,184105,LB,NOTRE DAME,7,11,11.0,11.0,258,0,158.3,1,1,1,83,72,7.55
Trey Washington,146822,S,OLE MISS,13,110,11.0,7.3,226,0,102.1,10,15,1,80,47,0.73
Demarko Williams,146825,S,W KENTUCKY,11,55,11.0,3.9,346,0,44.3,5,14,0,37,13,0.67
Chris Pierce,166001,CB,INCAR WORD,4,11,11.0,11.0,189,0,118.8,1,1,0,23,2,2.09
Terrence Spence,143073,CB,JAMES MAD,4,11,11.0,3.7,197,0,42.4,1,3,0,6,0,0.55
Josh Darling,150898,LB,GRAMBLING,4,11,11.0,11.0,177,0,118.8,1,1,0,18,6,1.64
Tariq Hollinger,193406,CB,PRESBYTERN,9,55,11.0,7.9,271,0,81.3,5,7,0,33,18,0.6
Je'Mazin Roberts,149860,LB,CITADEL,8,11,11.0,11.0,139,0,118.8,1,1,0,13,4,1.18
Nick Flaskamp,149806,LB,STTHOM,4,11,11.0,11.0,1129,0,108.3,1,1,0,10,0,0.91
Amarion Fortenberry,184339,CB,S ALABAMA,2,11,11.0,2.8,288,0,42.7,1,4,0,15,2,1.36
Taiwan Berryhill Jr.,122547,LB,KANSAS,11,33,11.0,8.3,198,0,156.3,3,4,2,90,80,2.73
Nickolas Martin,144667,LB,OKLA STATE,5,11,11.0,5.5,262,0,64.6,1,2,0,10,6,0.91
Luke Hackett,177293,LB,SACR HEART,5,11,11.0,11.0,280,0,95.8,1,1,0,7,8,0.64
Cam Smith,144672,CB,OKLA STATE,6,11,11.0,3.7,262,1,18.1,1,3,0,20,0,1.82
Morice Blackwell Jr.,144733,LB,TEXAS,8,11,11.0,11.0,311,0,91.7,1,1,0,6,3,0.55
Ruperake Fuavai,100486,ED,HOUCHR,9,33,11.0,8.3,183,0,83.3,3,4,0,18,9,0.55
Connor Shay,128430,LB,WYOMING,7,11,11.0,11.0,351,0,108.3,1,1,0,10,11,0.91
Yavari Scott,197483,LB,WARNER,1,22,11.0,7.3,407,0,70.1,2,3,0,8,6,0.36
Jake Duke,196198,S,QUINCY,1,11,11.0,11.0,394,0,79.2,1,1,0,1,8,0.09
DuJuan Sharp III,177605,CB,TENN STATE,3,11,11.0,3.7,308,0,53.5,1,3,0,17,2,1.55
Tory Spears,78134,S,TEXAS ST,6,11,11.0,5.5,314,0,56.3,1,2,0,4,3,0.36
Ken Standley,105336,LB,MERCER,11,33,11.0,6.6,219,0,70.4,3,5,0,22,28,0.67
Marc Christian-Georges,165038,LB,MERRIMACK,5,11,11.0,5.5,385,0,56.3,1,2,0,5,2,0.45
Cam Sims,97479,CB,E TENN ST,3,11,11.0,3.7,157,0,45.1,1,3,0,11,-1,1.0
Stefon Thompson,123055,LB,NEBRASKA,7,11,11.0,11.0,238,0,112.5,1,1,0,11,11,1.0
Tyreem Powell,129900,LB,RUTGERS,7,22,11.0,7.3,278,0,91.0,2,3,0,24,8,1.09
Kensley Louidor-Faustin,184405,CB,AUBURN,6,22,11.0,11.0,115,0,118.8,2,2,0,39,5,1.77
De'Angelo Sapp,195914,S,ED WATERS,1,22,11.0,4.4,372,0,47.9,2,5,0,-1,3,-0.05
Matt Hudson,148909,ED,MEMPHIS,13,77,11.0,7.0,218,0,85.8,7,11,0,81,34,1.05
Jaden Kimble,190297,ED,KENNESAW,9,33,11.0,8.3,200,0,84.4,3,4,0,19,27,0.58
Justin Smith,155835,S,WAGNER,8,11,11.0,11.0,338,0,118.8,1,1,0,13,2,1.18
DJ Johnson Jr.,175193,LB,E CAROLINA,4,11,11.0,11.0,156,0,116.7,1,1,0,12,0,1.09
Lanell Carr,123411,ED,INDIANA,6,11,11.0,3.7,190,0,42.4,1,3,0,8,4,0.73
Mo Seide,165113,CB,STHLSK,7,22,11.0,11.0,1470,0,102.1,2,2,0,17,13,0.77
Jonathan Kimbrough-Campbell,160422,S,NC A&T,5,11,11.0,11.0,246,0,87.5,1,1,0,5,4,0.45
Malik Hartford,170252,S,OHIO STATE,3,11,11.0,11.0,260,0,79.2,1,1,0,3,1,0.27
Ike Rowell,145445,S,N ALABAMA,9,22,11.0,4.4,389,1,22.5,2,5,0,32,23,1.45
Brandon Guzman,128153,CB,CAMPBELL,9,22,11.0,5.5,131,0,105.2,2,4,1,21,21,0.95
CJ Brown,148718,LB,COLUMBIA,7,33,11.0,11.0,145,0,104.2,3,3,0,27,11,0.82
Daniel Wingate,170212,LB,MARYLAND,6,11,11.0,5.5,215,0,56.3,1,2,0,0,2,0.0
Zavier Mincey,184541,S,ALABAMA,3,11,11.0,5.5,103,0,58.3,1,2,0,7,1,0.64
DQ Watkins,171612,ED,LIUSHAR,9,22,11.0,11.0,1298,0,83.3,2,2,0,8,12,0.36
Denzel Patrick,148506,S,ALBANY,11,55,11.0,6.1,106,0,116.9,5,9,1,68,26,1.24
Ed Woods,131636,CB,MICH STATE,7,11,11.0,5.5,223,0,60.4,1,2,0,8,9,0.73
Tamal Johnson,192655,CB,WEBER ST,4,11,11.0,11.0,342,0,79.2,1,1,0,2,8,0.18
Cam Smith,145767,S,JACKSON ST,11,55,11.0,9.2,194,0,89.6,5,6,0,33,18,0.6
Kye Holmes,148357,S,JAMES MAD,5,11,11.0,11.0,197,0,79.2,1,1,0,1,1,0.09
Brevin Hamblin,173004,S,UTAHTC,12,55,11.0,6.1,1285,0,130.6,5,9,2,92,62,1.67
Najee Rushing,182766,S,LINCOK,2,11,11.0,5.5,1452,0,127.1,1,2,1,21,10,1.91
Jaylen Wester,156530,LB,COLORADO,2,11,11.0,3.7,143,0,42.4,1,3,0,3,2,0.27
Kade Boyd,178143,CB,MONTANA,3,11,11.0,11.0,232,0,158.3,1,1,1,53,25,4.82
Taylen Blaylock,139537,CB,LNDNWD,7,66,11.0,6.0,949,0,60.0,6,11,0,17,24,0.26
Dillon Schobourgh,192176,LB,MOREHEAD,11,22,11.0,7.3,234,0,84.0,2,3,0,19,15,0.86
Phoenix Jackson,146040,LB,FRESNO ST,8,22,11.0,7.3,169,0,70.1,2,3,0,7,2,0.32
Josiah Robinson,156669,LB,GA STATE,7,11,11.0,11.0,175,0,79.2,1,1,0,2,5,0.18
Jordan Knapke,147745,S,LNDNWD,8,11,11.0,3.7,949,0,53.5,1,3,0,17,7,1.55
Andrew Osmun,172008,S,FORDHAM,4,11,11.0,11.0,168,0,118.8,1,1,0,35,13,3.18
Ahmad Walker,147555,LB,SMU,12,44,11.0,11.0,287,0,79.2,4,4,0,5,13,0.11
Vito Tisdale Jr.,124079,CB,E KENTUCKY,7,22,11.0,5.5,159,0,106.3,2,4,1,22,25,1.0
Brandon Perkins,142332,LB,NEW HAMP,6,11,11.0,11.0,240,0,118.8,1,1,0,18,11,1.64
Josiah Allen,157885,CB,UTEP,10,44,11.0,4.4,330,0,48.3,4,10,0,31,20,0.7
Kenneth Kelly,176879,S,CAMPBELL,1,11,11.0,11.0,131,0,118.8,1,1,0,13,0,1.18
Caleb Downs,172375,S,OHIO STATE,16,98,10.9,8.2,260,0,80.2,9,12,0,45,70,0.46
Dathan Peterson,196890,CB,SCAR STATE,8,152,10.9,8.0,290,0,113.7,14,19,1,149,78,0.98
Carter Stoutmire,171907,S,COLORADO,12,120,10.9,5.2,143,0,56.3,11,23,0,79,32,0.66
Sammy Omosigho,173714,S,OKLAHOMA,12,76,10.9,8.4,261,0,98.1,7,9,0,68,67,0.89
Murvin Kenion III,164351,S,SACRAMENTO,12,76,10.9,4.8,279,0,64.1,7,16,0,98,36,1.29
Oscar Benson,125282,CB,N DAK ST,14,174,10.9,8.3,250,0,92.2,16,21,0,134,95,0.77
Ryan Ruane,149422,CB,HOLY CROSS,10,109,10.9,7.8,181,1,52.1,10,14,0,68,40,0.62
Dylan Simmons,147645,CB,MO STATE,10,163,10.9,8.2,230,1,90.6,15,20,1,145,118,0.89
Javius Williams,141975,S,TEXAS STHN,11,206,10.8,7.9,313,0,134.0,19,26,3,203,121,0.99
Joel Williams,124083,S,GRAMBLING,11,141,10.8,6.7,177,1,80.5,13,21,1,155,90,1.1
Santana Banner,171300,S,N ILLINOIS,12,43,10.8,6.1,254,0,96.7,4,7,0,79,33,1.84
Ryan Nolan,184356,S,TEXAS ST,12,65,10.8,6.5,314,0,75.4,6,10,0,56,9,0.86
Carter Davis,174003,S,BOSTON COL,9,32,10.7,8.0,121,0,85.4,3,4,0,20,3,0.63
Zach Lutmer,170162,S,IOWA,9,64,10.7,4.9,192,1,30.0,6,13,0,67,26,1.05
A.J. Watts,100297,S,MEMPHIS,13,214,10.7,8.2,218,0,96.3,20,26,0,188,74,0.88
Daylan Long,145825,S,NORFOLK,11,139,10.7,7.7,244,1,71.1,13,18,0,138,88,0.99
Kevon Merrell,184625,S,E CAROLINA,9,32,10.7,4.6,156,0,50.3,3,7,0,10,6,0.31
D'Mon Brinson,158609,S,UCONN,13,289,10.7,5.9,146,1,97.9,27,49,5,287,190,0.99
Abe Camara,144678,S,TCU,13,160,10.7,7.6,305,0,98.7,15,21,1,107,87,0.67
Elias Escobar,169523,S,SM HOUSTON,11,32,10.7,5.3,281,0,65.3,3,6,0,31,12,0.97
Daniel Cobbs,173095,S,KANSAS ST,8,32,10.7,6.4,199,1,74.6,3,5,1,27,12,0.84
