player_name,school,position,season,years_played,years_played_seasons,years_played_source,qb_qbr,qb_epa_per_play,qb_success_rate,qb_pressure_to_sack_rate,qb_under_pressure_epa,qb_under_pressure_success_rate,yprr,target_share,targets_per_route_run,explosive_run_rate,missed_tackles_forced_per_touch,pressure_rate,pressures_per_pass_rush_snap,sacks_per_pass_rush_snap,coverage_plays_per_target,yards_allowed_per_coverage_snap,opp_def_ppa_allowed_avg,opp_def_success_rate_allowed_avg,opp_def_toughness_index,opp_def_adjustment_multiplier,opp_def_context_source,cfb_prod_quality_label,cfb_prod_reliability,cfb_prod_real_features,cfb_prod_proxy_features,cfb_prod_provenance,source
Fernando Mendoza,Indiana,QB,2025,1,2025,cfbd_player_ppa|cfbd_player_season_stats,92.0,0.459,0.7203,0.107,0.832,0.43,,,,,,,,,,,0.1314,0.4224,0.4904,0.9981,cfbd_team_advanced_stats+advanced_game_stats,proxy,0.6,0,6,cfbd_stats+cfbd_ppa_proxy,CFBD_2025_proxy_extract
Garrett Nussmeier,LSU,QB,2025,1,2025,cfbd_player_ppa|cfbd_player_season_stats,54.23,0.2,0.6736,0.1335,0.331,0.43,,,,,,,,,,,0.1098,0.3855,0.8437,1.0687,cfbd_team_advanced_stats+advanced_game_stats,proxy,0.6,0,6,cfbd_stats+cfbd_ppa_proxy,CFBD_2025_proxy_extract
Grayson James,Boston College,QB,2025,1,2025,cfbd_player_ppa|cfbd_player_season_stats,61.15,0.329,0.5762,0.1314,0.452,0.43,,,,,,,,,,,0.1352,0.4086,0.5985,1.0197,cfbd_team_advanced_stats+advanced_game_stats,proxy,0.6,0,6,cfbd_stats+cfbd_ppa_proxy,CFBD_2025_proxy_extract
Gunner Stockton,Georgia,QB,2025,1,2025,cfbd_player_ppa|cfbd_player_season_stats,70.05,0.298,0.6969,0.1438,0.363,0.43,,,,,,,,,,,0.1403,0.4163,0.4954,0.9991,cfbd_team_advanced_stats+advanced_game_stats,proxy,0.6,0,6,cfbd_stats+cfbd_ppa_proxy,CFBD_2025_proxy_extract
Jaden Rashada,Sacramento State,QB,2025,1,2025,cfbd_player_ppa|cfbd_player_season_stats,,,,,,,,,,,,,,,,,0.1871,0.4259,0.179,0.9358,cfbd_team_advanced_stats+advanced_game_stats,missing,0.0,0,0,cfbd_stats+cfbd_ppa_proxy,CFBD_2025_proxy_extract
Jake Retzlaff,Tulane,QB,2025,1,2025,cfbd_player_ppa|cfbd_player_season_stats,61.46,0.304,0.6189,0.1231,0.524,0.43,,,,,,,,,,,0.1766,0.4289,0.1974,0.9395,cfbd_team_advanced_stats+advanced_game_stats,proxy,0.6,0,6,cfbd_stats+cfbd_ppa_proxy,CFBD_2025_proxy_extract
Jalon Daniels,Kansas,QB,2025,1,2025,cfbd_player_ppa|cfbd_player_season_stats,71.9,0.376,0.6207,0.1477,0.373,0.43,,,,,,,,,,,0.1011,0.3904,0.8524,1.0705,cfbd_team_advanced_stats+advanced_game_stats,proxy,0.6,0,6,cfbd_stats+cfbd_ppa_proxy,CFBD_2025_proxy_extract
Joe Fagnano,UConn,QB,2025,1,2025,cfbd_player_ppa|cfbd_player_season_stats,81.16,0.464,0.6893,0.1263,0.65,0.43,,,,,,,,,,,0.2328,0.4375,0.0721,0.9144,cfbd_team_advanced_stats+advanced_game_stats,proxy,0.6,0,6,cfbd_stats+cfbd_ppa_proxy,CFBD_2025_proxy_extract
John Mateer,Oklahoma,QB,2025,1,2025,cfbd_player_ppa|cfbd_player_season_stats,53.26,0.209,0.6222,0.1292,0.353,0.43,,,,,,,,,,,0.1131,0.4034,0.7443,1.0489,cfbd_team_advanced_stats+advanced_game_stats,proxy,0.6,0,6,cfbd_stats+cfbd_ppa_proxy,CFBD_2025_proxy_extract
Josh Hoover,TCU,QB,2025,1,2025,cfbd_player_ppa|cfbd_player_season_stats,79.73,0.44,0.6586,0.1195,0.603,0.43,,,,,,,,,,,0.1249,0.409,0.6382,1.0276,cfbd_team_advanced_stats+advanced_game_stats,proxy,0.6,0,6,cfbd_stats+cfbd_ppa_proxy,CFBD_2025_proxy_extract
Kyron Drones,Virginia Tech,QB,2025,1,2025,cfbd_player_ppa|cfbd_player_season_stats,47.15,0.131,0.5651,0.1324,0.319,0.43,,,,,,,,,,,0.1072,0.3932,0.8277,1.0655,cfbd_team_advanced_stats+advanced_game_stats,proxy,0.6,0,6,cfbd_stats+cfbd_ppa_proxy,CFBD_2025_proxy_extract
Lanorris Sellers,South Carolina,QB,2025,1,2025,cfbd_player_ppa|cfbd_player_season_stats,61.0,0.157,0.6075,0.1465,0.216,0.4232,,,,,,,,,,,0.1199,0.387,0.7917,1.0583,cfbd_team_advanced_stats+advanced_game_stats,proxy,0.6,0,6,cfbd_stats+cfbd_ppa_proxy,CFBD_2025_proxy_extract
Luke Altmyer,Illinois,QB,2025,1,2025,cfbd_player_ppa|cfbd_player_season_stats,74.63,0.387,0.674,0.1257,0.571,0.43,,,,,,,,,,,0.1379,0.4202,0.474,0.9948,cfbd_team_advanced_stats+advanced_game_stats,proxy,0.6,0,6,cfbd_stats+cfbd_ppa_proxy,CFBD_2025_proxy_extract
Mark Gronowski,Iowa,QB,2025,1,2025,cfbd_player_ppa|cfbd_player_season_stats,50.55,0.218,0.6336,0.1434,0.345,0.43,,,,,,,,,,,0.1552,0.4242,0.3258,0.9652,cfbd_team_advanced_stats+advanced_game_stats,proxy,0.6,0,6,cfbd_stats+cfbd_ppa_proxy,CFBD_2025_proxy_extract
Maverick Mcivor,Western Kentucky,QB,2025,1,2025,cfbd_player_ppa|cfbd_player_season_stats,61.91,0.255,0.6703,0.1422,0.325,0.43,,,,,,,,,,,0.14,0.4118,0.5469,1.0094,cfbd_team_advanced_stats+advanced_game_stats,proxy,0.6,0,6,cfbd_stats+cfbd_ppa_proxy,CFBD_2025_proxy_extract
Miller Moss,Louisville,QB,2025,1,2025,cfbd_player_ppa|cfbd_player_season_stats,53.62,0.126,0.6421,0.1495,0.162,0.4124,,,,,,,,,,,0.1162,0.39,0.7919,1.0584,cfbd_team_advanced_stats+advanced_game_stats,proxy,0.6,0,6,cfbd_stats+cfbd_ppa_proxy,CFBD_2025_proxy_extract
Sawyer Robertson,Baylor,QB,2025,1,2025,cfbd_player_ppa|cfbd_player_season_stats,62.46,0.252,0.6044,0.1198,0.483,0.43,,,,,,,,,,,0.1148,0.4047,0.7249,1.045,cfbd_team_advanced_stats+advanced_game_stats,proxy,0.6,0,6,cfbd_stats+cfbd_ppa_proxy,CFBD_2025_proxy_extract
Taylen Green,Arkansas,QB,2025,1,2025,cfbd_player_ppa|cfbd_player_season_stats,69.71,0.332,0.6074,0.1261,0.587,0.43,,,,,,,,,,,0.1119,0.3921,0.8124,1.0625,cfbd_team_advanced_stats+advanced_game_stats,proxy,0.6,0,6,cfbd_stats+cfbd_ppa_proxy,CFBD_2025_proxy_extract
Trinidad Chambliss,Ole Miss,QB,2025,1,2025,cfbd_player_ppa|cfbd_player_season_stats,73.72,0.374,0.6607,0.1205,0.586,0.43,,,,,,,,,,,0.141,0.4165,0.4843,0.9969,cfbd_team_advanced_stats+advanced_game_stats,proxy,0.6,0,6,cfbd_stats+cfbd_ppa_proxy,CFBD_2025_proxy_extract
Ty Simpson,Alabama,QB,2025,1,2025,cfbd_player_ppa|cfbd_player_season_stats,66.84,0.33,0.6448,0.1343,0.441,0.43,,,,,,,,,,,0.1052,0.3943,0.8247,1.0649,cfbd_team_advanced_stats+advanced_game_stats,proxy,0.6,0,6,cfbd_stats+cfbd_ppa_proxy,CFBD_2025_proxy_extract
Walker Eget,San José State,QB,2025,1,2025,cfbd_player_ppa|cfbd_player_season_stats,60.2,0.329,0.5903,0.1365,0.415,0.43,,,,,,,,,,,0.1415,0.409,0.5498,1.01,cfbd_team_advanced_stats+advanced_game_stats,proxy,0.6,0,6,cfbd_stats+cfbd_ppa_proxy,CFBD_2025_proxy_extract
Adam Randall,Clemson,RB,2025,1,2025,cfbd_player_ppa|cfbd_player_season_stats,,,,,,,,,,0.1107,,,,,,,0.1439,0.412,0.5046,1.0009,cfbd_team_advanced_stats+advanced_game_stats,proxy,0.41,0,1,cfbd_stats+cfbd_ppa_proxy,CFBD_2025_proxy_extract
Al-Jay Henderson,Buffalo,RB,2025,1,2025,cfbd_player_ppa|cfbd_player_season_stats,,,,,,,,,,0.0601,,,,,,,0.1634,0.425,0.2838,0.9568,cfbd_team_advanced_stats+advanced_game_stats,proxy,0.41,0,1,cfbd_stats+cfbd_ppa_proxy,CFBD_2025_proxy_extract
Barika Kpeenu,North Dakota State,RB,2025,1,2025,cfbd_player_ppa|cfbd_player_season_stats,,,,,,,,,,0.1339,,,,,,,,,,,,proxy,0.41,0,1,cfbd_stats+cfbd_ppa_proxy,CFBD_2025_proxy_extract
Cj Donaldson,Ohio State,RB,2025,1,2025,cfbd_player_ppa|cfbd_player_season_stats,,,,,,,,,,0.0966,,,,,,,0.1578,0.4282,0.295,0.959,cfbd_team_advanced_stats+advanced_game_stats,proxy,0.41,0,1,cfbd_stats+cfbd_ppa_proxy,CFBD_2025_proxy_extract
Dean Connors,Houston,RB,2025,1,2025,cfbd_player_ppa|cfbd_player_season_stats,,,,,,,,,,0.0882,,,,,,,0.1425,0.4029,0.6133,1.0227,cfbd_team_advanced_stats+advanced_game_stats,proxy,0.41,0,1,cfbd_stats+cfbd_ppa_proxy,CFBD_2025_proxy_extract
Demond Claiborne,Wake Forest,RB,2025,1,2025,cfbd_player_ppa|cfbd_player_season_stats,,,,,,,,,,0.1132,,,,,,,0.1658,0.4117,0.4,0.98,cfbd_team_advanced_stats+advanced_game_stats,proxy,0.41,0,1,cfbd_stats+cfbd_ppa_proxy,CFBD_2025_proxy_extract
Desmond Reid,Pittsburgh,RB,2025,1,2025,cfbd_player_ppa|cfbd_player_season_stats,,,,,,,,,,0.0817,,,,,,,0.1427,0.4031,0.609,1.0218,cfbd_team_advanced_stats+advanced_game_stats,proxy,0.41,0,1,cfbd_stats+cfbd_ppa_proxy,CFBD_2025_proxy_extract
Devin Mockobee,Purdue,RB,2025,1,2025,cfbd_player_ppa|cfbd_player_season_stats,,,,,,,,,,0.0987,,,,,,,0.1249,0.4154,0.5729,1.0146,cfbd_team_advanced_stats+advanced_game_stats,proxy,0.41,0,1,cfbd_stats+cfbd_ppa_proxy,CFBD_2025_proxy_extract
Eli Heidenreich,Navy,RB,2025,1,2025,cfbd_player_ppa|cfbd_player_season_stats,,,,,,,,,,0.1932,,,,,,,0.2007,0.4298,0.1378,0.9276,cfbd_team_advanced_stats+advanced_game_stats,proxy,0.41,0,1,cfbd_stats+cfbd_ppa_proxy,CFBD_2025_proxy_extract
Emmett Johnson,Nebraska,RB,2025,1,2025,cfbd_player_ppa|cfbd_player_season_stats,,,,,,,,,,0.1539,,,,,,,0.1523,0.4334,0.291,0.9582,cfbd_team_advanced_stats+advanced_game_stats,proxy,0.41,0,1,cfbd_stats+cfbd_ppa_proxy,CFBD_2025_proxy_extract
Jadarian Price,Notre Dame,RB,2025,1,2025,cfbd_player_ppa|cfbd_player_season_stats,,,,,,,,,,0.1536,,,,,,,0.1721,0.408,0.3945,0.9789,cfbd_team_advanced_stats+advanced_game_stats,proxy,0.41,0,1,cfbd_stats+cfbd_ppa_proxy,CFBD_2025_proxy_extract
Jamal Haynes,Georgia Tech,RB,2025,1,2025,cfbd_player_ppa|cfbd_player_season_stats,,,,,,,,,,0.055,,,,,,,0.1753,0.4093,0.3653,0.9731,cfbd_team_advanced_stats+advanced_game_stats,proxy,0.41,0,1,cfbd_stats+cfbd_ppa_proxy,CFBD_2025_proxy_extract
Jeremiyah Love,Notre Dame,RB,2025,1,2025,cfbd_player_ppa|cfbd_player_season_stats,,,,,,,,,,0.1822,,,,,,,0.1721,0.408,0.3945,0.9789,cfbd_team_advanced_stats+advanced_game_stats,proxy,0.41,0,1,cfbd_stats+cfbd_ppa_proxy,CFBD_2025_proxy_extract
Jmari Taylor,Virginia,RB,2025,1,2025,cfbd_player_ppa|cfbd_player_season_stats,,,,,,,,,,0.1087,,,,,,,0.1614,0.4133,0.3996,0.9799,cfbd_team_advanced_stats+advanced_game_stats,proxy,0.41,0,1,cfbd_stats+cfbd_ppa_proxy,CFBD_2025_proxy_extract
Jonah Coleman,Washington,RB,2025,1,2025,cfbd_player_ppa|cfbd_player_season_stats,,,,,,,,,,0.1314,,,,,,,0.1623,0.4351,0.2352,0.947,cfbd_team_advanced_stats+advanced_game_stats,proxy,0.41,0,1,cfbd_stats+cfbd_ppa_proxy,CFBD_2025_proxy_extract
Kaelon Black,Indiana,RB,2025,1,2025,cfbd_player_ppa|cfbd_player_season_stats,,,,,,,,,,0.1345,,,,,,,0.1314,0.4224,0.4904,0.9981,cfbd_team_advanced_stats+advanced_game_stats,proxy,0.41,0,1,cfbd_stats+cfbd_ppa_proxy,CFBD_2025_proxy_extract
Kaytron Allen,Penn State,RB,2025,1,2025,cfbd_player_ppa|cfbd_player_season_stats,,,,,,,,,,0.1706,,,,,,,0.142,0.4173,0.4668,0.9934,cfbd_team_advanced_stats+advanced_game_stats,proxy,0.41,0,1,cfbd_stats+cfbd_ppa_proxy,CFBD_2025_proxy_extract
Leveon Moss,Texas A&M,RB,2025,1,2025,cfbd_player_ppa|cfbd_player_season_stats,,,,,,,,,,0.1326,,,,,,,0.1206,0.401,0.7225,1.0445,cfbd_team_advanced_stats+advanced_game_stats,proxy,0.41,0,1,cfbd_stats+cfbd_ppa_proxy,CFBD_2025_proxy_extract
Logan Diggs,Ole Miss,RB,2025,1,2025,cfbd_player_ppa|cfbd_player_season_stats,,,,,,,,,,0.1583,,,,,,,0.141,0.4165,0.4843,0.9969,cfbd_team_advanced_stats+advanced_game_stats,proxy,0.41,0,1,cfbd_stats+cfbd_ppa_proxy,CFBD_2025_proxy_extract
Makhi Hughes,Oregon,RB,2025,1,2025,cfbd_player_ppa|cfbd_player_season_stats,,,,,,,,,,0.0699,,,,,,,0.1503,0.4188,0.393,0.9786,cfbd_team_advanced_stats+advanced_game_stats,proxy,0.41,0,1,cfbd_stats+cfbd_ppa_proxy,CFBD_2025_proxy_extract
Nicholas Singleton,Penn State,RB,2025,1,2025,cfbd_player_ppa|cfbd_player_season_stats,,,,,,,,,,0.1045,,,,,,,0.142,0.4173,0.4668,0.9934,cfbd_team_advanced_stats+advanced_game_stats,proxy,0.41,0,1,cfbd_stats+cfbd_ppa_proxy,CFBD_2025_proxy_extract
Noah Whittington,Oregon,RB,2025,1,2025,cfbd_player_ppa|cfbd_player_season_stats,,,,,,,,,,0.1751,,,,,,,0.1503,0.4188,0.393,0.9786,cfbd_team_advanced_stats+advanced_game_stats,proxy,0.41,0,1,cfbd_stats+cfbd_ppa_proxy,CFBD_2025_proxy_extract
Rahsul Faison,South Carolina,RB,2025,1,2025,cfbd_player_ppa|cfbd_player_season_stats,,,,,,,,,,0.1104,,,,,,,0.1199,0.387,0.7917,1.0583,cfbd_team_advanced_stats+advanced_game_stats,proxy,0.41,0,1,cfbd_stats+cfbd_ppa_proxy,CFBD_2025_proxy_extract
Rodney Hammond Jr,Sacramento State,RB,2025,1,2025,cfbd_player_ppa|cfbd_player_season_stats,,,,,,,,,,0.1929,,,,,,,0.1871,0.4259,0.179,0.9358,cfbd_team_advanced_stats+advanced_game_stats,proxy,0.41,0,1,cfbd_stats+cfbd_ppa_proxy,CFBD_2025_proxy_extract
Roman Hemby,Indiana,RB,2025,1,2025,cfbd_player_ppa|cfbd_player_season_stats,,,,,,,,,,0.0999,,,,,,,0.1314,0.4224,0.4904,0.9981,cfbd_team_advanced_stats+advanced_game_stats,proxy,0.41,0,1,cfbd_stats+cfbd_ppa_proxy,CFBD_2025_proxy_extract
Seth Mcgowan,Kentucky,RB,2025,1,2025,cfbd_player_ppa|cfbd_player_season_stats,,,,,,,,,,0.1023,,,,,,,0.1074,0.399,0.79,1.058,cfbd_team_advanced_stats+advanced_game_stats,proxy,0.41,0,1,cfbd_stats+cfbd_ppa_proxy,CFBD_2025_proxy_extract
Terion Stewart,Virginia Tech,RB,2025,1,2025,cfbd_player_ppa|cfbd_player_season_stats,,,,,,,,,,0.1474,,,,,,,0.1072,0.3932,0.8277,1.0655,cfbd_team_advanced_stats+advanced_game_stats,proxy,0.41,0,1,cfbd_stats+cfbd_ppa_proxy,CFBD_2025_proxy_extract
Ahmaad Moses,SMU,S,2025,1,2025,cfbd_player_season_stats,,,,,,,,,,,,,,,0.2924,0.788,0.1481,0.4036,0.5607,1.0121,cfbd_team_advanced_stats+advanced_game_stats,proxy,0.47,0,2,cfbd_stats+cfbd_ppa_proxy,CFBD_2025_proxy_extract
Aj Haulcy,LSU,S,2025,1,2025,cfbd_player_season_stats,,,,,,,,,,,,,,,0.2884,0.808,0.1098,0.3855,0.8437,1.0687,cfbd_team_advanced_stats+advanced_game_stats,proxy,0.47,0,2,cfbd_stats+cfbd_ppa_proxy,CFBD_2025_proxy_extract
Austin Brown,Wisconsin,S,2025,1,2025,cfbd_player_season_stats,,,,,,,,,,,,,,,0.2541,0.9793,0.093,0.398,0.8354,1.0671,cfbd_team_advanced_stats+advanced_game_stats,proxy,0.47,0,2,cfbd_stats+cfbd_ppa_proxy,CFBD_2025_proxy_extract
Bishop Fitzgerald,USC,S,2025,1,2025,cfbd_player_season_stats,,,,,,,,,,,,,,,0.2924,0.788,0.1686,0.4328,0.2201,0.944,cfbd_team_advanced_stats+advanced_game_stats,proxy,0.47,0,2,cfbd_stats+cfbd_ppa_proxy,CFBD_2025_proxy_extract
Bud Clark,TCU,S,2025,1,2025,cfbd_player_season_stats,,,,,,,,,,,,,,,0.2973,0.7637,0.1249,0.409,0.6382,1.0276,cfbd_team_advanced_stats+advanced_game_stats,proxy,0.47,0,2,cfbd_stats+cfbd_ppa_proxy,CFBD_2025_proxy_extract
Caleb Downs,Ohio State,S,2025,1,2025,cfbd_player_season_stats,,,,,,,,,,,,,,,0.2541,0.9793,0.1578,0.4282,0.295,0.959,cfbd_team_advanced_stats+advanced_game_stats,proxy,0.47,0,2,cfbd_stats+cfbd_ppa_proxy,CFBD_2025_proxy_extract
Cole Wisniewski,Texas Tech,S,2025,1,2025,cfbd_player_season_stats,,,,,,,,,,,,,,,0.2828,0.836,0.1395,0.4062,0.6044,1.0209,cfbd_team_advanced_stats+advanced_game_stats,proxy,0.47,0,2,cfbd_stats+cfbd_ppa_proxy,CFBD_2025_proxy_extract
Dillon Thieneman,Oregon,S,2025,1,2025,cfbd_player_season_stats,,,,,,,,,,,,,,,0.2884,0.808,0.1503,0.4188,0.393,0.9786,cfbd_team_advanced_stats+advanced_game_stats,proxy,0.47,0,2,cfbd_stats+cfbd_ppa_proxy,CFBD_2025_proxy_extract
Dq Smith,South Carolina,S,2025,1,2025,cfbd_player_season_stats,,,,,,,,,,,,,,,0.2379,1.0605,0.1199,0.387,0.7917,1.0583,cfbd_team_advanced_stats+advanced_game_stats,proxy,0.47,0,2,cfbd_stats+cfbd_ppa_proxy,CFBD_2025_proxy_extract
Emmanuel Mcneil-Warren,Toledo,S,2025,1,2025,cfbd_player_season_stats,,,,,,,,,,,,,,,0.2924,0.788,0.1312,0.412,0.5891,1.0178,cfbd_team_advanced_stats+advanced_game_stats,proxy,0.47,0,2,cfbd_stats+cfbd_ppa_proxy,CFBD_2025_proxy_extract
Genesis Smith,Arizona,S,2025,1,2025,cfbd_player_season_stats,,,,,,,,,,,,,,,0.2946,0.777,0.154,0.4149,0.4159,0.9832,cfbd_team_advanced_stats+advanced_game_stats,proxy,0.47,0,2,cfbd_stats+cfbd_ppa_proxy,CFBD_2025_proxy_extract
Gunner Maldonado,Kansas State,S,2025,1,2025,cfbd_player_season_stats,,,,,,,,,,,,,,,0.2654,0.9232,0.132,0.405,0.6609,1.0322,cfbd_team_advanced_stats+advanced_game_stats,proxy,0.47,0,2,cfbd_stats+cfbd_ppa_proxy,CFBD_2025_proxy_extract
Isaac Smith,Mississippi State,S,2025,1,2025,cfbd_player_season_stats,,,,,,,,,,,,,,,0.2654,0.9232,0.1286,0.4051,0.6662,1.0332,cfbd_team_advanced_stats+advanced_game_stats,proxy,0.47,0,2,cfbd_stats+cfbd_ppa_proxy,CFBD_2025_proxy_extract
Isaiah Nwokobia,SMU,S,2025,1,2025,cfbd_player_season_stats,,,,,,,,,,,,,,,0.2946,0.777,0.1481,0.4036,0.5607,1.0121,cfbd_team_advanced_stats+advanced_game_stats,proxy,0.47,0,2,cfbd_stats+cfbd_ppa_proxy,CFBD_2025_proxy_extract
Jalen Catalon,Missouri,S,2025,1,2025,cfbd_player_season_stats,,,,,,,,,,,,,,,0.2106,1.1971,0.1499,0.4069,0.5177,1.0035,cfbd_team_advanced_stats+advanced_game_stats,proxy,0.47,0,2,cfbd_stats+cfbd_ppa_proxy,CFBD_2025_proxy_extract
Jalen Huskey,Maryland,S,2025,1,2025,cfbd_player_season_stats,,,,,,,,,,,,,,,0.2828,0.836,0.1743,0.4331,0.1873,0.9375,cfbd_team_advanced_stats+advanced_game_stats,proxy,0.47,0,2,cfbd_stats+cfbd_ppa_proxy,CFBD_2025_proxy_extract
Jalen Mcmurray,Tennessee,S,2025,1,2025,cfbd_player_season_stats,,,,,,,,,,,,,,,0.2753,0.8733,0.1657,0.4182,0.3336,0.9667,cfbd_team_advanced_stats+advanced_game_stats,proxy,0.47,0,2,cfbd_stats+cfbd_ppa_proxy,CFBD_2025_proxy_extract
Jalen Stroman,Notre Dame,S,2025,1,2025,cfbd_player_season_stats,,,,,,,,,,,,,,,0.2541,0.9793,0.1721,0.408,0.3945,0.9789,cfbd_team_advanced_stats+advanced_game_stats,proxy,0.47,0,2,cfbd_stats+cfbd_ppa_proxy,CFBD_2025_proxy_extract
Jalon Kilgore,South Carolina,S,2025,1,2025,cfbd_player_season_stats,,,,,,,,,,,,,,,0.2984,0.7578,0.1199,0.387,0.7917,1.0583,cfbd_team_advanced_stats+advanced_game_stats,proxy,0.47,0,2,cfbd_stats+cfbd_ppa_proxy,CFBD_2025_proxy_extract
Jamel Johnson,TCU,S,2025,1,2025,cfbd_player_season_stats,,,,,,,,,,,,,,,0.2924,0.788,0.1249,0.409,0.6382,1.0276,cfbd_team_advanced_stats+advanced_game_stats,proxy,0.47,0,2,cfbd_stats+cfbd_ppa_proxy,CFBD_2025_proxy_extract
Kamari Ramsey,USC,S,2025,1,2025,cfbd_player_season_stats,,,,,,,,,,,,,,,0.2379,1.0605,0.1686,0.4328,0.2201,0.944,cfbd_team_advanced_stats+advanced_game_stats,proxy,0.47,0,2,cfbd_stats+cfbd_ppa_proxy,CFBD_2025_proxy_extract
Keon Sabb,Alabama,S,2025,1,2025,cfbd_player_season_stats,,,,,,,,,,,,,,,0.2654,0.9232,0.1052,0.3943,0.8247,1.0649,cfbd_team_advanced_stats+advanced_game_stats,proxy,0.47,0,2,cfbd_stats+cfbd_ppa_proxy,CFBD_2025_proxy_extract
Michael Taaffe,Texas,S,2025,1,2025,cfbd_player_season_stats,,,,,,,,,,,,,,,0.2541,0.9793,0.1423,0.4048,0.598,1.0196,cfbd_team_advanced_stats+advanced_game_stats,proxy,0.47,0,2,cfbd_stats+cfbd_ppa_proxy,CFBD_2025_proxy_extract
Nikai Martinez,Michigan State,S,2025,1,2025,cfbd_player_season_stats,,,,,,,,,,,,,,,,,0.133,0.4184,0.517,1.0034,cfbd_team_advanced_stats+advanced_game_stats,missing,0.0,0,0,cfbd_stats+cfbd_ppa_proxy,CFBD_2025_proxy_extract
Peyton Bowen,Oklahoma,S,2025,1,2025,cfbd_player_season_stats,,,,,,,,,,,,,,,0.2946,0.777,0.1131,0.4034,0.7443,1.0489,cfbd_team_advanced_stats+advanced_game_stats,proxy,0.47,0,2,cfbd_stats+cfbd_ppa_proxy,CFBD_2025_proxy_extract
Robert Spears-Jennings,Oklahoma,S,2025,1,2025,cfbd_player_season_stats,,,,,,,,,,,,,,,0.2541,0.9793,0.1131,0.4034,0.7443,1.0489,cfbd_team_advanced_stats+advanced_game_stats,proxy,0.47,0,2,cfbd_stats+cfbd_ppa_proxy,CFBD_2025_proxy_extract
Vj Payne,Kansas State,S,2025,1,2025,cfbd_player_season_stats,,,,,,,,,,,,,,,0.2654,0.9232,0.132,0.405,0.6609,1.0322,cfbd_team_advanced_stats+advanced_game_stats,proxy,0.47,0,2,cfbd_stats+cfbd_ppa_proxy,CFBD_2025_proxy_extract
Xavier Nwankpa,Iowa,S,2025,1,2025,cfbd_player_season_stats,,,,,,,,,,,,,,,0.2106,1.1971,0.1552,0.4242,0.3258,0.9652,cfbd_team_advanced_stats+advanced_game_stats,proxy,0.47,0,2,cfbd_stats+cfbd_ppa_proxy,CFBD_2025_proxy_extract
Zakee Wheatley,Penn State,S,2025,1,2025,cfbd_player_season_stats,,,,,,,,,,,,,,,0.2379,1.0605,0.142,0.4173,0.4668,0.9934,cfbd_team_advanced_stats+advanced_game_stats,proxy,0.47,0,2,cfbd_stats+cfbd_ppa_proxy,CFBD_2025_proxy_extract
Bauer Sharp,LSU,TE,2025,1,2025,cfbd_player_ppa|cfbd_player_season_stats,,,,,,,1.82,0.0825,0.1401,,,,,,,,0.1098,0.3855,0.8437,1.0687,cfbd_team_advanced_stats+advanced_game_stats,proxy,0.53,0,3,cfbd_stats+cfbd_ppa_proxy,CFBD_2025_proxy_extract
Carsen Ryan,BYU,TE,2025,1,2025,cfbd_player_ppa|cfbd_player_season_stats,,,,,,,2.282,0.1751,0.2188,,,,,,,,0.0932,0.3892,0.8683,1.0737,cfbd_team_advanced_stats+advanced_game_stats,proxy,0.53,0,3,cfbd_stats+cfbd_ppa_proxy,CFBD_2025_proxy_extract
Daequan Wright,Ole Miss,TE,2025,1,2025,cfbd_player_ppa|cfbd_player_season_stats,,,,,,,2.632,0.1147,0.243,,,,,,,,0.141,0.4165,0.4843,0.9969,cfbd_team_advanced_stats+advanced_game_stats,proxy,0.53,0,3,cfbd_stats+cfbd_ppa_proxy,CFBD_2025_proxy_extract
Dallen Bentley,Utah,TE,2025,1,2025,cfbd_player_ppa|cfbd_player_season_stats,,,,,,,2.156,0.2051,0.2443,,,,,,,,0.1361,0.4081,0.5948,1.019,cfbd_team_advanced_stats+advanced_game_stats,proxy,0.53,0,3,cfbd_stats+cfbd_ppa_proxy,CFBD_2025_proxy_extract
Eli Raridon,Notre Dame,TE,2025,1,2025,cfbd_player_ppa|cfbd_player_season_stats,,,,,,,2.464,0.1475,0.1954,,,,,,,,0.1721,0.408,0.3945,0.9789,cfbd_team_advanced_stats+advanced_game_stats,proxy,0.53,0,3,cfbd_stats+cfbd_ppa_proxy,CFBD_2025_proxy_extract
Eli Stowers,Vanderbilt,TE,2025,1,2025,cfbd_player_ppa|cfbd_player_season_stats,,,,,,,2.1,0.2186,0.38,,,,,,,,0.1341,0.41,0.5924,1.0185,cfbd_team_advanced_stats+advanced_game_stats,proxy,0.53,0,3,cfbd_stats+cfbd_ppa_proxy,CFBD_2025_proxy_extract
Holden Staes,Indiana,TE,2025,1,2025,cfbd_player_ppa|cfbd_player_season_stats,,,,,,,1.596,0.03,0.08,,,,,,,,0.1314,0.4224,0.4904,0.9981,cfbd_team_advanced_stats+advanced_game_stats,proxy,0.53,0,3,cfbd_stats+cfbd_ppa_proxy,CFBD_2025_proxy_extract
Jack Endries,Texas,TE,2025,1,2025,cfbd_player_ppa|cfbd_player_season_stats,,,,,,,1.82,0.1279,0.1787,,,,,,,,0.1423,0.4048,0.598,1.0196,cfbd_team_advanced_stats+advanced_game_stats,proxy,0.53,0,3,cfbd_stats+cfbd_ppa_proxy,CFBD_2025_proxy_extract
