player,player_id,position,team_name,player_game_count,assists,avg_depth_of_tackle,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,missed_tackle_rate,missed_tackles,penalties,run_stop_opp,snap_counts_run,stop_percent,stops,tackles
Gavin Potter,97883,LB,TULSA,12,11,2.9,0,1,320,33.7,62.6,52.2,81.2,76.7,49.7,6.9,4,1,252,256,11.1,28,43
Jalen Jackson,97887,CB,MIDDLE TN,4,0,7.5,0,0,224,60.5,61.5,0.0,59.3,75.8,74.4,0.0,0,1,51,52,2.0,1,4
Dominic Tatum,97888,S,NEW MEXICO,1,0,,1,0,241,31.2,31.4,72.1,55.9,60.0,37.4,,0,1,1,1,0.0,0,0
Jack Kiser,97889,LB,NOTRE DAME,16,21,4.6,0,1,258,62.9,83.0,54.5,77.8,86.8,90.5,3.6,3,2,307,312,9.1,28,60
David Spaulding,97890,CB,S CAROLINA,3,2,,0,0,289,59.9,61.9,78.2,,68.7,79.6,0.0,0,1,23,24,0.0,0,0
J'Coryan Anderson,97891,LB,MARSHALL,10,8,5.5,1,0,214,82.6,83.9,0.0,67.4,85.4,82.6,0.0,0,2,70,71,11.4,8,12
Lama Lavea,97892,DI,AKRON,7,6,3.0,0,0,102,62.7,54.1,52.1,55.2,53.5,79.4,0.0,0,1,149,154,0.7,1,1
Darius McClendon,97910,S,BOWL GREEN,13,4,5.0,0,0,122,70.5,68.9,0.0,73.5,66.6,72.9,11.1,2,2,104,105,4.8,5,12
Shammond Cooper,97918,LB,AKRON,2,0,4.3,0,0,102,68.7,63.1,77.0,56.8,57.0,51.0,33.3,2,0,32,33,9.4,3,4
Justin Cody,97930,DI,WAKE,12,2,0.5,0,0,339,60.0,55.5,83.4,56.0,53.7,65.1,0.0,0,0,130,133,3.1,4,4
Devo Bridges,97935,ED,FRESNO ST,12,10,2.6,0,0,169,74.2,78.5,77.1,72.5,76.6,73.0,9.8,4,2,307,315,7.2,22,27
Christian Clayton,97959,DI,UTSA,13,5,1.4,0,1,331,60.0,69.2,83.1,60.7,72.5,61.6,5.3,1,0,151,156,6.6,10,13
Richard Kinley,97960,ED,LOUISVILLE,10,3,1.0,0,0,210,73.9,62.2,82.9,58.7,58.4,58.8,0.0,0,0,48,48,4.2,2,3
Kevin Pointer,97962,DI,WAKE,11,8,1.1,0,0,339,67.7,73.9,84.4,61.6,76.4,60.7,10.3,3,0,211,214,7.6,16,18
Josh Pearcy,97966,ED,RICE,12,15,3.9,0,0,275,73.2,70.4,90.0,61.8,69.3,87.2,2.7,1,0,266,271,4.1,11,21
Eric Hicks Jr.,97967,DI,TULANE,14,7,2.9,0,0,319,,54.3,85.3,53.8,54.1,58.9,6.7,1,0,140,140,2.9,4,7
Izeya Floyd,97969,DI,RICE,12,9,2.8,0,0,275,53.1,62.8,84.9,68.0,58.9,40.7,16.1,5,0,276,280,4.3,12,17
Bubba Thomas,97972,DI,S ALABAMA,13,19,3.9,0,0,288,57.8,64.3,54.6,56.1,70.2,37.3,15.9,7,2,266,270,4.5,12,18
Demond Taylor Jr.,97974,DI,N ILLINOIS,13,2,0.2,0,1,254,58.7,67.8,82.4,56.0,74.2,64.7,5.6,1,0,118,123,12.7,15,15
Jalar Holley,97977,DI,CHARLOTTE,7,1,0.8,0,0,136,,56.1,78.5,54.5,57.5,75.2,0.0,0,0,54,54,7.4,4,4
Tyler Brown,98070,G,COLORADO,1,0,,1,0,143,,29.9,68.2,,42.3,,,0,3,3,3,0.0,0,0
Ricky Samuel,98115,DI,JVILLE ST,14,7,2.3,0,0,196,40.1,55.2,64.8,54.3,58.9,80.2,0.0,0,1,204,208,3.9,8,9
Jahfari Harvey,98118,ED,SMU,14,7,0.9,1,0,287,59.9,72.1,75.0,72.9,68.0,70.5,13.0,3,1,240,244,5.0,12,13
Jalil Clemons,98119,ED,SO MISS,12,11,2.3,1,0,296,63.4,59.3,16.3,70.9,52.8,59.9,18.2,6,5,215,217,6.5,14,16
Myles Farmer,98122,S,APP STATE,3,3,8.7,1,0,108,29.9,40.6,75.4,,71.9,85.5,0.0,0,1,25,25,0.0,0,3
Dan Foster Jr.,98123,LB,LOUISVILLE,10,6,3.0,0,0,210,66.9,75.8,80.2,73.2,77.8,79.2,0.0,0,0,57,57,7.0,4,6
JT Killen,98125,LB,E MICHIGAN,6,6,2.8,0,1,160,42.6,47.3,80.1,59.5,53.3,43.0,33.3,8,0,119,122,6.7,8,10
Zach Edwards,98131,ED,W KENTUCKY,12,1,2.0,0,0,346,76.7,69.4,82.5,60.9,68.5,62.1,8.3,1,0,87,88,9.2,8,10
Ramon Puryear Jr.,98138,ED,LOUISVILLE,13,10,3.7,0,0,210,75.5,70.9,88.8,64.7,69.8,68.5,11.1,3,0,219,222,5.0,11,14
Jaylen Hudson,98141,ED,UMASS,10,6,4.1,1,0,216,62.8,63.4,4.6,57.5,70.3,61.5,8.7,2,4,191,196,3.7,7,15
Boone Bonnema,98143,LB,W MICHIGAN,11,3,4.4,0,0,347,47.5,54.6,83.6,55.7,62.3,48.6,10.0,2,0,121,122,6.6,8,15
Keivie Rose,98144,DI,ARKANSAS,13,3,1.9,0,0,111,61.1,65.5,83.8,58.6,67.8,40.0,21.1,4,0,184,187,3.8,7,12
Brian Ugwu,98145,ED,MIAMI OH,14,17,1.2,2,0,221,68.0,72.7,5.7,80.7,66.1,34.6,13.2,7,8,335,345,7.2,24,29
Mike Kelly,98148,ED,CHARLOTTE,12,9,4.0,0,0,136,72.3,58.4,88.0,56.4,55.5,54.3,11.5,3,0,198,206,4.0,8,14
Ricky Barber,98154,DI,UCF,12,10,2.0,0,0,323,58.3,70.4,52.4,65.9,73.2,78.7,3.2,1,2,229,231,6.1,14,20
C.J. Bazile,98157,ED,BUFFALO,12,2,1.4,0,0,126,60.0,56.1,47.4,55.7,60.5,28.4,25.0,3,1,97,101,6.2,6,7
Shae Suiaunoa,98159,LB,WYOMING,12,11,2.7,0,0,351,56.9,72.3,84.2,73.4,79.1,52.7,11.3,9,0,346,358,12.7,44,60
Myron Morrison,98161,LB,RICE,10,10,4.9,0,0,275,67.4,63.9,35.0,65.8,58.8,75.8,7.1,2,1,152,156,5.9,9,16
Elijah Alston,98162,ED,MIAMI FL,8,2,2.2,0,0,220,77.3,80.8,88.1,73.4,75.9,62.2,8.3,1,0,90,91,7.8,7,9
Jaylen Pate,98178,ED,NWESTERN,12,8,0.2,0,0,256,62.5,71.1,85.5,70.8,65.6,50.4,16.7,4,0,177,178,5.1,9,12
Kevin Penn,98180,DI,UAB,12,7,2.2,0,0,321,,62.6,83.6,66.2,58.4,79.6,0.0,0,0,133,136,5.3,7,9
Kyron Mims,98182,DI,LA LAFAYET,14,7,3.1,0,0,207,60.0,66.1,62.0,58.9,69.1,65.9,8.3,2,1,177,180,6.8,12,15
Seth Mason,98185,DI,SM HOUSTON,11,3,3.0,0,0,281,65.0,64.2,83.9,64.2,58.3,61.6,12.5,1,0,135,136,1.5,2,4
Dal'mont Gourdine,98189,DI,UCONN,11,6,2.8,0,0,146,56.4,68.7,49.2,58.5,80.2,47.4,10.7,3,2,213,216,6.1,13,19
Kobe Hilton,98191,DI,MIAMI OH,14,4,4.2,0,0,221,65.5,47.5,65.2,51.2,44.3,52.0,16.7,2,1,248,255,1.2,3,6
Quindarius Dunnigan,98193,ED,MICH STATE,11,7,1.4,0,1,223,,67.2,52.4,54.2,75.1,50.2,19.2,5,1,134,136,9.0,12,14
Steven Parker,98308,ED,TEXAS ST,8,7,1.7,1,0,314,75.0,76.6,0.0,76.7,77.1,80.6,0.0,0,5,152,154,8.6,13,15
Sylvain Yondjouen,98313,ED,GA TECH,13,4,1.8,0,0,176,68.3,65.8,62.2,58.6,69.7,65.4,6.3,1,1,137,141,5.8,8,11
Joshua Harris,98317,DI,N CAROLINA,13,4,3.0,0,0,245,59.5,58.2,0.0,66.4,59.7,80.3,0.0,0,5,184,191,6.0,11,12
Tavion Woodard,98322,ED,BOISE ST,11,1,1.6,0,0,120,60.9,72.9,83.1,71.8,69.4,80.5,0.0,0,0,39,41,10.3,4,5
Mykol Clark,98326,ED,LA TECH,13,14,2.9,0,0,208,64.5,58.9,68.4,54.6,59.6,66.5,10.0,3,1,256,260,3.9,10,13
Jared Harrison-Hunte,98331,DI,SMU,14,11,2.5,1,0,287,70.3,80.9,53.5,79.1,74.1,59.8,11.8,4,2,235,238,5.5,13,19
Darius Alexander,98333,DI,TOLEDO,12,7,1.2,0,0,316,71.8,90.1,54.2,78.0,90.3,53.6,8.3,3,2,290,293,7.9,23,26
DeVonne Harris,98341,ED,WYOMING,8,3,1.4,0,0,351,71.6,81.2,85.0,63.7,85.9,63.8,15.8,3,0,113,117,9.7,11,13
R.J. Oben,98342,ED,NOTRE DAME,16,5,2.7,1,0,258,50.9,75.0,44.8,77.1,73.9,55.5,10.0,2,2,198,199,5.6,11,13
Da'Jon Terry,98345,DI,OKLAHOMA,13,6,1.1,0,0,261,56.1,75.1,83.6,57.2,82.5,67.5,4.5,1,0,164,172,7.9,13,15
Devin Baldwin,98346,ED,MEMPHIS,11,2,0.5,0,0,218,68.0,72.4,30.2,65.5,67.7,64.4,20.0,1,1,57,59,3.5,2,2
Jordan Bertagnole,98348,DI,WYOMING,11,9,2.2,0,1,351,60.0,67.7,67.6,57.8,72.8,35.2,20.8,5,1,241,244,3.7,9,10
DeShawn Holt,98439,ED,TOLEDO,13,8,0.7,2,0,316,66.8,67.4,3.0,67.8,70.4,57.4,16.7,7,7,296,298,7.8,23,27
Jason Vaughn,98440,ED,USF,10,4,2.9,0,0,327,68.5,66.2,86.7,63.2,62.9,74.6,11.8,2,0,149,154,4.7,7,11
Shitta Sillah,98442,ED,PURDUE,11,6,3.7,0,0,273,59.5,62.9,65.0,60.0,64.5,67.0,16.0,4,1,214,215,3.7,8,15
Seth Coleman,98443,ED,ILLINOIS,11,12,3.3,0,0,187,62.1,68.4,75.0,71.7,64.2,67.6,12.0,6,1,248,251,8.1,20,32
Christian Rorie,98506,DI,DUKE,6,0,2.5,0,1,154,,65.3,75.8,60.0,66.1,26.3,33.3,1,0,21,21,4.8,1,2
Christian James,98572,DI,VANDERBILT,10,4,2.0,0,0,333,60.0,74.1,81.3,58.9,79.3,57.2,15.0,3,0,103,106,10.7,11,13
Nate Clifton,98574,DI,USC,13,7,2.7,0,0,326,64.4,67.2,61.1,63.9,66.8,72.0,3.8,1,1,171,172,9.4,16,18
Fentrell Cypress II,98591,CB,FLORIDA ST,9,1,17.6,0,0,167,69.3,70.1,85.2,55.5,69.9,87.1,0.0,0,0,217,224,0.5,1,5
Nick Jackson,98640,LB,IOWA,13,14,4.0,0,0,192,61.7,66.1,88.1,79.7,61.2,75.9,9.7,6,0,320,324,5.6,18,42
Jaydon Hill,98645,CB,TEXAS A&M,12,4,2.5,0,0,312,52.7,54.2,39.7,74.9,53.9,64.4,23.1,3,2,171,173,2.3,4,6
Jesiah Pierre,98782,LB,UCF,12,6,2.4,0,0,323,52.0,57.8,79.9,54.4,64.7,77.5,10.0,2,0,92,92,8.7,8,12
Khris Bogle,98783,ED,MICH STATE,12,6,3.6,1,0,223,63.4,63.2,30.9,61.8,66.1,71.5,9.1,2,3,182,187,4.9,9,14
Lloyd Summerall,98784,ED,JAMES MAD,12,5,0.6,0,0,197,86.1,62.8,57.6,58.4,54.1,28.0,28.6,4,1,124,124,2.4,3,5
John Burton,98801,LB,UMASS,3,1,2.0,0,0,216,,49.8,66.5,60.0,51.3,75.8,0.0,0,0,8,8,12.5,1,1
Nay'Quan Wright,98803,HB,USF,1,0,,1,0,327,,60.1,60.0,,60.0,,,0,2,1,1,0.0,0,0
Justin Pelic,98809,LB,FLORIDA,2,0,,0,0,163,61.6,64.8,69.7,,60.3,,,0,0,2,2,0.0,0,0
Ja'Markis Weston,98826,ED,FLORIDA,3,0,3.0,0,0,163,60.0,83.9,75.0,87.3,71.0,76.6,0.0,0,0,10,10,10.0,1,2
Dylan Lawrence,98829,S,SO MISS,9,6,9.1,0,0,296,65.0,59.1,86.3,57.5,47.5,45.1,20.8,5,1,177,178,2.3,4,13
Ray'Darious Jones,98835,CB,MISS STATE,1,0,13.0,0,0,227,66.3,67.8,73.5,,64.6,76.6,0.0,0,0,10,10,0.0,0,1
Shilo Sanders,98838,S,COLORADO,10,7,13.0,0,0,143,71.7,68.3,0.0,68.7,67.5,74.4,12.2,5,5,266,270,1.1,3,29
Warren Burrell,98842,CB,GA TECH,11,0,12.6,0,0,176,79.8,76.3,84.4,,50.8,35.3,50.0,5,1,219,223,0.9,2,5
Kenney Solomon,98848,CB,JVILLE ST,7,0,7.0,0,0,196,70.1,68.6,77.4,,60.2,58.4,50.0,1,0,36,37,2.8,1,1
Brandon Turnage,98859,CB,OLE MISS,10,1,-0.4,0,0,226,57.5,58.1,9.0,55.1,67.5,80.3,0.0,0,1,101,103,5.0,5,5
DJ Douglas,98860,S,FLORIDA,10,3,8.2,0,0,163,55.1,51.4,0.3,55.1,50.2,27.4,40.0,8,1,115,119,2.6,3,9
Jalen Catalon,98867,S,UNLV,14,12,7.3,0,1,325,75.0,76.1,88.6,76.4,71.7,69.3,15.4,8,0,328,343,4.3,14,32
Malik Chavis,98870,S,UNLV,12,5,7.3,0,0,325,71.1,69.4,85.1,,59.0,69.2,20.0,2,0,140,144,1.4,2,3
Hudson Clark,98871,CB,ARKANSAS,10,4,5.4,0,1,111,68.0,73.0,84.6,60.0,88.9,62.1,18.8,3,2,204,207,3.4,7,9
Dan Jackson,98883,S,GEORGIA,14,8,6.0,0,1,173,65.7,59.6,45.3,61.2,47.2,58.1,18.8,6,1,278,286,2.9,8,18
Chris Shearin,98891,S,JAMES MAD,13,10,7.2,0,0,197,77.2,78.8,87.3,60.9,77.3,75.0,16.3,7,0,264,267,5.3,14,26
Ishmael Az-Zahir,98893,CB,NEW MEXICO,1,0,,0,0,241,41.7,30.8,70.3,,60.0,74.2,,0,0,3,3,0.0,0,0
Jalen Geiger,98901,S,TULANE,14,5,11.3,1,0,319,71.5,59.4,26.9,59.7,35.1,75.5,18.2,4,2,181,184,2.8,5,13
Maurice Hampton Jr.,98903,S,VANDERBILT,8,4,9.6,0,0,333,61.6,66.4,81.4,,74.2,74.4,0.0,0,0,68,70,2.9,2,9
LeDarrius Cox,98905,DI,UAB,12,6,2.6,0,0,321,60.3,53.5,52.0,63.0,48.1,58.5,10.3,3,2,268,275,6.0,16,20
De'Monte Russell,98907,ED,MISS STATE,10,7,2.8,0,0,227,61.2,67.1,17.8,51.8,80.2,60.9,10.3,3,3,184,189,7.1,13,19
Joe Anderson,98913,DI,PURDUE,11,9,2.8,0,0,273,62.5,63.2,83.9,54.1,66.2,54.6,4.3,1,0,244,247,3.7,9,13
Elijah Simmons,98915,DI,TENNESSEE,13,2,0.9,0,0,307,60.0,71.3,82.2,57.9,76.9,66.7,9.1,1,0,81,81,8.6,7,8
Derick Hunter Jr.,98918,DI,MEMPHIS,4,1,,0,0,218,,55.7,78.8,59.4,52.1,70.8,0.0,0,0,19,20,0.0,0,0
Adarious Jones,98921,ED,MEMPHIS,12,0,4.0,0,0,218,,55.7,79.4,56.1,55.5,71.5,0.0,0,0,52,52,1.9,1,1
Collin Clay,98929,DI,OKLA STATE,11,5,1.6,0,0,262,60.9,61.4,85.0,51.6,65.8,37.5,13.6,3,0,189,194,7.4,14,14
Eric Gregory,98930,DI,ARKANSAS,12,10,1.7,0,0,111,67.4,75.3,52.9,62.1,82.3,72.7,2.9,1,2,261,263,6.9,18,23
Taurean Carter II,98934,DI,COLORADO,2,0,4.0,0,0,143,,50.8,0.0,58.6,57.0,70.1,0.0,0,1,19,21,5.3,1,1
Stone Handy,98938,ED,CHARLOTTE,11,2,3.3,1,0,136,56.9,68.6,0.0,81.2,64.3,76.6,7.1,1,5,92,96,8.7,8,11
Bill Norton,98941,DI,TEXAS,16,3,2.0,0,0,311,68.0,61.7,83.9,61.1,58.9,79.7,0.0,0,0,149,150,6.0,9,10
Tymon Mitchell,98943,DI,TCU,13,3,2.7,0,0,305,76.6,64.8,85.3,61.7,61.2,33.0,33.3,3,0,155,157,1.9,3,3
Cavon Butler,98951,DI,TOLEDO,13,13,1.3,0,1,316,59.9,71.9,85.4,71.6,67.8,65.9,2.9,1,0,269,272,6.3,17,21
Joe Evans,98953,DI,UTSA,5,2,4.0,0,0,331,,64.8,78.6,54.7,70.9,33.5,25.0,1,0,55,55,1.8,1,1
Jahmar Brown,98981,LB,LIBERTY,11,7,0.9,0,0,206,51.6,66.5,84.5,68.1,73.2,57.3,16.7,5,0,163,167,9.2,15,18
Tarian Lee Jr.,98988,LB,SMU,2,0,-3.0,0,0,287,60.1,53.7,68.0,,54.0,74.3,0.0,0,0,4,4,25.0,1,1
Kevin Harris,98999,ED,GA TECH,13,3,2.9,0,0,176,51.9,50.6,88.1,54.0,48.5,32.4,26.7,4,0,174,177,4.0,7,8
Zach Zimos,99001,LB,LA TECH,13,15,3.4,0,0,208,58.8,65.6,22.7,59.3,71.0,72.6,9.8,6,2,348,353,8.9,31,40
OC Brothers,99008,LB,UAB,11,11,4.3,0,0,321,58.7,48.4,83.1,59.7,43.9,38.1,26.7,12,1,253,259,4.0,10,22
Jamie Pettway,99020,LB,USF,13,12,3.0,1,0,327,59.3,63.7,5.7,67.5,67.4,65.9,15.8,6,2,197,205,7.1,14,20
Patrick Lucas Jr.,99039,DI,MEMPHIS,13,7,1.6,0,0,218,79.0,68.8,69.5,55.5,75.6,43.2,16.7,3,1,186,191,3.8,7,8
Brandon Mack II,99105,ED,HOUSTON,12,9,4.1,0,1,182,49.8,57.8,55.1,56.1,64.7,57.1,10.3,3,2,253,255,4.0,10,17
K.D. McDaniel,99109,ED,GA STATE,12,5,4.7,0,0,175,76.4,66.6,43.9,74.8,52.0,62.3,12.5,3,2,175,178,4.6,8,16
J.J. Weaver,99111,ED,KENTUCKY,10,5,2.9,1,0,202,63.1,71.6,46.8,72.5,71.4,68.5,16.0,4,2,221,225,4.1,9,16
Desmond Little,99113,ED,UAB,12,1,3.0,1,0,321,75.9,73.4,40.4,72.3,70.2,57.5,17.6,6,3,264,269,7.2,19,27
Sevaughn Clark,99159,HB,TOLEDO,1,0,,0,0,316,,60.1,60.0,,60.0,,,0,0,1,1,0.0,0,0
J.P. Purvis,99175,LB,MISS STATE,12,6,3.8,0,1,227,31.2,45.4,80.4,53.2,61.6,62.1,16.0,4,0,122,125,4.1,5,15
Marcel Brooks,99177,ED,TCU,5,0,2.0,0,0,305,60.0,58.9,0.0,62.0,57.6,51.5,0.0,0,1,6,7,16.7,1,1
Naim Muhammad,99253,CB,KENT STATE,8,2,7.2,0,0,201,63.6,63.1,85.1,60.9,58.6,64.0,30.0,3,1,201,207,2.0,4,5
Kee'yon Stewart,99257,CB,ARKANSAS,9,1,4.9,0,0,111,67.9,70.4,83.5,55.4,79.9,28.7,0.0,0,2,175,178,2.3,4,7
Demarco Jones,99259,CB,TULSA,4,0,1.7,0,0,320,46.6,47.8,77.5,,55.5,25.6,25.0,1,0,45,46,2.2,1,3
Kenyatta Watson II,99265,S,GA STATE,12,7,12.4,0,0,175,57.9,59.3,86.5,56.7,61.0,68.6,15.2,5,1,232,238,2.2,5,21
Will Jones II,99276,S,DOMINION,11,2,11.0,0,1,263,59.7,62.5,87.2,57.8,67.7,58.7,17.4,4,1,286,290,1.0,3,17
Logan Wilson,99280,S,CINCINNATI,12,4,3.4,0,0,138,60.5,59.6,82.8,,56.0,36.1,25.0,3,0,123,126,3.3,4,5
Trace Ford,99307,ED,OKLAHOMA,13,5,1.5,0,0,261,64.7,71.0,30.9,79.5,63.2,51.3,20.0,4,2,145,150,6.9,10,11
Kody Walterscheid,99308,ED,OKLA STATE,12,3,3.3,0,0,262,61.8,57.4,69.5,49.3,63.7,63.5,10.0,2,1,240,244,4.2,10,15
Corey Suttle,99312,ED,MIAMI OH,12,3,3.2,1,0,221,61.5,59.8,64.4,63.6,55.2,31.3,25.9,7,1,193,196,5.7,11,17
Garmon Randolph,99314,ED,BAYLOR,11,6,2.6,0,0,118,60.8,67.9,89.0,68.6,66.5,41.4,17.9,5,0,152,156,7.2,11,17
Kori Roberson Jr.,99328,DI,SMU,14,5,4.3,0,0,287,62.2,65.9,12.1,65.5,67.8,68.6,5.6,1,3,128,132,5.5,7,12
Earl Barquet,99337,DI,LA MONROE,12,7,2.8,0,1,209,58.4,56.9,84.1,58.5,55.2,40.7,17.9,7,0,257,260,6.2,16,25
Xavier Ross,99340,DI,OKLA STATE,12,2,4.2,1,0,262,59.9,52.0,57.3,58.7,49.0,47.1,20.0,2,1,157,160,3.2,5,6
David Gbenda,99370,LB,TEXAS,16,19,3.0,0,1,311,75.5,81.7,27.5,55.3,84.5,67.0,12.1,7,1,175,178,13.1,23,32
Jared Bartlett,99374,LB,CINCINNATI,12,16,3.4,0,0,138,54.6,69.4,85.9,74.6,70.3,50.3,14.8,8,0,231,237,9.1,21,30
Zach Marcheselli,99378,LB,TULSA,12,9,2.5,0,0,320,51.9,67.4,82.7,70.5,76.6,61.1,17.1,6,0,216,218,7.4,16,20
Austin Moore,99388,LB,KANSAS ST,13,25,1.7,0,1,199,64.7,73.3,85.5,58.5,80.3,68.4,12.7,8,1,279,286,7.9,22,30
Matt Jones,99396,LB,BAYLOR,13,25,2.8,0,0,118,39.5,66.8,62.6,74.5,79.0,63.7,9.1,9,1,378,388,12.4,47,65
Noah Guzman,99499,S,HOUSTON,9,3,6.6,0,0,182,62.5,66.7,73.4,,69.0,76.7,0.0,0,0,40,41,5.0,2,5
Deshawn McCuin,99502,CB,S DIEGO ST,11,1,8.9,0,0,284,70.7,69.2,32.1,75.9,58.9,56.6,23.1,3,1,155,156,3.2,5,9
Griffin Speaks,99511,S,AUBURN,2,1,-3.0,0,0,115,47.6,59.7,70.1,,71.7,79.4,0.0,0,0,8,8,12.5,1,1
Brendan Mott,99521,ED,KANSAS ST,13,9,2.1,0,0,199,67.1,74.2,86.8,67.0,75.1,65.0,9.1,3,0,223,228,7.6,17,21
Keenan Garber,99550,CB,KANSAS ST,13,4,2.0,2,0,199,60.8,58.8,46.2,69.3,47.6,51.3,50.0,5,6,237,242,0.0,0,1
Darien Porter,99553,CB,IOWA STATE,12,2,17.9,0,0,193,90.1,79.4,85.3,55.3,36.8,50.4,30.8,4,0,218,218,1.4,3,7
Courtney Jackson,99703,WR,ARK STATE,2,0,,0,0,113,60.0,62.7,60.0,,60.0,,,0,0,1,2,0.0,0,0
Chico Bennett Jr.,99725,ED,VIRGINIA,12,7,1.0,2,0,335,67.8,68.8,20.3,68.2,68.8,46.8,20.0,8,5,237,240,9.3,22,25
Nate Temple,99726,ED,PITTSBURGH,3,0,-1.0,0,0,268,60.0,58.5,78.3,53.0,65.0,71.1,0.0,0,0,19,19,5.3,1,1
Ray Thornton III,99727,S,UAB,9,3,9.7,0,0,321,61.3,59.1,0.0,59.7,58.6,77.1,13.3,2,3,118,121,1.7,2,10
Demetrius Knight Jr.,99728,LB,S CAROLINA,13,21,4.3,0,1,289,74.9,82.8,17.5,78.5,85.4,79.0,6.9,5,2,250,253,8.8,22,46
Travis Jay,99730,S,COLORADO,3,0,9.7,0,0,143,62.0,65.2,73.4,,65.7,63.9,14.3,1,0,22,22,0.0,0,6
Joseph Charleston,99732,S,MISSOURI,13,3,9.6,0,0,229,73.0,74.2,85.3,56.2,75.5,74.4,5.6,1,0,196,202,2.6,5,14
Cecil Powell,99735,S,TROY,11,5,10.2,0,0,318,54.6,58.5,82.6,71.6,63.1,59.2,12.5,2,2,136,139,0.7,1,9
Jordan Huff,99745,S,E CAROLINA,12,5,6.0,0,0,156,60.9,58.5,83.7,60.3,52.7,37.2,41.2,7,0,126,128,0.8,1,5
Eugene Asante,99748,LB,AUBURN,12,13,3.6,0,0,115,50.1,63.7,83.8,84.2,64.3,65.2,15.0,6,0,221,226,6.8,15,21
Adrian Cole,99749,CB,ARK STATE,3,1,7.0,0,0,113,61.6,62.2,75.7,,62.1,80.4,0.0,0,0,29,30,3.4,1,2
Aman Greenwood,99753,CB,AKRON,12,2,5.9,1,1,102,68.3,70.9,84.7,64.1,75.4,62.8,18.2,2,1,126,129,2.4,3,7
Antonio Clary,99757,S,VIRGINIA,6,5,6.3,0,0,335,74.3,79.6,82.6,69.1,86.9,76.1,4.8,1,0,124,125,5.6,7,15
Quashon Fuller,99758,ED,MARYLAND,11,9,2.2,0,0,215,68.0,55.9,85.1,53.8,51.3,74.1,8.7,2,0,204,205,3.9,8,12
Brandon George,99759,LB,PITTSBURGH,13,19,3.4,0,2,268,52.5,68.2,0.0,64.1,78.7,80.4,11.3,7,3,290,295,8.3,24,36
Kenan Johnson,99761,CB,UTAH,1,0,12.0,0,0,328,57.7,59.7,72.9,,63.7,77.9,0.0,0,0,6,6,0.0,0,1
Etinosa Reuben,99766,ED,UMASS,9,4,3.0,0,0,216,55.9,68.1,18.0,71.3,70.3,43.6,13.3,2,2,102,105,5.9,6,9
LaVonta Bentley,99789,LB,COLORADO,13,16,1.5,0,1,143,47.9,63.9,85.1,50.7,76.6,71.9,10.0,5,0,343,349,7.6,26,29
Brendan Gant,99793,LB,COLORADO,5,1,5.3,0,0,143,67.1,63.3,78.1,64.5,55.6,54.6,0.0,0,0,36,37,2.8,1,3
Kevon Darton,99808,DI,ARIZONA,10,1,3.1,0,0,109,59.7,57.9,8.8,54.8,65.4,42.0,7.1,1,2,77,80,11.7,9,12
Rico Watson III,99809,ED,USF,13,9,3.8,1,0,327,46.9,68.8,52.8,69.2,79.0,55.1,9.4,3,3,246,253,5.3,13,20
C.J. Clark,99816,DI,MIAMI FL,13,7,1.6,0,0,220,73.1,69.3,84.2,54.4,75.6,62.7,4.5,1,0,148,149,7.4,11,14
Drew Tuazama,99824,ED,UCLA,2,0,5.0,0,0,324,,66.0,71.8,66.0,61.7,73.6,0.0,0,0,5,5,20.0,1,2
Terrell Dawkins,99825,ED,N TEXAS,12,8,2.5,0,0,251,68.5,75.3,28.0,71.5,76.4,72.6,9.1,3,4,313,318,4.8,15,22
DeAndre Jules,99830,DI,S CAROLINA,9,4,2.5,0,0,289,60.0,72.1,80.5,57.6,76.5,54.4,5.9,1,0,71,72,11.3,8,12
Josh Fuga,99832,DI,VA TECH,13,5,0.5,0,0,337,61.3,61.6,2.2,61.9,65.7,62.5,13.3,2,4,160,161,3.8,6,8
Kristian Varner,99839,DI,GA SOUTHRN,10,2,-0.5,0,0,174,60.0,53.6,81.1,60.5,49.3,31.7,33.3,2,0,117,120,1.7,2,2
Mike Lockhart,99842,DI,SMU,14,7,1.2,0,0,287,61.7,73.6,46.6,64.4,77.2,67.2,4.8,1,1,97,98,9.3,9,13
Ben Smiley,99845,ED,VIRGINIA,11,0,1.6,1,0,335,56.3,56.3,16.9,66.6,51.8,29.2,28.6,2,2,78,80,3.8,3,5
Steve Linton,99849,ED,BAYLOR,9,1,3.3,0,0,118,53.4,64.9,0.0,77.3,64.1,55.4,19.0,4,4,133,140,9.8,13,16
Kevin Hester Jr.,99852,DI,N CAROLINA,13,11,3.1,0,0,245,59.5,62.3,85.2,56.6,64.3,77.7,3.2,1,0,244,250,6.1,15,19
D'Quan Douse,99854,DI,MICH STATE,11,2,1.6,0,0,223,63.9,70.0,3.2,69.2,72.1,76.8,4.0,1,4,190,195,9.5,18,22
Malcolm Ray,99856,DI,RUTGERS,13,5,6.0,1,0,278,62.5,71.4,62.7,79.2,61.1,50.0,14.8,4,1,183,185,4.4,8,18
Josh McCarty,100211,S,PITTSBURGH,2,0,,0,0,268,,60.1,60.0,,60.0,,,0,0,1,2,0.0,0,0
