player_name,position,school,prev_rank,curr_rank,rank_delta_prev_minus_curr,prev_grade,curr_grade,grade_delta,athletic_delta,production_delta,prior_delta,guardrail_relief_delta,top_driver
Xavier Nwankpa,S,Iowa,425,126,299,64.41,77.07,12.66,28.18,0.0,0.0,8.21,athletic (up 28.18)
Zane Durant,DT,Penn State,310,65,245,70.81,78.77,7.96,22.74,0.0,0.0,4.37,athletic (up 22.74)
Jake Slaughter,IOL,Florida,216,76,140,74.15,78.4,4.25,26.92,0.0,0.0,0.0,athletic (up 26.92)
Lorenzo Styles Jr.,CB,Ohio State,189,52,137,74.97,79.39,4.42,27.94,0.0,0.0,0.0,athletic (up 27.94)
Ja'Kobi Lane,WR,USC,213,83,130,74.25,78.19,3.94,24.87,0.0,0.0,0.0,athletic (up 24.87)
Austin Barber,OT,Florida,174,45,129,75.59,79.62,4.03,25.47,0.0,0.0,0.0,athletic (up 25.47)
Eli Raridon,TE,Notre Dame,212,92,120,74.26,77.97,3.71,23.43,0.0,0.0,0.0,athletic (up 23.43)
Malik Muhammad,CB,Texas,238,118,120,73.49,77.21,3.72,23.5,0.0,0.0,0.0,athletic (up 23.50)
Tanner Koziol,TE,Houston,256,140,116,72.75,76.73,3.98,25.19,0.0,0.0,0.0,athletic (up 25.19)
Chandler Rivers,CB,Duke,182,74,108,75.32,78.4,3.08,19.48,0.0,0.0,0.0,athletic (up 19.48)
Davison Igbinosun,CB,Ohio State,183,79,104,75.29,78.26,2.97,18.77,0.0,0.0,0.0,athletic (up 18.77)
Tacario Davis,CB,Washington,278,181,97,71.89,75.89,4.0,25.3,0.0,0.0,0.0,athletic (up 25.30)
Aamil Wagner,OT,Notre Dame,178,84,94,75.39,78.16,2.77,17.49,0.0,0.0,0.0,athletic (up 17.49)
Jalon Kilgore,S,South Carolina,214,122,92,74.19,77.12,2.93,18.52,0.0,0.0,0.0,athletic (up 18.52)
Eli Stowers,TE,Vanderbilt,122,32,90,76.98,80.75,3.77,23.8,0.0,0.0,0.0,athletic (up 23.80)
Chase Bisontis,IOL,Texas A&M,115,40,75,77.04,80.02,2.98,18.79,0.0,0.0,0.0,athletic (up 18.79)
Germie Bernard,WR,Alabama,218,152,66,74.06,76.48,2.42,15.29,0.0,0.0,0.0,athletic (up 15.29)
David Bailey,EDGE,Texas Tech,82,18,64,77.95,82.19,4.24,24.93,0.0,0.0,0.29,athletic (up 24.93)
Parker Brailsford,IOL,Alabama,333,269,64,70.26,72.33,2.07,13.09,0.0,0.0,0.0,athletic (up 13.09)
Toriano Pride Jr.,CB,Missouri,217,155,62,74.08,76.43,2.35,14.86,0.0,0.0,0.0,athletic (up 14.86)
Antonio Williams,WR,Clemson,208,147,61,74.32,76.59,2.27,14.32,0.0,0.0,0.0,athletic (up 14.32)
Zachariah Branch,WR,Georgia,95,36,59,77.44,80.48,3.04,19.23,0.0,0.0,0.0,athletic (up 19.23)
Demond Claiborne,RB,Wake Forest,277,220,57,71.92,74.29,2.37,14.98,0.0,0.0,0.0,athletic (up 14.98)
Ar'maj Reed-Adams,IOL,Texas A&M,220,167,53,74.02,76.09,2.07,13.12,0.0,0.0,0.0,athletic (up 13.12)
Kenyon Sadiq,TE,Oregon,67,21,46,78.35,82.04,3.69,23.33,0.0,0.0,0.0,athletic (up 23.33)
RJ Maryland,TE,SMU,427,381,46,64.37,67.28,2.91,18.41,0.0,0.0,0.0,athletic (up 18.41)
T.J. Parker,EDGE,Clemson,64,20,44,78.42,82.06,3.64,23.07,0.0,0.0,0.0,athletic (up 23.07)
Daylen Everette,CB,Georgia,46,11,35,79.3,83.35,4.05,25.56,0.0,0.0,0.0,athletic (up 25.56)
Anthony Hill Jr.,LB,Texas Longhorns,34,9,25,79.82,83.66,3.84,24.33,0.0,0.0,0.0,athletic (up 24.33)
Caleb Lomu,OT,Utah,32,8,24,79.97,84.15,4.18,26.41,0.0,0.0,0.0,athletic (up 26.41)
Monroe Freeling,OT,Georgia,28,7,21,80.41,84.62,4.21,26.63,0.0,0.0,0.0,athletic (up 26.63)
Spencer Fano,OT,Utah,31,13,18,80.0,83.07,3.07,19.42,0.0,0.0,0.0,athletic (up 19.42)
Dillon Thieneman,S,Oregon,22,6,16,80.98,84.65,3.67,23.2,0.0,0.0,0.0,athletic (up 23.20)
Kadyn Proctor,OT,Alabama,16,5,11,81.62,85.08,3.46,21.91,0.0,0.0,0.0,athletic (up 21.91)
Sonny Styles,LB,Ohio State,8,2,6,82.59,85.56,2.97,18.74,0.0,0.0,0.0,athletic (up 18.74)
Jeremiyah Love,RB,Notre Dame,1,1,0,86.92,86.92,0.0,0.0,0.0,0.0,0.0,athletic (up 0.00)
Josh Thompson,IOL,LSU Tigers,428,428,0,64.32,64.32,0.0,0.0,0.0,0.0,0.0,athletic (up 0.00)
Fa'alili Fa'amoe,OT,Wake Forest Demon Deacons,429,429,0,64.31,64.31,0.0,0.0,0.0,0.0,0.0,athletic (up 0.00)
Luke Petitbon,IOL,Florida State Seminoles,430,430,0,64.26,64.26,0.0,0.0,0.0,0.0,0.0,athletic (up 0.00)
Dillon Wade,IOL,Auburn Tigers,431,431,0,64.26,64.26,0.0,0.0,0.0,0.0,0.0,athletic (up 0.00)
Sawyer Robertson,QB,Baylor Bears,432,432,0,64.23,64.23,0.0,0.0,0.0,0.0,0.0,athletic (up 0.00)
Davion Carter,IOL,Texas Tech Red Raiders,433,433,0,64.2,64.2,0.0,0.0,0.0,0.0,0.0,athletic (up 0.00)
Bauer Sharp,TE,LSU Tigers,434,434,0,64.09,64.09,0.0,0.0,0.0,0.0,0.0,athletic (up 0.00)
Mark Gronowski,QB,Iowa Hawkeyes,435,435,0,64.07,64.07,0.0,0.0,0.0,0.0,0.0,athletic (up 0.00)
Miles Kitselman,TE,Tennessee Volunteers,436,436,0,64.02,64.02,0.0,0.0,0.0,0.0,0.0,athletic (up 0.00)
Fernando Carmona,IOL,Arkansas Razorbacks,437,437,0,63.9,63.9,0.0,0.0,0.0,0.0,0.0,athletic (up 0.00)
Bryce Foster,IOL,Kansas,438,438,0,63.86,63.86,0.0,0.0,0.0,0.0,0.0,athletic (up 0.00)
Garrett DiGiorgio,IOL,UCLA Bruins,439,439,0,63.8,63.8,0.0,0.0,0.0,0.0,0.0,athletic (up 0.00)
Connor Tollison,IOL,Missouri,440,440,0,63.74,63.74,0.0,0.0,0.0,0.0,0.0,athletic (up 0.00)
Tanner Arkin,TE,Illinois Fighting Illini,441,441,0,63.67,63.67,0.0,0.0,0.0,0.0,0.0,athletic (up 0.00)
