player_name,position,school,prev_rank,curr_rank,rank_delta_prev_minus_curr,prev_grade,curr_grade,grade_delta,athletic_delta,production_delta,prior_delta,guardrail_relief_delta,top_driver
Malachi Lawrence,EDGE,UCF Knights,178,90,88,75.88,78.09,2.21,11.42,0.04,0.05,-0.15,athletic (up 11.42)
Nick Barrett,DT,South Carolina,216,131,85,74.98,76.97,1.99,9.25,0.0,0.1,0.0,athletic (up 9.25)
Gracen Halton,DT,Oklahoma Sooners,136,59,77,76.97,79.13,2.16,9.87,0.0,0.03,0.0,athletic (up 9.87)
Trey Moore,LB,Texas Longhorns,273,197,76,72.86,75.36,2.5,10.63,0.0,0.0,0.0,athletic (up 10.63)
DeMonte Capehart,DT,Clemson Tigers,175,108,67,75.95,77.64,1.69,9.84,0.0,0.0,-0.45,athletic (up 9.84)
David Gusta,DT,Kentucky,252,194,58,73.37,75.44,2.07,9.79,0.0,0.12,0.0,athletic (up 9.79)
Zane Durant,DT,Penn State,258,205,53,73.29,75.06,1.77,7.51,0.0,0.0,0.0,athletic (up 7.51)
Jaishawn Barham,LB,Michigan,187,139,48,75.72,76.74,1.02,-1.43,0.0,0.06,0.0,athletic (down 1.43)
Aiden Fisher,LB,Indiana Hoosiers,201,154,47,75.45,76.52,1.07,-1.43,0.0,0.0,0.0,athletic (down 1.43)
Taurean York,LB,Texas A&M Aggies,146,100,46,76.7,77.78,1.08,-1.43,0.0,0.01,0.0,athletic (down 1.43)
Darrell Jackson Jr.,DT,Florida State,219,174,45,74.79,75.94,1.15,0.84,0.0,0.01,0.0,athletic (up 0.84)
Kyle Louis,LB,Pittsburgh Panthers,304,261,43,71.51,73.27,1.76,5.29,0.0,0.03,0.0,athletic (up 5.29)
Justin Jefferson,LB,Alabama,359,316,43,69.2,70.81,1.61,4.93,0.0,0.08,0.0,athletic (up 4.93)
Jake Golday,LB,Cincinnati Bearcats,114,74,40,77.46,78.58,1.12,4.73,0.0,0.03,0.0,athletic (up 4.73)
Deontae Lawson,LB,Alabama,169,129,40,76.12,76.99,0.87,-0.89,0.0,0.0,0.0,athletic (down 0.89)
Chris McClellan,DT,Missouri Tigers,373,334,39,68.1,70.16,2.06,9.42,0.0,0.1,0.0,athletic (up 9.42)
Anthony Hill Jr.,LB,Texas Longhorns,88,50,38,78.17,79.47,1.3,4.96,0.0,0.0,0.0,athletic (up 4.96)
Keeshawn Silver,DT,USC,271,233,38,72.88,74.01,1.13,0.36,0.0,0.02,0.0,athletic (up 0.36)
Jalyn Phillips,S,Georgia,220,184,36,74.76,75.63,0.87,3.43,0.0,0.0,0.0,athletic (up 3.43)
Dasan McCullough,LB,Oklahoma,200,165,35,75.47,76.21,0.74,-0.99,0.0,0.01,0.0,athletic (down 0.99)
Bud Clark,S,TCU Horned Frogs,202,167,35,75.44,76.15,0.71,-1.97,0.06,0.01,0.0,athletic (down 1.97)
George Gumbs Jr.,EDGE,Florida Gators,361,326,35,69.15,70.58,1.43,10.72,0.0,0.0,0.0,athletic (up 10.72)
Domonique Orange,DT,Iowa State Cyclones,143,109,34,76.82,77.56,0.74,-1.79,0.0,0.01,0.0,athletic (down 1.79)
Bryce Boettcher,LB,Oregon Ducks,280,246,34,72.56,73.63,1.07,-1.43,0.0,0.0,0.0,athletic (down 1.43)
Sonny Styles,LB,Ohio State,49,18,31,79.88,81.26,1.38,6.85,0.0,0.02,-0.21,athletic (up 6.85)
Caleb Banks,DT,Florida Gators,61,30,31,79.46,80.81,1.35,9.44,0.0,-0.01,0.0,athletic (up 9.44)
Jalon Kilgore,S,South Carolina,243,212,31,73.81,74.92,1.11,0.43,0.19,0.01,0.0,athletic (up 0.43)
Tim Keenan III,DT,Alabama Crimson Tide,107,78,29,77.65,78.47,0.82,-1.79,0.0,-0.01,0.0,athletic (down 1.79)
Anthony Lucas,EDGE,USC Trojans,147,118,29,76.69,77.16,0.47,-0.78,0.07,0.02,0.0,athletic (down 0.78)
Ernest Hausmann,LB,Michigan,180,151,29,75.86,76.59,0.73,-1.02,0.0,0.01,0.0,athletic (down 1.02)
Popo Aumavae,LB,Oregon,195,166,29,75.63,76.17,0.54,-2.23,0.0,0.0,0.0,athletic (down 2.23)
Red Murdock,LB,Buffalo,281,252,29,72.54,73.49,0.95,-1.43,0.0,0.13,0.0,athletic (down 1.43)
James Thompson Jr.,DT,Illinois Fighting Illini,346,317,29,70.01,70.8,0.79,-1.79,0.0,0.0,0.0,athletic (down 1.79)
Dontay Corleone,DT,Cincinnati Bearcats,165,137,28,76.18,76.88,0.7,-1.79,0.0,-0.01,0.0,athletic (down 1.79)
Isaiah Paul,LB,Baylor,254,226,28,73.35,74.44,1.09,2.44,0.0,0.01,0.0,athletic (up 2.44)
Albert Regis,DT,Texas A&M Aggies,100,73,27,77.83,78.64,0.81,9.79,0.0,0.0,-1.33,athletic (up 9.79)
Harold Perkins Jr.,LB,LSU,108,81,27,77.54,78.35,0.81,-3.39,0.0,0.0,0.0,athletic (down 3.39)
Suntarine Perkins,LB,Ole Miss,237,210,27,74.0,74.99,0.99,-1.43,0.0,0.16,0.0,athletic (down 1.43)
Lander Barton,LB,Utah Utes,317,290,27,71.0,72.07,1.07,-1.43,0.0,0.0,0.0,athletic (down 1.43)
David Oke,DT,Arkansas Razorbacks,110,84,26,77.52,78.29,0.77,-1.79,0.0,0.0,0.0,athletic (down 1.79)
Zakee Wheatley,S,Penn State Nittany Lions,139,113,26,76.89,77.41,0.52,-1.97,-0.33,0.04,0.0,athletic (down 1.97)
Dakaari Nelson,S,Penn State,150,124,26,76.53,77.09,0.56,0.22,0.0,0.0,0.0,athletic (up 0.22)
Genesis Smith,S,Arizona Wildcats,154,128,26,76.43,77.0,0.57,-1.97,0.03,0.06,0.0,athletic (down 1.97)
Zxavian Harris,DT,Mississippi Rebels,257,232,25,73.33,74.11,0.78,-1.79,0.0,0.0,0.0,athletic (down 1.79)
Christian Thomas,LB,Maine,111,87,24,77.51,78.11,0.6,-1.43,0.0,0.06,0.0,athletic (down 1.43)
Emmett Johnson,RB,Nebraska Cornhuskers,135,111,24,76.97,77.52,0.55,-1.79,0.57,0.02,0.0,athletic (down 1.79)
Shedrick Shropshire,LB,TCU,185,161,24,75.79,76.29,0.5,-2.49,0.0,0.0,0.0,athletic (down 2.49)
Kendal Daniels,LB,Oklahoma,325,301,24,70.61,71.66,1.05,-1.43,0.0,0.12,0.0,athletic (down 1.43)
Gunner Maldonado,S,Kansas State Wildcats,342,318,24,70.21,70.8,0.59,-1.97,0.0,0.0,0.0,athletic (down 1.97)
Raesjon Davis,LB,USC,179,156,23,75.88,76.44,0.56,-2.06,0.0,0.01,0.0,athletic (down 2.06)
Martavius French,LB,Tennessee,183,160,23,75.82,76.32,0.5,-2.44,0.0,0.01,0.0,athletic (down 2.44)
Hero Kanu,DT,Texas,227,204,23,74.4,75.11,0.71,-1.79,0.0,0.16,0.0,athletic (down 1.79)
Bishop Fitzgerald,S,USC Trojans,288,265,23,72.39,72.95,0.56,-1.97,-0.11,0.04,0.0,athletic (down 1.97)
Josiah Trotter,LB,Missouri Tigers,73,51,22,78.98,79.33,0.35,-1.43,0.0,0.02,0.0,athletic (down 1.43)
Jalen Stroman,S,Notre Dame Fighting Irish,291,269,22,72.22,72.79,0.57,-1.97,-0.2,0.0,0.0,athletic (down 1.97)
Michael Taaffe,S,Texas Longhorns,96,75,21,78.0,78.57,0.57,-1.97,-0.29,0.0,-0.08,athletic (down 1.97)
Domata Peko Jr.,DT,UCLA,125,104,21,77.14,77.7,0.56,-0.66,0.0,0.0,0.0,athletic (down 0.66)
Bear Alexander,DT,Oregon,196,175,21,75.6,75.94,0.34,-1.79,0.0,0.13,0.0,athletic (down 1.79)
Jacob Rodriguez,LB,Texas Tech Red Raiders,199,178,21,75.49,75.84,0.35,4.93,0.0,0.01,-1.03,athletic (up 4.93)
Gabriel Brownlow-Dindy,DT,South Carolina,115,95,20,77.46,77.9,0.44,-1.4,0.0,0.0,0.0,athletic (down 1.40)
Mateen Ibirogba,DT,Wake Forest,137,117,20,76.96,77.27,0.31,-1.79,0.0,0.12,0.0,athletic (down 1.79)
Tysheem Johnson,LB,Oregon,190,170,20,75.68,76.03,0.35,-3.39,0.0,0.0,0.0,athletic (down 3.39)
Keon Sabb,S,Alabama,159,140,19,76.3,76.71,0.41,-0.88,0.0,0.0,0.0,athletic (down 0.88)
A'Mauri Washington,DT,Oregon,134,116,18,76.99,77.31,0.32,-1.79,0.0,0.11,0.0,athletic (down 1.79)
Mike Washington Jr.,RB,Arkansas Razorbacks,259,241,18,73.23,73.72,0.49,-1.79,0.0,0.01,0.0,athletic (down 1.79)
Xavier Nwankpa,S,Iowa,438,420,18,64.51,65.27,0.76,-0.73,-0.25,0.01,0.0,athletic (down 0.73)
Arvell Reese,LB,Ohio State Buckeyes,27,10,17,81.41,81.79,0.38,-1.43,0.0,0.0,0.0,athletic (down 1.43)
