player_uid,player_name,position,school,sim_drafted_count,sim_drafted_rate,median_pick,mean_pick,pick_variance,pick_std_dev,best_pick,worst_pick,round1_rate,top50_rate,most_common_team,most_common_team_share,representative_class_distance,simulations,softmax_temperature
107-spencer-fano,Spencer Fano,OT,Utah,1000,1.0,27.0,29.14,296.394,17.216,1,84,0.657,0.859,LAR,0.115,20.741,1000,0.13
302-arvell-reese,Arvell Reese,LB,Ohio State Buckeyes,1000,1.0,28.0,29.11,294.65,17.165,1,87,0.606,0.867,HOU,0.087,20.741,1000,0.13
311-christen-miller,Christen Miller,DT,Georgia Bulldogs,1000,1.0,28.0,30.77,297.682,17.253,1,83,0.575,0.848,HOU,0.138,20.741,1000,0.13
589-nyck-harbor,Nyck Harbor,WR,South Carolina,1000,1.0,29.0,28.87,343.041,18.521,1,80,0.598,0.868,CLE,0.124,20.741,1000,0.13
40-c.j.-allen,C.J. Allen,LB,Georgia,1000,1.0,30.0,31.13,299.349,17.302,1,82,0.559,0.854,HOU,0.098,20.741,1000,0.13
25-denzel-boston,Denzel Boston,WR,Washington,1000,1.0,30.0,30.11,363.479,19.065,1,104,0.573,0.843,CLE,0.131,20.741,1000,0.13
12-jordyn-tyson,Jordyn Tyson,WR,Arizona State,1000,1.0,31.0,32.69,385.318,19.63,1,94,0.523,0.82,CLE,0.135,20.741,1000,0.13
1-fernando-mendoza,Fernando Mendoza,QB,Indiana,1000,1.0,32.0,28.72,309.56,17.594,1,78,0.513,0.873,LV,0.22,20.741,1000,0.13
346-blake-miller,Blake Miller,OT,Clemson Tigers,1000,1.0,35.0,37.56,413.366,20.331,1,95,0.474,0.725,SF,0.108,20.741,1000,0.13
307-caleb-banks,Caleb Banks,DT,Florida Gators,1000,1.0,35.0,35.92,377.323,19.425,1,86,0.483,0.731,HOU,0.128,20.741,1000,0.13
320-emmanuel-pregnon,Emmanuel Pregnon,IOL,Oregon Ducks,1000,1.0,35.0,34.2,354.473,18.827,1,97,0.447,0.774,NYJ,0.064,20.741,1000,0.13
308-kayden-mcdonald,Kayden McDonald,DT,Ohio State Buckeyes,1000,1.0,35.0,35.4,360.572,18.989,1,95,0.481,0.758,HOU,0.13,20.741,1000,0.13
348-skyler-bell,Skyler Bell,WR,Connecticut Huskies,1000,1.0,35.0,37.76,445.385,21.104,1,103,0.426,0.73,CLE,0.108,20.741,1000,0.13
4-peter-woods,Peter Woods,DT,Clemson,1000,1.0,38.0,39.76,402.657,20.066,1,106,0.419,0.674,HOU,0.137,20.741,1000,0.13
322-colton-hood,Colton Hood,CB,Tennessee Volunteers,1000,1.0,39.0,36.65,336.477,18.343,1,81,0.397,0.757,MIN,0.076,20.741,1000,0.13
319-a.j.-haulcy,A.J. Haulcy,S,LSU Tigers,1000,1.0,40.0,40.47,451.343,21.245,1,103,0.369,0.687,NYJ,0.087,20.741,1000,0.13
6-avieon-terrell,Avieon Terrell,CB,Clemson,1000,1.0,41.0,38.01,354.149,18.819,1,85,0.365,0.725,LAR,0.054,20.741,1000,0.13
313-akheem-mesidor,Akheem Mesidor,EDGE,Miami (FL) Hurricanes,1000,1.0,41.5,39.4,520.777,22.821,1,101,0.399,0.657,CAR,0.079,20.741,1000,0.13
97-sonny-styles,Sonny Styles,LB,Ohio State,1000,1.0,42.0,41.5,416.848,20.417,1,99,0.35,0.648,HOU,0.086,20.741,1000,0.13
331-omar-cooper-jr.,Omar Cooper Jr.,WR,Indiana Hoosiers,1000,1.0,42.5,43.72,520.297,22.81,1,125,0.332,0.623,CLE,0.082,20.741,1000,0.13
354-dani-dennis-sutton,Dani Dennis-Sutton,EDGE,Penn State Nittany Lions,1000,1.0,43.0,41.04,515.857,22.712,1,122,0.361,0.644,PHI,0.082,20.741,1000,0.13
48-daylen-everette,Daylen Everette,CB,Georgia,1000,1.0,44.0,41.78,371.394,19.272,1,92,0.301,0.652,MIN,0.077,20.741,1000,0.13
94-eugene-asante,Eugene Asante,LB,Auburn,1000,1.0,44.0,43.93,462.619,21.509,1,113,0.32,0.597,HOU,0.078,20.741,1000,0.13
312-brandon-cisse,Brandon Cisse,CB,South Carolina Gamecocks,1000,1.0,45.0,42.55,386.108,19.65,1,93,0.286,0.632,MIN,0.072,20.741,1000,0.13
301-rueben-bain-jr.,Rueben Bain Jr.,EDGE,Miami (FL) Hurricanes,1000,1.0,46.0,43.82,537.656,23.187,1,117,0.312,0.599,PHI,0.078,20.741,1000,0.13
323-lee-hunter,Lee Hunter,DT,Texas Tech Red Raiders,1000,1.0,47.0,46.87,489.969,22.135,1,126,0.282,0.543,HOU,0.113,20.741,1000,0.13
316-keith-abney-ii,Keith Abney II,CB,Arizona State Sun Devils,1000,1.0,50.0,48.27,447.332,21.15,1,122,0.222,0.511,GB,0.068,20.741,1000,0.13
11-t.j.-parker,T.J. Parker,EDGE,Clemson,1000,1.0,50.0,47.52,603.922,24.575,1,124,0.299,0.507,PHI,0.084,20.741,1000,0.13
33-jermod-mccoy,Jermod McCoy,CB,Tennessee,1000,1.0,51.0,49.64,458.472,21.412,1,118,0.209,0.491,MIN,0.066,20.741,1000,0.13
342-jack-endries,Jack Endries,TE,Texas Longhorns,1000,1.0,51.5,50.32,493.006,22.204,2,132,0.241,0.481,LAC,0.133,20.741,1000,0.13
86-kenyon-sadiq,Kenyon Sadiq,TE,Oregon,1000,1.0,52.0,48.93,506.8,22.512,1,112,0.26,0.478,LAC,0.14,20.741,1000,0.13
35-dj-mckinney,DJ McKinney,CB,Colorado,1000,1.0,54.0,54.7,531.348,23.051,2,117,0.164,0.409,GB,0.067,20.741,1000,0.13
329-chris-johnson,Chris Johnson,CB,San Diego State Aztecs,1000,1.0,57.0,57.87,523.891,22.889,5,156,0.135,0.361,JAX,0.087,20.741,1000,0.13
375-kaytron-allen,Kaytron Allen,RB,Penn State Nittany Lions,1000,1.0,57.0,52.87,668.883,25.863,1,132,0.241,0.444,HOU,0.067,20.741,1000,0.13
55-t.j.-searcy,T.J. Searcy,EDGE,Texas A&M,1000,1.0,57.0,57.38,842.27,29.022,2,151,0.208,0.402,PHI,0.076,20.741,1000,0.13
314-ty-simpson,Ty Simpson,QB,Alabama Crimson Tide,1000,1.0,58.5,55.27,653.892,25.571,1,144,0.159,0.406,LV,0.156,20.741,1000,0.13
326-d'angelo-ponds,D'Angelo Ponds,CB,Indiana Hoosiers,1000,1.0,59.0,60.55,516.382,22.724,9,169,0.118,0.321,JAX,0.088,20.741,1000,0.13
318-gabe-jacas,Gabe Jacas,EDGE,Illinois Fighting Illini,1000,1.0,59.0,58.36,822.276,28.675,1,151,0.187,0.394,PHI,0.07,20.741,1000,0.13
360-mikail-kamara,Mikail Kamara,EDGE,Indiana Hoosiers,1000,1.0,59.0,57.93,789.982,28.107,1,143,0.198,0.396,PHI,0.067,20.741,1000,0.13
31-kevin-concepcion,Kevin Concepcion,WR,Texas A&M,1000,1.0,60.0,56.5,799.374,28.273,1,168,0.228,0.428,DEN,0.066,20.741,1000,0.13
42-takye-heath,Takye Heath,CB,Georgia Tech,1000,1.0,61.0,61.1,537.064,23.175,7,165,0.108,0.316,JAX,0.091,20.741,1000,0.13
333-josiah-trotter,Josiah Trotter,LB,Missouri Tigers,1000,1.0,62.0,60.84,614.144,24.782,1,126,0.163,0.316,HOU,0.071,20.741,1000,0.13
50-kaimon-rucker,Kaimon Rucker,EDGE,North Carolina,1000,1.0,62.0,59.99,873.76,29.559,1,160,0.191,0.369,PHI,0.07,20.741,1000,0.13
374-gracen-halton,Gracen Halton,DT,Oklahoma Sooners,1000,1.0,63.0,63.73,708.113,26.61,4,154,0.142,0.307,HOU,0.097,20.741,1000,0.13
317-anthony-hill-jr.,Anthony Hill Jr.,LB,Texas Longhorns,1000,1.0,66.0,65.37,682.835,26.131,1,158,0.117,0.282,HOU,0.076,20.741,1000,0.13
32-nicholas-singleton,Nicholas Singleton,RB,Penn State,1000,1.0,68.0,66.22,812.586,28.506,3,148,0.125,0.277,PIT,0.057,20.741,1000,0.13
172-derrick-moore,Derrick Moore,EDGE,Michigan,1000,1.0,71.0,71.78,941.364,30.682,9,188,0.107,0.256,PHI,0.076,20.741,1000,0.13
147-brady-latham,Brady Latham,IOL,Arkansas,1000,1.0,73.0,74.38,836.925,28.93,13,185,0.057,0.202,PIT,0.067,20.741,1000,0.13
38-eugene-brooks-iii,Eugene Brooks III,IOL,Oklahoma,1000,1.0,74.0,75.01,921.779,30.361,11,257,0.08,0.199,PIT,0.066,20.741,1000,0.13
23-lt-overton,LT Overton,EDGE,Alabama,1000,1.0,76.0,77.95,1137.603,33.728,14,207,0.084,0.219,PHI,0.079,20.741,1000,0.13
343-cj-daniels,CJ Daniels,WR,Miami (FL) Hurricanes,1000,1.0,77.0,80.34,1182.348,34.385,10,245,0.074,0.206,PIT,0.069,20.741,1000,0.13
91-justin-flowe,Justin Flowe,LB,Arizona,1000,1.0,77.0,77.02,931.57,30.522,6,234,0.07,0.178,PIT,0.08,20.741,1000,0.13
368-skyler-gill-howard,Skyler Gill-Howard,DT,Texas Tech Red Raiders,1000,1.0,78.0,76.43,1012.38,31.818,12,207,0.09,0.208,HOU,0.072,20.741,1000,0.13
120-jermayne-lole,Jermayne Lole,DT,Louisville,1000,1.0,80.0,80.53,1165.029,34.133,15,242,0.08,0.184,HOU,0.07,20.741,1000,0.13
15-isaiah-world,Isaiah World,OT,Oregon,1000,1.0,83.0,84.75,1234.404,35.134,26,247,0.059,0.152,SF,0.087,20.741,1000,0.13
347-jonah-coleman,Jonah Coleman,RB,Washington Huskies,1000,1.0,84.0,85.09,1165.493,34.139,16,225,0.061,0.167,MIA,0.065,20.741,1000,0.13
377-albert-regis,Albert Regis,DT,Texas A&M Aggies,999,0.999,86.0,92.4,1438.494,37.927,25,254,0.033,0.105,JAX,0.0681,20.741,1000,0.13
396-david-oke,David Oke,DT,Arkansas Razorbacks,1000,1.0,86.5,92.36,1550.728,39.379,23,257,0.041,0.12,DEN,0.065,20.741,1000,0.13
378-michael-taaffe,Michael Taaffe,S,Texas Longhorns,1000,1.0,87.0,90.68,1414.595,37.611,27,256,0.018,0.123,MIA,0.088,20.741,1000,0.13
345-chris-brazzell-ii,Chris Brazzell II,WR,Tennessee Volunteers,999,0.999,88.0,91.79,1554.586,39.428,17,251,0.046,0.138,DEN,0.0681,20.741,1000,0.13
387-tim-keenan-iii,Tim Keenan III,DT,Alabama Crimson Tide,995,0.995,89.0,98.09,1855.746,43.078,25,246,0.032,0.104,HOU,0.0673,20.741,1000,0.13
18-harold-perkins-jr.,Harold Perkins Jr.,LB,LSU,999,0.999,90.0,94.44,1491.141,38.615,19,243,0.034,0.104,PIT,0.0691,20.741,1000,0.13
359-seth-mcgowan,Seth McGowan,RB,Kentucky Wildcats,999,0.999,90.0,95.16,1233.297,35.118,22,246,0.018,0.084,PIT,0.0691,20.741,1000,0.13
366-xavier-scott,Xavier Scott,CB,Illinois Fighting Illini,984,0.984,92.0,103.34,1732.276,41.621,41,257,0.0,0.051,JAX,0.0986,20.741,1000,0.13
46-evan-stewart,Evan Stewart,WR,Oregon,995,0.995,93.0,94.82,1713.321,41.392,20,252,0.038,0.151,MIA,0.0603,20.741,1000,0.13
266-zachariah-branch,Zachariah Branch,WR,Georgia,990,0.99,93.5,96.79,1835.674,42.845,20,242,0.049,0.127,PIT,0.0636,20.741,1000,0.13
330-jake-golday,Jake Golday,LB,Cincinnati Bearcats,996,0.996,94.0,102.03,1922.229,43.843,21,256,0.034,0.085,HOU,0.0622,20.741,1000,0.13
21-eli-stowers,Eli Stowers,TE,Vanderbilt,994,0.994,94.0,99.74,1436.007,37.895,34,255,0.0,0.062,DEN,0.1016,20.741,1000,0.13
351-gennings-dunker,Gennings Dunker,OT,Iowa Hawkeyes,993,0.993,94.0,99.45,1362.157,36.907,35,246,0.0,0.058,SF,0.0755,20.741,1000,0.13
117-hollin-pierce,Hollin Pierce,OT,Rutgers,995,0.995,96.0,104.33,1639.78,40.494,37,256,0.0,0.055,SF,0.0754,20.741,1000,0.13
75-justice-boone,Justice Boone,RB,Colorado,994,0.994,100.0,105.12,1680.967,41.0,29,253,0.009,0.076,PIT,0.0704,20.741,1000,0.13
332-jadarian-price,Jadarian Price,RB,Notre Dame Fighting Irish,993,0.993,100.0,106.34,1660.605,40.751,28,256,0.008,0.053,HOU,0.0584,20.741,1000,0.13
122-xavier-chaplin,Xavier Chaplin,OT,Auburn,993,0.993,102.0,111.07,1877.698,43.332,44,256,0.0,0.028,SF,0.0755,20.741,1000,0.13
395-drew-shelton,Drew Shelton,OT,Penn State Nittany Lions,989,0.989,105.0,114.04,1764.753,42.009,57,254,0.0,0.0,SF,0.0779,20.741,1000,0.13
584-langston-jones,Langston Jones,OT,Lehigh,988,0.988,105.0,115.13,1917.208,43.786,49,256,0.0,0.008,SF,0.0749,20.741,1000,0.13
327-caleb-tiernan,Caleb Tiernan,OT,Northwestern Wildcats,988,0.988,106.0,115.45,1886.4,43.433,55,257,0.0,0.0,PHI,0.0597,20.741,1000,0.13
353-deion-burks,Deion Burks,WR,Oklahoma Sooners,961,0.961,106.0,115.87,2471.261,49.712,31,257,0.002,0.057,CLE,0.0645,20.741,1000,0.13
159-gabriel-brownlow-dindy,Gabriel Brownlow-Dindy,DT,South Carolina,982,0.982,108.0,118.64,2441.011,49.407,36,254,0.0,0.046,MIN,0.0672,20.741,1000,0.13
372-j.c.-davis,J.C. Davis,OT,Illinois Fighting Illini,992,0.992,109.0,116.88,1901.848,43.61,53,254,0.0,0.0,SF,0.0786,20.741,1000,0.13
65-makhi-hughes,Makhi Hughes,RB,Oregon,986,0.986,109.0,113.61,1919.426,43.811,33,255,0.0,0.048,PHI,0.0629,20.741,1000,0.13
364-sam-roush,Sam Roush,TE,Stanford Cardinal,977,0.977,109.0,119.21,1420.372,37.688,69,256,0.0,0.0,DEN,0.1075,20.741,1000,0.13
361-malachi-fields,Malachi Fields,WR,Notre Dame Fighting Irish,961,0.961,110.0,118.15,2343.119,48.406,33,257,0.0,0.054,PIT,0.0697,20.741,1000,0.13
580-christian-thomas,Christian Thomas,LB,Maine,985,0.985,111.0,118.81,2397.417,48.963,30,257,0.005,0.044,PIT,0.0731,20.741,1000,0.13
352-justin-joly,Justin Joly,TE,North Carolina State Wolfpack,978,0.978,111.0,118.98,1502.145,38.758,65,257,0.0,0.0,PIT,0.0695,20.741,1000,0.13
357-zakee-wheatley,Zakee Wheatley,S,Penn State Nittany Lions,973,0.973,111.0,118.94,1945.653,44.11,51,256,0.0,0.0,MIA,0.0802,20.741,1000,0.13
156-dominic-gooden,Dominic Gooden,DT,Oklahoma,953,0.953,112.0,123.96,2611.916,51.107,40,257,0.0,0.026,MIN,0.0651,20.741,1000,0.13
379-julian-neal,Julian Neal,CB,Arkansas Razorbacks,971,0.971,113.0,125.7,1401.133,37.432,86,257,0.0,0.0,JAX,0.0793,20.741,1000,0.13
176-domata-peko-jr.,Domata Peko Jr.,DT,UCLA,937,0.937,113.0,125.94,2744.896,52.392,47,255,0.0,0.013,GB,0.0555,20.741,1000,0.13
599-a'mauri-washington,A'Mauri Washington,DT,Oregon,949,0.949,115.0,128.43,2555.003,50.547,55,257,0.0,0.0,DEN,0.0622,20.741,1000,0.13
84-tyreak-sapp,Tyreak Sapp,EDGE,Florida,972,0.972,116.0,120.87,2068.266,45.478,43,256,0.0,0.033,BAL,0.0556,20.741,1000,0.13
415-demonte-capehart,DeMonte Capehart,DT,Clemson Tigers,957,0.957,117.0,128.63,2220.025,47.117,61,257,0.0,0.0,DEN,0.0606,20.741,1000,0.13
350-emmett-johnson,Emmett Johnson,RB,Nebraska Cornhuskers,943,0.943,117.0,127.84,2215.981,47.074,50,257,0.0,0.002,PHI,0.0626,20.741,1000,0.13
403-malachi-lawrence,Malachi Lawrence,EDGE,UCF Knights,976,0.976,118.0,120.95,1855.02,43.07,45,257,0.0,0.015,PHI,0.0738,20.741,1000,0.13
123-chase-bisontis,Chase Bisontis,IOL,Texas A&M,931,0.931,118.0,126.67,2139.788,46.258,62,257,0.0,0.0,SF,0.0526,20.741,1000,0.13
367-genesis-smith,Genesis Smith,S,Arizona Wildcats,981,0.981,119.0,126.26,1815.486,42.609,67,251,0.0,0.0,MIA,0.0866,20.741,1000,0.13
193-dakaari-nelson,Dakaari Nelson,S,Penn State,973,0.973,119.0,128.57,1654.899,40.68,72,256,0.0,0.0,PIT,0.0719,20.741,1000,0.13
182-tre-williams,Tre Williams,DT,Clemson,922,0.922,119.0,131.89,2468.627,49.685,60,257,0.0,0.0,MIN,0.0662,20.741,1000,0.13
51-davison-igbinosun,Davison Igbinosun,CB,Ohio State,966,0.966,120.0,134.64,1354.711,36.806,94,256,0.0,0.0,MIN,0.0776,20.741,1000,0.13
338-domonique-orange,Domonique Orange,DT,Iowa State Cyclones,942,0.942,120.0,130.97,2802.391,52.938,48,257,0.0,0.005,MIN,0.0584,20.741,1000,0.13
339-elijah-sarratt,Elijah Sarratt,WR,Indiana Hoosiers,931,0.931,120.0,126.81,2485.181,49.852,38,256,0.0,0.033,NE,0.0763,20.741,1000,0.13
334-joshua-josephs,Joshua Josephs,EDGE,Tennessee Volunteers,969,0.969,121.0,127.22,1847.622,42.984,56,257,0.0,0.0,PIT,0.065,20.741,1000,0.13
197-keon-wylie,Keon Wylie,S,Texas Tech,964,0.964,121.0,130.02,1598.458,39.981,81,255,0.0,0.0,MIA,0.0705,20.741,1000,0.13
62-drew-allar,Drew Allar,QB,Penn State,944,0.944,121.0,127.46,1435.009,37.882,78,256,0.0,0.0,LV,0.1059,20.741,1000,0.13
269-chris-bell,Chris Bell,WR,Louisville,899,0.899,121.0,128.22,2458.004,49.578,42,257,0.0,0.015,NE,0.0679,20.741,1000,0.13
168-cj-mims,CJ Mims,EDGE,West Virginia,968,0.968,122.0,129.79,1690.653,41.118,66,253,0.0,0.0,NO,0.0589,20.741,1000,0.13
373-josh-cuevas,Josh Cuevas,TE,Alabama Crimson Tide,960,0.96,122.0,130.63,1166.561,34.155,88,254,0.0,0.0,DEN,0.1073,20.741,1000,0.13
593-matayo-uiagalelei,Matayo Uiagalelei,EDGE,Oregon,959,0.959,123.0,127.52,2026.773,45.02,52,256,0.0,0.0,PHI,0.0615,20.741,1000,0.13
601-mateen-ibirogba,Mateen Ibirogba,DT,Wake Forest,951,0.951,123.0,134.33,2729.848,52.248,59,257,0.0,0.0,MIN,0.0578,20.741,1000,0.13
328-dontay-corleone,Dontay Corleone,DT,Cincinnati Bearcats,927,0.927,123.0,136.38,2166.431,46.545,76,257,0.0,0.0,MIN,0.069,20.741,1000,0.13
384-beau-stephens,Beau Stephens,IOL,Iowa Hawkeyes,919,0.919,123.0,131.04,2049.21,45.268,68,257,0.0,0.0,BAL,0.0653,20.741,1000,0.13
607-nick-barrett,Nick Barrett,DT,South Carolina,955,0.955,124.0,135.47,1948.046,44.137,80,257,0.0,0.0,JAX,0.0565,20.741,1000,0.13
349-taurean-york,Taurean York,LB,Texas A&M Aggies,950,0.95,124.0,130.87,2814.044,53.048,39,257,0.0,0.026,SF,0.0484,20.741,1000,0.13
341-anthony-lucas,Anthony Lucas,EDGE,USC Trojans,970,0.97,125.0,130.49,1656.596,40.701,64,257,0.0,0.0,PHI,0.0598,20.741,1000,0.13
358-sam-hecht,Sam Hecht,IOL,Kansas State Wildcats,919,0.919,125.0,132.29,2018.828,44.931,71,257,0.0,0.0,MIA,0.0631,20.741,1000,0.13
134-addison-nichols,Addison Nichols,IOL,Arkansas,908,0.908,125.0,136.9,1858.75,43.113,82,257,0.0,0.0,PIT,0.0573,20.741,1000,0.13
196-branson-combs,Branson Combs,S,Wake Forest,964,0.964,126.0,132.59,1415.73,37.626,83,256,0.0,0.0,PIT,0.0726,20.741,1000,0.13
310-kc-concepcion,KC Concepcion,WR,Texas A&M Aggies,883,0.883,126.0,135.58,2439.988,49.396,63,257,0.0,0.0,PIT,0.0657,20.741,1000,0.13
44-aamil-wagner,Aamil Wagner,OT,Notre Dame,982,0.982,127.0,136.78,1432.713,37.851,90,256,0.0,0.0,SF,0.0743,20.741,1000,0.13
194-keon-sabb,Keon Sabb,S,Alabama,961,0.961,128.0,137.22,1393.93,37.335,89,257,0.0,0.0,LV,0.0645,20.741,1000,0.13
597-kade-pieper,Kade Pieper,IOL,Iowa,916,0.916,128.0,136.24,1985.303,44.557,77,257,0.0,0.0,SF,0.0546,20.741,1000,0.13
581-daniel-sobkowicz,Daniel Sobkowicz,WR,Illinois State,880,0.88,129.0,141.26,2284.312,47.794,73,257,0.0,0.0,CLE,0.058,20.741,1000,0.13
170-darris-smith,Darris Smith,EDGE,LSU,974,0.974,130.0,136.54,1506.71,38.816,79,257,0.0,0.0,PHI,0.0729,20.741,1000,0.13
595-eric-singleton-jr.,Eric Singleton Jr.,WR,Auburn,882,0.882,131.0,136.43,2428.919,49.284,47,256,0.0,0.005,CLE,0.0612,20.741,1000,0.13
369-de'zhaun-stribling,De'Zhaun Stribling,WR,Mississippi Rebels,877,0.877,131.0,137.39,2573.796,50.733,59,257,0.0,0.0,CLE,0.0582,20.741,1000,0.13
192-isaac-smith,Isaac Smith,S,Mississippi State,963,0.963,133.0,141.57,1527.876,39.088,91,257,0.0,0.0,LV,0.0685,20.741,1000,0.13
137-bryce-lovett,Bryce Lovett,IOL,NC State,917,0.917,133.0,141.75,1874.274,43.293,85,257,0.0,0.0,SF,0.072,20.741,1000,0.13
136-timothy-mckay,Timothy McKay,IOL,NC State,894,0.894,133.0,141.22,1686.492,41.067,87,256,0.0,0.0,SF,0.0649,20.741,1000,0.13
96-deontae-lawson,Deontae Lawson,LB,Alabama,902,0.902,134.0,145.1,2624.843,51.233,70,257,0.0,0.0,PIT,0.061,20.741,1000,0.13
27-austin-barber,Austin Barber,OT,Florida,983,0.983,135.0,144.24,1274.976,35.707,100,257,0.0,0.0,SF,0.0631,20.741,1000,0.13
336-max-iheanachor,Max Iheanachor,OT,Arizona State Sun Devils,979,0.979,135.0,143.01,1085.958,32.954,101,256,0.0,0.0,LV,0.0756,20.741,1000,0.13
585-michael-briscoe,Michael Briscoe,WR,Cal Poly,876,0.876,135.0,142.82,2137.505,46.233,74,256,0.0,0.0,PIT,0.0765,20.741,1000,0.13
177-jeremiah-alexander,Jeremiah Alexander,EDGE,Alabama,957,0.957,136.0,143.92,1244.036,35.271,95,257,0.0,0.0,NE,0.0679,20.741,1000,0.13
61-cade-klubnik,Cade Klubnik,QB,Clemson,933,0.933,138.0,147.33,1156.065,34.001,107,257,0.0,0.0,LV,0.1083,20.741,1000,0.13
148-joe-crocker-jr.,Joe Crocker Jr.,IOL,Auburn,899,0.899,138.0,147.45,1596.23,39.953,96,257,0.0,0.0,PHI,0.0601,20.741,1000,0.13
577-barika-kpeenu,Barika Kpeenu,RB,North Dakota State,935,0.935,139.0,145.2,1573.542,39.668,92,256,0.0,0.0,DAL,0.0642,20.741,1000,0.13
588-treyvhon-saunders,Treyvhon Saunders,WR,Colgate,855,0.855,139.0,146.09,2192.72,46.826,75,257,0.0,0.0,PIT,0.0667,20.741,1000,0.13
594-trevor-goosby,Trevor Goosby,OT,Texas,968,0.968,140.0,148.07,1018.438,31.913,108,255,0.0,0.0,BAL,0.0919,20.741,1000,0.13
213-denairius-gray,Denairius Gray,CB,Florida,951,0.951,141.0,151.17,1167.77,34.173,113,256,0.0,0.0,SF,0.0673,20.741,1000,0.13
587-rodney-hammond-jr.,Rodney Hammond Jr.,RB,Sacramento State,932,0.932,141.0,148.3,1641.065,40.51,93,257,0.0,0.0,DAL,0.0612,20.741,1000,0.13
575-lanorris-sellers,LaNorris Sellers,QB,South Carolina,921,0.921,141.0,151.84,1148.877,33.895,111,257,0.0,0.0,LV,0.1249,20.741,1000,0.13
623-jaishawn-barham,Jaishawn Barham,LB,Michigan,897,0.897,141.0,149.5,2142.451,46.287,84,257,0.0,0.0,LV,0.0847,20.741,1000,0.13
52-chandler-rivers,Chandler Rivers,CB,Duke,943,0.943,142.0,150.58,1327.652,36.437,110,257,0.0,0.0,BAL,0.0583,20.741,1000,0.13
371-bud-clark,Bud Clark,S,TCU Horned Frogs,945,0.945,143.0,151.59,1375.161,37.083,105,255,0.0,0.0,CLE,0.0688,20.741,1000,0.13
211-ricardo-jones-jr.,Ricardo Jones Jr.,CB,Purdue,935,0.935,149.0,157.28,1239.017,35.2,117,257,0.0,0.0,MIN,0.0738,20.741,1000,0.13
243-ernest-hausmann,Ernest Hausmann,LB,Michigan,891,0.891,149.0,157.43,1858.288,43.108,97,257,0.0,0.0,LV,0.0741,20.741,1000,0.13
385-aiden-fisher,Aiden Fisher,LB,Indiana Hoosiers,858,0.858,149.0,159.0,1957.678,44.246,99,257,0.0,0.0,LV,0.0676,20.741,1000,0.13
223-ja'keem-jackson,Ja'Keem Jackson,CB,Florida,953,0.953,151.0,157.46,1242.362,35.247,116,257,0.0,0.0,LV,0.0651,20.741,1000,0.13
242-raesjon-davis,Raesjon Davis,LB,USC,896,0.896,152.0,158.61,1943.347,44.083,99,257,0.0,0.0,LV,0.0837,20.741,1000,0.13
605-cayden-green,Cayden Green,IOL,Missouri,872,0.872,152.0,162.62,1395.115,37.351,115,256,0.0,0.0,BAL,0.0722,20.741,1000,0.13
400-ted-hurst,Ted Hurst,WR,Georgia State Panthers,832,0.832,152.0,161.23,1651.322,40.636,104,257,0.0,0.0,CLE,0.0745,20.741,1000,0.13
214-samari-matthews,Samari Matthews,CB,Texas A&M,948,0.948,153.0,161.41,1208.803,34.768,119,257,0.0,0.0,LV,0.0707,20.741,1000,0.13
113-earnest-greene-iii,Earnest Greene III,OT,Georgia,981,0.981,156.0,162.58,908.325,30.138,126,257,0.0,0.0,SF,0.1172,20.741,1000,0.13
230-tyler-collins,Tyler Collins,CB,Mississippi State,933,0.933,156.0,163.87,1124.69,33.536,122,257,0.0,0.0,SF,0.0665,20.741,1000,0.13
218-tyreak-chappell,Tyreak Chappell,CB,South Carolina,931,0.931,156.0,163.83,1171.431,34.226,121,257,0.0,0.0,SF,0.0902,20.741,1000,0.13
248-popo-aumavae,Popo Aumavae,LB,Oregon,861,0.861,156.0,163.57,1676.482,40.945,106,257,0.0,0.0,LAR,0.0592,20.741,1000,0.13
227-toriano-pride-jr.,Toriano Pride Jr.,CB,Missouri,916,0.916,158.0,166.29,1184.876,34.422,123,257,0.0,0.0,SF,0.0841,20.741,1000,0.13
609-bear-alexander,Bear Alexander,DT,Oregon,892,0.892,158.0,166.78,1615.141,40.189,114,257,0.0,0.0,BAL,0.0673,20.741,1000,0.13
246-shedrick-shropshire,Shedrick Shropshire,LB,TCU,877,0.877,158.0,163.07,1828.187,42.757,103,257,0.0,0.0,LV,0.0582,20.741,1000,0.13
245-martavius-french,Martavius French,LB,Tennessee,867,0.867,159.0,163.75,1876.889,43.323,102,257,0.0,0.0,LV,0.0519,20.741,1000,0.13
66-le'veon-moss,Le'Veon Moss,RB,Texas A&M,911,0.911,161.0,168.96,1067.118,32.667,124,257,0.0,0.0,SF,0.0735,20.741,1000,0.13
41-oscar-delp,Oscar Delp,TE,Georgia,910,0.91,161.0,170.18,953.44,30.878,134,256,0.0,0.0,CLE,0.0703,20.741,1000,0.13
