player_name,position,school,prev_rank,curr_rank,rank_delta_prev_minus_curr,prev_grade,curr_grade,grade_delta,athletic_delta,production_delta,prior_delta,guardrail_relief_delta,top_driver
VJ Payne,S,Kansas State Wildcats,233,204,29,72.9,72.45,-0.45,0.0,0.0,-0.78,-0.4,prior (down 0.78)
Lee Hunter,DT,Texas Tech Red Raiders,131,105,26,79.45,79.51,0.06,0.0,0.0,0.23,0.05,prior (up 0.23)
Kage Casey,OT,Boise State,189,163,26,76.59,76.72,0.13,0.0,0.0,0.59,0.09,prior (up 0.59)
Kevin Coleman Jr.,WR,Missouri Tigers,214,188,26,74.65,74.46,-0.19,0.0,0.0,-0.05,-0.17,guardrail_relief (down 0.17)
Avieon Terrell,CB,Clemson,66,41,25,83.21,85.44,2.23,0.0,0.0,0.36,0.0,prior (up 0.36)
Germie Bernard,WR,Alabama,119,94,25,78.88,78.81,-0.07,0.0,0.0,1.15,-0.15,prior (up 1.15)
J. Michael Sturdivant,WR,Florida Gators,194,169,25,76.17,76.17,0.0,0.0,0.0,0.0,0.0,athletic (up 0.00)
Carson Beck,QB,Miami (FL) Hurricanes,158,134,24,78.04,78.04,0.0,0.0,0.0,-0.74,-0.21,prior (down 0.74)
Nadame Tucker,EDGE,Western Michigan Broncos,205,181,24,75.65,75.09,-0.56,0.0,0.0,-0.89,-0.49,prior (down 0.89)
Jeremiah Wright,IOL,Auburn Tigers,247,223,24,71.19,70.49,-0.7,0.0,0.0,-0.2,-0.67,guardrail_relief (down 0.67)
Malachi Fields,WR,Notre Dame Fighting Irish,139,116,23,78.56,78.76,0.2,0.0,0.0,0.82,-0.01,prior (up 0.82)
Beau Stephens,IOL,Iowa Hawkeyes,166,143,23,77.33,77.56,0.23,0.0,0.0,-2.57,0.74,prior (down 2.57)
Chris Hilton Jr.,WR,LSU Tigers,259,236,23,69.35,69.35,0.0,0.0,0.0,0.0,0.0,athletic (up 0.00)
Toriano Pride Jr.,CB,Missouri,134,113,21,79.06,79.06,0.0,0.0,0.0,0.0,0.0,athletic (up 0.00)
Malachi Lawrence,EDGE,UCF Knights,148,127,21,78.09,78.09,0.0,0.0,0.0,2.11,0.26,prior (up 2.11)
Devin Moore,CB,Florida,195,174,21,76.36,75.94,-0.42,0.0,0.0,-0.57,-0.38,prior (down 0.57)
Hezekiah Masses,CB,California Golden Bears,198,178,20,75.96,75.25,-0.71,0.0,0.0,-2.94,-0.5,prior (down 2.94)
Reggie Virgil,WR,Texas Tech Red Raiders,227,207,20,73.97,72.43,-1.54,0.0,0.0,5.04,-1.89,prior (up 5.04)
Fernando Carmona,IOL,Arkansas Razorbacks,260,240,20,68.69,68.36,-0.33,0.0,0.0,0.28,-0.34,guardrail_relief (down 0.34)
Nicholas Singleton,RB,Penn State,98,79,19,80.4,81.9,1.5,0.0,0.0,-2.08,1.61,prior (down 2.08)
Tanner Koziol,TE,Houston,156,137,19,78.09,77.09,-1.0,0.0,0.0,4.02,-1.24,prior (up 4.02)
Tim Keenan III,DT,Alabama Crimson Tide,181,162,19,77.0,76.83,-0.17,0.0,0.0,1.38,-0.33,prior (up 1.38)
Sawyer Robertson,QB,Baylor Bears,258,239,19,69.62,68.86,-0.76,0.0,0.0,-0.76,-0.71,prior (down 0.76)
Akheem Mesidor,EDGE,Miami (FL) Hurricanes,46,28,18,84.8,87.83,3.03,0.0,0.0,0.65,0.0,prior (up 0.65)
Ephesians Prysock,CB,Washington Huskies,191,173,18,76.19,75.54,-0.65,0.0,0.0,-1.08,-0.58,prior (down 1.08)
Taylen Green,QB,Arkansas Razorbacks,197,179,18,76.04,75.04,-1.0,0.0,0.0,4.67,-1.24,prior (up 4.67)
Max Klare,TE,Purdue,121,104,17,78.6,78.22,-0.38,0.0,0.0,-0.49,-0.34,prior (down 0.49)
Pat Coogan,IOL,Indiana Hoosiers,132,115,17,78.97,78.83,-0.14,0.0,0.0,-1.41,-0.04,prior (down 1.41)
LT Overton,EDGE,Alabama,149,132,17,78.5,78.43,-0.07,0.0,0.0,-0.27,-0.05,prior (down 0.27)
Cole Payton,QB,North Dakota State,159,142,17,78.04,78.04,0.0,0.0,0.0,-3.29,0.24,prior (down 3.29)
Trey Zuhn III,IOL,Texas A&M,167,150,17,77.47,77.47,0.0,0.0,0.0,-1.02,0.07,prior (down 1.02)
TJ Hall,CB,Iowa Hawkeyes,248,231,17,71.33,69.45,-1.88,0.0,0.0,-0.88,-1.74,guardrail_relief (down 1.74)
Xavian Sorey Jr.,LB,Arkansas Razorbacks,249,232,17,71.25,69.63,-1.62,0.0,0.0,-3.17,-1.4,prior (down 3.17)
Deven Eastern,DT,Minnesota Golden Gophers,251,234,17,71.04,69.39,-1.65,0.0,0.0,-3.21,-1.41,prior (down 3.21)
Drew Allar,QB,Penn State,164,148,16,77.54,77.54,0.0,0.0,0.0,-2.74,0.26,prior (down 2.74)
Parker Brailsford,IOL,Alabama,169,153,16,77.47,77.47,0.0,0.0,0.0,-0.46,0.04,prior (down 0.46)
Bud Clark,S,TCU Horned Frogs,108,93,15,80.07,80.07,0.0,0.0,0.0,0.24,-0.03,prior (up 0.24)
Ted Hurst,WR,Georgia State Panthers,111,96,15,79.67,79.67,0.0,0.0,0.0,0.64,-0.05,prior (up 0.64)
Connor Lew,IOL,Auburn Tigers,116,101,15,79.75,79.8,0.05,0.0,0.0,0.51,0.02,prior (up 0.51)
Kendal Daniels,LB,Oklahoma,175,161,14,77.88,77.88,0.0,0.0,0.0,-5.62,0.42,prior (down 5.62)
Kamari Ramsey,S,USC Trojans,178,164,14,77.31,76.81,-0.5,0.0,0.0,3.03,-0.86,prior (up 3.03)
Antonio Williams,WR,Clemson,103,90,13,79.03,79.08,0.05,0.0,0.0,0.14,0.04,prior (up 0.14)
Emmett Johnson,RB,Nebraska Cornhuskers,122,109,13,79.56,79.3,-0.26,0.0,0.0,-0.09,-0.25,guardrail_relief (down 0.25)
Joe Royer,TE,Cincinnati Bearcats,173,160,13,77.34,77.05,-0.29,0.0,0.0,-1.59,-0.18,prior (down 1.59)
Eli Stowers,TE,Vanderbilt,54,42,12,84.37,85.33,0.96,0.0,0.0,0.67,0.91,guardrail_relief (up 0.91)
Zachariah Branch,WR,Georgia,67,55,12,82.01,82.28,0.27,0.0,0.0,1.49,0.02,prior (up 1.49)
Tacario Davis,CB,Washington,110,98,12,80.17,80.17,0.0,0.0,0.0,-2.52,0.19,prior (down 2.52)
Julian Neal,CB,Arkansas Razorbacks,135,123,12,78.64,78.52,-0.12,0.0,0.0,-0.33,-0.1,prior (down 0.33)
Zakee Wheatley,S,Penn State Nittany Lions,140,128,12,78.57,78.44,-0.13,0.0,0.0,0.01,-0.13,guardrail_relief (down 0.13)
Bryce Boettcher,LB,Oregon Ducks,171,159,12,77.38,77.02,-0.36,0.0,0.0,2.56,-0.59,prior (up 2.56)
Nate Boerkircher,TE,Texas A&M Aggies,211,199,12,75.19,73.51,-1.68,0.0,0.0,2.89,-1.81,prior (up 2.89)
J'Mari Taylor,RB,Virginia Cavaliers,225,213,12,74.18,71.92,-2.26,0.0,0.0,-2.11,-1.84,prior (down 2.11)
Keith Abney II,CB,Arizona State Sun Devils,86,75,11,81.18,81.55,0.37,0.0,0.0,2.13,0.22,prior (up 2.13)
Sam Hecht,IOL,Kansas State Wildcats,100,89,11,80.38,80.3,-0.08,0.0,0.0,-0.35,-0.06,prior (down 0.35)
Jacob Rodriguez,LB,Texas Tech Red Raiders,77,67,10,81.75,82.09,0.34,0.0,0.0,1.04,0.26,prior (up 1.04)
Anthony Lucas,EDGE,USC Trojans,78,68,10,81.73,82.02,0.29,0.0,0.0,-1.47,0.4,prior (down 1.47)
Chris Bell,WR,Louisville,81,71,10,80.33,80.38,0.05,0.0,0.0,0.87,-0.01,prior (up 0.87)
Gracen Halton,DT,Oklahoma Sooners,93,83,10,80.64,80.64,0.0,0.0,0.0,-0.03,0.0,prior (down 0.03)
Genesis Smith,S,Arizona Wildcats,95,85,10,80.57,80.57,0.0,0.0,0.0,-0.3,0.02,prior (down 0.30)
Cade Klubnik,QB,Clemson,165,155,10,77.54,77.54,0.0,0.0,0.0,-6.62,0.54,prior (down 6.62)
Mason Reiger,EDGE,Wisconsin Badgers,212,202,10,75.09,72.99,-2.1,0.0,0.0,-0.68,-2.04,guardrail_relief (down 2.04)
Kayden McDonald,DT,Ohio State Buckeyes,20,11,9,89.47,91.74,2.27,0.0,0.0,0.13,0.0,prior (up 0.13)
Derrick Moore,EDGE,Michigan,90,81,9,80.1,80.03,-0.07,0.0,0.0,0.72,-0.13,prior (up 0.72)
Red Murdock,LB,Buffalo,128,119,9,79.34,78.88,-0.46,0.0,0.0,3.34,-1.0,prior (up 3.34)
Malik Muhammad,CB,Texas,84,76,8,80.17,80.17,0.0,0.0,0.0,-0.26,0.01,prior (down 0.26)
Austin Barber,OT,Florida,96,88,8,81.27,81.27,0.0,0.0,0.0,-1.19,0.11,prior (down 1.19)
Jude Bowry,OT,Boston College Eagles,129,121,8,79.27,78.72,-0.55,0.0,0.0,-1.49,-0.44,prior (down 1.49)
Garrett Nussmeier,QB,LSU,133,125,8,79.04,78.55,-0.49,0.0,0.0,1.65,-0.57,prior (up 1.65)
Chris Johnson,CB,San Diego State Aztecs,64,57,7,83.3,83.2,-0.1,0.0,0.0,0.62,-0.15,prior (up 0.62)
J.C. Davis,OT,Illinois Fighting Illini,114,107,7,79.77,79.27,-0.5,0.0,0.0,0.2,-0.48,guardrail_relief (down 0.48)
Drew Shelton,OT,Penn State Nittany Lions,115,108,7,79.77,79.27,-0.5,0.0,0.0,2.64,-0.66,prior (up 2.64)
Jermod McCoy,CB,Tennessee,65,59,6,83.26,83.27,0.01,0.0,0.0,0.35,0.0,prior (up 0.35)
A.J. Haulcy,S,LSU Tigers,76,70,6,82.02,81.92,-0.1,0.0,0.0,-0.18,-0.09,prior (down 0.18)
Nick Barrett,DT,South Carolina,141,135,6,78.5,78.16,-0.34,0.0,0.0,-1.2,-0.33,prior (down 1.20)
Eli Heidenreich,RB,Navy Midshipmen,183,177,6,76.9,75.71,-1.19,0.0,0.0,0.94,-1.23,guardrail_relief (down 1.23)
Aaron Anderson,WR,LSU Tigers,244,238,6,72.33,69.25,-3.08,0.0,0.0,-2.35,-3.01,guardrail_relief (down 3.01)
Chase Bisontis,IOL,Texas A&M,58,53,5,83.28,83.47,0.19,0.0,0.0,1.22,0.11,prior (up 1.22)
Jonah Coleman,RB,Washington Huskies,69,64,5,82.84,82.62,-0.22,0.0,0.0,-1.09,-0.38,prior (down 1.09)
Elijah Sarratt,WR,Indiana Hoosiers,71,66,5,82.51,82.53,0.02,0.0,0.0,0.71,-0.03,prior (up 0.71)
Jadarian Price,RB,Notre Dame Fighting Irish,82,77,5,81.3,81.36,0.06,0.0,0.0,0.17,0.04,prior (up 0.17)
Bishop Fitzgerald,S,USC Trojans,203,198,5,75.67,73.57,-2.1,0.0,0.0,-1.54,-1.88,guardrail_relief (down 1.88)
Vincent Anthony Jr.,EDGE,Duke Blue Devils,210,205,5,75.29,72.73,-2.56,0.0,0.0,1.35,-2.63,guardrail_relief (down 2.63)
Keionte Scott,CB,Miami (FL) Hurricanes,56,52,4,84.12,84.13,0.01,0.0,0.0,0.05,0.01,prior (up 0.05)
Miles Kitselman,TE,Tennessee Volunteers,218,214,4,74.75,71.94,-2.81,0.0,0.0,-2.1,-2.58,guardrail_relief (down 2.58)
Gabe Jacas,EDGE,Illinois Fighting Illini,43,40,3,85.26,85.47,0.21,0.0,0.0,0.48,0.35,prior (up 0.48)
Jake Slaughter,IOL,Florida,68,65,3,82.69,82.36,-0.33,0.0,0.0,0.09,-0.33,guardrail_relief (down 0.33)
Demond Claiborne,RB,Wake Forest,102,99,3,80.38,80.13,-0.25,0.0,0.0,-4.25,0.4,prior (down 4.25)
Sam Roush,TE,Stanford Cardinal,106,103,3,80.09,79.59,-0.5,0.0,0.0,0.84,-0.55,prior (up 0.84)
Caleb Tiernan,OT,Northwestern Wildcats,47,45,2,84.73,84.68,-0.05,0.0,0.0,0.02,-0.06,guardrail_relief (down 0.06)
R Mason Thomas,EDGE,Oklahoma,48,46,2,84.69,84.69,0.0,0.0,0.0,0.1,0.0,prior (up 0.10)
Chris Brazzell II,WR,Tennessee Volunteers,53,51,2,84.23,84.06,-0.17,0.0,0.0,-0.48,-0.13,prior (down 0.48)
Kaytron Allen,RB,Penn State Nittany Lions,99,97,2,80.4,79.9,-0.5,0.0,0.0,0.94,-0.61,prior (up 0.94)
Michael Trigg,TE,Baylor Bears,104,102,2,80.28,79.73,-0.55,0.0,0.0,-1.79,-0.34,prior (down 1.79)
Jordyn Tyson,WR,Arizona State,7,6,1,93.36,93.47,0.11,0.0,0.0,-0.36,0.0,prior (down 0.36)
David Bailey,EDGE,Texas Tech,22,21,1,87.86,87.9,0.04,0.0,0.0,0.28,0.0,prior (up 0.28)
Omar Cooper Jr.,WR,Indiana Hoosiers,33,32,1,86.99,87.0,0.01,0.0,0.0,0.07,0.0,prior (up 0.07)
Blake Miller,OT,Clemson Tigers,40,39,1,85.46,85.51,0.05,0.0,0.0,0.5,0.04,prior (up 0.50)
Jake Golday,LB,Cincinnati Bearcats,44,43,1,85.23,85.1,-0.13,0.0,0.0,-0.39,-0.1,prior (down 0.39)
KC Concepcion,WR,Texas A&M Aggies,45,44,1,84.97,85.05,0.08,0.0,0.0,0.13,0.0,prior (up 0.13)
Zion Young,EDGE,Missouri Tigers,49,48,1,84.67,84.65,-0.02,0.0,0.0,0.16,-0.03,prior (up 0.16)
Romello Height,EDGE,Texas Tech Red Raiders,55,54,1,84.16,83.87,-0.29,0.0,0.0,-1.11,-0.2,prior (down 1.11)
Domonique Orange,DT,Iowa State Cyclones,63,62,1,83.36,82.93,-0.43,0.0,0.0,-0.87,-0.32,prior (down 0.87)
Darrell Jackson Jr.,DT,Florida State,70,69,1,83.16,82.41,-0.75,0.0,0.0,-2.03,-0.6,prior (down 2.03)
Lorenzo Styles Jr.,CB,Ohio State,74,73,1,82.28,81.65,-0.63,0.0,0.0,0.0,-0.63,guardrail_relief (down 0.63)
Max Iheanachor,OT,Arizona State Sun Devils,79,78,1,81.37,81.29,-0.08,0.0,0.0,0.52,0.02,prior (up 0.52)
Jaishawn Barham,LB,Michigan,87,86,1,80.68,80.38,-0.3,0.0,0.0,-1.16,-0.52,prior (down 1.16)
Joshua Josephs,EDGE,Tennessee Volunteers,101,100,1,80.46,79.89,-0.57,0.0,0.0,-0.84,-0.68,prior (down 0.84)
Eli Raridon,TE,Notre Dame,107,106,1,80.09,78.09,-2.0,0.0,0.0,6.82,-2.49,prior (up 6.82)
Riley Nowakowski,TE,Indiana Hoosiers,229,228,1,73.69,70.11,-3.58,0.0,0.0,1.23,-3.6,guardrail_relief (down 3.60)
Sonny Styles,LB,Ohio State,1,1,0,94.34,94.34,0.0,0.0,0.0,0.24,0.0,prior (up 0.24)
Arvell Reese,LB,Ohio State Buckeyes,2,2,0,94.66,94.67,0.01,0.0,0.0,0.08,0.0,prior (up 0.08)
Kadyn Proctor,OT,Alabama,3,3,0,94.04,94.02,-0.02,0.0,0.0,-0.41,0.0,prior (down 0.41)
Jeremiyah Love,RB,Notre Dame,4,4,0,93.99,93.96,-0.03,0.0,0.0,-0.08,0.0,prior (down 0.08)
Caleb Lomu,OT,Utah,5,5,0,93.96,93.81,-0.15,0.0,0.0,-0.05,0.0,prior (down 0.05)
Caleb Downs,S,Ohio State,8,8,0,92.73,92.71,-0.02,0.0,0.0,-0.11,0.0,prior (down 0.11)
Francis Mauigoa,OT,Miami (FL) Hurricanes,9,9,0,92.52,92.53,0.01,0.0,0.0,0.1,0.0,prior (up 0.10)
Mansoor Delane,CB,LSU Tigers,10,10,0,91.95,91.94,-0.01,0.0,0.0,0.24,0.0,prior (up 0.24)
Emmanuel Pregnon,IOL,Oregon Ducks,23,23,0,88.7,88.69,-0.01,0.0,0.0,-0.21,0.0,prior (down 0.21)
Peter Woods,DT,Clemson,24,24,0,88.74,88.74,0.0,0.0,0.0,-0.06,0.0,prior (down 0.06)
Anthony Hill Jr.,LB,Texas Longhorns,25,25,0,88.56,88.56,0.0,0.0,0.0,-0.05,0.0,prior (down 0.05)
T.J. Parker,EDGE,Clemson,26,26,0,88.11,88.11,0.0,0.0,0.0,0.0,0.0,athletic (up 0.00)
Rueben Bain Jr.,EDGE,Miami (FL) Hurricanes,27,27,0,87.98,87.96,-0.02,0.0,0.0,0.29,0.0,prior (up 0.29)
Emmanuel McNeil-Warren,S,Toledo Rockets,29,29,0,87.63,87.63,0.0,0.0,0.0,-0.08,0.0,prior (down 0.08)
Denzel Boston,WR,Washington,30,30,0,87.61,87.59,-0.02,0.0,0.0,0.14,0.0,prior (up 0.14)
Caleb Banks,DT,Florida Gators,31,31,0,87.38,87.4,0.02,0.0,0.0,0.47,0.0,prior (up 0.47)
Colton Hood,CB,Tennessee Volunteers,35,35,0,86.86,86.87,0.01,0.0,0.0,-0.17,0.0,prior (down 0.17)
Josiah Trotter,LB,Missouri Tigers,36,36,0,86.41,86.23,-0.18,0.0,0.0,-0.4,-0.16,prior (down 0.40)
Christen Miller,DT,Georgia Bulldogs,37,37,0,86.16,86.18,0.02,0.0,0.0,0.1,0.02,prior (up 0.10)
Ty Simpson,QB,Alabama Crimson Tide,38,38,0,86.11,86.12,0.01,0.0,0.0,0.02,0.0,prior (up 0.02)
D'Angelo Ponds,CB,Indiana Hoosiers,50,50,0,84.54,84.55,0.01,0.0,0.0,0.06,0.01,prior (up 0.06)
Chandler Rivers,CB,Duke,60,60,0,83.52,83.05,-0.47,0.0,0.0,-1.1,-0.39,prior (down 1.10)
Deion Burks,WR,Oklahoma Sooners,61,61,0,83.38,82.89,-0.49,0.0,0.0,-1.97,-0.34,prior (down 1.97)
Deontae Lawson,LB,Alabama,72,72,0,82.33,81.69,-0.64,0.0,0.0,-1.14,-0.39,prior (down 1.14)
Jalon Kilgore,S,South Carolina,80,80,0,82.07,82.07,0.0,0.0,0.0,-1.38,0.1,prior (down 1.38)
Jaeden Roberts,IOL,Alabama,168,168,0,77.47,76.47,-1.0,0.0,0.0,-2.72,-0.84,prior (down 2.72)
Jalon Daniels,QB,Kansas Jayhawks,196,196,0,76.04,73.93,-2.11,0.0,0.0,-1.85,-1.88,guardrail_relief (down 1.88)
Monroe Freeling,OT,Georgia,6,7,-1,93.73,92.8,-0.93,0.0,0.0,1.03,0.0,prior (up 1.03)
C.J. Allen,LB,Georgia,11,12,-1,91.6,91.58,-0.02,0.0,0.0,0.2,0.0,prior (up 0.20)
Keldric Faulk,EDGE,Auburn,12,13,-1,91.45,91.47,0.02,0.0,0.0,0.24,0.0,prior (up 0.24)
Makai Lemon,WR,USC Trojans,13,14,-1,91.32,91.27,-0.05,0.0,0.0,-0.13,0.0,prior (down 0.13)
Olaivavega Ioane,IOL,Penn State Nittany Lions,14,15,-1,91.25,91.26,0.01,0.0,0.0,0.05,0.0,prior (up 0.05)
Dillon Thieneman,S,Oregon,15,16,-1,89.47,89.49,0.02,0.0,0.0,0.3,0.0,prior (up 0.30)
Cashius Howell,EDGE,Texas A&M Aggies,16,17,-1,90.52,90.59,0.07,0.0,0.0,0.32,0.0,prior (up 0.32)
Kenyon Sadiq,TE,Oregon,17,18,-1,89.84,89.84,0.0,0.0,0.0,0.83,0.0,prior (up 0.83)
Brandon Cisse,CB,South Carolina Gamecocks,18,19,-1,89.87,89.87,0.0,0.0,0.0,0.07,0.0,prior (up 0.07)
Spencer Fano,OT,Utah,19,20,-1,89.1,89.08,-0.02,0.0,0.0,0.39,0.0,prior (up 0.39)
Fernando Mendoza,QB,Indiana,21,22,-1,88.97,89.05,0.08,0.0,0.0,0.01,0.0,prior (up 0.01)
Jack Endries,TE,Texas Longhorns,62,63,-1,83.37,82.76,-0.61,0.0,0.0,-0.25,-0.62,guardrail_relief (down 0.62)
Dontay Corleone,DT,Cincinnati Bearcats,73,74,-1,82.28,81.66,-0.62,0.0,0.0,-1.48,-0.52,prior (down 1.48)
Aamil Wagner,OT,Notre Dame,113,114,-1,79.77,79.77,0.0,0.0,0.0,-6.68,0.53,prior (down 6.68)
Caullin Lacy,WR,Louisville Cardinals,262,263,-1,67.87,63.24,-4.63,0.0,0.0,-1.98,-4.47,guardrail_relief (down 4.47)
Carnell Tate,WR,Ohio State,32,34,-2,87.17,87.14,-0.03,0.0,0.0,0.05,0.0,prior (up 0.05)
Gennings Dunker,OT,Iowa Hawkeyes,85,87,-2,81.14,80.49,-0.65,0.0,0.0,1.77,-0.78,prior (up 1.77)
DeMonte Capehart,DT,Clemson Tigers,137,139,-2,78.64,77.64,-1.0,0.0,0.0,1.2,-1.13,prior (up 1.20)
Zxavian Harris,DT,Mississippi Rebels,138,140,-2,78.64,77.64,-1.0,0.0,0.0,1.53,-1.16,prior (up 1.53)
Luke Altmyer,QB,Illinois Fighting Illini,224,226,-2,74.22,70.69,-3.53,0.0,0.0,-0.34,-3.41,guardrail_relief (down 3.41)
Vinny Anthony II,WR,Wisconsin Badgers,234,237,-3,73.3,69.27,-4.03,0.0,0.0,-1.84,-3.88,guardrail_relief (down 3.88)
Bauer Sharp,TE,LSU Tigers,252,255,-3,71.12,66.42,-4.7,0.0,0.0,-1.98,-4.47,guardrail_relief (down 4.47)
Jackie Marshall,EDGE,Baylor Bears,261,264,-3,68.15,62.3,-5.85,0.0,0.0,-3.75,-5.55,guardrail_relief (down 5.55)
Ja'Kobi Lane,WR,USC,52,56,-4,84.67,83.61,-1.06,0.0,0.0,-1.39,-0.81,prior (down 1.39)
Le'Veon Moss,RB,Texas A&M,142,146,-4,78.4,78.4,0.0,0.0,0.0,-10.68,0.78,prior (down 10.68)
Cameron Ball,DT,Arkansas Razorbacks,242,246,-4,72.81,68.35,-4.46,0.0,0.0,-0.55,-4.47,guardrail_relief (down 4.47)
Gary Smith III,DT,UCLA Bruins,250,254,-4,71.29,66.57,-4.72,0.0,0.0,-4.15,-4.47,guardrail_relief (down 4.47)
Colbie Young,WR,Georgia Bulldogs,254,258,-4,70.23,65.64,-4.59,0.0,0.0,-1.54,-4.47,guardrail_relief (down 4.47)
Avery Smith,CB,Toledo Rockets,255,259,-4,70.08,65.43,-4.65,0.0,0.0,-1.91,-4.47,guardrail_relief (down 4.47)
Daylen Everette,CB,Georgia,28,33,-5,87.68,87.3,-0.38,0.0,0.0,-3.23,-0.16,prior (down 3.23)
Fa'alili Fa'amoe,OT,Wake Forest Demon Deacons,215,220,-5,74.81,71.39,-3.42,0.0,0.0,-0.28,-3.44,guardrail_relief (down 3.44)
Adam Randall,RB,Clemson Tigers,246,251,-5,71.86,67.49,-4.37,0.0,0.0,1.4,-4.46,guardrail_relief (down 4.46)
Lander Barton,LB,Utah Utes,176,182,-6,77.3,74.82,-2.48,0.0,0.0,5.45,-2.91,prior (up 5.45)
Eric Gentry,LB,USC Trojans,200,206,-6,75.88,72.63,-3.25,0.0,0.0,2.05,-3.45,guardrail_relief (down 3.45)
Diego Pounds,OT,Mississippi Rebels,235,241,-6,73.2,68.86,-4.34,0.0,0.0,1.26,-4.47,guardrail_relief (down 4.47)
Dillon Wade,IOL,Auburn Tigers,241,247,-6,72.82,68.21,-4.61,0.0,0.0,-2.35,-4.47,guardrail_relief (down 4.47)
Harrison Wallace III,WR,Mississippi Rebels,256,262,-6,70.03,63.76,-6.27,0.0,0.0,-4.98,-5.89,guardrail_relief (down 5.89)
Brian Parker II,OT,Duke Blue Devils,51,58,-7,84.53,83.18,-1.35,0.0,0.0,2.21,-1.3,prior (up 2.21)
Garrett DiGiorgio,IOL,UCLA Bruins,253,260,-7,70.98,65.06,-5.92,0.0,0.0,-3.62,-5.69,guardrail_relief (down 5.69)
Robert Henry Jr.,RB,UTSA Roadrunners,185,193,-8,76.81,74.04,-2.77,0.0,0.0,0.25,-2.76,guardrail_relief (down 2.76)
Domani Jackson,CB,Alabama,192,200,-8,76.51,73.47,-3.04,0.0,0.0,1.19,-3.08,guardrail_relief (down 3.08)
Joshua Braun,IOL,Kentucky Wildcats,222,230,-8,74.26,69.92,-4.34,0.0,0.0,-1.98,-4.21,guardrail_relief (down 4.21)
Max Llewellyn,EDGE,Iowa Hawkeyes,180,189,-9,77.04,74.44,-2.6,0.0,0.0,1.09,-2.65,guardrail_relief (down 2.65)
Anez Cooper,IOL,Miami,182,191,-9,77.01,74.45,-2.56,0.0,0.0,2.06,-2.62,guardrail_relief (down 2.62)
Noah Whittington,RB,Oregon Ducks,208,217,-9,75.4,71.62,-3.78,0.0,0.0,-3.78,-3.48,prior (down 3.78)
Diego Pavia,QB,Vanderbilt Commodores,209,218,-9,75.36,71.46,-3.9,0.0,0.0,-0.45,-3.78,guardrail_relief (down 3.78)
Jaylon Guilbeau,CB,Texas Longhorns,236,245,-9,73.17,68.49,-4.68,0.0,0.0,-2.35,-4.47,guardrail_relief (down 4.47)
