player_name,position,school,prev_rank,curr_rank,rank_delta_prev_minus_curr,prev_grade,curr_grade,grade_delta,athletic_delta,production_delta,prior_delta,guardrail_relief_delta,top_driver
Max Llewellyn,EDGE,Iowa Hawkeyes,254,249,5,73.87,73.89,0.02,0.0,0.0,0.0,0.0,athletic (up 0.00)
Deontae Lawson,LB,Alabama,131,127,4,77.35,77.37,0.02,0.0,0.0,0.0,0.0,athletic (up 0.00)
Devin Moore,CB,Florida,234,230,4,74.47,74.48,0.01,0.0,0.0,0.0,0.0,athletic (up 0.00)
Pat Coogan,IOL,Indiana Hoosiers,246,242,4,74.05,74.07,0.02,0.0,0.0,0.0,0.0,athletic (up 0.00)
Joe Royer,TE,Cincinnati Bearcats,282,278,4,72.87,72.88,0.01,0.0,0.0,0.0,0.0,athletic (up 0.00)
Domani Jackson,CB,Alabama,283,279,4,72.86,72.87,0.01,0.0,0.0,0.0,0.0,athletic (up 0.00)
Eli Heidenreich,RB,Navy Midshipmen,289,285,4,72.56,72.57,0.01,0.0,0.0,0.0,0.0,athletic (up 0.00)
Barion Brown,WR,LSU,300,296,4,72.16,72.18,0.02,0.0,0.0,0.0,0.0,athletic (up 0.00)
Bud Clark,S,TCU Horned Frogs,167,164,3,76.58,76.6,0.02,0.0,0.0,0.0,0.0,athletic (up 0.00)
Michael Trigg,TE,Baylor Bears,218,215,3,75.15,75.16,0.01,0.0,0.0,0.0,0.0,athletic (up 0.00)
Bryce Boettcher,LB,Oregon Ducks,247,244,3,74.03,74.04,0.01,0.0,0.0,0.0,0.0,athletic (up 0.00)
Keagen Trost,OT,Missouri,248,245,3,74.01,74.03,0.02,0.0,0.0,0.0,0.0,athletic (up 0.00)
Charles Demmings,CB,Stephen F. Austin,249,246,3,73.96,73.97,0.01,0.0,0.0,0.0,0.0,athletic (up 0.00)
Nate Boerkircher,TE,Texas A&M Aggies,256,253,3,73.79,73.81,0.02,0.0,0.0,0.0,0.0,athletic (up 0.00)
Marlin Klein,TE,Michigan Wolverines,259,256,3,73.72,73.74,0.02,0.0,0.0,0.0,0.0,athletic (up 0.00)
Tacario Davis,CB,Washington,274,271,3,73.11,73.12,0.01,0.0,0.0,0.0,0.0,athletic (up 0.00)
Dae'Quan Wright,TE,Mississippi Rebels,275,272,3,73.03,73.05,0.02,0.0,0.0,0.0,0.0,athletic (up 0.00)
John Michael Gyllenborg,TE,Wyoming Cowboys,276,273,3,73.03,73.04,0.01,0.0,0.0,0.0,0.0,athletic (up 0.00)
Carter Smith,IOL,Indiana,277,274,3,73.02,73.0,-0.02,0.0,0.0,0.0,0.0,athletic (up 0.00)
Chase Roberts,WR,BYU Cougars,279,276,3,72.89,72.9,0.01,0.0,0.0,0.0,0.0,athletic (up 0.00)
Jaeden Roberts,IOL,Alabama,293,290,3,72.36,72.37,0.01,0.0,0.0,0.0,0.0,athletic (up 0.00)
Quintayvious Hutchins,EDGE,Boston College Eagles,294,291,3,72.33,72.35,0.02,0.0,0.0,0.0,0.0,athletic (up 0.00)
Robert Henry Jr.,RB,UTSA Roadrunners,298,295,3,72.18,72.19,0.01,0.0,0.0,0.0,0.0,athletic (up 0.00)
Vincent Anthony Jr.,EDGE,Duke Blue Devils,303,300,3,71.93,71.94,0.01,0.0,0.0,0.0,0.0,athletic (up 0.00)
Chris Hilton Jr.,WR,LSU Tigers,344,341,3,70.32,70.34,0.02,0.0,0.0,0.0,0.0,athletic (up 0.00)
Chris Johnson,CB,San Diego State Aztecs,66,64,2,79.32,79.34,0.02,0.0,0.0,0.0,0.0,athletic (up 0.00)
Chris Bell,WR,Louisville,102,100,2,78.08,78.1,0.02,0.0,0.0,0.0,0.0,athletic (up 0.00)
Davison Igbinosun,CB,Ohio State,150,148,2,77.0,77.01,0.01,0.0,0.0,0.0,0.0,athletic (up 0.00)
Max Iheanachor,OT,Arizona State Sun Devils,165,163,2,76.6,76.61,0.01,0.0,0.0,0.0,0.0,athletic (up 0.00)
Chandler Rivers,CB,Duke,170,168,2,76.53,76.55,0.02,0.0,0.0,0.0,0.0,athletic (up 0.00)
Roman Hemby,RB,Indiana,180,178,2,76.17,76.19,0.02,0.0,0.0,0.0,0.0,athletic (up 0.00)
Oscar Delp,TE,Georgia,193,191,2,75.91,75.92,0.01,0.0,0.0,0.0,0.0,athletic (up 0.00)
Eli Raridon,TE,Notre Dame,203,201,2,75.61,75.63,0.02,0.0,0.0,0.0,0.0,athletic (up 0.00)
Germie Bernard,WR,Alabama,215,213,2,75.21,75.23,0.02,0.0,0.0,0.0,0.0,athletic (up 0.00)
DJ Campbell,IOL,Texas Longhorns,220,218,2,75.02,75.04,0.02,0.0,0.0,0.0,0.0,athletic (up 0.00)
Jermaine Mathews Jr.,CB,Ohio State Buckeyes,221,219,2,75.01,75.0,-0.01,0.0,0.0,0.0,0.0,athletic (up 0.00)
Garrett Nussmeier,QB,LSU,222,220,2,74.98,74.96,-0.02,0.0,0.0,0.0,0.0,athletic (up 0.00)
Jager Burton,IOL,Kentucky Wildcats,223,221,2,74.92,74.93,0.01,0.0,0.0,0.0,0.0,athletic (up 0.00)
Nic Anderson,WR,Oklahoma,224,222,2,74.92,74.9,-0.02,0.0,0.0,0.0,0.0,athletic (up 0.00)
Isaiah Paul,LB,Baylor,225,223,2,74.88,74.88,0.0,0.0,0.0,0.0,0.0,athletic (up 0.00)
Kamari Ramsey,S,USC Trojans,226,224,2,74.84,74.86,0.02,0.0,0.0,0.0,0.0,athletic (up 0.00)
Carson Beck,QB,Miami (FL) Hurricanes,227,225,2,74.82,74.8,-0.02,0.0,0.0,0.0,0.0,athletic (up 0.00)
Malik Muhammad,CB,Texas,228,226,2,74.78,74.8,0.02,0.0,0.0,0.0,0.0,athletic (up 0.00)
Johntay Cook,WR,Texas,229,227,2,74.75,74.73,-0.02,0.0,0.0,0.0,0.0,athletic (up 0.00)
Will Lee III,CB,Texas A&M Aggies,230,228,2,74.7,74.72,0.02,0.0,0.0,0.0,0.0,athletic (up 0.00)
Zxavian Harris,DT,Mississippi Rebels,231,229,2,74.54,74.55,0.01,0.0,0.0,0.0,0.0,athletic (up 0.00)
Hollywood Smothers,RB,N.C. State,235,233,2,74.43,74.41,-0.02,0.0,0.0,0.0,0.0,athletic (up 0.00)
Keeshawn Silver,DT,USC,236,234,2,74.29,74.27,-0.02,0.0,0.0,0.0,0.0,athletic (up 0.00)
Arlis Boardingham,TE,Florida,237,235,2,74.29,74.27,-0.02,0.0,0.0,0.0,0.0,athletic (up 0.00)
Jaydn Ott,RB,Oklahoma,238,236,2,74.22,74.21,-0.01,0.0,0.0,0.0,0.0,athletic (up 0.00)
Tanner Koziol,TE,Houston,241,239,2,74.15,74.17,0.02,0.0,0.0,0.0,0.0,athletic (up 0.00)
Oscar Cardenas,TE,UTSA,245,243,2,74.07,74.05,-0.02,0.0,0.0,0.0,0.0,athletic (up 0.00)
Red Murdock,LB,Buffalo,250,248,2,73.89,73.9,0.01,0.0,0.0,0.0,0.0,athletic (up 0.00)
Aaron Anderson,WR,LSU Tigers,253,251,2,73.87,73.88,0.01,0.0,0.0,0.0,0.0,athletic (up 0.00)
AJ Harris,CB,Penn State,257,255,2,73.78,73.76,-0.02,0.0,0.0,0.0,0.0,athletic (up 0.00)
Dallen Bentley,TE,Utah Utes,260,258,2,73.7,73.71,0.01,0.0,0.0,0.0,0.0,athletic (up 0.00)
Cole Wisniewski,S,Texas Tech Red Raiders,261,259,2,73.58,73.56,-0.02,0.0,0.0,0.0,0.0,athletic (up 0.00)
Elijah Pritchett,OT,Nebraska Cornhuskers,262,260,2,73.49,73.47,-0.02,0.0,0.0,0.0,0.0,athletic (up 0.00)
Rohan Jones,TE,Arkansas Razorbacks,263,261,2,73.48,73.46,-0.02,0.0,0.0,0.0,0.0,athletic (up 0.00)
Kyle Louis,LB,Pittsburgh Panthers,264,262,2,73.44,73.44,0.0,0.0,0.0,0.0,0.0,athletic (up 0.00)
Bishop Fitzgerald,S,USC Trojans,265,263,2,73.39,73.4,0.01,0.0,0.0,0.0,0.0,athletic (up 0.00)
Ethan Burke,EDGE,Texas,266,264,2,73.29,73.27,-0.02,0.0,0.0,0.0,0.0,athletic (up 0.00)
Hezekiah Masses,CB,California Golden Bears,267,265,2,73.24,73.25,0.01,0.0,0.0,0.0,0.0,athletic (up 0.00)
Kage Casey,OT,Boise State,268,266,2,73.23,73.21,-0.02,0.0,0.0,0.0,0.0,athletic (up 0.00)
Jude Bowry,OT,Boston College Eagles,269,267,2,73.22,73.2,-0.02,0.0,0.0,0.0,0.0,athletic (up 0.00)
Jalen Stroman,S,Notre Dame Fighting Irish,270,268,2,73.22,73.2,-0.02,0.0,0.0,0.0,0.0,athletic (up 0.00)
Demond Claiborne,RB,Wake Forest,271,269,2,73.16,73.17,0.01,0.0,0.0,0.0,0.0,athletic (up 0.00)
Alex Harkey,IOL,Oregon,272,270,2,73.13,73.14,0.01,0.0,0.0,0.0,0.0,athletic (up 0.00)
Brenen Thompson,WR,Mississippi State Bulldogs,285,283,2,72.67,72.68,0.01,0.0,0.0,0.0,0.0,athletic (up 0.00)
Robert Spears-Jennings,S,Oklahoma Sooners,290,288,2,72.48,72.49,0.01,0.0,0.0,0.0,0.0,athletic (up 0.00)
Lander Barton,LB,Utah Utes,291,289,2,72.47,72.48,0.01,0.0,0.0,0.0,0.0,athletic (up 0.00)
Reggie Virgil,WR,Texas Tech Red Raiders,295,293,2,72.29,72.3,0.01,0.0,0.0,0.0,0.0,athletic (up 0.00)
Tre Smith,EDGE,Arizona Wildcats,296,294,2,72.22,72.2,-0.02,0.0,0.0,0.0,0.0,athletic (up 0.00)
Kendal Daniels,LB,Oklahoma,301,299,2,72.06,72.08,0.02,0.0,0.0,0.0,0.0,athletic (up 0.00)
Logan Jones,IOL,Iowa Hawkeyes,304,302,2,71.88,71.89,0.01,0.0,0.0,0.0,0.0,athletic (up 0.00)
Emmanuel Henderson Jr.,WR,Kansas,305,303,2,71.88,71.89,0.01,0.0,0.0,0.0,0.0,athletic (up 0.00)
Caleb Douglas,WR,Texas Tech Red Raiders,356,354,2,69.77,69.79,0.02,0.0,0.0,0.0,0.0,athletic (up 0.00)
Vinny Anthony II,WR,Wisconsin Badgers,362,360,2,69.46,69.48,0.02,0.0,0.0,0.0,0.0,athletic (up 0.00)
Keyron Crawford,EDGE,Auburn Tigers,415,413,2,65.88,65.89,0.01,0.0,0.0,0.0,0.0,athletic (up 0.00)
Keldric Faulk,EDGE,Auburn,19,18,1,81.6,81.61,0.01,0.0,0.0,0.0,0.0,athletic (up 0.00)
