player_name,position,school,prev_rank,curr_rank,rank_delta_prev_minus_curr,prev_grade,curr_grade,grade_delta,athletic_delta,production_delta,prior_delta,guardrail_relief_delta,top_driver
Barion Brown,WR,LSU,430,415,15,72.36,73.04,0.68,0.0,0.0,9.47,0.0,prior (up 9.47)
Miller Moss,QB,Louisville,353,341,12,74.8,75.27,0.47,0.0,0.0,6.43,0.0,prior (up 6.43)
Harold Perkins Jr.,LB,LSU,71,62,9,83.52,83.74,0.22,0.0,0.0,3.01,0.0,prior (up 3.01)
Wesley Bissainthe,LB,Miami (FL) Hurricanes,362,353,9,74.71,74.85,0.14,0.0,0.0,1.92,0.0,prior (up 1.92)
Chase Bisontis,IOL,Texas A&M,70,63,7,83.28,83.28,0.0,0.0,0.0,0.0,0.0,athletic (up 0.00)
Chandler Rivers,CB,Duke,72,65,7,83.52,83.52,0.0,0.0,0.0,0.0,0.0,athletic (up 0.00)
Keon Sabb,S,Alabama,178,171,7,79.81,79.81,0.0,0.0,0.0,0.0,0.0,athletic (up 0.00)
De'Zhaun Stribling,WR,Mississippi Rebels,179,172,7,79.67,79.67,0.0,0.0,0.0,-2.58,0.18,prior (down 2.58)
Eric McAlister,WR,TCU Horned Frogs,180,173,7,79.67,79.67,0.0,0.0,0.0,-2.08,0.15,prior (down 2.08)
Mo Westmoreland,EDGE,Tulane Green Wave,359,352,7,74.77,74.91,0.14,0.0,0.0,1.92,0.0,prior (up 1.92)
Branson Combs,S,Wake Forest,171,165,6,79.92,79.92,0.0,0.0,0.0,0.0,0.0,athletic (up 0.00)
Eric Rivers,WR,Georgia Tech Yellow Jackets,172,166,6,79.67,79.67,0.0,0.0,0.0,0.0,0.0,athletic (up 0.00)
Aamil Wagner,OT,Notre Dame,173,167,6,79.77,79.77,0.0,0.0,0.0,1.54,-0.12,prior (up 1.54)
J.C. Davis,OT,Illinois Fighting Illini,174,168,6,79.77,79.77,0.0,0.0,0.0,-2.48,0.18,prior (down 2.48)
Drew Shelton,OT,Penn State Nittany Lions,175,169,6,79.77,79.77,0.0,0.0,0.0,-1.68,0.12,prior (down 1.68)
Connor Lew,IOL,Auburn Tigers,176,170,6,79.75,79.75,0.0,0.0,0.0,0.0,0.0,athletic (up 0.00)
Isaac Smith,S,Mississippi State,181,175,6,79.79,79.79,0.0,0.0,0.0,0.0,0.0,athletic (up 0.00)
Emmett Johnson,RB,Nebraska Cornhuskers,186,180,6,79.56,79.56,0.0,0.0,0.0,0.0,0.0,athletic (up 0.00)
Ernest Hausmann,LB,Michigan,187,181,6,79.6,79.6,0.0,0.0,0.0,0.0,0.0,athletic (up 0.00)
Ar'maj Reed-Adams,IOL,Texas A&M,188,182,6,79.47,79.47,0.0,0.0,0.0,-0.88,0.07,prior (down 0.88)
DJ Campbell,IOL,Texas Longhorns,189,183,6,79.47,79.47,0.0,0.0,0.0,-2.13,0.16,prior (down 2.13)
Jager Burton,IOL,Kentucky Wildcats,190,184,6,79.47,79.47,0.0,0.0,0.0,-1.81,0.13,prior (down 1.81)
Skyler Gill-Howard,DT,Texas Tech Red Raiders,191,185,6,79.42,79.42,0.0,0.0,0.0,-2.64,0.19,prior (down 2.64)
Raesjon Davis,LB,USC,192,186,6,79.52,79.52,0.0,0.0,0.0,0.0,0.0,athletic (up 0.00)
Timothy McKay,IOL,NC State,156,151,5,80.22,80.22,0.0,0.0,0.0,0.0,0.0,athletic (up 0.00)
Sam Roush,TE,Stanford Cardinal,157,152,5,80.09,80.09,0.0,0.0,0.0,-2.75,0.2,prior (down 2.75)
Eli Raridon,TE,Notre Dame,158,153,5,80.09,80.09,0.0,0.0,0.0,-8.14,0.59,prior (down 8.14)
Jeremiah Alexander,EDGE,Alabama,159,154,5,80.2,80.2,0.0,0.0,0.0,0.0,0.0,athletic (up 0.00)
Bud Clark,S,TCU Horned Frogs,160,155,5,80.07,80.07,0.0,0.0,0.0,0.0,0.0,athletic (up 0.00)
Dakaari Nelson,S,Penn State,161,156,5,80.15,80.15,0.0,0.0,0.0,0.0,0.0,athletic (up 0.00)
Davison Igbinosun,CB,Ohio State,162,157,5,80.17,80.17,0.0,0.0,0.0,0.0,0.0,athletic (up 0.00)
Keon Wylie,S,Texas Tech,169,164,5,79.97,79.97,0.0,0.0,0.0,0.0,0.0,athletic (up 0.00)
Germie Bernard,WR,Alabama,182,177,5,78.88,78.88,0.0,0.0,0.0,0.0,0.0,athletic (up 0.00)
Bryce Lance,WR,North Dakota State,183,178,5,79.67,79.67,0.0,0.0,0.0,0.0,0.0,athletic (up 0.00)
Max Klare,TE,Purdue,184,179,5,78.6,78.6,0.0,0.0,0.0,0.0,0.0,athletic (up 0.00)
Jude Bowry,OT,Boston College Eagles,195,190,5,79.27,79.27,0.0,0.0,0.0,0.0,0.0,athletic (up 0.00)
Pat Coogan,IOL,Indiana Hoosiers,200,195,5,78.97,78.97,0.0,0.0,0.0,0.0,0.0,athletic (up 0.00)
Popo Aumavae,LB,Oregon,201,196,5,79.21,79.21,0.0,0.0,0.0,0.0,0.0,athletic (up 0.00)
Garrett Nussmeier,QB,LSU,202,197,5,79.04,79.04,0.0,0.0,0.0,-2.27,0.17,prior (down 2.27)
Denairius Gray,CB,Florida,204,199,5,79.13,79.13,0.0,0.0,0.0,0.0,0.0,athletic (up 0.00)
Tysheem Johnson,LB,Oregon,205,200,5,79.12,79.12,0.0,0.0,0.0,0.0,0.0,athletic (up 0.00)
Toriano Pride Jr.,CB,Missouri,206,201,5,79.06,79.06,0.0,0.0,0.0,0.0,0.0,athletic (up 0.00)
Athan Kaliakmanis,QB,Rutgers Scarlet Knights,336,331,5,75.49,75.59,0.1,0.0,0.0,1.43,0.0,prior (up 1.43)
Tre Smith,EDGE,Arizona Wildcats,356,351,5,74.79,74.93,0.14,0.0,0.0,1.92,0.0,prior (up 1.92)
Jake Retzlaff,QB,Tulane Green Wave,361,356,5,74.72,74.81,0.09,0.0,0.0,1.14,0.0,prior (up 1.14)
Riley Mahlman,OT,Wisconsin Badgers,368,363,5,74.56,74.67,0.11,0.0,0.0,1.53,0.0,prior (up 1.53)
Ahmaad Moses,S,SMU Mustangs,374,369,5,74.35,74.49,0.14,0.0,0.0,1.92,0.0,prior (up 1.92)
Brady Latham,IOL,Arkansas,99,95,4,82.29,82.29,0.0,0.0,0.0,0.0,0.0,athletic (up 0.00)
Lorenzo Styles Jr.,CB,Ohio State,100,96,4,82.28,82.28,0.0,0.0,0.0,0.0,0.0,athletic (up 0.00)
Max Iheanachor,OT,Arizona State Sun Devils,113,109,4,81.37,81.37,0.0,0.0,0.0,0.0,0.0,athletic (up 0.00)
Jalon Kilgore,S,South Carolina,114,110,4,82.07,82.07,0.0,0.0,0.0,0.0,0.0,athletic (up 0.00)
Xavier Chaplin,OT,Auburn,115,111,4,81.44,81.44,0.0,0.0,0.0,0.0,0.0,athletic (up 0.00)
Chris Bell,WR,Louisville,116,112,4,80.33,80.33,0.0,0.0,0.0,0.0,0.0,athletic (up 0.00)
Tyre West,DT,Indiana,117,113,4,81.37,81.37,0.0,0.0,0.0,0.0,0.0,athletic (up 0.00)
Jadarian Price,RB,Notre Dame Fighting Irish,118,114,4,81.3,81.3,0.0,0.0,0.0,0.0,0.0,athletic (up 0.00)
Jaishawn Barham,LB,Michigan,125,121,4,80.68,80.68,0.0,0.0,0.0,0.0,0.0,athletic (up 0.00)
Aiden Fisher,LB,Indiana Hoosiers,126,122,4,80.88,80.88,0.0,0.0,0.0,-2.02,0.14,prior (down 2.02)
Trey Moore,LB,Texas Longhorns,127,123,4,80.88,80.88,0.0,0.0,0.0,-1.77,0.12,prior (down 1.77)
Derrick Moore,EDGE,Michigan,129,125,4,80.1,80.1,0.0,0.0,0.0,0.0,0.0,athletic (up 0.00)
Demond Claiborne,RB,Wake Forest,148,144,4,80.38,80.38,0.0,0.0,0.0,0.0,0.0,athletic (up 0.00)
Antonio Williams,WR,Clemson,149,145,4,79.03,79.03,0.0,0.0,0.0,0.0,0.0,athletic (up 0.00)
Addison Nichols,IOL,Arkansas,150,146,4,80.35,80.35,0.0,0.0,0.0,0.0,0.0,athletic (up 0.00)
Bryce Lovett,IOL,NC State,151,147,4,80.32,80.32,0.0,0.0,0.0,0.0,0.0,athletic (up 0.00)
Michael Trigg,TE,Baylor Bears,152,148,4,80.28,80.28,0.0,0.0,0.0,0.0,0.0,athletic (up 0.00)
Xavier Scott,CB,Illinois Fighting Illini,153,149,4,80.17,80.17,0.0,0.0,0.0,-2.71,0.19,prior (down 2.71)
Thaddeus Dixon,CB,North Carolina Tar Heels,154,150,4,80.17,80.17,0.0,0.0,0.0,-2.11,0.15,prior (down 2.11)
Tacario Davis,CB,Washington,163,159,4,80.17,80.17,0.0,0.0,0.0,0.0,0.0,athletic (up 0.00)
Joe Crocker Jr.,IOL,Auburn,164,160,4,80.05,80.05,0.0,0.0,0.0,0.0,0.0,athletic (up 0.00)
Matayo Uiagalelei,EDGE,Oregon,165,161,4,80.05,80.05,0.0,0.0,0.0,0.0,0.0,athletic (up 0.00)
Ted Hurst,WR,Georgia State Panthers,167,163,4,79.67,79.67,0.0,0.0,0.0,0.0,0.0,athletic (up 0.00)
Martavius French,LB,Tennessee,193,189,4,79.41,79.41,0.0,0.0,0.0,0.0,0.0,athletic (up 0.00)
Lee Hunter,DT,Texas Tech Red Raiders,196,192,4,79.45,79.45,0.0,0.0,0.0,0.0,0.0,athletic (up 0.00)
Shedrick Shropshire,LB,TCU,197,193,4,79.36,79.36,0.0,0.0,0.0,0.0,0.0,athletic (up 0.00)
Ricardo Jones Jr.,CB,Purdue,207,203,4,78.97,78.97,0.0,0.0,0.0,0.0,0.0,athletic (up 0.00)
Ja'Keem Jackson,CB,Florida,208,204,4,78.94,78.94,0.0,0.0,0.0,0.0,0.0,athletic (up 0.00)
Julian Neal,CB,Arkansas Razorbacks,209,205,4,78.64,78.64,0.0,0.0,0.0,0.0,0.0,athletic (up 0.00)
Samari Matthews,CB,Texas A&M,210,206,4,78.9,78.9,0.0,0.0,0.0,0.0,0.0,athletic (up 0.00)
Taurean York,LB,Texas A&M Aggies,211,207,4,78.78,78.78,0.0,0.0,0.0,0.0,0.0,athletic (up 0.00)
Tyler Collins,CB,Mississippi State,214,210,4,78.76,78.76,0.0,0.0,0.0,0.0,0.0,athletic (up 0.00)
Cole Brevard,DT,Texas Longhorns,215,211,4,78.64,78.64,0.0,0.0,0.0,-1.06,0.07,prior (down 1.06)
DeMonte Capehart,DT,Clemson Tigers,216,212,4,78.64,78.64,0.0,0.0,0.0,-0.89,0.06,prior (down 0.89)
Zxavian Harris,DT,Mississippi Rebels,217,213,4,78.64,78.64,0.0,0.0,0.0,-0.57,0.04,prior (down 0.57)
Malachi Fields,WR,Notre Dame Fighting Irish,218,214,4,78.56,78.56,0.0,0.0,0.0,0.0,0.0,athletic (up 0.00)
Zakee Wheatley,S,Penn State Nittany Lions,222,218,4,78.57,78.57,0.0,0.0,0.0,0.0,0.0,athletic (up 0.00)
Jeremiah Wilson,CB,Florida State,224,220,4,78.55,78.55,0.0,0.0,0.0,0.0,0.0,athletic (up 0.00)
Jordan Shaw,CB,Washington,225,221,4,78.54,78.54,0.0,0.0,0.0,0.0,0.0,athletic (up 0.00)
Kani Walker,CB,Oregon,231,227,4,78.49,78.49,0.0,0.0,0.0,0.0,0.0,athletic (up 0.00)
Terrance Carter Jr.,TE,Texas Tech,233,229,4,78.27,78.27,0.0,0.0,0.0,0.0,0.0,athletic (up 0.00)
Kyle Louis,LB,Pittsburgh Panthers,234,230,4,78.25,78.25,0.0,0.0,0.0,0.0,0.0,athletic (up 0.00)
Jadon Canady,CB,Oregon Ducks,239,235,4,78.17,78.17,0.0,0.0,0.0,-0.53,0.04,prior (down 0.53)
Keylan Rutledge,IOL,Georgia Tech Yellow Jackets,240,236,4,78.16,78.16,0.0,0.0,0.0,0.0,0.0,athletic (up 0.00)
Dae'Quan Wright,TE,Mississippi Rebels,241,237,4,78.09,78.09,0.0,0.0,0.0,-1.17,0.08,prior (down 1.17)
