player_name,position,school,prev_rank,curr_rank,rank_delta_prev_minus_curr,prev_grade,curr_grade,grade_delta,athletic_delta,production_delta,prior_delta,guardrail_relief_delta,top_driver
Michael Wortham,WR,Montana,279,273,6,72.85,72.97,0.12,0.0,0.0,1.26,0.0,prior (up 1.26)
Dasan McCullough,LB,Oklahoma,168,163,5,76.56,76.64,0.08,0.0,0.0,0.84,0.0,prior (up 0.84)
Tyre West,DT,Indiana,204,200,4,75.61,75.66,0.05,0.0,0.0,0.59,0.0,prior (up 0.59)
Barion Brown,WR,LSU,296,293,3,72.18,72.23,0.05,0.0,0.0,0.59,0.0,prior (up 0.59)
Eugene Brooks III,IOL,Oklahoma,70,68,2,79.13,79.15,0.02,0.0,0.0,0.22,0.0,prior (up 0.22)
Isaiah World,OT,Oregon,85,83,2,78.63,78.65,0.02,0.0,0.0,0.19,0.0,prior (up 0.19)
Xavier Chaplin,OT,Auburn,103,101,2,78.09,78.1,0.01,0.0,0.0,0.13,0.0,prior (up 0.13)
Dakaari Nelson,S,Penn State,131,129,2,77.37,77.37,0.0,0.0,0.0,0.0,0.0,athletic (up 0.00)
Daniel Sobkowicz,WR,Illinois State,132,130,2,77.36,77.36,0.0,0.0,0.0,-0.03,0.0,prior (down 0.03)
Michael Briscoe,WR,Cal Poly,133,131,2,77.36,77.36,0.0,0.0,0.0,-0.03,0.0,prior (down 0.03)
Treyvhon Saunders,WR,Colgate,134,132,2,77.36,77.36,0.0,0.0,0.0,-0.03,0.0,prior (down 0.03)
Bryce Lovett,IOL,NC State,144,142,2,77.16,77.17,0.01,0.0,0.0,0.08,0.0,prior (up 0.08)
Davison Igbinosun,CB,Ohio State,153,151,2,77.01,77.02,0.01,0.0,0.0,0.07,0.0,prior (up 0.07)
Bryce Lance,WR,North Dakota State,188,186,2,75.99,76.03,0.04,0.0,0.0,0.42,0.0,prior (up 0.42)
Trey Moore,LB,Texas Longhorns,203,201,2,75.61,75.62,0.01,0.0,0.0,0.21,0.0,prior (up 0.21)
Jalon Kilgore,S,South Carolina,215,213,2,75.22,75.23,0.01,0.0,0.0,0.09,0.0,prior (up 0.09)
Jaydn Ott,RB,Oklahoma,239,237,2,74.21,74.26,0.05,0.0,0.0,0.55,0.0,prior (up 0.55)
Charles Demmings,CB,Stephen F. Austin,245,243,2,73.97,74.07,0.1,0.0,0.0,1.01,0.0,prior (up 1.01)
Cole Payton,QB,North Dakota State,285,283,2,72.56,72.62,0.06,0.0,0.0,0.56,0.0,prior (up 0.56)
Kayden McDonald,DT,Ohio State Buckeyes,29,28,1,81.3,81.3,0.0,0.0,0.0,-0.06,0.0,prior (down 0.06)
Justin Flowe,LB,Arizona,65,64,1,79.34,79.35,0.01,0.0,0.0,0.15,0.0,prior (up 0.15)
Takye Heath,CB,Georgia Tech,66,65,1,79.32,79.34,0.02,0.0,0.0,0.21,0.0,prior (up 0.21)
Brady Latham,IOL,Arkansas,72,71,1,79.03,79.04,0.01,0.0,0.0,0.07,0.0,prior (up 0.07)
Harold Perkins Jr.,LB,LSU,77,76,1,78.88,78.91,0.03,0.0,0.0,0.23,0.0,prior (up 0.23)
Evan Stewart,WR,Oregon,79,78,1,78.81,78.82,0.01,0.0,0.0,0.2,0.0,prior (up 0.20)
Dominic Gooden,DT,Oklahoma,99,98,1,78.19,78.2,0.01,0.0,0.0,0.05,0.0,prior (up 0.05)
Malachi Lawrence,EDGE,UCF Knights,104,103,1,78.09,78.09,0.0,0.0,0.0,-0.15,0.01,prior (down 0.15)
Eric Singleton Jr.,WR,Auburn,105,104,1,78.03,78.03,0.0,0.0,0.0,-0.07,0.0,prior (down 0.07)
Domata Peko Jr.,DT,UCLA,106,105,1,78.03,78.03,0.0,0.0,0.0,0.03,0.0,prior (up 0.03)
Mateen Ibirogba,DT,Wake Forest,117,116,1,77.67,77.67,0.0,0.0,0.0,-0.07,0.0,prior (down 0.07)
De'Zhaun Stribling,WR,Mississippi Rebels,118,117,1,77.67,77.67,0.0,0.0,0.0,0.06,0.0,prior (up 0.06)
KC Concepcion,WR,Texas A&M Aggies,122,121,1,77.57,77.56,-0.01,0.0,0.0,-0.08,0.0,prior (down 0.08)
Beau Stephens,IOL,Iowa Hawkeyes,127,126,1,77.44,77.44,0.0,0.0,0.0,-0.02,0.0,prior (down 0.02)
Drew Allar,QB,Penn State,137,136,1,77.28,77.29,0.01,0.0,0.0,0.17,0.0,prior (up 0.17)
Nick Barrett,DT,South Carolina,139,138,1,77.22,77.25,0.03,0.0,0.0,0.34,0.0,prior (up 0.34)
Aamil Wagner,OT,Notre Dame,149,148,1,77.03,77.05,0.02,0.0,0.0,0.3,0.0,prior (up 0.30)
Aiden Fisher,LB,Indiana Hoosiers,157,156,1,76.93,76.94,0.01,0.0,0.0,0.03,0.0,prior (up 0.03)
Cade Klubnik,QB,Clemson,166,165,1,76.58,76.6,0.02,0.0,0.0,0.18,0.0,prior (up 0.18)
LaNorris Sellers,QB,South Carolina,170,169,1,76.54,76.54,0.0,0.0,0.0,-0.13,0.01,prior (down 0.13)
Roman Hemby,RB,Indiana,179,178,1,76.19,76.22,0.03,0.0,0.0,0.32,0.0,prior (up 0.32)
Le'Veon Moss,RB,Texas A&M,183,182,1,76.08,76.11,0.03,0.0,0.0,0.33,0.0,prior (up 0.33)
Earnest Greene III,OT,Georgia,185,184,1,76.02,76.04,0.02,0.0,0.0,0.14,0.0,prior (up 0.14)
Iapani Laloulu,IOL,Oregon,189,188,1,75.96,75.95,-0.01,0.0,0.0,-0.07,0.0,prior (down 0.07)
Lorenzo Styles Jr.,CB,Ohio State,192,191,1,75.94,75.94,0.0,0.0,0.0,-0.04,0.0,prior (down 0.04)
David Gusta,DT,Kentucky,199,198,1,75.69,75.73,0.04,0.0,0.0,0.53,0.0,prior (up 0.53)
Michael Trigg,TE,Baylor Bears,216,215,1,75.16,75.16,0.0,0.0,0.0,-0.02,0.0,prior (down 0.02)
Tanner Miller,IOL,Michigan,230,229,1,74.47,74.48,0.01,0.0,0.0,0.09,0.0,prior (up 0.09)
Clev Lubin,EDGE,Louisville,232,231,1,74.46,74.46,0.0,0.0,0.0,-0.07,0.0,prior (down 0.07)
Isaiah Sategna,WR,Arkansas,233,232,1,74.46,74.45,-0.01,0.0,0.0,-0.11,0.0,prior (down 0.11)
Mike Washington Jr.,RB,Arkansas Razorbacks,242,241,1,74.15,74.13,-0.02,0.0,0.0,-0.19,0.0,prior (down 0.19)
Marlin Klein,TE,Michigan Wolverines,254,253,1,73.74,73.75,0.01,0.0,0.0,0.1,0.0,prior (up 0.10)
Alex Harkey,IOL,Oregon,260,259,1,73.44,73.46,0.02,0.0,0.0,0.25,0.0,prior (up 0.25)
Ethan Burke,EDGE,Texas,266,265,1,73.27,73.3,0.03,0.0,0.0,0.3,0.0,prior (up 0.30)
Raion Strader,CB,Auburn Tigers,278,277,1,72.87,72.88,0.01,0.0,0.0,0.04,0.0,prior (up 0.04)
Jaeden Roberts,IOL,Alabama,282,281,1,72.67,72.68,0.01,0.0,0.0,0.11,0.0,prior (up 0.11)
Ryan Baer,OT,Pittsburgh Panthers,291,290,1,72.35,72.36,0.01,0.0,0.0,0.08,0.0,prior (up 0.08)
Mo Westmoreland,EDGE,Tulane Green Wave,297,296,1,72.18,72.19,0.01,0.0,0.0,0.08,0.0,prior (up 0.08)
Jahiem Lawson,EDGE,Clemson,300,299,1,71.93,71.97,0.04,0.0,0.0,0.42,0.0,prior (up 0.42)
James Thompson Jr.,DT,Illinois Fighting Illini,317,316,1,71.21,71.22,0.01,0.0,0.0,0.1,0.0,prior (up 0.10)
Mel Brown,RB,Connecticut Huskies,319,318,1,71.15,71.16,0.01,0.0,0.0,0.1,0.0,prior (up 0.10)
Anthony Smith,WR,East Carolina Pirates,321,320,1,71.04,71.05,0.01,0.0,0.0,0.08,0.0,prior (up 0.08)
DaShawn Jones,CB,Alabama Crimson Tide,331,330,1,70.69,70.7,0.01,0.0,0.0,0.08,0.0,prior (up 0.08)
Devin Mockobee,RB,Purdue Boilermakers,334,333,1,70.59,70.6,0.01,0.0,0.0,0.08,0.0,prior (up 0.08)
Dane Key,WR,Georgia,339,338,1,70.4,70.39,-0.01,0.0,0.0,-0.11,0.0,prior (down 0.11)
