player_name,position,school,prev_rank,curr_rank,rank_delta_prev_minus_curr,prev_grade,curr_grade,grade_delta,athletic_delta,production_delta,prior_delta,guardrail_relief_delta,top_driver
KC Concepcion,WR,Texas A&M Aggies,44,32,12,85.05,87.2,2.15,0.0,0.0,0.26,0.0,prior (up 0.26)
Monroe Freeling,OT,Georgia,7,5,2,92.8,93.85,1.05,0.0,0.0,0.14,0.0,prior (up 0.14)
Sonny Styles,LB,Ohio State,1,1,0,94.34,94.34,0.0,0.0,0.0,0.1,0.0,prior (up 0.10)
Arvell Reese,LB,Ohio State Buckeyes,2,2,0,94.67,94.46,-0.21,0.0,0.0,-0.01,0.0,prior (down 0.01)
Kadyn Proctor,OT,Alabama,3,3,0,94.02,94.07,0.05,0.0,0.0,-0.09,0.0,prior (down 0.09)
Jeremiyah Love,RB,Notre Dame,4,4,0,93.96,93.86,-0.1,0.0,0.0,-0.07,0.0,prior (down 0.07)
Caleb Downs,S,Ohio State,8,8,0,92.71,92.72,0.01,0.0,0.0,-0.04,0.0,prior (down 0.04)
Francis Mauigoa,OT,Miami (FL) Hurricanes,9,9,0,92.53,92.51,-0.02,0.0,0.0,0.06,0.0,prior (up 0.06)
Mansoor Delane,CB,LSU Tigers,10,10,0,91.94,91.96,0.02,0.0,0.0,0.11,0.0,prior (up 0.11)
Kayden McDonald,DT,Ohio State Buckeyes,11,11,0,91.74,91.74,0.0,0.0,0.0,0.0,0.0,athletic (up 0.00)
C.J. Allen,LB,Georgia,12,12,0,91.58,91.56,-0.02,0.0,0.0,-0.08,0.0,prior (down 0.08)
Keldric Faulk,EDGE,Auburn,13,13,0,91.47,91.47,0.0,0.0,0.0,0.09,0.0,prior (up 0.09)
Makai Lemon,WR,USC Trojans,14,14,0,91.27,91.31,0.04,0.0,0.0,0.09,0.0,prior (up 0.09)
Olaivavega Ioane,IOL,Penn State Nittany Lions,15,15,0,91.26,91.26,0.0,0.0,0.0,0.0,0.0,athletic (up 0.00)
Dillon Thieneman,S,Oregon,16,16,0,89.49,89.45,-0.04,0.0,0.0,0.46,0.0,prior (up 0.46)
Cashius Howell,EDGE,Texas A&M Aggies,17,17,0,90.59,90.61,0.02,0.0,0.0,0.15,0.0,prior (up 0.15)
Kenyon Sadiq,TE,Oregon,18,18,0,89.84,89.85,0.01,0.0,0.0,0.16,0.0,prior (up 0.16)
Brandon Cisse,CB,South Carolina Gamecocks,19,19,0,89.87,89.88,0.01,0.0,0.0,0.27,0.0,prior (up 0.27)
Spencer Fano,OT,Utah,20,20,0,89.08,89.05,-0.03,0.0,0.0,0.27,0.0,prior (up 0.27)
David Bailey,EDGE,Texas Tech,21,21,0,87.9,87.86,-0.04,0.0,0.0,0.08,0.0,prior (up 0.08)
Fernando Mendoza,QB,Indiana,22,22,0,89.05,89.01,-0.04,0.0,0.0,0.01,0.0,prior (up 0.01)
Emmanuel Pregnon,IOL,Oregon Ducks,23,23,0,88.69,88.69,0.0,0.0,0.0,0.0,0.0,athletic (up 0.00)
Peter Woods,DT,Clemson,24,24,0,88.74,88.74,0.0,0.0,0.0,-0.04,0.0,prior (down 0.04)
Anthony Hill Jr.,LB,Texas Longhorns,25,25,0,88.56,88.56,0.0,0.0,0.0,0.0,0.0,athletic (up 0.00)
T.J. Parker,EDGE,Clemson,26,26,0,88.11,88.08,-0.03,0.0,0.0,0.02,0.0,prior (up 0.02)
Rueben Bain Jr.,EDGE,Miami (FL) Hurricanes,27,27,0,87.96,87.93,-0.03,0.0,0.0,0.17,0.0,prior (up 0.17)
Akheem Mesidor,EDGE,Miami (FL) Hurricanes,28,28,0,87.83,87.81,-0.02,0.0,0.0,0.3,0.0,prior (up 0.30)
Emmanuel McNeil-Warren,S,Toledo Rockets,29,29,0,87.63,87.63,0.0,0.0,0.0,0.0,0.0,athletic (up 0.00)
Denzel Boston,WR,Washington,30,30,0,87.59,87.6,0.01,0.0,0.0,0.19,0.0,prior (up 0.19)
Caleb Banks,DT,Florida Gators,31,31,0,87.4,87.41,0.01,0.0,0.0,0.13,0.0,prior (up 0.13)
Caleb Tiernan,OT,Northwestern Wildcats,45,45,0,84.68,84.68,0.0,0.0,0.0,0.0,0.0,athletic (up 0.00)
R Mason Thomas,EDGE,Oklahoma,46,46,0,84.69,84.69,0.0,0.0,0.0,0.0,0.0,athletic (up 0.00)
Dani Dennis-Sutton,EDGE,Penn State Nittany Lions,47,47,0,84.61,84.61,0.0,0.0,0.0,0.0,0.0,athletic (up 0.00)
Zion Young,EDGE,Missouri Tigers,48,48,0,84.65,84.65,0.0,0.0,0.0,0.0,0.0,athletic (up 0.00)
Skyler Bell,WR,Connecticut Huskies,49,49,0,84.58,84.58,0.0,0.0,0.0,0.0,0.0,athletic (up 0.00)
D'Angelo Ponds,CB,Indiana Hoosiers,50,50,0,84.55,84.55,0.0,0.0,0.0,0.0,0.0,athletic (up 0.00)
Chris Brazzell II,WR,Tennessee Volunteers,51,51,0,84.06,84.06,0.0,0.0,0.0,0.0,0.0,athletic (up 0.00)
Keionte Scott,CB,Miami (FL) Hurricanes,52,52,0,84.13,84.13,0.0,0.0,0.0,0.0,0.0,athletic (up 0.00)
Chase Bisontis,IOL,Texas A&M,53,53,0,83.47,83.47,0.0,0.0,0.0,0.0,0.0,athletic (up 0.00)
Romello Height,EDGE,Texas Tech Red Raiders,54,54,0,83.87,83.87,0.0,0.0,0.0,0.0,0.0,athletic (up 0.00)
Zachariah Branch,WR,Georgia,55,55,0,82.28,82.28,0.0,0.0,0.0,0.0,0.0,athletic (up 0.00)
Ja'Kobi Lane,WR,USC,56,56,0,83.61,83.61,0.0,0.0,0.0,0.0,0.0,athletic (up 0.00)
Chris Johnson,CB,San Diego State Aztecs,57,57,0,83.2,83.2,0.0,0.0,0.0,0.0,0.0,athletic (up 0.00)
Brian Parker II,OT,Duke Blue Devils,58,58,0,83.18,83.18,0.0,0.0,0.0,0.0,0.0,athletic (up 0.00)
Jermod McCoy,CB,Tennessee,59,59,0,83.27,83.23,-0.04,0.0,0.0,0.08,0.0,prior (up 0.08)
Chandler Rivers,CB,Duke,60,60,0,83.05,83.05,0.0,0.0,0.0,0.0,0.0,athletic (up 0.00)
Deion Burks,WR,Oklahoma Sooners,61,61,0,82.89,82.89,0.0,0.0,0.0,0.0,0.0,athletic (up 0.00)
Domonique Orange,DT,Iowa State Cyclones,62,62,0,82.93,82.93,0.0,0.0,0.0,0.0,0.0,athletic (up 0.00)
Jack Endries,TE,Texas Longhorns,63,63,0,82.76,82.76,0.0,0.0,0.0,0.0,0.0,athletic (up 0.00)
Jonah Coleman,RB,Washington Huskies,64,64,0,82.62,82.62,0.0,0.0,0.0,0.0,0.0,athletic (up 0.00)
Jake Slaughter,IOL,Florida,65,65,0,82.36,82.36,0.0,0.0,0.0,0.0,0.0,athletic (up 0.00)
Elijah Sarratt,WR,Indiana Hoosiers,66,66,0,82.53,82.53,0.0,0.0,0.0,0.0,0.0,athletic (up 0.00)
Jacob Rodriguez,LB,Texas Tech Red Raiders,67,67,0,82.09,82.09,0.0,0.0,0.0,0.0,0.0,athletic (up 0.00)
Anthony Lucas,EDGE,USC Trojans,68,68,0,82.02,82.02,0.0,0.0,0.0,0.0,0.0,athletic (up 0.00)
Darrell Jackson Jr.,DT,Florida State,69,69,0,82.41,82.41,0.0,0.0,0.0,0.0,0.0,athletic (up 0.00)
A.J. Haulcy,S,LSU Tigers,70,70,0,81.92,81.92,0.0,0.0,0.0,0.0,0.0,athletic (up 0.00)
Chris Bell,WR,Louisville,71,71,0,80.38,80.38,0.0,0.0,0.0,0.0,0.0,athletic (up 0.00)
Deontae Lawson,LB,Alabama,72,72,0,81.69,81.69,0.0,0.0,0.0,0.0,0.0,athletic (up 0.00)
Lorenzo Styles Jr.,CB,Ohio State,73,73,0,81.65,81.65,0.0,0.0,0.0,0.0,0.0,athletic (up 0.00)
Dontay Corleone,DT,Cincinnati Bearcats,74,74,0,81.66,81.66,0.0,0.0,0.0,0.0,0.0,athletic (up 0.00)
Keith Abney II,CB,Arizona State Sun Devils,75,75,0,81.55,81.55,0.0,0.0,0.0,0.0,0.0,athletic (up 0.00)
Malik Muhammad,CB,Texas,76,76,0,80.17,80.17,0.0,0.0,0.0,0.0,0.0,athletic (up 0.00)
Jadarian Price,RB,Notre Dame Fighting Irish,77,77,0,81.36,81.36,0.0,0.0,0.0,0.0,0.0,athletic (up 0.00)
Max Iheanachor,OT,Arizona State Sun Devils,78,78,0,81.29,81.29,0.0,0.0,0.0,0.0,0.0,athletic (up 0.00)
Nicholas Singleton,RB,Penn State,79,79,0,81.9,81.9,0.0,0.0,0.0,0.0,0.0,athletic (up 0.00)
Jalon Kilgore,S,South Carolina,80,80,0,82.07,82.07,0.0,0.0,0.0,0.0,0.0,athletic (up 0.00)
Derrick Moore,EDGE,Michigan,81,81,0,80.03,80.03,0.0,0.0,0.0,0.0,0.0,athletic (up 0.00)
