2026 BIG BOARD (FINAL RANK)

313. Elijah Pritchett | OT | Nebraska Cornhuskers | Grade 73.67 | final_rank=313 | seed=234
314. Ceyair Wright | CB | Nebraska Cornhuskers | Grade 73.64 | final_rank=314 | seed=210
315. Noah Whittington | RB | Oregon Ducks | Grade 73.64 | final_rank=315 | seed=267
316. Derek Robertson | QB | Monmouth | Grade 73.56 | final_rank=316 | seed=38
317. LT Overton | EDGE | Alabama | Grade 73.54 | final_rank=317 | seed=23
318. Chase Roberts | WR | BYU Cougars | Grade 73.53 | final_rank=318 | seed=164
319. Rohan Jones | TE | Arkansas Razorbacks | Grade 73.46 | final_rank=319 | seed=300
320. Eric Gentry | LB | USC Trojans | Grade 73.35 | final_rank=320 | seed=262
321. Jalen Huskey | S | Maryland Terrapins | Grade 73.34 | final_rank=321 | seed=294
322. John Mateer | QB | Oklahoma | Grade 73.2 | final_rank=322 | seed=106
323. Will Lee III | CB | Texas A&M Aggies | Grade 73.19 | final_rank=323 | seed=106
324. Joe Royer | TE | Cincinnati Bearcats | Grade 73.16 | final_rank=324 | seed=120
325. Jeadyn Lukus | CB | Clemson Tigers | Grade 73.16 | final_rank=325 | seed=225
326. Caleb Douglas | WR | Texas Tech Red Raiders | Grade 73.1 | final_rank=326 | seed=194
327. Trebor Pena | WR | Penn State Nittany Lions | Grade 73.1 | final_rank=327 | seed=240
328. Carsen Ryan | TE | BYU Cougars | Grade 73.04 | final_rank=328 | seed=263
329. Scooby Williams | LB | Texas A&M Aggies | Grade 73.03 | final_rank=329 | seed=286
330. Lake McRee | TE | USC Trojans | Grade 72.96 | final_rank=330 | seed=203
331. Landon Robinson | DT | Navy Midshipmen | Grade 72.92 | final_rank=331 | seed=282
332. Jaden Rashada | QB | Sacramento State | Grade 72.91 | final_rank=332 | seed=59
333. Raion Strader | CB | Auburn Tigers | Grade 72.88 | final_rank=333 | seed=236
334. Tommy Castellanos | QB | Florida State Seminoles | Grade 72.86 | final_rank=334 | seed=227
335. Tyreek Chappell | CB | Texas A&M Aggies | Grade 72.86 | final_rank=335 | seed=236
336. Ethan Onianwa | IOL | Ohio State Buckeyes | Grade 72.76 | final_rank=336 | seed=223
337. Hank Beatty | WR | Illinois Fighting Illini | Grade 72.74 | final_rank=337 | seed=277
338. Logan Jones | IOL | Iowa Hawkeyes | Grade 72.72 | final_rank=338 | seed=174
339. Ephesians Prysock | CB | Washington Huskies | Grade 72.71 | final_rank=339 | seed=207
340. Chip Trayanum | RB | Toledo Rockets | Grade 72.65 | final_rank=340 | seed=247
341. Nate Boerkircher | TE | Texas A&M Aggies | Grade 72.56 | final_rank=341 | seed=180
342. Dante Moore | QB | Oregon | Grade 72.55 | final_rank=342 | seed=46
343. Brenen Thompson | WR | Mississippi State Bulldogs | Grade 72.55 | final_rank=343 | seed=181
344. Jerry Wilson | CB | Florida State Seminoles | Grade 72.53 | final_rank=344 | seed=248
345. Athan Kaliakmanis | QB | Rutgers Scarlet Knights | Grade 72.49 | final_rank=345 | seed=254
346. Ben Bell | EDGE | Virginia Tech Hokies | Grade 72.48 | final_rank=346 | seed=266
347. Seydou Traore | TE | Mississippi State Bulldogs | Grade 72.45 | final_rank=347 | seed=235
348. Treydan Stukes | CB | Arizona Wildcats | Grade 72.44 | final_rank=348 | seed=278
349. Devin Moore | CB | Florida | Grade 72.38 | final_rank=349 | seed=92
350. Kage Casey | OT | Boise State | Grade 72.36 | final_rank=350 | seed=143
351. Ryan Baer | OT | Pittsburgh Panthers | Grade 72.36 | final_rank=351 | seed=300
352. Jaden Dugger | LB | Louisiana Ragin' Cajuns | Grade 72.32 | final_rank=352 | seed=297
353. Micah Pettus | OT | Florida State Seminoles | Grade 72.31 | final_rank=353 | seed=274
354. Bryce Foster | IOL | Kansas | Grade 72.3 | final_rank=354 | seed=124
355. Vincent Anthony Jr. | EDGE | Duke Blue Devils | Grade 72.3 | final_rank=355 | seed=202
356. Hezekiah Masses | CB | California Golden Bears | Grade 72.29 | final_rank=356 | seed=143
357. Diego Pavia | QB | Vanderbilt Commodores | Grade 72.27 | final_rank=357 | seed=233
358. Wesley Bissainthe | LB | Miami (FL) Hurricanes | Grade 72.23 | final_rank=358 | seed=300
359. Tre Smith | EDGE | Arizona Wildcats | Grade 72.21 | final_rank=359 | seed=300
360. Mo Westmoreland | EDGE | Tulane Green Wave | Grade 72.19 | final_rank=360 | seed=300
361. Miles Kitselman | TE | Tennessee Volunteers | Grade 72.16 | final_rank=361 | seed=151
362. Josh Hoover | QB | TCU | Grade 72.15 | final_rank=362 | seed=100
363. Connor Tollison | IOL | Missouri | Grade 72.15 | final_rank=363 | seed=146
364. Fa'alili Fa'amoe | OT | Wake Forest Demon Deacons | Grade 72.11 | final_rank=364 | seed=213
365. Ahmaad Moses | S | SMU Mustangs | Grade 72.03 | final_rank=365 | seed=300
366. RJ Maryland | TE | SMU | Grade 71.95 | final_rank=366 | seed=295
367. Riley Mahlman | OT | Wisconsin Badgers | Grade 71.94 | final_rank=367 | seed=258
368. Bishop Fitzgerald | S | USC Trojans | Grade 71.91 | final_rank=368 | seed=165
369. Jack Pyburn | EDGE | LSU Tigers | Grade 71.78 | final_rank=369 | seed=292
370. Nadame Tucker | EDGE | Western Michigan Broncos | Grade 71.76 | final_rank=370 | seed=157
371. Jake Retzlaff | QB | Tulane Green Wave | Grade 71.74 | final_rank=371 | seed=244
372. Daniel Harris | CB | Georgia Bulldogs | Grade 71.73 | final_rank=372 | seed=259
373. Joe Fagnano | QB | Connecticut Huskies | Grade 71.71 | final_rank=373 | seed=251
374. Caden Barnett | IOL | Wyoming Cowboys | Grade 71.71 | final_rank=374 | seed=260
375. Dean Miller | EDGE | Kansas Jayhawks | Grade 71.64 | final_rank=375 | seed=300
376. Joshua Braun | IOL | Kentucky Wildcats | Grade 71.63 | final_rank=376 | seed=229
377. Austin Brown | S | Wisconsin Badgers | Grade 71.51 | final_rank=377 | seed=279
378. Luke Petitbon | IOL | Florida State Seminoles | Grade 71.47 | final_rank=378 | seed=271
379. Dean Connors | RB | Houston Cougars | Grade 71.45 | final_rank=379 | seed=271
380. Davion Carter | IOL | Texas Tech Red Raiders | Grade 71.44 | final_rank=380 | seed=268
381. Reggie Virgil | WR | Texas Tech Red Raiders | Grade 71.35 | final_rank=381 | seed=211
382. DQ Smith | S | South Carolina Gamecocks | Grade 71.32 | final_rank=382 | seed=300
383. Nikai Martinez | S | Michigan State Spartans | Grade 71.31 | final_rank=383 | seed=287
384. Damonic Williams | DT | Oklahoma Sooners | Grade 71.31 | final_rank=384 | seed=300
385. Jimmori Robinson | EDGE | West Virginia Mountaineers | Grade 71.3 | final_rank=385 | seed=300
386. Jeff Persi | OT | Pittsburgh Panthers | Grade 71.27 | final_rank=386 | seed=282
387. Gunner Maldonado | S | Kansas State Wildcats | Grade 71.22 | final_rank=387 | seed=300
388. Luke Altmyer | QB | Illinois Fighting Illini | Grade 71.17 | final_rank=388 | seed=214
389. Mel Brown | RB | Connecticut Huskies | Grade 71.16 | final_rank=389 | seed=280
390. Tomas Rimac | IOL | Virginia Tech Hokies | Grade 71.13 | final_rank=390 | seed=257
391. Riley Nowakowski | TE | Indiana Hoosiers | Grade 71.12 | final_rank=391 | seed=239
392. Anthony Smith | WR | East Carolina Pirates | Grade 71.05 | final_rank=392 | seed=300
393. Kevin Coleman Jr. | WR | Missouri Tigers | Grade 71.04 | final_rank=393 | seed=185
394. Tristan Leigh | OT | Clemson Tigers | Grade 71.03 | final_rank=394 | seed=300
395. CJ Donaldson | RB | Ohio State Buckeyes | Grade 70.9 | final_rank=395 | seed=288
396. Jamal Haynes | RB | Georgia Tech Yellow Jackets | Grade 70.88 | final_rank=396 | seed=250
397. Jack Velling | TE | Michigan State Spartans | Grade 70.81 | final_rank=397 | seed=269
398. Jaren Kanak | TE | Oklahoma Sooners | Grade 70.8 | final_rank=398 | seed=248
399. Mason Randolph | IOL | Boise State Broncos | Grade 70.77 | final_rank=399 | seed=300
400. Squirrel White | WR | Florida State Seminoles | Grade 70.75 | final_rank=400 | seed=273
401. Stephen Hall | CB | Missouri Tigers | Grade 70.74 | final_rank=401 | seed=293
402. Vinny Anthony II | WR | Wisconsin Badgers | Grade 70.73 | final_rank=402 | seed=215
403. Jaylon Guilbeau | CB | Texas Longhorns | Grade 70.73 | final_rank=403 | seed=300
404. DaShawn Jones | CB | Alabama Crimson Tide | Grade 70.7 | final_rank=404 | seed=300
405. Amari Jackson | CB | Boston College Eagles | Grade 70.7 | final_rank=405 | seed=300
406. Behren Morton | QB | Texas Tech Red Raiders | Grade 70.65 | final_rank=406 | seed=272
407. Diego Pounds | OT | Mississippi Rebels | Grade 70.63 | final_rank=407 | seed=290
408. Devonte Ross | WR | Penn State Nittany Lions | Grade 70.63 | final_rank=408 | seed=300
409. Rayshaun Benny | DT | Michigan Wolverines | Grade 70.61 | final_rank=409 | seed=219
410. Devin Mockobee | RB | Purdue Boilermakers | Grade 70.6 | final_rank=410 | seed=300
411. Emmanuel Henderson Jr. | WR | Kansas | Grade 70.49 | final_rank=411 | seed=179
412. Miller Moss | QB | Louisville | Grade 70.45 | final_rank=412 | seed=71
413. Dillon Wade | IOL | Auburn Tigers | Grade 70.4 | final_rank=413 | seed=300
414. Dillon Bell | WR | Georgia Bulldogs | Grade 70.37 | final_rank=414 | seed=246
415. Jaren Kump | IOL | Utah Utes | Grade 70.36 | final_rank=415 | seed=298
416. J'Mari Taylor | RB | Virginia Cavaliers | Grade 70.34 | final_rank=416 | seed=145
417. Logan Diggs | RB | Mississippi Rebels | Grade 70.33 | final_rank=417 | seed=296
418. Jeremiah Franklin | TE | Boston College Eagles | Grade 70.31 | final_rank=418 | seed=289
419. Donavon Greene | WR | Virginia Tech Hokies | Grade 70.31 | final_rank=419 | seed=300
420. Daniel King | IOL | North Carolina Tar Heels | Grade 70.31 | final_rank=420 | seed=300
421. Josh Thompson | IOL | LSU Tigers | Grade 70.28 | final_rank=421 | seed=291
422. Dametrious Crownover | OT | Texas A&M Aggies | Grade 70.24 | final_rank=422 | seed=206
423. Tanner Arkin | TE | Illinois Fighting Illini | Grade 70.24 | final_rank=423 | seed=300
424. Izavion Miller | IOL | Auburn Tigers | Grade 70.23 | final_rank=424 | seed=300
425. Cameron Ball | DT | Arkansas Razorbacks | Grade 70.19 | final_rank=425 | seed=284
426. Mark Gronowski | QB | Iowa Hawkeyes | Grade 70.01 | final_rank=426 | seed=300
427. Aaron Anderson | WR | LSU Tigers | Grade 69.94 | final_rank=427 | seed=147
428. Al-Jay Henderson | RB | Buffalo Bulls | Grade 69.87 | final_rank=428 | seed=300
429. Brandon Cleveland | DT | North Carolina State Wolfpack | Grade 69.77 | final_rank=429 | seed=270
430. Jam Miller | RB | Alabama Crimson Tide | Grade 69.72 | final_rank=430 | seed=256
431. VJ Payne | S | Kansas State Wildcats | Grade 69.55 | final_rank=431 | seed=255
432. Kyron Drones | QB | Virginia Tech Hokies | Grade 69.48 | final_rank=432 | seed=253
433. Maverick McIvor | QB | Western Kentucky Hilltoppers | Grade 69.44 | final_rank=433 | seed=300
434. Adam Randall | RB | Clemson Tigers | Grade 69.38 | final_rank=434 | seed=285
435. Josh Cameron | WR | Baylor Bears | Grade 68.99 | final_rank=435 | seed=209
436. Walker Eget | QB | San Jose State Spartans | Grade 68.86 | final_rank=436 | seed=300
437. Bauer Sharp | TE | LSU Tigers | Grade 68.84 | final_rank=437 | seed=300
438. Gary Smith III | DT | UCLA Bruins | Grade 68.79 | final_rank=438 | seed=276
439. Garrett DiGiorgio | IOL | UCLA Bruins | Grade 68.7 | final_rank=439 | seed=300
440. Grayson James | QB | Boston College Eagles | Grade 68.51 | final_rank=440 | seed=295
441. Barion Brown | WR | LSU | Grade 68.33 | final_rank=441 | seed=82
442. TJ Hall | CB | Iowa Hawkeyes | Grade 68.18 | final_rank=442 | seed=224
443. Jeremiah Wright | IOL | Auburn Tigers | Grade 68.12 | final_rank=443 | seed=275
444. Colbie Young | WR | Georgia Bulldogs | Grade 67.99 | final_rank=444 | seed=300
445. Avery Smith | CB | Toledo Rockets | Grade 67.86 | final_rank=445 | seed=300
446. Harrison Wallace III | WR | Mississippi Rebels | Grade 67.67 | final_rank=446 | seed=281
447. Xavian Sorey Jr. | LB | Arkansas Razorbacks | Grade 67.54 | final_rank=447 | seed=226
448. Deven Eastern | DT | Minnesota Golden Gophers | Grade 67.28 | final_rank=448 | seed=216
449. Chris Hilton Jr. | WR | LSU Tigers | Grade 67.18 | final_rank=449 | seed=300
450. Sawyer Robertson | QB | Baylor Bears | Grade 65.96 | final_rank=450 | seed=218
451. Jackie Marshall | EDGE | Baylor Bears | Grade 65.95 | final_rank=451 | seed=299
452. Fernando Carmona | IOL | Arkansas Razorbacks | Grade 65.75 | final_rank=452 | seed=283
453. Caullin Lacy | WR | Louisville Cardinals | Grade 65.75 | final_rank=453 | seed=294
454. Keyron Crawford | EDGE | Auburn Tigers | Grade 65.72 | final_rank=454 | seed=300
455. Chris McClellan | DT | Missouri Tigers | Grade 64.21 | final_rank=455 | seed=300
