rank_seed,player_name,school,pos_raw,height,weight_lb,class_year,source_primary,seed_row_id,player_uid,position,position_evidence_score,height_in,weight_lb_effective,seed_signal,analyst_signal,external_rank,external_rank_signal,pff_grade,pff_waa,pff_grade_locked,market_signal_score,consensus_score,consensus_board_mean_rank,consensus_board_rank_std,consensus_board_source_count,consensus_board_sources,consensus_board_signal,prior_anchor_adjustment,prior_weight_total_effective,kiper_rank,kiper_prev_rank,kiper_rank_delta,kiper_rank_signal,kiper_strength_tags,kiper_concern_tags,kiper_statline_2025,kiper_statline_2025_games,kiper_statline_2025_yards,kiper_statline_2025_tds,kiper_statline_2025_efficiency,kiper_games_norm,kiper_yards_norm,kiper_tds_norm,kiper_efficiency_norm,kiper_statline_2025_norm,kiper_volatility_flag,kiper_volatility_penalty,kiper_source_url,tdn_rank,tdn_rank_signal,tdn_grade_label,tdn_grade_round,tdn_grade_label_signal,tdn_text_trait_signal,tdn_text_coverage,tdn_risk_hits,tdn_risk_flag,tdn_risk_penalty,tdn_strengths,tdn_concerns,tdn_summary,ringer_rank,ringer_rank_signal,br_rank,br_rank_signal,br_text_trait_signal,br_text_coverage,br_risk_hits,br_risk_flag,br_risk_penalty,br_strengths,br_concerns,br_summary,atoz_rank,atoz_rank_signal,atoz_text_trait_signal,atoz_text_coverage,atoz_risk_hits,atoz_risk_flag,atoz_risk_penalty,atoz_strengths,atoz_concerns,atoz_summary,si_rank,si_rank_signal,si_text_trait_signal,si_text_coverage,si_risk_hits,si_risk_flag,si_risk_penalty,si_strengths,si_concerns,si_summary,cbs_rank,cbs_rank_signal,cbs_wilson_rank,cbs_wilson_rank_signal,cbs_text_trait_signal,cbs_text_coverage,cbs_risk_hits,cbs_risk_flag,cbs_risk_penalty,cbs_summary,espn_source_year,espn_ovr_rank,espn_pos_rank,espn_grade,espn_grade_z,espn_rank_signal,espn_pos_signal,espn_grade_signal,espn_prod_signal,espn_qbr,espn_epa_per_play,espn_trait_processing,espn_trait_separation,espn_trait_play_strength,espn_trait_motor,espn_trait_instincts,espn_text_coverage,espn_volatility_flag,espn_volatility_hits,pp_source,pp_last_updated,pp_breakout_age,pp_college_dominator,pp_breakout_signal,pp_dominator_signal,pp_skill_signal,pp_data_coverage,pp_early_declare,pp_risk_flag,pp_profile_tier,pp_notes,cfb_prod_signal,cfb_prod_signal_raw,cfb_prod_signal_contextual_raw,cfb_prod_percentile_signal,cfb_prod_percentile_population_n,cfb_prod_usage_rate,cfb_prod_usage_multiplier,cfb_prod_context_conference,cfb_prod_available,cfb_prod_coverage_count,cfb_prod_quality_label,cfb_prod_reliability,cfb_prod_real_features,cfb_prod_proxy_features,cfb_prod_provenance,cfbfastr_p0_signal_raw,cfbfastr_p0_available,cfbfastr_p0_mode,cfbfastr_p0_applied_delta,cfbfastr_p0_max_delta,cfbfastr_p0_coverage_count,cfb_qb_eff_signal,cfb_qb_pressure_signal,cfb_wrte_yprr_signal,cfb_wrte_target_share_signal,cfb_rb_explosive_signal,cfb_rb_mtf_signal,cfb_edge_pressure_signal,cfb_db_cov_plays_per_target_signal,cfb_qb_epa_per_play,cfb_wrte_yprr,cfb_wrte_target_share,cfb_rb_explosive_rate,cfb_rb_missed_tackles_forced_per_touch,cfb_edge_pressure_rate,cfb_db_coverage_plays_per_target,cfb_source,cfb_season,lang_source_count,lang_text_coverage,lang_trait_processing,lang_trait_technique,lang_trait_explosiveness,lang_trait_physicality,lang_trait_competitiveness,lang_trait_versatility,lang_miller_keyword_hits,lang_miller_coverage,lang_risk_hits,lang_risk_flag,lang_trait_composite,lang_sources,lang_report_word_count,lang_positive_trait_rate,lang_developmental_flag_rate,lang_concern_rate,language_adjustment_raw,language_adjustment_confidence,language_adjustment_applied,language_adjustment_cap,combine_source,combine_last_updated,combine_height_in,combine_weight_lb,combine_arm_in,combine_hand_in,combine_forty,combine_ten_split,combine_vertical,combine_broad,combine_shuttle,combine_three_cone,combine_bench,combine_ras_official,md_composite,md_speed_pct,md_explosion_pct,md_agility_pct,md_size_pct,md_height_z,md_height_pct,md_weight_z,md_weight_pct,md_forty_z,md_forty_pct,film_traits_source,film_eval_date,trait_score,trait_proxy_score,film_trait_score,film_trait_coverage,film_trait_blend_weight,film_trait_missing_count,production_score,athletic_score,size_score,context_score,risk_penalty,final_grade,floor_grade,ceiling_grade,round_value,psi,core_stat_name,core_stat_value,best_role,best_scheme_fit,formula_trait_component,formula_production_component_raw,formula_production_component,formula_production_guardrail_delta,formula_athletic_component,formula_athletic_evidence_count,formula_athletic_source,formula_athletic_cap_applied,athletic_profile_score,athletic_speed_score,athletic_explosion_score,athletic_agility_score,athletic_size_adj_score,athletic_metric_coverage_count,athletic_metric_expected_count,athletic_metric_missing_count,athletic_metric_coverage_rate,athletic_missing_penalty,athletic_variance_penalty,athletic_hit_bin,athletic_hit_bin_sample_n,athletic_hit_rate_round12_bin,athletic_hit_rate_top100_bin,athletic_comp_confidence,athletic_nn_comp_1,athletic_nn_comp_1_year,athletic_nn_comp_1_picktotal,athletic_nn_comp_1_similarity,athletic_nn_comp_2,athletic_nn_comp_2_year,athletic_nn_comp_2_picktotal,athletic_nn_comp_2_similarity,athletic_nn_comp_3,athletic_nn_comp_3_year,athletic_nn_comp_3_picktotal,athletic_nn_comp_3_similarity,athletic_pct_forty,athletic_pct_ten_split,athletic_pct_vertical,athletic_pct_broad,athletic_pct_bench,athletic_pct_shuttle,athletic_pct_three_cone,athletic_pct_height_in,athletic_pct_weight_lb,athletic_pct_arm_in,athletic_pct_hand_in,athletic_z_forty,athletic_z_ten_split,athletic_z_vertical,athletic_z_broad,athletic_z_bench,athletic_z_shuttle,athletic_z_three_cone,athletic_z_height_in,athletic_z_weight_lb,athletic_z_arm_in,athletic_z_hand_in,formula_size_component,formula_context_component,formula_risk_penalty,formula_evidence_missing_count,formula_evidence_guardrail_penalty,formula_raw_score,formula_calibrated_grade,formula_prior_signal,formula_prior_grade,formula_score,formula_floor,formula_ceiling,formula_round_value,weight_production_multiplier,weight_production_max_delta,weight_production_max_up_delta,weight_production_max_down_delta,weight_prior_tdn_rank,weight_prior_ringer_rank,weight_prior_bleacher_rank,weight_prior_atoz_rank,weight_prior_si_rank,weight_prior_cbs_rank,weight_prior_cbs_wilson_rank,weight_prior_tdn_grade_label,weight_prior_seed_multiplier,weight_prior_external_multiplier,weight_prior_analyst_multiplier,weight_prior_consensus_multiplier,weight_prior_kiper_multiplier,weight_prior_tdn_multiplier,weight_prior_ringer_multiplier,weight_prior_bleacher_multiplier,weight_prior_atoz_multiplier,weight_prior_si_multiplier,weight_prior_cbs_multiplier,weight_prior_cbs_wilson_multiplier,weight_prior_tdn_grade_multiplier,weight_trait_tdn_text,weight_trait_bleacher_text,weight_trait_atoz_text,weight_trait_si_text,weight_trait_cbs_text,formula_guardrail_penalty,formula_drift_penalty,formula_consensus_confidence_factor,formula_midband_brake_penalty,formula_soft_ceiling_target,formula_soft_ceiling_penalty,formula_language_adjustment,formula_top75_gate_penalty,formula_hard_cap,formula_consensus_outlier_cap,formula_hard_cap_penalty,is_diamond_exception,diamond_exception_reasons,contrarian_score,confidence_score,uncertainty_score,variance_flag,calibration_position_delta,calibration_grade_adjustment,calibrated_success_prob,legacy_final_grade,legacy_floor_grade,legacy_ceiling_grade,legacy_round_value,best_team_fit,best_team_fit_score,historical_comp,comp_style,comp_confidence,ras_estimate,ras_tier,ras_percentile,ras_source,ras_benchmark_starter_target,ras_benchmark_impact_target,ras_benchmark_elite_target,ras_meets_starter_target,ras_meets_impact_target,ras_meets_elite_target,ras_benchmark_sample_n,ras_historical_comp_1,ras_historical_comp_2,ras_comparison_note,historical_combine_merge_key,historical_combine_source,historical_combine_candidate_count,historical_combine_overlap_min,historical_combine_comp_1,historical_combine_comp_1_year,historical_combine_comp_1_school,historical_combine_comp_1_similarity,historical_combine_comp_1_overlap_metrics,historical_combine_comp_1_athlete_id,historical_combine_comp_1_merge_key,historical_combine_comp_2,historical_combine_comp_2_year,historical_combine_comp_2_school,historical_combine_comp_2_similarity,historical_combine_comp_2_overlap_metrics,historical_combine_comp_2_athlete_id,historical_combine_comp_2_merge_key,historical_combine_comp_3,historical_combine_comp_3_year,historical_combine_comp_3_school,historical_combine_comp_3_similarity,historical_combine_comp_3_overlap_metrics,historical_combine_comp_3_athlete_id,historical_combine_comp_3_merge_key,scouting_notes,scouting_report_summary,scouting_why_he_wins,scouting_primary_concerns,scouting_production_snapshot,scouting_board_movement,scouting_role_projection,scouting_historical_athletic_comp,headshot_url,consensus_rank,contrarian_rank,round_value_grade_only,round_value_rank_band,md_vertical_z,md_vertical_pct,md_broad_z,md_broad_pct,md_ten_split_z,md_ten_split_pct
26,Cashius Howell,Texas A&M Aggies,EDGE,"6'4""",260,SR,External_Board_Import,306,306-cashius-howell,EDGE,21,76,260,275.0,72.5,15,286.0,81.2,0.163,True,196.52,83.39,20.4,3.98,5,ESPN_Jordan_Reid_2026|ExternalScoutBoard_2026|NFLMockDraftDatabase_2026|NFL_Daniel_Jeremiah_2026|Tankathon_2026,93.54,0.0,0.99,,,,,,,,,,,,,,,,,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,92.0,41,86.67,50.8,36,0,0,,Howell is the best pure pass rusher in the class with a full array of moves. The only thing holding him back from being a sure-fire first-rounder is his lack of size and length.,2026,23,5,94.28,1.5911,278.0,96.0,73.87,55.0,,,50.0,50.0,74.0,50.0,58.0,122,0,0,,,,,,,,,,,,,65.8,95.0,91.0,95.0,18,,0.9,,1,1,proxy,0.3,0,1,cfbd_stats+cfbd_ppa_proxy,,0,,,,0,,,,,,,95.0,,,,,,,0.2457,,CFBD_2025_proxy_extract,2025,4,71,52.25,50.5,54.0,52.25,50.5,50.5,0,0.05,0,0,52.57,CBS_BigBoard_2026|CBS_Wilson_BigBoard_2026|ESPN_Jordan_Reid_2026|NFL_Daniel_Jeremiah_2026,71,0.0,0.0,0.0,-1.0,0.3944,-0.3944,0.9,CBS Live Results,2026-02-26,,,,,4.59,,,,,,,,70.59,100.0,,,1.98,-8.555,0.0,-1.757,3.95,132.668,100.0,,,93.79,93.79,,0.0,0.0,6,91.12,88.09,90.0,88.18,1.5,83.39,80.64,84.69,Round 1-2,91.76,Disruption Conversion Score,86.38,Three-down pressure creator,multiple_front_pass_rush,52.09,69.5,69.76,-0.24,89.06,3,position_era_profile_plus_md,,68.73,72.66,70.0,70.0,63.204,3,11,8,0.2727,0.355,0.64,6,177,0.4463,0.5876,77.48,Carlos Hall,2002,240.0,99.04,Brian Urlacher,2000,9.0,98.96,Andre Branch,2012,38.0,98.77,83.289,,,,,,,73.894,60.056,,,-0.214,,,,,,,0.654,0.227,,,90.0,80.0,0.95,1,0.0,68.11,81.1,90.3,89.8,83.78,81.03,85.08,Round 3-4,0.68,3.8,3.8,9.0,0.08,0.08,0.09,0.08,0.03,0.1,0.06,0.04,0.977,1.041,0.934,1.096,,,,,,,0.938,0.953,,0.05,0.04,0.04,0.02,0.05,0.0,0.0,1.0,0.0,,0.0,-0.3944,0.0,,,0.0,0,,86.48,86.69,13.31,low_variance,,,,89.65,88.15,91.15,Round 1-2,ATL,82.75,Micah Parsons-style,explosive alignment-flex rusher,A,,,,pending_combine,5.14,6.99,8.78,,,,2030,,,Pending official combine RAS,cashius howell|EDGE|texas a&m aggies|2026,/Users/nickholz/nfldraftmodel2026/data/sources/external/combine_data_unique_athlete_id_step4.csv,1195,3,Jah Joyner,2025,minnesota,98.76,3,4430111.0,jah joyner|EDGE|minnesota|2025,Fadil Diggs,2025,syracuse,97.97,3,4429073.0,fadil diggs|EDGE|syracuse|2025,Connor Barwin,2009,cincinnati,97.01,3,169399.0,connor barwin|EDGE|cincinnati|2009,early contributor profile; produces pressure through get-off and counters. Seed rank 26 indicates current market confidence with developmental upside still available.,"Cashius Howell (EDGE, Texas A&M Aggies) holds a model grade of 83.39 with a Round 3-4 projection. Current board slot: 26. early contributor profile; produces pressure through get-off and counters. Seed rank 26 indicates current market confidence with developmental upside still available.","Role fit: Three-down pressure creator. Preferred usage in multiple_front_pass_rush. Traits: leverage, processing, and role translation remain primary wins.","Development checkpoints: consistency, role expansion pace, and matchup stress handling.",PFF grade 81.2; CFB prod signal 65.8; pressure rate 0.2457; CFB quality proxy (0.3),Kiper board movement unavailable for this player.,"Best early team fit: ATL. Scheme path: multiple_front_pass_rush. Expected early deployment: Three-down pressure creator. Historical combine comp: Jah Joyner (2025), similarity 98.76.","Historical combine comp: Jah Joyner (2025), similarity 98.76.",,1,48,Round 3-4,Round 1,,,,,,
13,Carnell Tate,Ohio State,WRX,"6'3""",191,JR,DraftTek_Top300_2026,13,13-carnell-tate,WR,22,75,191,288.0,92.0,8,293.0,88.6,0.318,True,207.36,82.88,8.0,1.1,5,ESPN_Jordan_Reid_2026|ExternalScoutBoard_2026|NFLMockDraftDatabase_2026|NFL_Daniel_Jeremiah_2026|Tankathon_2026,98.68,0.0,0.99,,,,,,,,,,,,,,,,,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,98.33,13,96.0,54.88,48,0,0,,Tate is one of the biggest risers in the class this fall. His combination of efficiency and explosiveness is exceedingly rare. He has caught 84.8% of his targets while averaging 18.2 yards per reception. His explosiveness and ball skills are well worth a top-10 pick.,2026,10,1,94.93,1.6669,291.0,100.0,75.0,55.0,,,50.0,74.0,66.0,50.0,50.0,119,0,0,,,,,,,,,,,,,61.95,62.16,65.79,75.1,49,0.1629,0.831,,1,4,proxy,0.47,0,2,cfbd_stats+cfbd_ppa_proxy+cfbfastr_p0,83.61,1,legacy_plus_p0_guarded,4.0,4.0,3,,,77.33,33.99,,,,,,2.758,0.1629,,,,,CFBD_2025_proxy_extract|CFBFASTR_P0_IMPORT,2025,6,64,50.0,52.33,57.0,50.0,50.0,50.0,0,0.0476,0,0,53.52,CBS_BigBoard_2026|CBS_Wilson_BigBoard_2026|ESPN_Jordan_Reid_2026|FantasyPros_Scouting_2026|NFL_Daniel_Jeremiah_2026|Yahoo_Nate_Tice_2026,64,0.0,0.0,0.0,-1.0,0.3556,-0.3556,0.9,,,,,,,,,,,,,,,0.0,,,,0.0,-14.516,0.0,-4.688,0.0,,,,,94.69,94.69,,0.0,0.0,6,91.46,90.28,89.65,89.09,1.5,82.88,80.49,84.88,Round 1-2,92.56,Separation Threat Index,88.54,Alignment-flexible target earner,spread_vertical,53.04,74.77,73.92,3.92,68.58,2,position_era_profile_plus_md,,65.279,70.0,70.0,70.0,53.26,2,11,9,0.1818,0.536,0.72,6,122,0.377,0.5328,,,,,,,,,,,,,,,,,,,,,83.028,25.206,,,,,,,,,,0.984,-0.731,,,89.65,83.0,0.59,1,0.0,66.92,79.64,96.83,91.95,83.24,80.85,85.24,Round 3-4,0.82,7.0,7.0,7.0,0.08,0.08,0.09,0.08,0.03,0.1,0.06,0.04,0.977,1.041,0.934,1.096,,,,,,,0.938,0.953,,0.05,0.04,0.04,0.02,0.05,0.0,0.0,1.0,0.0,,0.0,-0.3556,0.0,,,0.0,0,,87.4,88.76,11.24,low_variance,,,,90.53,89.03,92.73,Round 1-2,CLE,75.95,CeeDee Lamb-style,all-level separator,A,,,,pending_combine,5.22,6.8,8.56,,,,3816,,,Pending official combine RAS,carnell tate|WR|ohio state|2026,/Users/nickholz/nfldraftmodel2026/data/sources/external/combine_data_unique_athlete_id_step4.csv,1118,3,,,,,,,,,,,,,,,,,,,,,,early contributor profile; creates separation and finishes at the catch point. Seed rank 13 indicates current market confidence with developmental upside still available.,"Carnell Tate (WR, Ohio State) holds a model grade of 82.88 with a Round 3-4 projection. Current board slot: 13. early contributor profile; creates separation and finishes at the catch point. Seed rank 13 indicates current market confidence with developmental upside still available.","Role fit: Alignment-flexible target earner. Preferred usage in spread_vertical. Traits: leverage, processing, and role translation remain primary wins.","Development checkpoints: consistency, role expansion pace, and matchup stress handling.",PFF grade 88.6; CFB prod signal 61.95; YPRR 2.758; target share 0.1629; CFB quality proxy (0.47),Kiper board movement unavailable for this player.,Best early team fit: CLE. Scheme path: spread_vertical. Expected early deployment: Alignment-flexible target earner.,,,2,38,Round 3-4,Round 1,,,,,,
30,R Mason Thomas,Oklahoma,EDGE,"6'2""",249,SR,DraftTek_Top300_2026,30,30-r-mason-thomas,EDGE,20,74,249,271.0,52.5,37,264.0,85.3,0.132,True,186.35,82.82,40.6,2.33,5,ESPN_Jordan_Reid_2026|ExternalScoutBoard_2026|NFLMockDraftDatabase_2026|NFL_Daniel_Jeremiah_2026|Tankathon_2026,87.38,0.0,0.99,,,,,,,,,,,,,,,,,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,78.0,45,85.33,53.18,42,0,0,,"Thomas won't be for everyone at 6-2, 249 with under 32-inch arms. That low center of gravity combined with elite bend makes him a nightmare for tackles to try to square up. He'll be an early-impact designated pass rusher.",2026,45,9,93.18,1.4716,256.0,92.0,72.07,55.0,,,50.0,50.0,66.0,50.0,50.0,124,0,0,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,4,70,49.38,49.38,54.62,49.38,51.12,52.88,0,0.05,0,0,52.48,CBS_BigBoard_2026|CBS_Wilson_BigBoard_2026|ESPN_Jordan_Reid_2026|NFL_Daniel_Jeremiah_2026,70,0.0,0.0,0.0,-1.0,0.3889,-0.3889,0.9,CBS Live Results,2026-02-26,,,,,4.67,,,,,,,,70.54,100.0,,,1.8,-8.581,0.0,-1.798,3.61,132.652,100.0,,,93.45,93.45,,0.0,0.0,6,90.8,86.95,88.38,87.9,1.5,82.82,80.51,84.12,Round 1-2,91.17,Disruption Conversion Score,85.24,Three-down pressure creator,multiple_front_pass_rush,52.12,71.83,70.87,0.87,87.19,3,position_era_profile_plus_md,,63.404,61.746,70.0,70.0,38.755,3,11,8,0.2727,0.355,0.64,6,177,0.4463,0.5876,77.94,Ty Powell,2013,231.0,99.7,Lee Robinson,2009,0.0,99.6,Zack Hodges,2015,0.0,99.47,67.932,,,,,,,30.673,41.107,,,-0.269,,,,,,,-0.511,-0.4,,,88.38,80.0,0.5,1,0.0,68.28,81.3,82.51,87.23,83.21,80.9,84.51,Round 3-4,0.68,3.8,3.8,9.0,0.08,0.08,0.09,0.08,0.03,0.1,0.06,0.04,0.977,1.041,0.934,1.096,,,,,,,0.938,0.953,,0.05,0.04,0.04,0.02,0.05,0.0,0.0,1.0,0.0,84.9,0.0,-0.3889,0.0,,,0.0,0,,86.41,88.65,11.35,low_variance,,,,89.06,87.56,90.56,Round 1-2,ATL,82.75,Micah Parsons-style,explosive alignment-flex rusher,A,,,,pending_combine,5.14,6.99,8.78,,,,2030,,,Pending official combine RAS,r mason thomas|EDGE|oklahoma|2026,/Users/nickholz/nfldraftmodel2026/data/sources/external/combine_data_unique_athlete_id_step4.csv,1195,3,Maurice Falls,2015,east carolina (nc),98.23,3,500944.0,maurice falls|EDGE|east carolina (nc)|2015,Uchenna Nwosu,2018,southern california,98.2,3,3120358.0,uchenna nwosu|EDGE|southern california|2018,KeShun Freeman,2018,georgia tech,98.13,3,3116620.0,keshun freeman|EDGE|georgia tech|2018,early contributor profile; produces pressure through get-off and counters. Seed rank 30 indicates current market confidence with developmental upside still available.,"R Mason Thomas (EDGE, Oklahoma) holds a model grade of 82.82 with a Round 3-4 projection. Current board slot: 30. early contributor profile; produces pressure through get-off and counters. Seed rank 30 indicates current market confidence with developmental upside still available.","Role fit: Three-down pressure creator. Preferred usage in multiple_front_pass_rush. Traits: leverage, processing, and role translation remain primary wins.","Development checkpoints: consistency, role expansion pace, and matchup stress handling.",PFF grade 85.3,Kiper board movement unavailable for this player.,"Best early team fit: ATL. Scheme path: multiple_front_pass_rush. Expected early deployment: Three-down pressure creator. Historical combine comp: Maurice Falls (2015), similarity 98.23.","Historical combine comp: Maurice Falls (2015), similarity 98.23.",,3,49,Round 3-4,Round 1,,,,,,
