player_name,position,consensus_rank,source_tier,label,raw_field,raw_value,display_value,percentile,population_n,lower_better,weight
Mansoor Delane,CB,9,premium,Forced Incompletion Rate,sg_cov_forced_incompletion_rate,31.4,31.4%,100.0,32,False,0.16
Mansoor Delane,CB,9,premium,Coverage Grade,sg_cov_grade,90.7,90.7,96.9,32,False,0.24
Mansoor Delane,CB,9,premium,Man Coverage Grade,sg_cov_man_grade,89.1,89.1,100.0,32,False,0.12
Mansoor Delane,CB,9,premium,Passer Rating Allowed,sg_cov_qb_rating_against,31.3,31.3,93.8,32,True,0.16
Mansoor Delane,CB,9,premium,Coverage Snaps per Target,sg_cov_snaps_per_target,9.7,9.7,93.8,32,False,0.14
Mansoor Delane,CB,9,premium,Yards Allowed / Coverage Snap,sg_cov_yards_per_snap,0.5,0.50,87.5,32,True,0.18
Mansoor Delane,CB,9,premium,Slot Passer Rating Allowed,sg_slot_cov_qb_rating_against,56.3,56.3,51.6,30,True,0.1
Mansoor Delane,CB,9,premium,Slot Snaps per Target,sg_slot_cov_snaps_per_target,8.5,8.5,96.8,31,False,0.1
Mansoor Delane,CB,9,premium,Slot Yards Allowed / Snap,sg_slot_cov_yards_per_snap,0.35,0.35,50.0,26,True,0.1
Brandon Cisse,CB,27,premium,Forced Incompletion Rate,sg_cov_forced_incompletion_rate,21.1,21.1%,87.5,32,False,0.16
Brandon Cisse,CB,27,premium,Coverage Grade,sg_cov_grade,71.2,71.2,28.1,32,False,0.24
Brandon Cisse,CB,27,premium,Man Coverage Grade,sg_cov_man_grade,61.6,61.6,28.1,32,False,0.12
Brandon Cisse,CB,27,premium,Passer Rating Allowed,sg_cov_qb_rating_against,78.9,78.9,37.5,32,True,0.16
Brandon Cisse,CB,27,premium,Coverage Snaps per Target,sg_cov_snaps_per_target,6.6,6.6,31.2,32,False,0.14
Brandon Cisse,CB,27,premium,Yards Allowed / Coverage Snap,sg_cov_yards_per_snap,1.4,1.40,,32,True,0.18
Brandon Cisse,CB,27,premium,Slot Passer Rating Allowed,sg_slot_cov_qb_rating_against,45.1,45.1,64.5,30,True,0.1
Brandon Cisse,CB,27,premium,Slot Snaps per Target,sg_slot_cov_snaps_per_target,6.3,6.3,71.0,31,False,0.1
Brandon Cisse,CB,27,premium,Slot Yards Allowed / Snap,sg_slot_cov_yards_per_snap,0.58,0.58,50.0,26,True,0.1
Colton Hood,CB,34,premium,Forced Incompletion Rate,sg_cov_forced_incompletion_rate,15.4,15.4%,37.5,32,False,0.16
Colton Hood,CB,34,premium,Coverage Grade,sg_cov_grade,80.3,80.3,62.5,32,False,0.24
Colton Hood,CB,34,premium,Man Coverage Grade,sg_cov_man_grade,74.6,74.6,68.8,32,False,0.12
Colton Hood,CB,34,premium,Passer Rating Allowed,sg_cov_qb_rating_against,70.8,70.8,43.8,32,True,0.16
Colton Hood,CB,34,premium,Coverage Snaps per Target,sg_cov_snaps_per_target,8.1,8.1,84.4,32,False,0.14
Colton Hood,CB,34,premium,Yards Allowed / Coverage Snap,sg_cov_yards_per_snap,0.8,0.80,46.9,32,True,0.18
Colton Hood,CB,34,premium,Slot Passer Rating Allowed,sg_slot_cov_qb_rating_against,39.6,39.6,77.4,30,True,0.1
Colton Hood,CB,34,premium,Slot Snaps per Target,sg_slot_cov_snaps_per_target,5.0,5.0,41.9,31,False,0.1
Colton Hood,CB,34,premium,Slot Yards Allowed / Snap,sg_slot_cov_yards_per_snap,,0.00,50.0,26,True,0.1
Avieon Terrell,CB,35,premium,Forced Incompletion Rate,sg_cov_forced_incompletion_rate,17.6,17.6%,62.5,32,False,0.16
Avieon Terrell,CB,35,premium,Coverage Grade,sg_cov_grade,76.9,76.9,53.1,32,False,0.24
Avieon Terrell,CB,35,premium,Man Coverage Grade,sg_cov_man_grade,66.7,66.7,43.8,32,False,0.12
Avieon Terrell,CB,35,premium,Passer Rating Allowed,sg_cov_qb_rating_against,96.9,96.9,15.6,32,True,0.16
Avieon Terrell,CB,35,premium,Coverage Snaps per Target,sg_cov_snaps_per_target,7.3,7.3,53.1,32,False,0.14
Avieon Terrell,CB,35,premium,Yards Allowed / Coverage Snap,sg_cov_yards_per_snap,0.9,0.90,31.2,32,True,0.18
Avieon Terrell,CB,35,premium,Slot Passer Rating Allowed,sg_slot_cov_qb_rating_against,55.1,55.1,58.1,30,True,0.1
Avieon Terrell,CB,35,premium,Slot Snaps per Target,sg_slot_cov_snaps_per_target,4.9,4.9,35.5,31,False,0.1
Avieon Terrell,CB,35,premium,Slot Yards Allowed / Snap,sg_slot_cov_yards_per_snap,0.78,0.78,50.0,26,True,0.1
D'Angelo Ponds,CB,43,premium,Forced Incompletion Rate,sg_cov_forced_incompletion_rate,17.2,17.2%,56.2,32,False,0.16
D'Angelo Ponds,CB,43,premium,Coverage Grade,sg_cov_grade,89.5,89.5,87.5,32,False,0.24
D'Angelo Ponds,CB,43,premium,Man Coverage Grade,sg_cov_man_grade,69.0,69.0,53.1,32,False,0.12
D'Angelo Ponds,CB,43,premium,Passer Rating Allowed,sg_cov_qb_rating_against,55.4,55.4,68.8,32,True,0.16
D'Angelo Ponds,CB,43,premium,Coverage Snaps per Target,sg_cov_snaps_per_target,7.4,7.4,65.6,32,False,0.14
D'Angelo Ponds,CB,43,premium,Yards Allowed / Coverage Snap,sg_cov_yards_per_snap,0.8,0.80,46.9,32,True,0.18
Daylen Everette,CB,44,premium,Forced Incompletion Rate,sg_cov_forced_incompletion_rate,13.2,13.2%,21.9,32,False,0.16
Daylen Everette,CB,44,premium,Coverage Grade,sg_cov_grade,65.8,65.8,18.8,32,False,0.24
Daylen Everette,CB,44,premium,Man Coverage Grade,sg_cov_man_grade,52.2,52.2,3.1,32,False,0.12
Daylen Everette,CB,44,premium,Passer Rating Allowed,sg_cov_qb_rating_against,84.2,84.2,31.2,32,True,0.16
Daylen Everette,CB,44,premium,Coverage Snaps per Target,sg_cov_snaps_per_target,6.3,6.3,21.9,32,False,0.14
Daylen Everette,CB,44,premium,Yards Allowed / Coverage Snap,sg_cov_yards_per_snap,1.0,1.00,25.0,32,True,0.18
Daylen Everette,CB,44,premium,Slot Passer Rating Allowed,sg_slot_cov_qb_rating_against,42.4,42.4,71.0,30,True,0.1
Daylen Everette,CB,44,premium,Slot Snaps per Target,sg_slot_cov_snaps_per_target,2.3,2.3,16.1,31,False,0.1
Daylen Everette,CB,44,premium,Slot Yards Allowed / Snap,sg_slot_cov_yards_per_snap,0.93,0.93,50.0,26,True,0.1
Keionte Scott,CB,48,premium,Forced Incompletion Rate,sg_cov_forced_incompletion_rate,8.9,8.9%,15.6,32,False,0.16
Keionte Scott,CB,48,premium,Coverage Grade,sg_cov_grade,87.1,87.1,81.2,32,False,0.24
Keionte Scott,CB,48,premium,Man Coverage Grade,sg_cov_man_grade,77.7,77.7,84.4,32,False,0.12
Keionte Scott,CB,48,premium,Passer Rating Allowed,sg_cov_qb_rating_against,69.9,69.9,50.0,32,True,0.16
Keionte Scott,CB,48,premium,Coverage Snaps per Target,sg_cov_snaps_per_target,6.6,6.6,31.2,32,False,0.14
Keionte Scott,CB,48,premium,Yards Allowed / Coverage Snap,sg_cov_yards_per_snap,0.9,0.90,31.2,32,True,0.18
Keionte Scott,CB,48,premium,Slot Passer Rating Allowed,sg_slot_cov_qb_rating_against,69.3,69.3,41.9,30,True,0.1
Keionte Scott,CB,48,premium,Slot Snaps per Target,sg_slot_cov_snaps_per_target,5.8,5.8,54.8,31,False,0.1
Keionte Scott,CB,48,premium,Slot Yards Allowed / Snap,sg_slot_cov_yards_per_snap,1.03,1.03,50.0,26,True,0.1
Davison Igbinosun,CB,57,premium,Forced Incompletion Rate,sg_cov_forced_incompletion_rate,21.7,21.7%,90.6,32,False,0.16
Davison Igbinosun,CB,57,premium,Coverage Grade,sg_cov_grade,81.0,81.0,68.8,32,False,0.24
Davison Igbinosun,CB,57,premium,Man Coverage Grade,sg_cov_man_grade,80.0,80.0,87.5,32,False,0.12
Davison Igbinosun,CB,57,premium,Passer Rating Allowed,sg_cov_qb_rating_against,42.6,42.6,84.4,32,True,0.16
Davison Igbinosun,CB,57,premium,Coverage Snaps per Target,sg_cov_snaps_per_target,7.6,7.6,71.9,32,False,0.14
Davison Igbinosun,CB,57,premium,Yards Allowed / Coverage Snap,sg_cov_yards_per_snap,0.6,0.60,78.1,32,True,0.18
Davison Igbinosun,CB,57,premium,Slot Passer Rating Allowed,sg_slot_cov_qb_rating_against,,0.0,96.8,30,True,0.1
Davison Igbinosun,CB,57,premium,Slot Snaps per Target,sg_slot_cov_snaps_per_target,7.7,7.7,90.3,31,False,0.1
Davison Igbinosun,CB,57,premium,Slot Yards Allowed / Snap,sg_slot_cov_yards_per_snap,,0.00,50.0,26,True,0.1
Chris Johnson,CB,58,premium,Forced Incompletion Rate,sg_cov_forced_incompletion_rate,18.6,18.6%,68.8,32,False,0.16
Chris Johnson,CB,58,premium,Coverage Grade,sg_cov_grade,92.4,92.4,100.0,32,False,0.24
Chris Johnson,CB,58,premium,Man Coverage Grade,sg_cov_man_grade,74.0,74.0,65.6,32,False,0.12
Chris Johnson,CB,58,premium,Passer Rating Allowed,sg_cov_qb_rating_against,16.1,16.1,96.9,32,True,0.16
Chris Johnson,CB,58,premium,Coverage Snaps per Target,sg_cov_snaps_per_target,7.7,7.7,75.0,32,False,0.14
Chris Johnson,CB,58,premium,Yards Allowed / Coverage Snap,sg_cov_yards_per_snap,0.6,0.60,78.1,32,True,0.18
Chris Johnson,CB,58,premium,Slot Passer Rating Allowed,sg_slot_cov_qb_rating_against,79.7,79.7,25.8,30,True,0.1
Chris Johnson,CB,58,premium,Slot Snaps per Target,sg_slot_cov_snaps_per_target,1.9,1.9,6.5,31,False,0.1
Chris Johnson,CB,58,premium,Slot Yards Allowed / Snap,sg_slot_cov_yards_per_snap,3.27,3.27,50.0,26,True,0.1
Chandler Rivers,CB,63,premium,Forced Incompletion Rate,sg_cov_forced_incompletion_rate,16.4,16.4%,46.9,32,False,0.16
Chandler Rivers,CB,63,premium,Coverage Grade,sg_cov_grade,80.7,80.7,65.6,32,False,0.24
Chandler Rivers,CB,63,premium,Man Coverage Grade,sg_cov_man_grade,76.3,76.3,75.0,32,False,0.12
Chandler Rivers,CB,63,premium,Passer Rating Allowed,sg_cov_qb_rating_against,84.9,84.9,28.1,32,True,0.16
Chandler Rivers,CB,63,premium,Coverage Snaps per Target,sg_cov_snaps_per_target,7.3,7.3,53.1,32,False,0.14
Chandler Rivers,CB,63,premium,Yards Allowed / Coverage Snap,sg_cov_yards_per_snap,1.1,1.10,18.8,32,True,0.18
Chandler Rivers,CB,63,premium,Slot Passer Rating Allowed,sg_slot_cov_qb_rating_against,60.9,60.9,45.2,30,True,0.1
Chandler Rivers,CB,63,premium,Slot Snaps per Target,sg_slot_cov_snaps_per_target,5.1,5.1,45.2,31,False,0.1
Chandler Rivers,CB,63,premium,Slot Yards Allowed / Snap,sg_slot_cov_yards_per_snap,1.15,1.15,50.0,26,True,0.1
Jermod McCoy,CB,66,premium,Forced Incompletion Rate,sg_cov_forced_incompletion_rate,19.4,19.4%,78.1,32,False,0.16
Jermod McCoy,CB,66,premium,Coverage Grade,sg_cov_grade,89.6,89.6,90.6,32,False,0.24
Jermod McCoy,CB,66,premium,Man Coverage Grade,sg_cov_man_grade,77.4,77.4,81.2,32,False,0.12
Jermod McCoy,CB,66,premium,Passer Rating Allowed,sg_cov_qb_rating_against,53.6,53.6,71.9,32,True,0.16
Jermod McCoy,CB,66,premium,Coverage Snaps per Target,sg_cov_snaps_per_target,5.9,5.9,6.2,32,False,0.14
Jermod McCoy,CB,66,premium,Yards Allowed / Coverage Snap,sg_cov_yards_per_snap,1.1,1.10,18.8,32,True,0.18
Jermod McCoy,CB,66,premium,Slot Passer Rating Allowed,sg_slot_cov_qb_rating_against,81.3,81.3,22.6,30,True,0.1
Jermod McCoy,CB,66,premium,Slot Snaps per Target,sg_slot_cov_snaps_per_target,3.0,3.0,25.8,31,False,0.1
Jermod McCoy,CB,66,premium,Slot Yards Allowed / Snap,sg_slot_cov_yards_per_snap,1.89,1.89,50.0,26,True,0.1
Keith Abney II,CB,78,premium,Forced Incompletion Rate,sg_cov_forced_incompletion_rate,13.9,13.9%,28.1,32,False,0.16
Keith Abney II,CB,78,premium,Coverage Grade,sg_cov_grade,85.3,85.3,78.1,32,False,0.24
Keith Abney II,CB,78,premium,Man Coverage Grade,sg_cov_man_grade,71.1,71.1,59.4,32,False,0.12
Keith Abney II,CB,78,premium,Passer Rating Allowed,sg_cov_qb_rating_against,46.1,46.1,81.2,32,True,0.16
Keith Abney II,CB,78,premium,Coverage Snaps per Target,sg_cov_snaps_per_target,6.0,6.0,12.5,32,False,0.14
Keith Abney II,CB,78,premium,Yards Allowed / Coverage Snap,sg_cov_yards_per_snap,0.7,0.70,59.4,32,True,0.18
Keith Abney II,CB,78,premium,Slot Passer Rating Allowed,sg_slot_cov_qb_rating_against,42.4,42.4,71.0,30,True,0.1
Keith Abney II,CB,78,premium,Slot Snaps per Target,sg_slot_cov_snaps_per_target,1.7,1.7,3.2,31,False,0.1
Keith Abney II,CB,78,premium,Slot Yards Allowed / Snap,sg_slot_cov_yards_per_snap,1.2,1.20,50.0,26,True,0.1
Treydan Stukes,CB,80,premium,Forced Incompletion Rate,sg_cov_forced_incompletion_rate,15.4,15.4%,37.5,32,False,0.16
Treydan Stukes,CB,80,premium,Coverage Grade,sg_cov_grade,90.4,90.4,93.8,32,False,0.24
Treydan Stukes,CB,80,premium,Man Coverage Grade,sg_cov_man_grade,83.2,83.2,93.8,32,False,0.12
Treydan Stukes,CB,80,premium,Passer Rating Allowed,sg_cov_qb_rating_against,34.4,34.4,90.6,32,True,0.16
Treydan Stukes,CB,80,premium,Coverage Snaps per Target,sg_cov_snaps_per_target,6.8,6.8,37.5,32,False,0.14
Treydan Stukes,CB,80,premium,Yards Allowed / Coverage Snap,sg_cov_yards_per_snap,0.8,0.80,46.9,32,True,0.18
Treydan Stukes,CB,80,premium,Slot Passer Rating Allowed,sg_slot_cov_qb_rating_against,38.6,38.6,93.5,30,True,0.1
Treydan Stukes,CB,80,premium,Slot Snaps per Target,sg_slot_cov_snaps_per_target,6.5,6.5,77.4,31,False,0.1
Treydan Stukes,CB,80,premium,Slot Yards Allowed / Snap,sg_slot_cov_yards_per_snap,0.87,0.87,50.0,26,True,0.1
Malik Muhammad,CB,82,premium,Forced Incompletion Rate,sg_cov_forced_incompletion_rate,5.7,5.7%,6.2,32,False,0.16
Malik Muhammad,CB,82,premium,Coverage Grade,sg_cov_grade,69.8,69.8,25.0,32,False,0.24
Malik Muhammad,CB,82,premium,Man Coverage Grade,sg_cov_man_grade,61.9,61.9,31.2,32,False,0.12
Malik Muhammad,CB,82,premium,Passer Rating Allowed,sg_cov_qb_rating_against,57.8,57.8,62.5,32,True,0.16
Malik Muhammad,CB,82,premium,Coverage Snaps per Target,sg_cov_snaps_per_target,10.0,10.0,96.9,32,False,0.14
Malik Muhammad,CB,82,premium,Yards Allowed / Coverage Snap,sg_cov_yards_per_snap,0.5,0.50,87.5,32,True,0.18
Malik Muhammad,CB,82,premium,Slot Passer Rating Allowed,sg_slot_cov_qb_rating_against,70.1,70.1,38.7,30,True,0.1
Malik Muhammad,CB,82,premium,Slot Snaps per Target,sg_slot_cov_snaps_per_target,6.0,6.0,61.3,31,False,0.1
Malik Muhammad,CB,82,premium,Slot Yards Allowed / Snap,sg_slot_cov_yards_per_snap,1.61,1.61,50.0,26,True,0.1
Devin Moore,CB,95,premium,Forced Incompletion Rate,sg_cov_forced_incompletion_rate,13.3,13.3%,25.0,32,False,0.16
Devin Moore,CB,95,premium,Coverage Grade,sg_cov_grade,81.5,81.5,75.0,32,False,0.24
Devin Moore,CB,95,premium,Man Coverage Grade,sg_cov_man_grade,72.7,72.7,62.5,32,False,0.12
Devin Moore,CB,95,premium,Passer Rating Allowed,sg_cov_qb_rating_against,70.0,70.0,46.9,32,True,0.16
Devin Moore,CB,95,premium,Coverage Snaps per Target,sg_cov_snaps_per_target,8.5,8.5,87.5,32,False,0.14
Devin Moore,CB,95,premium,Yards Allowed / Coverage Snap,sg_cov_yards_per_snap,0.7,0.70,59.4,32,True,0.18
Devin Moore,CB,95,premium,Slot Passer Rating Allowed,sg_slot_cov_qb_rating_against,39.6,39.6,77.4,30,True,0.1
Devin Moore,CB,95,premium,Slot Snaps per Target,sg_slot_cov_snaps_per_target,7.0,7.0,83.9,31,False,0.1
Devin Moore,CB,95,premium,Slot Yards Allowed / Snap,sg_slot_cov_yards_per_snap,,0.00,50.0,26,True,0.1
Tacario Davis,CB,101,premium,Forced Incompletion Rate,sg_cov_forced_incompletion_rate,17.9,17.9%,65.6,32,False,0.16
Tacario Davis,CB,101,premium,Coverage Grade,sg_cov_grade,65.0,65.0,12.5,32,False,0.24
Tacario Davis,CB,101,premium,Man Coverage Grade,sg_cov_man_grade,53.6,53.6,6.2,32,False,0.12
Tacario Davis,CB,101,premium,Passer Rating Allowed,sg_cov_qb_rating_against,50.6,50.6,78.1,32,True,0.16
Tacario Davis,CB,101,premium,Coverage Snaps per Target,sg_cov_snaps_per_target,7.8,7.8,78.1,32,False,0.14
Tacario Davis,CB,101,premium,Yards Allowed / Coverage Snap,sg_cov_yards_per_snap,0.7,0.70,59.4,32,True,0.18
Tacario Davis,CB,101,premium,Slot Passer Rating Allowed,sg_slot_cov_qb_rating_against,56.3,56.3,51.6,30,True,0.1
Tacario Davis,CB,101,premium,Slot Snaps per Target,sg_slot_cov_snaps_per_target,10.5,10.5,100.0,31,False,0.1
Tacario Davis,CB,101,premium,Slot Yards Allowed / Snap,sg_slot_cov_yards_per_snap,0.19,0.19,50.0,26,True,0.1
Julian Neal,CB,127,premium,Forced Incompletion Rate,sg_cov_forced_incompletion_rate,16.7,16.7%,50.0,32,False,0.16
Julian Neal,CB,127,premium,Coverage Grade,sg_cov_grade,76.5,76.5,50.0,32,False,0.24
Julian Neal,CB,127,premium,Man Coverage Grade,sg_cov_man_grade,66.3,66.3,40.6,32,False,0.12
Julian Neal,CB,127,premium,Passer Rating Allowed,sg_cov_qb_rating_against,82.5,82.5,34.4,32,True,0.16
Julian Neal,CB,127,premium,Coverage Snaps per Target,sg_cov_snaps_per_target,7.4,7.4,65.6,32,False,0.14
Julian Neal,CB,127,premium,Yards Allowed / Coverage Snap,sg_cov_yards_per_snap,1.0,1.00,25.0,32,True,0.18
Julian Neal,CB,127,premium,Slot Passer Rating Allowed,sg_slot_cov_qb_rating_against,77.1,77.1,29.0,30,True,0.1
Julian Neal,CB,127,premium,Slot Snaps per Target,sg_slot_cov_snaps_per_target,2.3,2.3,16.1,31,False,0.1
Julian Neal,CB,127,premium,Slot Yards Allowed / Snap,sg_slot_cov_yards_per_snap,2.0,2.00,50.0,26,True,0.1
Charles Demmings,CB,136,fallback,Plays on Ball / Target,cfb_db_coverage_plays_per_target,0.2654,0.265,12.0,1,False,0.32
Charles Demmings,CB,136,fallback,Yards Allowed / Coverage Snap,cfb_db_yards_allowed_per_coverage_snap,0.9232,0.923,4.0,1,True,0.3
Will Lee III,CB,137,premium,Forced Incompletion Rate,sg_cov_forced_incompletion_rate,15.3,15.3%,31.2,32,False,0.16
Will Lee III,CB,137,premium,Coverage Grade,sg_cov_grade,68.5,68.5,21.9,32,False,0.24
Will Lee III,CB,137,premium,Man Coverage Grade,sg_cov_man_grade,76.6,76.6,78.1,32,False,0.12
Will Lee III,CB,137,premium,Passer Rating Allowed,sg_cov_qb_rating_against,106.6,106.6,6.2,32,True,0.16
Will Lee III,CB,137,premium,Coverage Snaps per Target,sg_cov_snaps_per_target,6.8,6.8,37.5,32,False,0.14
Will Lee III,CB,137,premium,Yards Allowed / Coverage Snap,sg_cov_yards_per_snap,1.3,1.30,3.1,32,True,0.18
Will Lee III,CB,137,premium,Slot Passer Rating Allowed,sg_slot_cov_qb_rating_against,135.4,135.4,6.5,30,True,0.1
Will Lee III,CB,137,premium,Slot Snaps per Target,sg_slot_cov_snaps_per_target,6.5,6.5,77.4,31,False,0.1
Will Lee III,CB,137,premium,Slot Yards Allowed / Snap,sg_slot_cov_yards_per_snap,2.77,2.77,50.0,26,True,0.1
Thaddeus Dixon,CB,140,premium,Forced Incompletion Rate,sg_cov_forced_incompletion_rate,19.2,19.2%,71.9,32,False,0.16
Thaddeus Dixon,CB,140,premium,Coverage Grade,sg_cov_grade,65.5,65.5,15.6,32,False,0.24
Thaddeus Dixon,CB,140,premium,Man Coverage Grade,sg_cov_man_grade,57.4,57.4,18.8,32,False,0.12
Thaddeus Dixon,CB,140,premium,Passer Rating Allowed,sg_cov_qb_rating_against,105.3,105.3,9.4,32,True,0.16
Thaddeus Dixon,CB,140,premium,Coverage Snaps per Target,sg_cov_snaps_per_target,7.6,7.6,71.9,32,False,0.14
Thaddeus Dixon,CB,140,premium,Yards Allowed / Coverage Snap,sg_cov_yards_per_snap,1.2,1.20,9.4,32,True,0.18
Thaddeus Dixon,CB,140,premium,Slot Passer Rating Allowed,sg_slot_cov_qb_rating_against,90.2,90.2,16.1,30,True,0.1
Thaddeus Dixon,CB,140,premium,Slot Snaps per Target,sg_slot_cov_snaps_per_target,6.1,6.1,64.5,31,False,0.1
Thaddeus Dixon,CB,140,premium,Slot Yards Allowed / Snap,sg_slot_cov_yards_per_snap,1.12,1.12,50.0,26,True,0.1
Hezekiah Masses,CB,159,premium,Forced Incompletion Rate,sg_cov_forced_incompletion_rate,19.7,19.7%,81.2,32,False,0.16
Hezekiah Masses,CB,159,premium,Coverage Grade,sg_cov_grade,81.2,81.2,71.9,32,False,0.24
Hezekiah Masses,CB,159,premium,Man Coverage Grade,sg_cov_man_grade,58.4,58.4,21.9,32,False,0.12
Hezekiah Masses,CB,159,premium,Passer Rating Allowed,sg_cov_qb_rating_against,59.0,59.0,59.4,32,True,0.16
Hezekiah Masses,CB,159,premium,Coverage Snaps per Target,sg_cov_snaps_per_target,7.4,7.4,65.6,32,False,0.14
Hezekiah Masses,CB,159,premium,Yards Allowed / Coverage Snap,sg_cov_yards_per_snap,0.9,0.90,31.2,32,True,0.18
Hezekiah Masses,CB,159,premium,Slot Passer Rating Allowed,sg_slot_cov_qb_rating_against,104.2,104.2,12.9,30,True,0.1
Hezekiah Masses,CB,159,premium,Slot Snaps per Target,sg_slot_cov_snaps_per_target,2.5,2.5,19.4,31,False,0.1
Hezekiah Masses,CB,159,premium,Slot Yards Allowed / Snap,sg_slot_cov_yards_per_snap,2.0,2.00,50.0,26,True,0.1
Andre Fuller,CB,168,premium,Forced Incompletion Rate,sg_cov_forced_incompletion_rate,23.1,23.1%,93.8,32,False,0.16
Andre Fuller,CB,168,premium,Coverage Grade,sg_cov_grade,80.0,80.0,59.4,32,False,0.24
Andre Fuller,CB,168,premium,Man Coverage Grade,sg_cov_man_grade,84.4,84.4,96.9,32,False,0.12
Andre Fuller,CB,168,premium,Passer Rating Allowed,sg_cov_qb_rating_against,56.5,56.5,65.6,32,True,0.16
Andre Fuller,CB,168,premium,Coverage Snaps per Target,sg_cov_snaps_per_target,6.9,6.9,40.6,32,False,0.14
Andre Fuller,CB,168,premium,Yards Allowed / Coverage Snap,sg_cov_yards_per_snap,0.7,0.70,59.4,32,True,0.18
Andre Fuller,CB,168,premium,Slot Passer Rating Allowed,sg_slot_cov_qb_rating_against,39.6,39.6,77.4,30,True,0.1
Andre Fuller,CB,168,premium,Slot Snaps per Target,sg_slot_cov_snaps_per_target,6.6,6.6,80.6,31,False,0.1
Andre Fuller,CB,168,premium,Slot Yards Allowed / Snap,sg_slot_cov_yards_per_snap,0.42,0.42,50.0,26,True,0.1
Domani Jackson,CB,169,premium,Forced Incompletion Rate,sg_cov_forced_incompletion_rate,4.8,4.8%,3.1,32,False,0.16
Domani Jackson,CB,169,premium,Coverage Grade,sg_cov_grade,74.4,74.4,40.6,32,False,0.24
Domani Jackson,CB,169,premium,Man Coverage Grade,sg_cov_man_grade,62.0,62.0,34.4,32,False,0.12
Domani Jackson,CB,169,premium,Passer Rating Allowed,sg_cov_qb_rating_against,108.2,108.2,3.1,32,True,0.16
Domani Jackson,CB,169,premium,Coverage Snaps per Target,sg_cov_snaps_per_target,13.6,13.6,100.0,32,False,0.14
Domani Jackson,CB,169,premium,Yards Allowed / Coverage Snap,sg_cov_yards_per_snap,0.5,0.50,87.5,32,True,0.18
Domani Jackson,CB,169,premium,Slot Passer Rating Allowed,sg_slot_cov_qb_rating_against,39.6,39.6,77.4,30,True,0.1
Domani Jackson,CB,169,premium,Slot Snaps per Target,sg_slot_cov_snaps_per_target,2.0,2.0,9.7,31,False,0.1
Domani Jackson,CB,169,premium,Slot Yards Allowed / Snap,sg_slot_cov_yards_per_snap,,0.00,50.0,26,True,0.1
Ephesians Prysock,CB,181,premium,Forced Incompletion Rate,sg_cov_forced_incompletion_rate,16.4,16.4%,46.9,32,False,0.16
Ephesians Prysock,CB,181,premium,Coverage Grade,sg_cov_grade,76.5,76.5,50.0,32,False,0.24
Ephesians Prysock,CB,181,premium,Man Coverage Grade,sg_cov_man_grade,66.8,66.8,46.9,32,False,0.12
Ephesians Prysock,CB,181,premium,Passer Rating Allowed,sg_cov_qb_rating_against,87.2,87.2,21.9,32,True,0.16
Ephesians Prysock,CB,181,premium,Coverage Snaps per Target,sg_cov_snaps_per_target,6.1,6.1,15.6,32,False,0.14
Ephesians Prysock,CB,181,premium,Yards Allowed / Coverage Snap,sg_cov_yards_per_snap,0.8,0.80,46.9,32,True,0.18
Ephesians Prysock,CB,181,premium,Slot Passer Rating Allowed,sg_slot_cov_qb_rating_against,85.0,85.0,19.4,30,True,0.1
Ephesians Prysock,CB,181,premium,Slot Snaps per Target,sg_slot_cov_snaps_per_target,4.0,4.0,32.3,31,False,0.1
Ephesians Prysock,CB,181,premium,Slot Yards Allowed / Snap,sg_slot_cov_yards_per_snap,1.08,1.08,50.0,26,True,0.1
Jadon Canady,CB,201,premium,Forced Incompletion Rate,sg_cov_forced_incompletion_rate,16.2,16.2%,40.6,32,False,0.16
Jadon Canady,CB,201,premium,Coverage Grade,sg_cov_grade,88.0,88.0,84.4,32,False,0.24
Jadon Canady,CB,201,premium,Man Coverage Grade,sg_cov_man_grade,80.4,80.4,90.6,32,False,0.12
Jadon Canady,CB,201,premium,Passer Rating Allowed,sg_cov_qb_rating_against,39.4,39.4,87.5,32,True,0.16
Jadon Canady,CB,201,premium,Coverage Snaps per Target,sg_cov_snaps_per_target,8.8,8.8,90.6,32,False,0.14
Jadon Canady,CB,201,premium,Yards Allowed / Coverage Snap,sg_cov_yards_per_snap,0.3,0.30,96.9,32,True,0.18
Jadon Canady,CB,201,premium,Slot Passer Rating Allowed,sg_slot_cov_qb_rating_against,51.0,51.0,61.3,30,True,0.1
Jadon Canady,CB,201,premium,Slot Snaps per Target,sg_slot_cov_snaps_per_target,6.2,6.2,67.7,31,False,0.1
Jadon Canady,CB,201,premium,Slot Yards Allowed / Snap,sg_slot_cov_yards_per_snap,0.45,0.45,50.0,26,True,0.1
Toriano Pride Jr.,CB,205,premium,Forced Incompletion Rate,sg_cov_forced_incompletion_rate,8.9,8.9%,15.6,32,False,0.16
Toriano Pride Jr.,CB,205,premium,Coverage Grade,sg_cov_grade,73.8,73.8,34.4,32,False,0.24
Toriano Pride Jr.,CB,205,premium,Man Coverage Grade,sg_cov_man_grade,67.6,67.6,50.0,32,False,0.12
Toriano Pride Jr.,CB,205,premium,Passer Rating Allowed,sg_cov_qb_rating_against,53.4,53.4,75.0,32,True,0.16
Toriano Pride Jr.,CB,205,premium,Coverage Snaps per Target,sg_cov_snaps_per_target,7.4,7.4,65.6,32,False,0.14
