year,name,position,pickround,picktotal,heightinchestotal,weight,arms,hands,fortyyd,tenyd,vertical,broad,threecone,twentyss,bench,source
2000,Brad Meester,C,2.0,60.0,75.0,298.0,,,5.12,,34.0,110.0,7.46,4.43,25.0,nflverse_combine
2000,John Saint Clair,C,,,77.0,302.0,,,5.2,,,,,,25.0,nflverse_combine
2000,Matt O'Neal,C,,,75.0,277.0,,,5.06,,27.5,94.0,7.59,4.72,17.0,nflverse_combine
2000,Rob Riti,C,,,74.0,293.0,,,5.19,,29.5,106.0,,,17.0,nflverse_combine
2000,Ahmed Plummer,CB,1.0,24.0,71.0,191.0,,,4.43,,,,,,,nflverse_combine
2000,Anthony Malbrough,CB,5.0,130.0,69.0,184.0,,,4.44,,35.5,117.0,6.73,4.0,20.0,nflverse_combine
2000,Antwan Harris,CB,6.0,187.0,69.0,186.0,,,4.34,,39.0,121.0,6.75,4.01,16.0,nflverse_combine
2000,Ben Kelly,CB,3.0,84.0,69.0,183.0,,,4.53,,36.0,116.0,6.63,3.95,17.0,nflverse_combine
2000,Brian Gray,CB,,,73.0,214.0,,,4.94,,33.5,116.0,7.38,4.24,19.0,nflverse_combine
2000,Damen Wheeler,CB,6.0,203.0,69.0,179.0,,,4.51,,35.0,115.0,7.21,4.27,11.0,nflverse_combine
2000,Darrick Vaughn,CB,7.0,211.0,71.0,196.0,,,4.53,,36.5,121.0,7.09,4.16,14.0,nflverse_combine
2000,David Barrett,CB,4.0,102.0,70.0,199.0,,,4.44,,37.5,116.0,6.81,4.04,16.0,nflverse_combine
2000,David Byrd,CB,,,71.0,202.0,,,4.53,,36.0,117.0,7.18,4.39,14.0,nflverse_combine
2000,David Macklin,CB,3.0,91.0,69.0,194.0,,,4.54,,37.5,120.0,6.9,4.09,,nflverse_combine
2000,Deltha O'Neal,CB,1.0,15.0,71.0,193.0,,,4.6,,,,,,,nflverse_combine
2000,Dwayne Goodrich,CB,2.0,49.0,71.0,195.0,,,4.45,,,,,,,nflverse_combine
2000,Ethan Howell,CB,7.0,250.0,71.0,186.0,,,4.56,,,,6.98,4.13,16.0,nflverse_combine
2000,Hank Poteat,CB,3.0,77.0,70.0,197.0,,,4.57,,37.0,126.0,6.66,4.0,16.0,nflverse_combine
2000,Ike Charlton,CB,2.0,52.0,71.0,205.0,,,4.47,,,126.0,,,16.0,nflverse_combine
2000,Jacoby Shepherd,CB,2.0,62.0,73.0,195.0,,,4.53,,35.0,120.0,,,5.0,nflverse_combine
2000,Jason Webster,CB,2.0,48.0,69.0,180.0,,,4.42,,35.5,122.0,6.76,3.98,17.0,nflverse_combine
2000,Jeff Harris,CB,7.0,232.0,72.0,190.0,,,4.53,,34.5,114.0,6.73,4.25,,nflverse_combine
2000,Jerard White,CB,,,73.0,213.0,,,4.61,,38.5,118.0,6.96,4.53,14.0,nflverse_combine
2000,Kareem Larrimore,CB,4.0,109.0,71.0,190.0,,,4.42,,34.0,125.0,,,,nflverse_combine
2000,Lamar Grant,CB,,,71.0,188.0,,,4.62,,32.0,117.0,7.3,4.3,16.0,nflverse_combine
2000,Lewis Sanders,CB,4.0,95.0,72.0,202.0,,,4.5,,37.0,116.0,,,10.0,nflverse_combine
2000,Lloyd Harrison,CB,3.0,64.0,70.0,190.0,,,4.5,,37.5,119.0,7.12,4.25,16.0,nflverse_combine
2000,Mario Edwards,CB,6.0,180.0,72.0,191.0,,,4.46,,,120.0,,,,nflverse_combine
2000,Mark Roman,CB,2.0,34.0,71.0,188.0,,,4.55,,,,,,,nflverse_combine
2000,Ralph Brown,CB,5.0,140.0,70.0,185.0,,,4.55,,,,,,10.0,nflverse_combine
2000,Rashard Anderson,CB,1.0,23.0,74.0,206.0,,,4.55,,34.0,123.0,7.18,4.15,,nflverse_combine
2000,Reggie Austin,CB,4.0,125.0,69.0,175.0,,,4.44,,35.0,119.0,7.03,4.14,17.0,nflverse_combine
2000,Reggie Howard,CB,,,71.0,190.0,,,4.55,,,,,,,nflverse_combine
2000,Renard Cox,CB,,,71.0,192.0,,,4.68,,38.0,111.0,7.1,,13.0,nflverse_combine
2000,Robert Bean,CB,5.0,133.0,71.0,178.0,,,4.5,,34.5,122.0,6.87,4.2,,nflverse_combine
2000,Sedrick Curry,CB,,,73.0,197.0,,,4.44,,39.0,125.0,6.34,3.94,,nflverse_combine
2000,Tony Scott,CB,6.0,179.0,70.0,193.0,,,4.5,,34.0,116.0,7.45,4.24,11.0,nflverse_combine
2000,William Bartee,CB,2.0,54.0,73.0,192.0,,,4.43,,38.5,124.0,6.7,3.99,,nflverse_combine
2000,Aaron Fields,DE,,,76.0,243.0,,,4.76,,34.0,115.0,7.51,4.56,22.0,nflverse_combine
2000,Aaron Humphrey,DE,,,75.0,254.0,,,5.1,,34.0,119.0,,,21.0,nflverse_combine
2000,Adalius Thomas,DE,6.0,186.0,74.0,270.0,,,4.56,,38.5,120.0,,4.42,,nflverse_combine
2000,Adewale Ogunleye,DE,,,76.0,253.0,,,,,,,,,,nflverse_combine
2000,Brian Young,DE,5.0,139.0,74.0,278.0,,,4.94,,29.5,106.0,7.2,4.47,27.0,nflverse_combine
2000,Byron Frisch,DE,3.0,93.0,76.0,281.0,,,4.73,,34.5,114.0,7.2,4.41,31.0,nflverse_combine
2000,Cornelius Griffin,DE,2.0,42.0,75.0,297.0,,,4.9,,31.0,111.0,7.63,4.62,30.0,nflverse_combine
2000,Courtney Brown,DE,1.0,1.0,77.0,269.0,,,4.78,,,,,,,nflverse_combine
2000,Darren Howard,DE,2.0,33.0,76.0,281.0,,,5.09,,29.0,108.0,7.0,4.32,,nflverse_combine
2000,Erik Flowers,DE,1.0,26.0,76.0,271.0,,,4.75,,33.0,114.0,7.21,4.15,24.0,nflverse_combine
2000,James Hall,DE,,,74.0,271.0,,,5.03,,32.0,111.0,7.86,4.51,,nflverse_combine
2000,John Engelberger,DE,2.0,35.0,76.0,260.0,,,4.73,,34.0,115.0,6.95,4.28,24.0,nflverse_combine
2000,John Frank,DE,6.0,178.0,76.0,280.0,,,4.78,,37.0,117.0,7.07,4.27,32.0,nflverse_combine
2000,Lamont Bryant,DE,,,75.0,260.0,,,4.91,,,,,,17.0,nflverse_combine
2000,Leonardo Carson,DE,4.0,113.0,73.0,283.0,,,5.06,,28.0,106.0,7.82,4.75,22.0,nflverse_combine
2000,Michael Boireau,DE,2.0,56.0,76.0,274.0,,,5.09,,29.0,105.0,7.68,4.49,26.0,nflverse_combine
2000,Quinton Reese,DE,6.0,181.0,76.0,283.0,,,5.13,,30.0,101.0,7.91,4.68,18.0,nflverse_combine
2000,Rameel Connor,DE,,,75.0,276.0,,,5.0,,35.5,121.0,7.65,4.45,25.0,nflverse_combine
2000,Rob Meier,DE,7.0,241.0,77.0,284.0,,,4.99,,30.5,113.0,7.49,4.52,27.0,nflverse_combine
2000,Robaire Smith,DE,6.0,197.0,76.0,275.0,,,4.88,,,,,,,nflverse_combine
2000,Shaun Ellis,DE,1.0,12.0,76.0,280.0,,,4.85,,,,,,,nflverse_combine
2000,Al Lucas,DT,,,73.0,294.0,,,5.0,,36.0,108.0,7.44,4.56,28.0,nflverse_combine
2000,Alvin McKinley,DT,4.0,120.0,76.0,289.0,,,5.09,,27.5,102.0,7.73,4.61,22.0,nflverse_combine
2000,Carl Bradley,DT,,,74.0,300.0,,,5.03,,,,,,,nflverse_combine
2000,Cedric Woodard,DT,6.0,191.0,74.0,290.0,,,5.21,,30.5,109.0,,,23.0,nflverse_combine
2000,Chris Combs,DT,6.0,173.0,77.0,286.0,,,5.16,,,,,,22.0,nflverse_combine
2000,Chris Hovan,DT,1.0,25.0,74.0,305.0,,,4.99,,30.0,101.0,6.85,4.16,35.0,nflverse_combine
2000,Corey Simon,DT,1.0,6.0,74.0,297.0,,,4.83,,,,,,,nflverse_combine
2000,D.J. Cooper,DT,,,75.0,277.0,,,5.22,,28.0,108.0,7.41,4.49,,nflverse_combine
2000,Damian Gregory,DT,,,74.0,307.0,,,4.87,,30.0,105.0,7.37,4.6,27.0,nflverse_combine
2000,Darwin Walker,DT,3.0,71.0,74.0,293.0,,,4.82,,,,,,,nflverse_combine
2000,Dwight Johnson,DT,,,76.0,285.0,,,4.97,,28.0,105.0,7.51,4.76,26.0,nflverse_combine
2000,Ernest Grant,DT,6.0,167.0,77.0,316.0,,,5.31,,29.5,98.0,8.0,5.03,24.0,nflverse_combine
2000,Fred Robbins,DT,2.0,55.0,76.0,312.0,,,5.09,,29.5,94.0,7.72,4.72,25.0,nflverse_combine
2000,Jabari Issa,DT,6.0,176.0,77.0,296.0,,,5.05,,31.5,105.0,7.69,4.72,19.0,nflverse_combine
2000,Jerry DeLoach,DT,,,75.0,314.0,,,4.99,,31.5,101.0,7.4,4.57,19.0,nflverse_combine
2000,Jerry Johnson,DT,4.0,101.0,72.0,293.0,,,5.03,,28.5,102.0,,,26.0,nflverse_combine
2000,Josh Williams,DT,4.0,122.0,75.0,282.0,,,4.9,,30.5,111.0,7.22,4.25,,nflverse_combine
2000,Junior Ioane,DT,4.0,107.0,75.0,324.0,,,5.12,,,,,,,nflverse_combine
2000,Keith Jackson,DT,,,76.0,319.0,,,5.2,,,,,,28.0,nflverse_combine
2000,Kendrick Clancy,DT,3.0,72.0,73.0,283.0,,,5.25,,27.5,108.0,7.98,4.65,25.0,nflverse_combine
2000,Leif Larsen,DT,6.0,194.0,76.0,300.0,,,5.08,,30.0,110.0,7.46,4.37,45.0,nflverse_combine
2000,Mac Tuiaea,DT,,,78.0,296.0,,,5.09,,29.0,99.0,7.82,4.72,25.0,nflverse_combine
2000,Mao Tosi,DT,5.0,136.0,77.0,310.0,,,5.26,,28.5,99.0,7.72,4.6,19.0,nflverse_combine
2000,Mike Derouselle,DT,,,74.0,314.0,,,5.28,,27.5,96.0,7.67,4.8,27.0,nflverse_combine
2000,Richard Seals,DT,7.0,218.0,74.0,316.0,,,5.13,,28.5,102.0,7.78,4.6,24.0,nflverse_combine
2000,Robert Brannon,DT,,,76.0,309.0,,,5.19,,28.5,99.0,7.82,4.7,28.0,nflverse_combine
2000,Steve Warren,DT,3.0,74.0,73.0,307.0,,,5.1,,30.5,105.0,7.97,4.56,29.0,nflverse_combine
2000,Aaron Shea,FB,4.0,110.0,76.0,253.0,,,4.81,,37.5,114.0,6.72,4.3,,nflverse_combine
2000,D'Andre Hardeman,FB,,,70.0,238.0,,,4.81,,30.0,109.0,7.27,4.36,,nflverse_combine
2000,Dan Kendra,FB,,,72.0,251.0,,,4.84,,35.0,119.0,,,24.0,nflverse_combine
2000,Deon Dyer,FB,4.0,117.0,71.0,260.0,,,4.99,,28.0,104.0,7.88,4.81,,nflverse_combine
2000,Matt Keller,FB,,,71.0,235.0,,,4.74,,,,,,,nflverse_combine
2000,Mike Green,FB,7.0,213.0,72.0,253.0,,,4.78,,28.5,108.0,7.08,4.34,25.0,nflverse_combine
2000,Mondriel Fulcher,FB,7.0,227.0,75.0,253.0,,,4.85,,27.0,116.0,7.46,4.52,18.0,nflverse_combine
2000,Paul Smith,FB,5.0,132.0,71.0,220.0,,,4.65,,,,,,25.0,nflverse_combine
2000,Sammy Morris,FB,5.0,156.0,72.0,221.0,,,4.65,,37.5,117.0,7.05,4.21,23.0,nflverse_combine
2000,Terrelle Smith,FB,4.0,96.0,72.0,249.0,,,5.0,,32.5,109.0,8.38,4.85,19.0,nflverse_combine
2000,Andre O'Neal,ILB,,,73.0,235.0,,,4.72,,34.0,114.0,7.3,4.24,16.0,nflverse_combine
2000,Brandon Short,ILB,4.0,105.0,75.0,252.0,,,4.72,,,,,,,nflverse_combine
2000,Danny Clark,ILB,7.0,245.0,74.0,245.0,,,4.75,,,,,,20.0,nflverse_combine
2000,Dustin Lyman,ILB,3.0,87.0,76.0,259.0,,,4.7,,35.0,118.0,6.86,4.06,22.0,nflverse_combine
2000,Dwan Epps,ILB,,,73.0,242.0,,,4.68,,34.5,,,,8.0,nflverse_combine
2000,Jamel Smith,ILB,,,72.0,245.0,,,5.18,,29.5,108.0,7.51,4.58,,nflverse_combine
2000,Jeff Ulbrich,ILB,3.0,86.0,72.0,249.0,,,4.65,,32.0,109.0,7.23,4.3,24.0,nflverse_combine
2000,Keith Miller,ILB,,,73.0,246.0,,,4.97,,27.5,110.0,7.37,4.43,24.0,nflverse_combine
2000,Marcus Bell,ILB,4.0,116.0,74.0,237.0,,,4.78,,31.5,111.0,7.17,4.33,21.0,nflverse_combine
2000,Matt Beck,ILB,,,75.0,234.0,,,4.65,,,,,,,nflverse_combine
2000,Peter Sirmon,ILB,4.0,128.0,74.0,246.0,,,4.84,,34.5,115.0,7.21,4.27,20.0,nflverse_combine
2000,Rob Morris,ILB,1.0,28.0,74.0,250.0,,,4.77,,33.0,113.0,6.93,4.17,18.0,nflverse_combine
2000,T.J. Slaughter,ILB,3.0,92.0,72.0,247.0,,,4.87,,30.0,112.0,7.08,4.26,24.0,nflverse_combine
2000,Jake Arians,K,,,70.0,202.0,,,,,,,,,,nflverse_combine
2000,Kyle Atteberry,K,,,72.0,167.0,,,,,,,,,,nflverse_combine
2000,Sebastian Janikowski,K,1.0,17.0,73.0,260.0,,,,,,,,,,nflverse_combine
2000,Adam Davis,OG,,,76.0,309.0,,,5.66,,26.0,92.0,8.51,5.0,,nflverse_combine
2000,Al Jackson,OG,,,75.0,304.0,,,5.2,,,,,,19.0,nflverse_combine
2000,Andrew Kline,OG,7.0,220.0,74.0,305.0,,,5.43,,28.0,103.0,7.54,4.6,26.0,nflverse_combine
2000,Andy Vincent,OG,,,76.0,306.0,,,5.2,,28.5,108.0,7.54,4.42,14.0,nflverse_combine
2000,Blaine Saipaia,OG,,,75.0,321.0,,,5.35,,,,,,,nflverse_combine
2000,Brad Bedell,OG,6.0,206.0,76.0,302.0,,,5.07,,31.5,103.0,7.76,4.58,17.0,nflverse_combine
2000,Cooper Carlisle,OG,4.0,112.0,77.0,297.0,,,5.16,,31.0,100.0,7.82,4.48,28.0,nflverse_combine
2000,Cosey Coleman,OG,2.0,51.0,76.0,322.0,,,5.4,,28.0,101.0,8.15,4.97,,nflverse_combine
2000,Jason Thomas,OG,7.0,222.0,75.0,300.0,,,5.22,,29.5,100.0,7.99,,23.0,nflverse_combine
2000,Jeno James,OG,6.0,182.0,75.0,320.0,,,5.62,,25.5,94.0,8.51,5.22,24.0,nflverse_combine
2000,Leander Jordan,OG,3.0,82.0,76.0,330.0,,,5.46,,31.0,104.0,7.91,4.76,25.0,nflverse_combine
2000,Manuia Savea,OG,7.0,207.0,74.0,308.0,,,5.34,,25.0,92.0,,,24.0,nflverse_combine
2000,Mark Tauscher,OG,7.0,224.0,75.0,318.0,,,5.37,,27.0,90.0,7.91,4.84,22.0,nflverse_combine
2000,Matt Johnson,OG,5.0,138.0,76.0,345.0,,,5.56,,28.0,99.0,8.07,4.99,35.0,nflverse_combine
2000,Mookie Moore,OG,,,75.0,320.0,,,5.45,,24.5,94.0,8.37,5.06,34.0,nflverse_combine
2000,Noel LaMontagne,OG,,,76.0,299.0,,,5.09,,,,,,21.0,nflverse_combine
2000,Richard Mercier,OG,5.0,148.0,75.0,295.0,,,5.39,,26.0,97.0,7.84,4.78,18.0,nflverse_combine
2000,Roger Roesler,OG,,,77.0,314.0,,,5.31,,29.5,101.0,8.31,4.76,25.0,nflverse_combine
2000,Ryan Johanningmeier,OG,,,78.0,310.0,,,5.25,,29.0,107.0,7.9,4.66,,nflverse_combine
2000,Ryan Tujague,OG,,,77.0,297.0,,,5.16,,27.0,96.0,8.18,4.95,21.0,nflverse_combine
2000,Semisi Heimuli,OG,,,73.0,312.0,,,5.4,,29.0,94.0,7.94,4.63,20.0,nflverse_combine
2000,Steve Herndon,OG,,,76.0,297.0,,,5.23,,,,,,,nflverse_combine
2000,Terrance Beadles,OG,,,75.0,312.0,,,5.19,,,,,,29.0,nflverse_combine
2000,Travis Claridge,OG,2.0,37.0,77.0,303.0,,,5.15,,31.5,100.0,7.77,4.86,29.0,nflverse_combine
2000,Antonio Wilson,OLB,4.0,106.0,74.0,245.0,,,4.56,,,,,,11.0,nflverse_combine
2000,Barrett Green,OLB,2.0,50.0,72.0,233.0,,,4.56,,36.0,120.0,,,22.0,nflverse_combine
2000,Brian Urlacher,OLB,1.0,9.0,76.0,258.0,,,4.59,,34.0,122.0,6.94,4.18,27.0,nflverse_combine
2000,Cedric Pittman,OLB,,,75.0,261.0,,,4.9,,30.5,111.0,7.75,4.52,20.0,nflverse_combine
2000,Chris Edwards,OLB,,,77.0,226.0,,,4.65,,,,,,,nflverse_combine
2000,Clark Haggans,OLB,5.0,137.0,75.0,253.0,,,4.97,,31.5,109.0,7.12,4.21,20.0,nflverse_combine
2000,Corey Atkins,OLB,,,72.0,237.0,,,4.72,,31.0,112.0,7.96,4.39,21.0,nflverse_combine
2000,Corey Moore,OLB,3.0,89.0,71.0,223.0,,,4.6,,,,,,21.0,nflverse_combine
2000,DaShon Polk,OLB,7.0,251.0,74.0,233.0,,,4.75,,32.0,111.0,7.43,4.45,18.0,nflverse_combine
2000,Dhani Jones,OLB,6.0,177.0,73.0,240.0,,,4.68,,,,,,29.0,nflverse_combine
2000,Fred Jones,OLB,,,74.0,247.0,,,4.95,,32.0,113.0,7.27,4.39,17.0,nflverse_combine
2000,Ian Gold,OLB,2.0,40.0,73.0,221.0,,,4.56,,33.0,115.0,6.97,4.19,21.0,nflverse_combine
2000,John Abraham,OLB,1.0,13.0,76.0,252.0,,,4.55,,,,,,,nflverse_combine
2000,Julian Peterson,OLB,1.0,16.0,77.0,231.0,,,4.68,,,,,,,nflverse_combine
2000,Kabeer Gbaja-Biamila,OLB,5.0,149.0,76.0,243.0,,,4.65,,34.0,120.0,6.9,4.28,21.0,nflverse_combine
2000,Keith Bulluck,OLB,1.0,30.0,75.0,244.0,,,4.47,,38.0,119.0,7.33,4.13,,nflverse_combine
2000,LaVar Arrington,OLB,1.0,2.0,75.0,250.0,,,4.53,,,,,,,nflverse_combine
2000,Mark Simoneau,OLB,3.0,67.0,72.0,237.0,,,4.6,,36.0,117.0,7.08,4.09,24.0,nflverse_combine
2000,Na'il Diggs,OLB,4.0,98.0,76.0,231.0,,,4.66,,,,,,,nflverse_combine
2000,Raynoch Thompson,OLB,2.0,41.0,75.0,220.0,,,4.65,,,,,,,nflverse_combine
2000,Samson Sherrod,OLB,,,75.0,262.0,,,4.78,,,,,,,nflverse_combine
2000,Sekou Sanyika,OLB,7.0,215.0,75.0,241.0,,,4.75,,32.5,111.0,7.33,4.38,,nflverse_combine
2000,Shannon Taylor,OLB,6.0,184.0,75.0,249.0,,,4.65,,34.5,115.0,,,,nflverse_combine
2000,Adrian Klemm,OT,2.0,46.0,76.0,307.0,,,4.98,,,,,,24.0,nflverse_combine
2000,Bobbie Williams,OT,2.0,61.0,76.0,332.0,,,5.26,,29.0,97.0,7.78,4.72,28.0,nflverse_combine
2000,Chad Clifton,OT,2.0,44.0,77.0,334.0,,,5.05,,30.5,102.0,7.58,4.73,24.0,nflverse_combine
2000,Chase Raynock,OT,,,78.0,308.0,,,5.5,,25.0,94.0,8.33,5.0,22.0,nflverse_combine
2000,Chris McIntosh,OT,1.0,22.0,78.0,315.0,,,5.39,,,,,,28.0,nflverse_combine
2000,Chris Samuels,OT,1.0,3.0,77.0,325.0,,,5.08,,,,,,,nflverse_combine
2000,Damion McIntosh,OT,3.0,83.0,76.0,328.0,,,5.31,,26.0,97.0,7.72,4.71,23.0,nflverse_combine
2000,Darnell Alford,OT,6.0,188.0,76.0,334.0,,,5.56,,25.0,94.0,8.48,4.98,23.0,nflverse_combine
2000,Greg Randall,OT,4.0,127.0,78.0,333.0,,,5.59,,26.0,95.0,8.15,5.13,22.0,nflverse_combine
2000,Joey Chustz,OT,4.0,123.0,79.0,304.0,,,5.08,,31.0,103.0,7.65,4.65,28.0,nflverse_combine
2000,Jonathan Gray,OT,,,76.0,338.0,,,5.85,,23.0,94.0,,,20.0,nflverse_combine
2000,Kaulana Noa,OT,4.0,104.0,76.0,317.0,,,5.34,,25.5,98.0,7.82,4.74,27.0,nflverse_combine
2000,Kurth Connell,OT,,,76.0,291.0,,,5.49,,33.0,103.0,8.14,4.84,27.0,nflverse_combine
2000,Mark Baniewicz,OT,7.0,247.0,78.0,312.0,,,5.34,,28.0,96.0,7.72,4.73,20.0,nflverse_combine
2000,Marvel Smith,OT,2.0,38.0,77.0,320.0,,,5.37,,27.5,100.0,7.87,4.83,24.0,nflverse_combine
2000,Michael Thompson,OT,4.0,100.0,76.0,305.0,,,5.28,,26.0,104.0,7.99,4.73,16.0,nflverse_combine
2000,Stockar McDougle,OT,1.0,20.0,77.0,361.0,,,5.5,,,,,,24.0,nflverse_combine
2000,Todd Wade,OT,2.0,53.0,80.0,326.0,,,5.22,,27.5,101.0,7.68,4.68,29.0,nflverse_combine
2000,Tutan Reyes,OT,5.0,131.0,75.0,299.0,,,5.37,,26.5,99.0,7.49,4.88,20.0,nflverse_combine
2000,Wes Shivers,OT,7.0,237.0,77.0,318.0,,,5.65,,22.5,98.0,8.48,4.81,18.0,nflverse_combine
2000,Andrew Bayes,P,,,74.0,200.0,,,,,,,,,,nflverse_combine
2000,Deone Horinek,P,,,74.0,234.0,,,,,,,,,,nflverse_combine
2000,Jeff Walker,P,,,70.0,218.0,,,,,,,,,,nflverse_combine
2000,Jimmy Kibble,P,,,70.0,195.0,,,,,,,,,,nflverse_combine
2000,John Baker,P,,,75.0,227.0,,,,,,,,,,nflverse_combine
2000,Shane Lechler,P,5.0,142.0,74.0,234.0,,,,,,,,,,nflverse_combine
2000,Bill Burke,QB,,,76.0,206.0,,,5.03,,28.5,107.0,7.46,4.42,,nflverse_combine
2000,Chad Pennington,QB,1.0,18.0,75.0,229.0,,,4.81,,33.5,111.0,7.12,4.16,,nflverse_combine
2000,Chris Chaloupka,QB,,,74.0,216.0,,,4.96,,,,,,,nflverse_combine
2000,Chris Redman,QB,3.0,75.0,75.0,222.0,,,5.37,,26.5,98.0,7.8,4.78,,nflverse_combine
2000,Doug Johnson,QB,,,74.0,226.0,,,4.95,,29.5,96.0,,,,nflverse_combine
2000,Giovanni Carmazzi,QB,3.0,65.0,75.0,224.0,,,4.74,,36.5,119.0,6.94,4.23,,nflverse_combine
2000,Jarious Jackson,QB,7.0,214.0,72.0,226.0,,,4.68,,,109.0,,,,nflverse_combine
2000,Joe Hamilton,QB,7.0,234.0,70.0,192.0,,,4.81,,,106.0,,,,nflverse_combine
2000,Kevin Feterik,QB,,,71.0,207.0,,,4.92,,31.0,106.0,7.3,4.45,,nflverse_combine
2000,Leon Murray,QB,,,74.0,207.0,,,4.75,,,,,,,nflverse_combine
2000,Marc Bulger,QB,6.0,168.0,74.0,208.0,,,4.97,,,100.0,7.46,4.34,,nflverse_combine
2000,Spergon Wynn,QB,6.0,183.0,75.0,229.0,,,4.91,,34.0,108.0,7.71,4.59,,nflverse_combine
2000,Tee Martin,QB,5.0,163.0,74.0,227.0,,,4.58,,34.5,113.0,,,,nflverse_combine
2000,Tim Lester,QB,,,72.0,202.0,,,5.02,,27.0,97.0,7.28,4.24,,nflverse_combine
2000,Tim Rattay,QB,7.0,212.0,72.0,215.0,,,4.91,,25.5,100.0,7.34,4.21,,nflverse_combine
2000,Todd Husak,QB,6.0,202.0,75.0,216.0,,,5.2,,27.5,99.0,7.17,4.41,,nflverse_combine
2000,Tom Brady,QB,6.0,199.0,76.0,211.0,,,5.28,,24.5,99.0,7.2,4.38,,nflverse_combine
2000,Travis Brown,QB,,,75.0,218.0,,,5.01,,29.0,101.0,7.54,4.87,,nflverse_combine
2000,Anthony White,RB,,,72.0,195.0,,,4.68,,32.5,118.0,7.05,4.24,,nflverse_combine
2000,Boo Williams,RB,,,71.0,222.0,,,4.52,,,,,,,nflverse_combine
2000,Chad Morton,RB,5.0,166.0,68.0,182.0,,,4.5,,36.0,121.0,,,18.0,nflverse_combine
2000,Chrys Chukwuma,RB,,,73.0,232.0,,,4.56,,,115.0,,,,nflverse_combine
2000,Curtis Keaton,RB,4.0,97.0,70.0,214.0,,,4.41,,41.5,131.0,6.82,3.93,23.0,nflverse_combine
2000,Dante' Hall,RB,,,68.0,191.0,,,4.44,,38.0,123.0,6.62,3.82,18.0,nflverse_combine
2000,Darren Davis,RB,,,68.0,189.0,,,4.81,,32.0,109.0,7.04,4.47,13.0,nflverse_combine
2000,Demario Brown,RB,,,72.0,217.0,,,4.72,,31.0,107.0,7.17,4.39,,nflverse_combine
2000,Derrick Foster,RB,,,71.0,201.0,,,4.43,,34.5,117.0,6.84,4.36,19.0,nflverse_combine
2000,Destry Wright,RB,,,71.0,216.0,,,4.84,,29.5,112.0,7.15,4.41,15.0,nflverse_combine
2000,Doug Chapman,RB,3.0,88.0,70.0,215.0,,,4.56,,38.5,128.0,6.84,4.2,16.0,nflverse_combine
2000,Frank Moreau,RB,4.0,115.0,73.0,231.0,,,4.57,,36.0,117.0,,,23.0,nflverse_combine
2000,J.R. Redmond,RB,3.0,76.0,71.0,216.0,,,4.48,,32.5,121.0,,,,nflverse_combine
2000,Jamal Lewis,RB,1.0,5.0,72.0,240.0,,,4.58,,,,,,23.0,nflverse_combine
2000,Keith Brown,RB,,,71.0,216.0,,,4.66,,30.0,117.0,6.64,4.08,,nflverse_combine
2000,Keith Smith,RB,,,70.0,207.0,,,4.5,,,,,,,nflverse_combine
2000,Ketric Sanford,RB,,,67.0,199.0,,,4.6,,32.0,118.0,6.63,4.3,12.0,nflverse_combine
2000,Kevin McDougal,RB,,,71.0,206.0,,,4.63,,32.0,108.0,7.08,4.12,,nflverse_combine
2000,Marlion Jackson,RB,,,73.0,242.0,,,4.6,,35.5,125.0,7.15,4.14,24.0,nflverse_combine
2000,Michael Wiley,RB,5.0,144.0,71.0,193.0,,,4.5,,,,,,,nflverse_combine
2000,Morgan Kane,RB,,,73.0,221.0,,,4.62,,37.5,121.0,6.81,4.16,29.0,nflverse_combine
2000,Phillip Rogers,RB,,,73.0,232.0,,,4.68,,37.0,124.0,7.21,4.31,19.0,nflverse_combine
2000,Rashon Spikes,RB,,,70.0,204.0,,,4.78,,33.0,113.0,7.18,4.47,13.0,nflverse_combine
2000,Reuben Droughns,RB,3.0,81.0,71.0,215.0,,,4.66,,30.0,115.0,7.34,4.41,13.0,nflverse_combine
2000,Ron Dayne,RB,1.0,11.0,71.0,259.0,,,4.65,,,,,,,nflverse_combine
2000,Rondell Mealey,RB,7.0,252.0,72.0,212.0,,,4.69,,33.0,120.0,6.89,4.15,,nflverse_combine
2000,Ronney Jenkins,RB,,,70.0,184.0,,,4.5,,,118.0,,,18.0,nflverse_combine
2000,Shaun Alexander,RB,1.0,19.0,72.0,218.0,,,4.58,,,,,,,nflverse_combine
2000,Shyrone Stith,RB,7.0,243.0,67.0,204.0,,,4.6,,35.0,111.0,7.14,4.14,13.0,nflverse_combine
2000,Thomas Hamner,RB,6.0,171.0,72.0,197.0,,,4.5,,32.0,125.0,6.97,4.07,17.0,nflverse_combine
2000,Thomas Jones,RB,1.0,7.0,70.0,216.0,,,4.45,,,,,,,nflverse_combine
2000,Travis Prentice,RB,3.0,63.0,72.0,225.0,,,4.5,,37.0,115.0,6.92,4.4,23.0,nflverse_combine
2000,Troy Hambrick,RB,,,72.0,237.0,,,4.66,,34.5,118.0,7.48,4.44,21.0,nflverse_combine
2000,Trung Canidate,RB,1.0,31.0,71.0,193.0,,,4.41,,,,,,18.0,nflverse_combine
2000,Aric Morris,S,5.0,135.0,69.0,211.0,,,4.56,,,,,,24.0,nflverse_combine
2000,Arturo Freeman,S,5.0,152.0,72.0,188.0,,,4.5,,35.5,124.0,6.91,4.38,14.0,nflverse_combine
2000,Ashley Cooper,S,,,70.0,208.0,,,4.67,,,117.0,,,16.0,nflverse_combine
