year,name,position,pickround,picktotal,heightinchestotal,weight,arms,hands,fortyyd,tenyd,vertical,broad,threecone,twentyss,bench,source
2001,Shaunard Harts,S,7.0,212.0,72.0,200.0,,,4.56,,34.5,119.0,7.14,,12.0,nflverse_combine
2001,Shawn Forte,S,,,73.0,204.0,,,4.54,,,,,,20.0,nflverse_combine
2001,Terrence Carroll,S,,,72.0,212.0,,,4.63,,,,,,,nflverse_combine
2001,Tony Dixon,S,2.0,56.0,73.0,213.0,,,4.63,,37.0,117.0,7.38,,17.0,nflverse_combine
2001,Alge Crumpler,TE,2.0,35.0,74.0,266.0,,,4.76,,34.0,112.0,7.38,4.43,22.0,nflverse_combine
2001,Antoine Harris,TE,,,75.0,260.0,,,4.93,,,,,,11.0,nflverse_combine
2001,Arther Love,TE,6.0,180.0,76.0,236.0,,,4.75,,36.0,,,,24.0,nflverse_combine
2001,Billy Baber,TE,5.0,141.0,76.0,255.0,,,4.76,,33.0,106.0,7.12,4.19,22.0,nflverse_combine
2001,Boo Williams,TE,,,76.0,237.0,,,4.72,,35.5,119.0,7.1,4.33,,nflverse_combine
2001,Brandon Manumaleuna,TE,4.0,129.0,74.0,275.0,,,4.99,,30.0,106.0,7.49,4.26,,nflverse_combine
2001,Brian Natkin,TE,,,74.0,251.0,,,4.95,,27.0,98.0,7.78,4.59,20.0,nflverse_combine
2001,Dan O'Leary,TE,6.0,195.0,76.0,252.0,,,5.02,,32.0,113.0,7.4,4.31,16.0,nflverse_combine
2001,Dauntae' Finger,TE,7.0,205.0,76.0,262.0,,,5.09,,33.5,103.0,7.95,4.59,15.0,nflverse_combine
2001,Elliott Carson,TE,,,76.0,246.0,,,4.9,,36.0,115.0,7.52,4.21,16.0,nflverse_combine
2001,Jabari Holloway,TE,4.0,119.0,74.0,253.0,,,4.91,,38.5,113.0,7.14,4.4,20.0,nflverse_combine
2001,Jevaris Johnson,TE,,,77.0,257.0,,,4.9,,,,,,,nflverse_combine
2001,Marcellus Rivers,TE,,,76.0,247.0,,,4.84,,32.5,113.0,7.04,4.25,7.0,nflverse_combine
2001,Mike Roberg,TE,7.0,227.0,76.0,256.0,,,4.75,,34.5,117.0,7.28,4.4,16.0,nflverse_combine
2001,Russell Stewart,TE,,,76.0,251.0,,,4.92,,28.5,106.0,7.46,4.3,17.0,nflverse_combine
2001,Ryan Prince,TE,,,76.0,257.0,,,4.99,,31.0,102.0,7.65,4.45,20.0,nflverse_combine
2001,Sean Brewer,TE,3.0,66.0,76.0,255.0,,,4.73,,36.0,117.0,7.37,4.18,14.0,nflverse_combine
2001,Shad Meier,TE,3.0,90.0,77.0,256.0,,,4.85,,34.0,113.0,7.14,4.15,20.0,nflverse_combine
2001,Todd Heap,TE,1.0,31.0,77.0,252.0,,,4.68,,,,,,,nflverse_combine
2001,Tony Stewart,TE,5.0,147.0,77.0,256.0,,,4.96,,35.5,109.0,7.3,4.4,,nflverse_combine
2001,Adrian Burnette,WR,,,70.0,191.0,,,4.63,,,,,,,nflverse_combine
2001,Alex Bannister,WR,5.0,140.0,77.0,201.0,,,4.47,,30.5,110.0,,,,nflverse_combine
2001,Andre King,WR,7.0,245.0,72.0,199.0,,,4.61,,,,,,,nflverse_combine
2001,Arnold Jackson,WR,,,68.0,167.0,,,4.48,,41.0,127.0,7.42,4.11,,nflverse_combine
2001,Bobby Newcombe,WR,6.0,166.0,70.0,195.0,,,4.53,,37.0,117.0,6.86,3.98,,nflverse_combine
2001,Cedric James,WR,4.0,131.0,74.0,204.0,,,4.49,,43.0,134.0,,,,nflverse_combine
2001,Cedrick Wilson,WR,6.0,169.0,70.0,179.0,,,4.48,,38.0,123.0,,,,nflverse_combine
2001,Chad Johnson,WR,2.0,36.0,73.0,192.0,,,4.57,,33.0,108.0,7.51,4.14,,nflverse_combine
2001,Chris Chambers,WR,2.0,52.0,72.0,210.0,,,4.33,,45.0,134.0,,4.0,,nflverse_combine
2001,Chris Taylor,WR,7.0,218.0,71.0,183.0,,,4.4,,35.5,115.0,6.81,3.93,,nflverse_combine
2001,Corey Brown,WR,,,72.0,202.0,,,4.63,,39.5,126.0,,,,nflverse_combine
2001,Daniel Guy,WR,,,74.0,211.0,,,4.61,,38.5,125.0,7.35,4.29,,nflverse_combine
2001,Dave Klemic,WR,,,71.0,188.0,,,4.37,,36.5,116.0,,,,nflverse_combine
2001,David Martin,WR,6.0,198.0,76.0,242.0,,,4.76,,,,,,,nflverse_combine
2001,David Terrell,WR,1.0,8.0,75.0,213.0,,,4.43,,,,,,,nflverse_combine
2001,Eddie Berlin,WR,5.0,159.0,71.0,191.0,,,4.43,,39.5,122.0,6.78,4.08,,nflverse_combine
2001,Freddie Mitchell,WR,1.0,25.0,71.0,185.0,,,4.46,,39.5,120.0,6.95,4.06,,nflverse_combine
2001,Javon Green,WR,,,73.0,211.0,,,4.73,,35.5,113.0,7.41,4.34,,nflverse_combine
2001,John Capel,WR,7.0,208.0,71.0,177.0,,,4.39,,36.5,126.0,,,,nflverse_combine
2001,Justin McCareins,WR,4.0,124.0,74.0,209.0,,,4.51,,41.0,129.0,7.06,3.99,,nflverse_combine
2001,Ken-Yon Rambo,WR,7.0,229.0,73.0,196.0,,,4.34,,,,,,,nflverse_combine
2001,Kenny Clark,WR,,,73.0,225.0,,,4.59,,35.5,121.0,,,,nflverse_combine
2001,Kevin Kasper,WR,6.0,190.0,72.0,199.0,,,4.42,,43.5,126.0,6.56,3.73,,nflverse_combine
2001,Khori Ivy,WR,,,74.0,195.0,,,4.64,,,,,,,nflverse_combine
2001,Koren Robinson,WR,1.0,9.0,73.0,211.0,,,4.61,,,,,,,nflverse_combine
2001,Latef Grim,WR,,,71.0,188.0,,,4.6,,,111.0,7.27,4.33,,nflverse_combine
2001,Marcus Williams,WR,,,77.0,230.0,,,4.56,,41.0,130.0,7.37,4.2,,nflverse_combine
2001,Margin Hooks,WR,,,71.0,191.0,,,4.5,,36.0,116.0,7.08,4.18,,nflverse_combine
2001,Nate Poole,WR,,,73.0,198.0,,,4.79,,32.5,112.0,7.26,4.22,,nflverse_combine
2001,Quentin McCord,WR,7.0,236.0,70.0,191.0,,,4.48,,36.5,112.0,7.17,4.18,,nflverse_combine
2001,Quincy Morgan,WR,2.0,33.0,73.0,211.0,,,4.48,,,,,,,nflverse_combine
2001,Reggie Germany,WR,7.0,214.0,73.0,183.0,,,4.39,,,,,,,nflverse_combine
2001,Reggie Wayne,WR,1.0,30.0,72.0,198.0,,,4.45,,,,,,,nflverse_combine
2001,Richmond Flowers,WR,,,71.0,195.0,,,4.55,,35.5,114.0,6.98,3.96,,nflverse_combine
2001,Robert Ferguson,WR,2.0,41.0,73.0,205.0,,,4.48,,36.5,120.0,7.24,4.07,,nflverse_combine
2001,Robert Kilow,WR,,,70.0,171.0,,,4.44,,,,,,,nflverse_combine
2001,Rod Gardner,WR,1.0,15.0,74.0,219.0,,,4.48,,,,,,,nflverse_combine
2001,Ronney Daniels,WR,,,73.0,212.0,,,4.61,,34.5,118.0,,,,nflverse_combine
2001,Santana Moss,WR,1.0,16.0,70.0,184.0,,,4.31,,,,,,,nflverse_combine
2001,Scotty Anderson,WR,5.0,148.0,74.0,184.0,,,4.57,,34.5,115.0,,,,nflverse_combine
2001,Shawn Mills,WR,,,72.0,180.0,,,4.51,,34.5,116.0,7.12,4.15,,nflverse_combine
2001,Sly Johnson,WR,,,69.0,181.0,,,4.61,,35.5,115.0,,,,nflverse_combine
2001,Snoop Minnis,WR,3.0,77.0,73.0,171.0,,,4.57,,37.5,115.0,7.06,4.07,,nflverse_combine
2001,Steve Neal,WR,,,73.0,190.0,,,4.59,,36.0,119.0,7.18,4.19,,nflverse_combine
2001,Steve Smith,WR,3.0,74.0,69.0,184.0,,,4.41,,38.5,121.0,7.44,4.25,,nflverse_combine
2001,Vinny Sutherland,WR,5.0,136.0,69.0,192.0,,,4.48,,,,,,,nflverse_combine
2002,Andy Eby,C,,,75.0,300.0,,,5.1,,29.0,103.0,7.46,4.55,28.0,nflverse_combine
2002,Ben Miller,C,,,74.0,263.0,,,4.92,,37.5,114.0,7.28,4.46,18.0,nflverse_combine
2002,Curt McGill,C,,,75.0,290.0,,,5.07,,,,,,30.0,nflverse_combine
2002,Fred Weary,C,3.0,66.0,76.0,308.0,,,5.37,,32.0,104.0,7.68,4.63,34.0,nflverse_combine
2002,Jason Ball,C,,,74.0,301.0,,,5.41,,29.0,94.0,7.87,4.73,27.0,nflverse_combine
2002,Jason Scukanec,C,,,74.0,304.0,,,5.33,,29.0,100.0,7.87,4.59,30.0,nflverse_combine
2002,LeCharles Bentley,C,2.0,44.0,74.0,299.0,,,5.19,,25.5,103.0,7.85,4.54,,nflverse_combine
2002,Melvin Fowler,C,3.0,76.0,75.0,300.0,,,5.46,,27.0,99.0,7.51,4.6,32.0,nflverse_combine
2002,Scott Peters,C,4.0,124.0,75.0,300.0,,,5.07,,33.5,97.0,7.68,4.69,36.0,nflverse_combine
2002,Seth McKinney,C,3.0,90.0,75.0,300.0,,,4.97,,33.5,105.0,7.36,4.51,23.0,nflverse_combine
2002,Zach Quaccia,C,,,76.0,309.0,,,5.37,,26.5,93.0,7.9,4.63,23.0,nflverse_combine
2002,Andre Goodman,CB,,,70.0,182.0,,,4.36,,,,,,,nflverse_combine
2002,Andre Lott,CB,5.0,159.0,70.0,194.0,,,4.48,,36.5,119.0,7.1,4.01,15.0,nflverse_combine
2002,Bobby Sippio,CB,,,75.0,214.0,,,4.69,,37.0,123.0,6.78,4.2,12.0,nflverse_combine
2002,Bruce Branch,CB,,,70.0,192.0,,,4.53,,35.0,119.0,7.12,4.47,,nflverse_combine
2002,Chris Cash,CB,6.0,175.0,70.0,177.0,,,4.5,,,,,,,nflverse_combine
2002,Dante Wesley,CB,4.0,100.0,73.0,211.0,,,4.43,,35.0,116.0,7.25,4.22,15.0,nflverse_combine
2002,Demarcus Faggins,CB,6.0,173.0,70.0,178.0,,,4.57,,36.5,121.0,6.64,3.92,3.0,nflverse_combine
2002,Derek Ross,CB,3.0,75.0,71.0,197.0,,,4.56,,,118.0,,,17.0,nflverse_combine
2002,Eric Joyce,CB,,,69.0,192.0,,,4.53,,40.5,115.0,6.81,3.97,11.0,nflverse_combine
2002,Jermaine Chatman,CB,,,71.0,185.0,,,4.55,,35.5,121.0,,,,nflverse_combine
2002,Joseph Jefferson,CB,,,71.0,205.0,,,4.39,,39.5,121.0,6.84,4.01,8.0,nflverse_combine
2002,Kevin Thomas,CB,6.0,176.0,71.0,180.0,,,4.64,,35.0,122.0,,,10.0,nflverse_combine
2002,Keyuo Craver,CB,4.0,125.0,71.0,201.0,,,4.62,,31.0,123.0,,,13.0,nflverse_combine
2002,Kris Richard,CB,3.0,85.0,71.0,186.0,,,4.47,,39.5,120.0,,4.15,10.0,nflverse_combine
2002,LaVar Glover,CB,7.0,212.0,69.0,177.0,,,4.59,,37.0,117.0,7.18,4.29,11.0,nflverse_combine
2002,Lenny Walls,CB,,,76.0,192.0,,,4.67,,37.0,120.0,,,7.0,nflverse_combine
2002,Lito Sheppard,CB,1.0,26.0,70.0,194.0,,,4.47,,37.5,120.0,,,11.0,nflverse_combine
2002,Mike Echols,CB,4.0,110.0,69.0,190.0,,,4.35,,,,,,,nflverse_combine
2002,Mike Rumph,CB,1.0,27.0,74.0,205.0,,,4.47,,,,,,,nflverse_combine
2002,Omare Lowe,CB,5.0,161.0,73.0,196.0,,,4.58,,35.5,118.0,6.65,3.97,12.0,nflverse_combine
2002,Phillip Buchanon,CB,1.0,17.0,70.0,186.0,,,4.31,,,,,,,nflverse_combine
2002,Quentin Jammer,CB,1.0,5.0,72.0,204.0,,,4.49,,36.0,124.0,,,18.0,nflverse_combine
2002,Rashad Bauman,CB,3.0,79.0,68.0,186.0,,,4.44,,39.0,118.0,,,10.0,nflverse_combine
2002,Roe Williams,CB,,,71.0,204.0,,,4.53,,38.0,123.0,,,23.0,nflverse_combine
2002,Sheldon Brown,CB,2.0,59.0,70.0,196.0,,,4.47,,36.5,120.0,7.0,4.24,15.0,nflverse_combine
2002,Tony Okanlawon,CB,,,70.0,185.0,,,4.67,,38.0,118.0,7.37,4.39,16.0,nflverse_combine
2002,Willie Ford,CB,,,73.0,195.0,,,4.57,,34.0,117.0,7.25,4.33,10.0,nflverse_combine
2002,Alex Brown,DE,4.0,104.0,75.0,260.0,,,4.74,,,,,,,nflverse_combine
2002,Anton Palepoi,DE,2.0,60.0,75.0,279.0,,,4.81,,33.5,114.0,7.46,4.27,24.0,nflverse_combine
2002,Antwan Lake,DE,,,76.0,288.0,,,5.08,,,,,,27.0,nflverse_combine
2002,Brett Keisel,DE,7.0,242.0,77.0,279.0,,,4.89,,33.5,107.0,7.28,4.51,26.0,nflverse_combine
2002,Bryan Thomas,DE,1.0,22.0,76.0,266.0,,,4.47,,34.5,,,,33.0,nflverse_combine
2002,Carlos Hall,DE,7.0,240.0,76.0,259.0,,,4.67,,40.0,129.0,6.97,4.19,20.0,nflverse_combine
2002,Charles Grant,DE,1.0,25.0,75.0,282.0,,,4.69,,31.0,118.0,7.69,4.39,24.0,nflverse_combine
2002,Connor Stephens,DE,,,76.0,256.0,,,4.89,,36.5,119.0,7.5,4.55,20.0,nflverse_combine
2002,Dennis Johnson,DE,3.0,98.0,77.0,258.0,,,4.82,,35.5,119.0,7.21,4.36,17.0,nflverse_combine
2002,Derrius Monroe,DE,7.0,224.0,76.0,269.0,,,4.56,,31.5,111.0,7.38,4.51,25.0,nflverse_combine
2002,Dwight Freeney,DE,1.0,11.0,73.0,266.0,,,4.48,,,,,,28.0,nflverse_combine
2002,Grant Irons,DE,,,78.0,267.0,,,4.96,,40.5,119.0,7.27,4.38,19.0,nflverse_combine
2002,Greg Scott,DE,7.0,234.0,76.0,268.0,,,4.9,,32.5,110.0,7.5,4.61,26.0,nflverse_combine
2002,Jarvis Green,DE,4.0,126.0,75.0,272.0,,,4.87,,31.0,109.0,7.52,4.25,,nflverse_combine
2002,John Stamper,DE,6.0,193.0,76.0,265.0,,,4.98,,36.5,112.0,7.35,4.22,24.0,nflverse_combine
2002,Julius Peppers,DE,1.0,2.0,78.0,283.0,,,4.74,,,,,,,nflverse_combine
2002,Kalimba Edwards,DE,2.0,35.0,77.0,265.0,,,4.75,,,,,,,nflverse_combine
2002,Kenyon Coleman,DE,5.0,147.0,77.0,284.0,,,4.97,,,,,,32.0,nflverse_combine
2002,Lonnie Ford,DE,,,74.0,261.0,,,4.77,,37.5,112.0,7.12,4.28,22.0,nflverse_combine
2002,Raheem Brock,DE,7.0,238.0,76.0,257.0,,,4.93,,34.0,115.0,7.09,4.23,25.0,nflverse_combine
2002,Ryan Denney,DE,2.0,61.0,79.0,276.0,,,4.86,,33.0,107.0,7.18,4.25,36.0,nflverse_combine
2002,Sean Guthrie,DE,,,76.0,269.0,,,4.88,,,,,,28.0,nflverse_combine
2002,Stylez White,DE,,,75.0,268.0,,,4.88,,31.5,114.0,7.4,4.36,20.0,nflverse_combine
2002,Will Overstreet,DE,3.0,80.0,75.0,259.0,,,4.65,,32.5,116.0,7.37,4.31,21.0,nflverse_combine
2002,Alan Harper,DT,4.0,121.0,74.0,295.0,,,5.27,,30.5,104.0,,4.64,,nflverse_combine
2002,Albert Haynesworth,DT,1.0,15.0,78.0,320.0,,,5.09,,,,,,,nflverse_combine
2002,Anthony Weaver,DT,2.0,52.0,75.0,296.0,,,4.95,,32.5,109.0,7.37,4.31,24.0,nflverse_combine
2002,Brandon Moore,DT,,,75.0,293.0,,,5.26,,25.5,96.0,7.84,4.64,32.0,nflverse_combine
2002,Chad Beasley,DT,7.0,218.0,77.0,303.0,,,5.15,,31.5,104.0,7.75,4.6,27.0,nflverse_combine
2002,Charles Hill,DT,3.0,83.0,74.0,293.0,,,5.06,,33.5,113.0,7.37,4.36,23.0,nflverse_combine
2002,Clenton Ballard,DT,6.0,180.0,74.0,313.0,,,5.18,,26.5,93.0,7.47,4.64,24.0,nflverse_combine
2002,Dorsett Davis,DT,3.0,96.0,77.0,304.0,,,5.0,,31.0,109.0,7.83,4.67,30.0,nflverse_combine
2002,Eddie Freeman,DT,2.0,43.0,77.0,310.0,,,4.91,,34.5,111.0,7.85,4.81,32.0,nflverse_combine
2002,John Henderson,DT,1.0,9.0,79.0,308.0,,,4.87,,27.5,110.0,7.71,4.66,24.0,nflverse_combine
2002,Josh Shaw,DT,5.0,172.0,75.0,279.0,,,5.08,,,,,,22.0,nflverse_combine
2002,Justin Bannan,DT,5.0,139.0,75.0,300.0,,,5.0,,29.0,99.0,7.31,4.24,24.0,nflverse_combine
2002,Larry Tripplett,DT,2.0,42.0,74.0,305.0,,,4.93,,30.0,102.0,,4.36,,nflverse_combine
2002,Mike Collins,DT,,,75.0,298.0,,,5.03,,31.5,105.0,7.52,4.46,31.0,nflverse_combine
2002,Monsanto Pope,DT,7.0,231.0,75.0,295.0,,,5.25,,,,,,,nflverse_combine
2002,Nate Dwyer,DT,4.0,113.0,75.0,313.0,,,5.1,,31.0,103.0,7.57,4.41,27.0,nflverse_combine
2002,Rocky Bernard,DT,5.0,146.0,75.0,294.0,,,4.96,,33.0,108.0,7.43,4.41,30.0,nflverse_combine
2002,Ryan Sims,DT,1.0,6.0,76.0,311.0,,,5.09,,,,,,27.0,nflverse_combine
2002,Wendell Bryant,DT,1.0,12.0,76.0,308.0,,,4.91,,,,,,,nflverse_combine
2002,Charles Stackhouse,FB,,,74.0,252.0,,,4.93,,29.0,111.0,7.63,4.53,20.0,nflverse_combine
2002,Jamar Martin,FB,4.0,129.0,71.0,245.0,,,4.89,,32.0,108.0,7.53,4.34,23.0,nflverse_combine
2002,Jarrod Baxter,FB,5.0,136.0,73.0,245.0,,,4.7,,32.5,116.0,7.1,4.27,23.0,nflverse_combine
2002,Jeremy Allen,FB,,,72.0,241.0,,,4.59,,38.0,126.0,7.06,4.49,17.0,nflverse_combine
2002,Joe Hall,FB,,,74.0,271.0,,,4.97,,28.0,107.0,,,22.0,nflverse_combine
2002,Kori Dickerson,FB,,,76.0,240.0,,,4.75,,34.0,116.0,7.34,4.51,22.0,nflverse_combine
2002,Kyle Johnson,FB,5.0,145.0,73.0,242.0,,,4.74,,34.0,119.0,7.4,4.35,22.0,nflverse_combine
2002,Najeh Davenport,FB,4.0,135.0,73.0,248.0,,,4.57,,,,,,,nflverse_combine
2002,Omar Easy,FB,4.0,107.0,73.0,244.0,,,4.53,,40.0,123.0,7.25,4.12,21.0,nflverse_combine
2002,Paris Gaines,FB,,,72.0,228.0,,,4.67,,,,,,14.0,nflverse_combine
2002,Verron Haynes,FB,5.0,166.0,70.0,224.0,,,4.78,,31.5,117.0,7.27,4.08,25.0,nflverse_combine
2002,Will Bartholomew,FB,,,72.0,246.0,,,4.68,,38.0,119.0,6.85,4.09,35.0,nflverse_combine
2002,Andra Davis,ILB,5.0,141.0,73.0,244.0,,,4.77,,31.5,112.0,,,20.0,nflverse_combine
2002,Ben Taylor,ILB,4.0,111.0,74.0,236.0,,,4.83,,35.5,120.0,6.56,4.09,19.0,nflverse_combine
2002,Billy Silva,ILB,,,75.0,244.0,,,4.68,,,,,,,nflverse_combine
2002,Bradley Jennings,ILB,,,75.0,255.0,,,4.96,,,,,,,nflverse_combine
2002,D.D. Lewis,ILB,,,73.0,235.0,,,4.7,,33.5,114.0,,,24.0,nflverse_combine
2002,Jamie Burrow,ILB,,,73.0,249.0,,,4.83,,30.5,102.0,7.28,4.21,18.0,nflverse_combine
2002,Jermaine Petty,ILB,,,75.0,261.0,,,4.74,,33.5,116.0,,4.34,20.0,nflverse_combine
2002,Josh Thornhill,ILB,,,74.0,243.0,,,4.69,,36.5,121.0,7.15,4.19,27.0,nflverse_combine
2002,Justin Ena,ILB,,,75.0,247.0,,,4.71,,34.0,116.0,6.78,4.11,20.0,nflverse_combine
2002,Quincy Monk,ILB,7.0,245.0,75.0,250.0,,,4.82,,33.5,113.0,7.48,4.38,26.0,nflverse_combine
2002,Saleem Rasheed,ILB,3.0,69.0,75.0,229.0,,,4.66,,,,,,26.0,nflverse_combine
2002,Trev Faulk,ILB,,,75.0,241.0,,,4.9,,32.0,116.0,,,,nflverse_combine
2002,Tyreo Harrison,ILB,6.0,198.0,74.0,238.0,,,4.87,,40.0,118.0,7.24,,,nflverse_combine
2002,Cameron Peterka,K,,,75.0,190.0,,,,,,,,,,nflverse_combine
2002,David Greene,K,,,70.0,177.0,,,,,,,,,,nflverse_combine
2002,Hayden Epstein,K,7.0,247.0,74.0,212.0,,,4.79,,,,,,,nflverse_combine
2002,Jeff Chandler,K,4.0,102.0,74.0,218.0,,,5.0,,,,,,,nflverse_combine
2002,Tim Duncan,K,,,74.0,207.0,,,5.0,,,,,,,nflverse_combine
2002,Alonzo Cunningham,OG,,,76.0,316.0,,,5.46,,24.0,98.0,8.52,4.73,,nflverse_combine
2002,Andre Gurode,OG,2.0,37.0,76.0,316.0,,,5.34,,30.5,100.0,8.15,5.05,,nflverse_combine
2002,Antwan Kirk-Hughes,OG,,,75.0,316.0,,,5.43,,27.0,95.0,8.28,4.91,,nflverse_combine
2002,Artis Hicks,OG,,,76.0,303.0,,,5.08,,29.5,104.0,7.85,4.64,22.0,nflverse_combine
2002,Broderick Lancaster,OG,,,76.0,310.0,,,5.26,,,,,,14.0,nflverse_combine
2002,Dwayne Pierce,OG,,,74.0,319.0,,,5.5,,26.0,93.0,8.12,5.23,,nflverse_combine
2002,Ed Ta'amu,OG,,,74.0,335.0,,,5.3,,29.0,,,,28.0,nflverse_combine
2002,Eric Heitmann,OG,7.0,239.0,76.0,305.0,,,5.22,,28.0,103.0,7.56,4.6,33.0,nflverse_combine
2002,Frank Romero,OG,,,76.0,300.0,,,5.3,,27.5,88.0,7.65,4.79,22.0,nflverse_combine
2002,Howard Duncan,OG,,,76.0,324.0,,,5.44,,28.5,101.0,8.31,4.69,22.0,nflverse_combine
2002,Jonathan Goodwin,OG,5.0,154.0,75.0,318.0,,,5.13,,,,,,,nflverse_combine
2002,Kendall Simmons,OG,1.0,30.0,75.0,311.0,,,5.3,,28.5,98.0,7.84,4.71,24.0,nflverse_combine
2002,Kevin Barry,OG,,,76.0,325.0,,,5.34,,28.5,108.0,8.34,4.73,24.0,nflverse_combine
2002,Konrad Dean,OG,,,76.0,333.0,,,5.57,,27.5,97.0,8.37,4.97,30.0,nflverse_combine
2002,Marquise Muldrow,OG,,,74.0,316.0,,,5.31,,25.5,98.0,8.12,4.8,29.0,nflverse_combine
2002,Martin Bibla,OG,4.0,116.0,75.0,306.0,,,5.08,,,,,,35.0,nflverse_combine
2002,Melvin Paige,OG,,,77.0,314.0,,,5.34,,23.5,,,,30.0,nflverse_combine
2002,Mike Pucillo,OG,7.0,215.0,76.0,317.0,,,5.31,,28.0,,,,26.0,nflverse_combine
2002,P.J. Alexander,OG,,,76.0,299.0,,,5.38,,29.5,102.0,7.9,4.73,,nflverse_combine
2002,Pete Campion,OG,7.0,213.0,76.0,307.0,,,5.26,,25.5,88.0,7.96,4.81,30.0,nflverse_combine
2002,Qasim Mitchell,OG,,,77.0,335.0,,,5.28,,26.0,,8.07,4.94,22.0,nflverse_combine
2002,Shannon Money,OG,,,75.0,295.0,,,5.22,,33.5,107.0,,,25.0,nflverse_combine
2002,Steve Edwards,OG,,,77.0,355.0,,,5.5,,23.0,94.0,8.37,5.15,20.0,nflverse_combine
2002,Tango McCauley,OG,,,75.0,304.0,,,5.32,,31.0,104.0,7.9,4.78,29.0,nflverse_combine
2002,Toniu Fonoti,OG,2.0,39.0,76.0,349.0,,,5.49,,28.5,97.0,8.12,4.81,32.0,nflverse_combine
2002,Victor Rogers,OG,7.0,259.0,78.0,331.0,,,5.57,,25.0,93.0,9.0,5.16,20.0,nflverse_combine
2002,Akin Ayodele,OLB,3.0,89.0,74.0,257.0,,,4.81,,35.0,121.0,7.0,4.12,26.0,nflverse_combine
2002,Ben Leber,OLB,3.0,71.0,75.0,244.0,,,4.62,,32.5,114.0,6.75,4.25,20.0,nflverse_combine
2002,Brandon Moore,OLB,,,73.0,239.0,,,4.61,,36.5,113.0,,,23.0,nflverse_combine
2002,Courtland Bullard,OLB,5.0,167.0,75.0,234.0,,,4.69,,36.5,123.0,6.99,4.28,,nflverse_combine
2002,David Thornton,OLB,4.0,106.0,74.0,236.0,,,4.62,,35.5,117.0,6.93,4.09,26.0,nflverse_combine
2002,Dominique Stevenson,OLB,7.0,260.0,72.0,231.0,,,4.53,,32.5,110.0,,,23.0,nflverse_combine
2002,James Allen,OLB,3.0,82.0,75.0,240.0,,,4.62,,38.0,126.0,7.59,4.21,24.0,nflverse_combine
2002,Jashon Sykes,OLB,,,75.0,236.0,,,4.68,,34.5,116.0,7.25,4.34,23.0,nflverse_combine
2002,Joe Cooper,OLB,,,72.0,233.0,,,4.95,,32.0,111.0,7.47,4.46,17.0,nflverse_combine
2002,Kevin Bentley,OLB,4.0,101.0,72.0,243.0,,,4.68,,39.0,120.0,6.71,3.83,23.0,nflverse_combine
2002,Larry Foote,OLB,4.0,128.0,73.0,231.0,,,4.83,,30.0,,7.18,4.41,24.0,nflverse_combine
2002,Levar Fisher,OLB,2.0,49.0,73.0,233.0,,,4.67,,31.0,110.0,7.3,,,nflverse_combine
2002,Napoleon Harris,OLB,1.0,23.0,75.0,253.0,,,4.55,,34.0,115.0,7.15,4.44,27.0,nflverse_combine
2002,Nick Rogers,OLB,6.0,177.0,74.0,251.0,,,4.73,,36.0,117.0,7.02,4.19,22.0,nflverse_combine
2002,Raonall Smith,OLB,2.0,38.0,74.0,244.0,,,4.53,,42.0,125.0,7.1,4.11,26.0,nflverse_combine
2002,Robert Thomas,OLB,1.0,31.0,72.0,229.0,,,4.51,,34.0,116.0,7.21,4.1,21.0,nflverse_combine
2002,Rocky Boiman,OLB,4.0,133.0,76.0,242.0,,,4.6,,35.0,122.0,6.86,4.05,17.0,nflverse_combine
2002,Rocky Calmus,OLB,3.0,77.0,75.0,243.0,,,4.69,,,,,,16.0,nflverse_combine
2002,Scott Fujita,OLB,5.0,143.0,77.0,248.0,,,4.64,,42.0,122.0,7.09,4.21,20.0,nflverse_combine
2002,Will Witherspoon,OLB,3.0,73.0,73.0,231.0,,,4.68,,38.0,122.0,7.09,4.21,25.0,nflverse_combine
2002,Bryant McKinnie,OT,1.0,7.0,80.0,343.0,,,5.13,,,,,,,nflverse_combine
2002,Chester Pitts,OT,2.0,50.0,76.0,320.0,,,5.22,,30.0,106.0,7.84,4.81,,nflverse_combine
2002,Doug Kaufusi,OT,,,78.0,313.0,,,5.47,,,,,,,nflverse_combine
2002,Jermese Jones,OT,,,77.0,337.0,,,5.29,,,,,,22.0,nflverse_combine
2002,Kurt Vollers,OT,,,79.0,321.0,,,5.36,,30.5,,,,30.0,nflverse_combine
2002,Kyle Kosier,OT,7.0,248.0,77.0,293.0,,,5.09,,29.5,108.0,7.34,4.49,24.0,nflverse_combine
2002,Langston Walker,OT,2.0,53.0,80.0,344.0,,,5.26,,28.5,102.0,8.09,4.95,21.0,nflverse_combine
2002,Levi Jones,OT,1.0,10.0,77.0,304.0,,,5.21,,,103.0,,,,nflverse_combine
2002,Marc Colombo,OT,1.0,29.0,80.0,313.0,,,5.27,,29.5,101.0,7.65,4.6,30.0,nflverse_combine
2002,Matt Anderle,OT,6.0,178.0,78.0,327.0,,,5.5,,29.0,104.0,7.99,4.8,26.0,nflverse_combine
2002,Matt Hill,OT,5.0,171.0,78.0,300.0,,,5.33,,28.5,101.0,7.58,4.54,20.0,nflverse_combine
2002,Mike Collins,OT,,,77.0,300.0,,,5.53,,25.5,104.0,8.62,4.98,32.0,nflverse_combine
2002,Mike Williams,OT,1.0,4.0,78.0,375.0,,,5.3,,30.0,102.0,,,29.0,nflverse_combine
