nflverse_game_id,old_game_id,play_id,possession_team,offense_formation,offense_personnel,defenders_in_box,defense_personnel,number_of_pass_rushers,players_on_play,offense_players,defense_players,n_offense,n_defense,ngs_air_yards,time_to_throw,was_pressure,route,defense_man_zone_type,defense_coverage_type,offense_names,defense_names,offense_positions,defense_positions,offense_numbers,defense_numbers
2024_01_NE_CIN,2024090803,966.0,CIN,,"1 FS, 2 ILB, 1 LS, 1 OLB, 1 P, 1 RB, 2 SS, 2 TE",0,"3 CB, 1 DB, 2 FS, 2 ILB, 2 OLB, 1 RB",0,00-0036884;00-0037253;00-0038646;00-0039390;00-0039414;00-0036302;00-0037205;00-0035895;00-0039637;00-0033461;00-0036813;00-0037412;00-0036298;00-0035708;00-0036159;00-0039323;00-0035291;00-0035806;00-0037752;00-0038560;00-0034613;00-0035631,00-0039414;00-0035895;00-0039637;00-0037412;00-0036298;00-0039323;00-0035291;00-0037752;00-0038560;00-0034613;00-0035631,00-0036884;00-0037253;00-0038646;00-0039390;00-0036302;00-0037205;00-0033461;00-0036813;00-0035708;00-0036159;00-0035806,11,11,,,false,"","",,Daijahn Anthony;Joe Bachie;Maema Njongmeta;Cal Adomitis;Akeem Davis-Gaither;Ryan Rehkow;Trayveon Williams;Tycen Anderson;Jordan Battle;Tanner Hudson;Drew Sample,Marco Wilson;Marcus Jones;Alex Austin;Marcellas Dial Jr.;Jaylinn Hawkins;Brenden Schooler;Raekwon McMillan;Christian Elliss;Oshane Ximines;Joshua Uche;JaMycal Hasty,FS;ILB;ILB;LS;OLB;P;RB;SS;SS;TE;TE,CB;CB;CB;DB;FS;FS;ILB;ILB;OLB;OLB;RB,33;49;45;48;59;8;32;26;27;87;89,22;25;28;27;21;41;50;53;93;55;39
2024_01_NE_CIN,2024090803,986.0,NE,UNDER CENTER,"1 C, 3 G, 1 QB, 1 RB, 1 T, 1 TE, 3 WR",6,"3 CB, 1 DE, 3 DT, 1 ILB, 1 OLB, 2 SS",0,00-0031852;00-0032521;00-0037743;00-0037753;00-0034834;00-0034800;00-0036881;00-0037804;00-0035266;00-0036198;00-0039887;00-0036294;00-0035697;00-0033119;00-0036328;00-0032939;00-0036199;00-0037287;00-0033090;00-0036345;00-0038621;00-0039907,00-0031852;00-0035266;00-0036198;00-0039887;00-0033119;00-0036328;00-0037287;00-0033090;00-0036345;00-0038621;00-0039907,00-0032521;00-0037743;00-0037753;00-0034834;00-0034800;00-0036881;00-0037804;00-0036294;00-0035697;00-0032939;00-0036199,11,11,,,false,"","",,David Andrews;Mike Jordan;Mike Onwenu;Layden Robinson;Jacoby Brissett;Antonio Gibson;Vederian Lowe;Hunter Henry;K.J. Osborn;Demario Douglas;Ja'Lynn Polk,Mike Hilton;Daxton Hill;Cam Taylor-Britt;Sam Hubbard;B.J. Hill;Jay Tufele;Zachary Carter;Logan Wilson;Germaine Pratt;Vonn Bell;Geno Stone,C;G;G;G;QB;RB;T;TE;WR;WR;WR,CB;CB;CB;DE;DT;DT;DT;ILB;OLB;SS;SS,60;74;71;64;7;4;59;85;2;3;1,21;23;29;94;92;97;95;55;57;24;22
2024_01_NE_CIN,2024090803,1015.0,NE,UNDER CENTER,"1 C, 3 G, 1 QB, 1 RB, 1 T, 1 TE, 3 WR",6,"3 CB, 2 DE, 2 DT, 1 ILB, 1 OLB, 2 SS",5,00-0031852;00-0032521;00-0037743;00-0037753;00-0034834;00-0036902;00-0034800;00-0037804;00-0035266;00-0036198;00-0039887;00-0036294;00-0035697;00-0033119;00-0036328;00-0032939;00-0036199;00-0037287;00-0033090;00-0036345;00-0038621;00-0039907,00-0031852;00-0035266;00-0036198;00-0039887;00-0033119;00-0036328;00-0037287;00-0033090;00-0036345;00-0038621;00-0039907,00-0032521;00-0037743;00-0037753;00-0034834;00-0036902;00-0034800;00-0037804;00-0036294;00-0035697;00-0032939;00-0036199,11,11,,3.9,false,QUICK OUT,ZONE_COVERAGE,COVER_2,David Andrews;Mike Jordan;Mike Onwenu;Layden Robinson;Jacoby Brissett;Antonio Gibson;Vederian Lowe;Hunter Henry;K.J. Osborn;Demario Douglas;Ja'Lynn Polk,Mike Hilton;Daxton Hill;Cam Taylor-Britt;Sam Hubbard;Joseph Ossai;B.J. Hill;Zachary Carter;Logan Wilson;Germaine Pratt;Vonn Bell;Geno Stone,C;G;G;G;QB;RB;T;TE;WR;WR;WR,CB;CB;CB;DE;DE;DT;DT;ILB;OLB;SS;SS,60;74;71;64;7;4;59;85;2;3;1,21;23;29;94;58;92;95;55;57;24;22
2024_01_NE_CIN,2024090803,1049.0,NE,SHOTGUN,"1 C, 3 G, 1 QB, 1 RB, 1 T, 1 TE, 3 WR",5,"3 CB, 2 DE, 1 DT, 1 ILB, 2 OLB, 2 SS",3,00-0031852;00-0032521;00-0037743;00-0037753;00-0033935;00-0034834;00-0034800;00-0035266;00-0036198;00-0039887;00-0036294;00-0035697;00-0036298;00-0033119;00-0036328;00-0032939;00-0036199;00-0037287;00-0033090;00-0036345;00-0038621;00-0039907,00-0031852;00-0035266;00-0036198;00-0039887;00-0033119;00-0036328;00-0037287;00-0033090;00-0036345;00-0038621;00-0039907,00-0032521;00-0037743;00-0037753;00-0033935;00-0034834;00-0034800;00-0036294;00-0035697;00-0036298;00-0032939;00-0036199,11,11,,2.7,false,QUICK OUT,ZONE_COVERAGE,COVER_2,David Andrews;Mike Jordan;Mike Onwenu;Layden Robinson;Jacoby Brissett;Antonio Gibson;Vederian Lowe;Hunter Henry;K.J. Osborn;Demario Douglas;Ja'Lynn Polk,Mike Hilton;Daxton Hill;Cam Taylor-Britt;Trey Hendrickson;Sam Hubbard;B.J. Hill;Logan Wilson;Germaine Pratt;Akeem Davis-Gaither;Vonn Bell;Geno Stone,C;G;G;G;QB;RB;T;TE;WR;WR;WR,CB;CB;CB;DE;DE;DT;ILB;OLB;OLB;SS;SS,60;74;71;64;7;4;59;85;2;3;1,21;23;29;91;94;92;55;57;59;24;22
2024_01_NE_CIN,2024090803,1072.0,NE,,"2 DB, 2 FS, 3 ILB, 1 LS, 1 OLB, 1 P, 1 SS",0,"2 CB, 1 FS, 2 ILB, 1 OLB, 2 RB, 2 SS, 1 WR",0,00-0038549;00-0039375;00-0039390;00-0039692;00-0036302;00-0037205;00-0039414;00-0033461;00-0035240;00-0036813;00-0035895;00-0039637;00-0032228;00-0035708;00-0036298;00-0038610;00-0035291;00-0038597;00-0033883;00-0037752;00-0038560;00-0038576,00-0039390;00-0039692;00-0036302;00-0037205;00-0033461;00-0035240;00-0036813;00-0032228;00-0035708;00-0038610;00-0033883,00-0038549;00-0039375;00-0039414;00-0035895;00-0039637;00-0036298;00-0035291;00-0038597;00-0037752;00-0038560;00-0038576,11,11,,,false,"","",,Marcellas Dial Jr.;Dell Pettus;Jaylinn Hawkins;Brenden Schooler;Raekwon McMillan;Jahlani Tavai;Christian Elliss;Joe Cardona;Oshane Ximines;Bryce Baringer;Jabrill Peppers,DJ Turner II;Josh Newton;Daijahn Anthony;Joe Bachie;Maema Njongmeta;Akeem Davis-Gaither;Trayveon Williams;Chase Brown;Tycen Anderson;Jordan Battle;Charlie Jones,DB;DB;FS;FS;ILB;ILB;ILB;LS;OLB;P;SS,CB;CB;FS;ILB;ILB;OLB;RB;RB;SS;SS;WR,27;24;21;41;50;48;53;49;93;17;5,20;28;33;49;45;59;32;30;26;27;15
2024_01_NE_CIN,2024090803,1098.0,CIN,SHOTGUN,"1 C, 2 G, 1 QB, 1 RB, 2 T, 1 TE, 3 WR",6,"3 CB, 1 DE, 1 DT, 1 FS, 2 ILB, 1 NT, 1 OLB, 1 SS",0,00-0032445;00-0036884;00-0037253;00-0039147;00-0039148;00-0034251;00-0036231;00-0034678;00-0038095;00-0034385;00-0035240;00-0033860;00-0036193;00-0036442;00-0038597;00-0033883;00-0032071;00-0034752;00-0035631;00-0035341;00-0036900;00-0038619,00-0032445;00-0034678;00-0038095;00-0036442;00-0038597;00-0032071;00-0034752;00-0035631;00-0035341;00-0036900;00-0038619,00-0036884;00-0037253;00-0039147;00-0039148;00-0034251;00-0036231;00-0034385;00-0035240;00-0033860;00-0036193;00-0033883,11,11,,,false,"","",,Ted Karras;Alex Cappa;Cordell Volson;Joe Burrow;Chase Brown;Trent Brown;Orlando Brown;Drew Sample;Trenton Irwin;Ja'Marr Chase;Andrei Iosivas,Marco Wilson;Marcus Jones;Christian Gonzalez;Keion White;Daniel Ekuale;Kyle Dugger;Ja'Whaun Bentley;Jahlani Tavai;Davon Godchaux;Anfernee Jennings;Jabrill Peppers,C;G;G;QB;RB;T;T;TE;WR;WR;WR,CB;CB;CB;DE;DT;FS;ILB;ILB;NT;OLB;SS,64;65;67;9;30;77;75;89;16;1;80,22;25;0;99;95;23;8;48;92;33;5
2024_01_NE_CIN,2024090803,1127.0,CIN,SHOTGUN,"1 C, 2 G, 1 QB, 1 RB, 2 T, 2 TE, 2 WR",5,"3 CB, 1 DE, 1 DT, 1 FS, 2 ILB, 1 NT, 1 OLB, 1 SS",4,00-0032445;00-0036884;00-0037253;00-0039147;00-0039148;00-0034251;00-0036231;00-0034678;00-0038095;00-0034385;00-0035240;00-0033860;00-0036193;00-0036442;00-0038597;00-0033883;00-0032071;00-0034752;00-0034829;00-0035631;00-0036900;00-0038619,00-0032445;00-0034678;00-0038095;00-0036442;00-0038597;00-0032071;00-0034752;00-0034829;00-0035631;00-0036900;00-0038619,00-0036884;00-0037253;00-0039147;00-0039148;00-0034251;00-0036231;00-0034385;00-0035240;00-0033860;00-0036193;00-0033883,11,11,,1.4,false,SCREEN,MAN_COVERAGE,COVER_1,Ted Karras;Alex Cappa;Cordell Volson;Joe Burrow;Chase Brown;Trent Brown;Orlando Brown;Mike Gesicki;Drew Sample;Ja'Marr Chase;Andrei Iosivas,Marco Wilson;Marcus Jones;Christian Gonzalez;Keion White;Daniel Ekuale;Kyle Dugger;Ja'Whaun Bentley;Jahlani Tavai;Davon Godchaux;Anfernee Jennings;Jabrill Peppers,C;G;G;QB;RB;T;T;TE;TE;WR;WR,CB;CB;CB;DE;DT;FS;ILB;ILB;NT;OLB;SS,64;65;67;9;30;77;75;88;89;1;80,22;25;0;99;95;23;8;48;92;33;5
2024_01_NE_CIN,2024090803,1163.0,CIN,SHOTGUN,"1 C, 2 G, 1 QB, 1 RB, 2 T, 1 TE, 3 WR",7,"3 CB, 2 DE, 1 DT, 2 FS, 1 ILB, 1 OLB, 1 SS",4,00-0032445;00-0036884;00-0037253;00-0039147;00-0033947;00-0039148;00-0035247;00-0036231;00-0036302;00-0034678;00-0038095;00-0034385;00-0036159;00-0036442;00-0036251;00-0033883;00-0032071;00-0034752;00-0034829;00-0035341;00-0036900;00-0038619,00-0032445;00-0034678;00-0038095;00-0036442;00-0036251;00-0032071;00-0034752;00-0034829;00-0035341;00-0036900;00-0038619,00-0036884;00-0037253;00-0039147;00-0033947;00-0039148;00-0035247;00-0036231;00-0036302;00-0034385;00-0036159;00-0033883,11,11,,4.6,false,DEEP OUT,ZONE_COVERAGE,COVER_2,Ted Karras;Alex Cappa;Cordell Volson;Joe Burrow;Zack Moss;Trent Brown;Orlando Brown;Mike Gesicki;Trenton Irwin;Ja'Marr Chase;Andrei Iosivas,Marco Wilson;Marcus Jones;Christian Gonzalez;Deatrich Wise;Keion White;Trysten Hill;Kyle Dugger;Jaylinn Hawkins;Ja'Whaun Bentley;Joshua Uche;Jabrill Peppers,C;G;G;QB;RB;T;T;TE;WR;WR;WR,CB;CB;CB;DE;DE;DT;FS;FS;ILB;OLB;SS,64;65;67;9;31;77;75;88;16;1;80,22;25;0;91;99;97;23;21;8;55;5
2024_01_NE_CIN,2024090803,1193.0,CIN,SHOTGUN,"1 C, 2 G, 1 QB, 1 RB, 2 T, 1 TE, 3 WR",6,"3 CB, 1 DE, 1 DT, 1 FS, 2 ILB, 1 NT, 1 OLB, 1 SS",4,00-0032445;00-0036884;00-0037253;00-0039147;00-0039148;00-0034251;00-0036231;00-0034678;00-0038095;00-0034385;00-0035240;00-0033860;00-0036193;00-0036442;00-0036251;00-0033883;00-0032071;00-0034752;00-0035631;00-0036900;00-0038619;00-0039810,00-0032445;00-0034678;00-0038095;00-0036442;00-0036251;00-0032071;00-0034752;00-0035631;00-0036900;00-0038619;00-0039810,00-0036884;00-0037253;00-0039147;00-0039148;00-0034251;00-0036231;00-0034385;00-0035240;00-0033860;00-0036193;00-0033883,11,11,,2.5,false,SWING,ZONE_COVERAGE,COVER_2,Ted Karras;Alex Cappa;Cordell Volson;Joe Burrow;Zack Moss;Trent Brown;Orlando Brown;Drew Sample;Ja'Marr Chase;Andrei Iosivas;Jermaine Burton,Marco Wilson;Marcus Jones;Christian Gonzalez;Keion White;Daniel Ekuale;Kyle Dugger;Ja'Whaun Bentley;Jahlani Tavai;Davon Godchaux;Anfernee Jennings;Jabrill Peppers,C;G;G;QB;RB;T;T;TE;WR;WR;WR,CB;CB;CB;DE;DT;FS;ILB;ILB;NT;OLB;SS,64;65;67;9;31;77;75;89;1;80;81,22;25;0;99;95;23;8;48;92;33;5
2024_01_NE_CIN,2024090803,1228.0,CIN,SHOTGUN,"1 C, 2 G, 1 QB, 1 RB, 2 T, 1 TE, 3 WR",7,"3 CB, 1 DE, 1 DT, 1 FS, 2 ILB, 1 NT, 1 OLB, 1 SS",4,00-0032445;00-0036884;00-0037253;00-0039147;00-0039148;00-0034251;00-0036231;00-0034678;00-0038095;00-0034385;00-0035240;00-0033860;00-0036193;00-0036442;00-0038597;00-0033883;00-0032071;00-0034752;00-0034829;00-0035341;00-0036900;00-0038619,00-0032445;00-0034678;00-0038095;00-0036442;00-0038597;00-0032071;00-0034752;00-0034829;00-0035341;00-0036900;00-0038619,00-0036884;00-0037253;00-0039147;00-0039148;00-0034251;00-0036231;00-0034385;00-0035240;00-0033860;00-0036193;00-0033883,11,11,,1.6,false,QUICK OUT,ZONE_COVERAGE,COVER_2,Ted Karras;Alex Cappa;Cordell Volson;Joe Burrow;Chase Brown;Trent Brown;Orlando Brown;Mike Gesicki;Trenton Irwin;Ja'Marr Chase;Andrei Iosivas,Marco Wilson;Marcus Jones;Christian Gonzalez;Keion White;Daniel Ekuale;Kyle Dugger;Ja'Whaun Bentley;Jahlani Tavai;Davon Godchaux;Anfernee Jennings;Jabrill Peppers,C;G;G;QB;RB;T;T;TE;WR;WR;WR,CB;CB;CB;DE;DT;FS;ILB;ILB;NT;OLB;SS,64;65;67;9;30;77;75;88;16;1;80,22;25;0;99;95;23;8;48;92;33;5
2024_01_NE_CIN,2024090803,1258.0,CIN,SHOTGUN,"1 C, 2 G, 1 QB, 1 RB, 2 T, 1 TE, 3 WR",5,"3 CB, 2 DE, 1 DT, 2 FS, 1 ILB, 1 OLB, 1 SS",4,00-0032445;00-0036884;00-0037253;00-0039147;00-0033947;00-0039148;00-0034251;00-0036231;00-0036302;00-0034678;00-0038095;00-0034385;00-0036159;00-0036442;00-0038597;00-0033883;00-0032071;00-0034752;00-0035631;00-0035341;00-0036900;00-0038619,00-0032445;00-0034678;00-0038095;00-0036442;00-0038597;00-0032071;00-0034752;00-0035631;00-0035341;00-0036900;00-0038619,00-0036884;00-0037253;00-0039147;00-0033947;00-0039148;00-0034251;00-0036231;00-0036302;00-0034385;00-0036159;00-0033883,11,11,,,false,"",MAN_COVERAGE,COVER_1,Ted Karras;Alex Cappa;Cordell Volson;Joe Burrow;Chase Brown;Trent Brown;Orlando Brown;Drew Sample;Trenton Irwin;Ja'Marr Chase;Andrei Iosivas,Marco Wilson;Marcus Jones;Christian Gonzalez;Deatrich Wise;Keion White;Daniel Ekuale;Kyle Dugger;Jaylinn Hawkins;Ja'Whaun Bentley;Joshua Uche;Jabrill Peppers,C;G;G;QB;RB;T;T;TE;WR;WR;WR,CB;CB;CB;DE;DE;DT;FS;FS;ILB;OLB;SS,64;65;67;9;30;77;75;89;16;1;80,22;25;0;91;99;95;23;21;8;55;5
2024_01_NE_CIN,2024090803,1291.0,CIN,SHOTGUN,"1 C, 2 G, 1 QB, 1 RB, 2 T, 2 TE, 2 WR",7,"2 CB, 2 DE, 2 FS, 2 ILB, 1 NT, 1 OLB, 1 SS",0,00-0032445;00-0036884;00-0039147;00-0033947;00-0037711;00-0036231;00-0036302;00-0034678;00-0038095;00-0034385;00-0035240;00-0033860;00-0036193;00-0036442;00-0036251;00-0033883;00-0032071;00-0034752;00-0035631;00-0039814;00-0036900;00-0038619,00-0032445;00-0034678;00-0038095;00-0036442;00-0036251;00-0032071;00-0034752;00-0035631;00-0039814;00-0036900;00-0038619,00-0036884;00-0039147;00-0033947;00-0037711;00-0036231;00-0036302;00-0034385;00-0035240;00-0033860;00-0036193;00-0033883,11,11,,,false,"","",,Ted Karras;Alex Cappa;Cordell Volson;Joe Burrow;Zack Moss;Trent Brown;Orlando Brown;Drew Sample;Erick All;Ja'Marr Chase;Andrei Iosivas,Marco Wilson;Christian Gonzalez;Deatrich Wise;Jeremiah Pharms;Kyle Dugger;Jaylinn Hawkins;Ja'Whaun Bentley;Jahlani Tavai;Davon Godchaux;Anfernee Jennings;Jabrill Peppers,C;G;G;QB;RB;T;T;TE;TE;WR;WR,CB;CB;DE;DE;FS;FS;ILB;ILB;NT;OLB;SS,64;65;67;9;31;77;75;89;83;1;80,22;0;91;98;23;21;8;48;92;33;5
2024_01_NE_CIN,2024090803,1313.0,CIN,UNDER CENTER,"1 C, 2 G, 1 QB, 1 RB, 2 T, 1 TE, 3 WR",6,"3 CB, 2 DE, 1 FS, 2 ILB, 1 NT, 1 OLB, 1 SS",6,00-0032445;00-0036884;00-0037253;00-0039147;00-0037711;00-0039148;00-0036231;00-0034678;00-0038095;00-0034385;00-0035240;00-0033860;00-0036193;00-0036442;00-0036251;00-0033883;00-0032071;00-0034752;00-0039814;00-0035341;00-0038576;00-0038619,00-0032445;00-0034678;00-0038095;00-0036442;00-0036251;00-0032071;00-0034752;00-0039814;00-0035341;00-0038576;00-0038619,00-0036884;00-0037253;00-0039147;00-0037711;00-0039148;00-0036231;00-0034385;00-0035240;00-0033860;00-0036193;00-0033883,11,11,,1.8,false,SCREEN,ZONE_COVERAGE,COVER_2,Ted Karras;Alex Cappa;Cordell Volson;Joe Burrow;Zack Moss;Trent Brown;Orlando Brown;Erick All;Trenton Irwin;Charlie Jones;Andrei Iosivas,Marco Wilson;Marcus Jones;Christian Gonzalez;Jeremiah Pharms;Keion White;Kyle Dugger;Ja'Whaun Bentley;Jahlani Tavai;Davon Godchaux;Anfernee Jennings;Jabrill Peppers,C;G;G;QB;RB;T;T;TE;WR;WR;WR,CB;CB;CB;DE;DE;FS;ILB;ILB;NT;OLB;SS,64;65;67;9;31;77;75;83;16;15;80,22;25;0;98;99;23;8;48;92;33;5
2024_01_NE_CIN,2024090803,1338.0,CIN,SHOTGUN,"1 C, 2 G, 1 QB, 1 RB, 2 T, 1 TE, 3 WR",6,"3 CB, 2 DE, 1 FS, 2 ILB, 1 NT, 1 OLB, 1 SS",4,00-0032445;00-0036884;00-0037253;00-0039147;00-0037711;00-0039148;00-0036231;00-0034678;00-0038095;00-0034385;00-0035240;00-0033860;00-0036193;00-0036442;00-0036251;00-0033883;00-0032071;00-0034752;00-0039814;00-0035341;00-0038576;00-0038619,00-0032445;00-0034678;00-0038095;00-0036442;00-0036251;00-0032071;00-0034752;00-0039814;00-0035341;00-0038576;00-0038619,00-0036884;00-0037253;00-0039147;00-0037711;00-0039148;00-0036231;00-0034385;00-0035240;00-0033860;00-0036193;00-0033883,11,11,,1.5,false,HITCH/CURL,ZONE_COVERAGE,COVER_2,Ted Karras;Alex Cappa;Cordell Volson;Joe Burrow;Zack Moss;Trent Brown;Orlando Brown;Erick All;Trenton Irwin;Charlie Jones;Andrei Iosivas,Marco Wilson;Marcus Jones;Christian Gonzalez;Jeremiah Pharms;Keion White;Kyle Dugger;Ja'Whaun Bentley;Jahlani Tavai;Davon Godchaux;Anfernee Jennings;Jabrill Peppers,C;G;G;QB;RB;T;T;TE;WR;WR;WR,CB;CB;CB;DE;DE;FS;ILB;ILB;NT;OLB;SS,64;65;67;9;31;77;75;83;16;15;80,22;25;0;98;99;23;8;48;92;33;5
2024_01_NE_CIN,2024090803,1363.0,CIN,SHOTGUN,"1 C, 2 G, 1 QB, 1 RB, 2 T, 1 TE, 3 WR",7,"3 CB, 2 DE, 1 FS, 2 ILB, 1 NT, 1 OLB, 1 SS",4,00-0032445;00-0036884;00-0037253;00-0039147;00-0037711;00-0039148;00-0036231;00-0034678;00-0038095;00-0034385;00-0035240;00-0033860;00-0036193;00-0036442;00-0038597;00-0033883;00-0032071;00-0034752;00-0035631;00-0035341;00-0036900;00-0038619,00-0032445;00-0034678;00-0038095;00-0036442;00-0038597;00-0032071;00-0034752;00-0035631;00-0035341;00-0036900;00-0038619,00-0036884;00-0037253;00-0039147;00-0037711;00-0039148;00-0036231;00-0034385;00-0035240;00-0033860;00-0036193;00-0033883,11,11,,4.8,true,CORNER,MAN_COVERAGE,COVER_0,Ted Karras;Alex Cappa;Cordell Volson;Joe Burrow;Chase Brown;Trent Brown;Orlando Brown;Drew Sample;Trenton Irwin;Ja'Marr Chase;Andrei Iosivas,Marco Wilson;Marcus Jones;Christian Gonzalez;Jeremiah Pharms;Keion White;Kyle Dugger;Ja'Whaun Bentley;Jahlani Tavai;Davon Godchaux;Anfernee Jennings;Jabrill Peppers,C;G;G;QB;RB;T;T;TE;WR;WR;WR,CB;CB;CB;DE;DE;FS;ILB;ILB;NT;OLB;SS,64;65;67;9;30;77;75;89;16;1;80,22;25;0;98;99;23;8;48;92;33;5
2024_01_NE_CIN,2024090803,1386.0,CIN,SHOTGUN,"1 C, 2 G, 1 QB, 1 RB, 2 T, 1 TE, 3 WR",6,"3 CB, 2 DE, 1 DT, 2 FS, 1 ILB, 1 OLB, 1 SS",7,00-0032445;00-0036884;00-0037253;00-0039147;00-0033947;00-0039148;00-0034251;00-0036231;00-0036302;00-0034678;00-0038095;00-0034385;00-0035708;00-0036442;00-0036251;00-0033883;00-0032071;00-0034752;00-0034613;00-0035341;00-0036900;00-0038619,00-0032445;00-0034678;00-0038095;00-0036442;00-0036251;00-0032071;00-0034752;00-0034613;00-0035341;00-0036900;00-0038619,00-0036884;00-0037253;00-0039147;00-0033947;00-0039148;00-0034251;00-0036231;00-0036302;00-0034385;00-0035708;00-0033883,11,11,,1.4,false,HITCH/CURL,MAN_COVERAGE,COVER_0,Ted Karras;Alex Cappa;Cordell Volson;Joe Burrow;Zack Moss;Trent Brown;Orlando Brown;Tanner Hudson;Trenton Irwin;Ja'Marr Chase;Andrei Iosivas,Marco Wilson;Marcus Jones;Christian Gonzalez;Deatrich Wise;Keion White;Daniel Ekuale;Kyle Dugger;Jaylinn Hawkins;Ja'Whaun Bentley;Oshane Ximines;Jabrill Peppers,C;G;G;QB;RB;T;T;TE;WR;WR;WR,CB;CB;CB;DE;DE;DT;FS;FS;ILB;OLB;SS,64;65;67;9;31;77;75;87;16;1;80,22;25;0;91;99;95;23;21;8;93;5
2024_01_NE_CIN,2024090803,1411.0,CIN,SHOTGUN,"1 C, 2 G, 1 QB, 1 RB, 2 T, 1 TE, 3 WR",6,"3 CB, 2 DE, 1 DT, 1 FS, 2 ILB, 1 OLB, 1 SS",0,00-0032445;00-0036884;00-0037253;00-0039147;00-0037711;00-0039148;00-0034251;00-0036231;00-0034678;00-0038095;00-0034385;00-0035240;00-0036193;00-0036442;00-0038597;00-0033883;00-0032071;00-0034752;00-0035631;00-0035341;00-0038619;00-0039810,00-0032445;00-0034678;00-0038095;00-0036442;00-0038597;00-0032071;00-0034752;00-0035631;00-0035341;00-0038619;00-0039810,00-0036884;00-0037253;00-0039147;00-0037711;00-0039148;00-0034251;00-0036231;00-0034385;00-0035240;00-0036193;00-0033883,11,11,,,false,"","",,Ted Karras;Alex Cappa;Cordell Volson;Joe Burrow;Chase Brown;Trent Brown;Orlando Brown;Drew Sample;Trenton Irwin;Andrei Iosivas;Jermaine Burton,Marco Wilson;Marcus Jones;Christian Gonzalez;Jeremiah Pharms;Keion White;Daniel Ekuale;Kyle Dugger;Ja'Whaun Bentley;Jahlani Tavai;Anfernee Jennings;Jabrill Peppers,C;G;G;QB;RB;T;T;TE;WR;WR;WR,CB;CB;CB;DE;DE;DT;FS;ILB;ILB;OLB;SS,64;65;67;9;30;77;75;89;16;80;81,22;25;0;98;99;95;23;8;48;33;5
2024_01_NE_CIN,2024090803,1433.0,CIN,SHOTGUN,"1 C, 2 G, 1 QB, 1 RB, 2 T, 2 TE, 2 WR",6,"3 CB, 2 DE, 1 DT, 1 FS, 2 ILB, 1 OLB, 1 SS",5,00-0032445;00-0036884;00-0037253;00-0039147;00-0033947;00-0037711;00-0034251;00-0036231;00-0034678;00-0038095;00-0034385;00-0035240;00-0036193;00-0036442;00-0038597;00-0033883;00-0032071;00-0034752;00-0034829;00-0035631;00-0035341;00-0038619,00-0032445;00-0034678;00-0038095;00-0036442;00-0038597;00-0032071;00-0034752;00-0034829;00-0035631;00-0035341;00-0038619,00-0036884;00-0037253;00-0039147;00-0033947;00-0037711;00-0034251;00-0036231;00-0034385;00-0035240;00-0036193;00-0033883,11,11,,2.1,false,CORNER,MAN_COVERAGE,COVER_1,Ted Karras;Alex Cappa;Cordell Volson;Joe Burrow;Chase Brown;Trent Brown;Orlando Brown;Mike Gesicki;Drew Sample;Trenton Irwin;Andrei Iosivas,Marco Wilson;Marcus Jones;Christian Gonzalez;Deatrich Wise;Jeremiah Pharms;Daniel Ekuale;Kyle Dugger;Ja'Whaun Bentley;Jahlani Tavai;Anfernee Jennings;Jabrill Peppers,C;G;G;QB;RB;T;T;TE;TE;WR;WR,CB;CB;CB;DE;DE;DT;FS;ILB;ILB;OLB;SS,64;65;67;9;30;77;75;88;89;16;80,22;25;0;91;98;95;23;8;48;33;5
2024_01_NE_CIN,2024090803,1494.0,CIN,UNDER CENTER,"1 C, 2 G, 1 QB, 1 RB, 2 T, 2 TE, 2 WR",6,"3 CB, 2 DE, 1 DT, 2 FS, 1 ILB, 1 OLB, 1 SS",4,00-0032445;00-0036884;00-0037253;00-0039147;00-0033947;00-0039148;00-0035247;00-0036231;00-0036302;00-0034678;00-0038095;00-0034385;00-0035708;00-0036442;00-0036251;00-0033883;00-0032071;00-0034752;00-0034613;00-0035631;00-0036900;00-0038619,00-0032445;00-0034678;00-0038095;00-0036442;00-0036251;00-0032071;00-0034752;00-0034613;00-0035631;00-0036900;00-0038619,00-0036884;00-0037253;00-0039147;00-0033947;00-0039148;00-0035247;00-0036231;00-0036302;00-0034385;00-0035708;00-0033883,11,11,,1.8,false,SLANT,MAN_COVERAGE,2_MAN,Ted Karras;Alex Cappa;Cordell Volson;Joe Burrow;Zack Moss;Trent Brown;Orlando Brown;Tanner Hudson;Drew Sample;Ja'Marr Chase;Andrei Iosivas,Marco Wilson;Marcus Jones;Christian Gonzalez;Deatrich Wise;Keion White;Trysten Hill;Kyle Dugger;Jaylinn Hawkins;Ja'Whaun Bentley;Oshane Ximines;Jabrill Peppers,C;G;G;QB;RB;T;T;TE;TE;WR;WR,CB;CB;CB;DE;DE;DT;FS;FS;ILB;OLB;SS,64;65;67;9;31;77;75;87;89;1;80,22;25;0;91;99;97;23;21;8;93;5
